	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	heme_regulatory_motif_count
NC_047945_NC_047945_50	NC_047945	NC_047945	50	54553	55605	1	C	K00526	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]								Ribonucleotide reductase, small chain [PF00268.24]	0
NC_047945_NC_047945_51	NC_047945	NC_047945	51	55618	55956	1	D										Thioredoxin [PF00085.23]	0
NC_047945_NC_047945_52	NC_047945	NC_047945	52	56045	56791	1	E											0
NC_047945_NC_047945_53	NC_047945	NC_047945	53	56770	57069	1	D										Bacterial DNA-binding protein [PF00216.24]	0
NC_047945_NC_047945_54	NC_047945	NC_047945	54	57132	57404	1	E											0
NC_047945_NC_047945_55	NC_047945	NC_047945	55	57404	59863	1	D										DNA polymerase family A [PF00476.23]	0
NC_047945_NC_047945_56	NC_047945	NC_047945	56	60083	60727	1	E											0
NC_047945_NC_047945_57	NC_047945	NC_047945	57	60951	61607	1	D										DNA polymerase family A [PF00476.23]	0
NC_047945_NC_047945_58	NC_047945	NC_047945	58	61684	62052	1	E											0
NC_047945_NC_047945_59	NC_047945	NC_047945	59	62045	62557	1	E											0
NC_047945_NC_047945_60	NC_047945	NC_047945	60	62570	62698	1	E											0
NC_047945_NC_047945_61	NC_047945	NC_047945	61	62796	63029	1	E											0
NC_047945_NC_047945_62	NC_047945	NC_047945	62	63049	63183	1	E											0
NC_047945_NC_047945_63	NC_047945	NC_047945	63	63184	63405	1	E											0
NC_047945_NC_047945_64	NC_047945	NC_047945	64	63405	63584	1	E											0
NC_047945_NC_047945_65	NC_047945	NC_047945	65	63600	64010	1	E											0
NC_047945_NC_047945_66	NC_047945	NC_047945	66	64011	64634	1	D										Nucleoside 2-deoxyribosyltransferase [PF05014.18]	0
NC_047945_NC_047945_67	NC_047945	NC_047945	67	64634	64948	1	E											0
NC_047945_NC_047945_68	NC_047945	NC_047945	68	64939	65556	1	E											0
NC_047945_NC_047945_69	NC_047945	NC_047945	69	65586	66068	1	E											0
NC_047945_NC_047945_70	NC_047945	NC_047945	70	66079	66480	1	E											0
NC_047945_NC_047945_71	NC_047945	NC_047945	71	66483	67751	1	E											0
NC_047945_NC_047945_72	NC_047945	NC_047945	72	67819	68040	1	D										Rad51 [PF08423.14]; KaiC [PF06745.16]; recA bacterial DNA recombination protein [PF00154.24]	0
NC_047945_NC_047945_73	NC_047945	NC_047945	73	68383	69351	1	D										LAGLIDADG-like domain [PF14528.9]	0
NC_047945_NC_047945_74	NC_047945	NC_047945	74	69499	70419	1	D										recA bacterial DNA recombination protein [PF00154.24]	0
NC_047945_NC_047945_75	NC_047945	NC_047945	75	70451	70834	1	E											0
NC_047945_NC_047945_76	NC_047945	NC_047945	76	70810	71463	1	E											0
NC_047945_NC_047945_77	NC_047945	NC_047945	77	71537	72187	1	E											0
NC_047945_NC_047945_78	NC_047945	NC_047945	78	72206	72721	1	D										Bacterial Ig-like domain (group 2) [PF02368.21]	0
NC_047945_NC_047945_79	NC_047945	NC_047945	79	72738	72965	1	E											0
NC_047945_NC_047945_80	NC_047945	NC_047945	80	73069	73320	1	E											0
NC_047945_NC_047945_81	NC_047945	NC_047945	81	73323	73766	1	E											0
NC_047945_NC_047945_82	NC_047945	NC_047945	82	73949	74740	1	E											0
NC_047945_NC_047945_83	NC_047945	NC_047945	83	74733	75122	1	D										YopX protein [PF09643.13]	0
NC_047945_NC_047945_84	NC_047945	NC_047945	84	75204	75536	1	E											0
NC_047945_NC_047945_85	NC_047945	NC_047945	85	75552	75935	1	E											0
NC_047945_NC_047945_86	NC_047945	NC_047945	86	75959	76687	1	E											0
NC_047945_NC_047945_87	NC_047945	NC_047945	87	76677	77921	1	E											0
NC_047945_NC_047945_88	NC_047945	NC_047945	88	77930	78256	1	E											0
NC_047945_NC_047945_89	NC_047945	NC_047945	89	78308	78847	1	E											0
NC_047945_NC_047945_90	NC_047945	NC_047945	90	78840	79592	1	E											0
NC_047945_NC_047945_91	NC_047945	NC_047945	91	79576	80034	1	E											0
NC_047945_NC_047945_92	NC_047945	NC_047945	92	80039	80926	1	E											0
NC_047945_NC_047945_93	NC_047945	NC_047945	93	80989	81231	1	E											0
NC_047945_NC_047945_94	NC_047945	NC_047945	94	81552	82292	1	E											0
NC_047945_NC_047945_95	NC_047945	NC_047945	95	82304	82744	1	E											0
NC_047945_NC_047945_96	NC_047945	NC_047945	96	82762	83181	1	D										Transposase [PF01710.19]	0
NC_047945_NC_047945_97	NC_047945	NC_047945	97	83196	83891	1	E											0
NC_047945_NC_047945_98	NC_047945	NC_047945	98	83891	84274	1	E											0
NC_047945_NC_047945_99	NC_047945	NC_047945	99	84358	84786	1	E											0
NC_047945_NC_047945_100	NC_047945	NC_047945	100	84768	84965	1	E											0
NC_047945_NC_047945_101	NC_047945	NC_047945	101	85016	85189	1	E											0
NC_047945_NC_047945_102	NC_047945	NC_047945	102	85176	85334	1	E											0
NC_047945_NC_047945_103	NC_047945	NC_047945	103	85411	85674	1	E											0
NC_047945_NC_047945_104	NC_047945	NC_047945	104	85738	86127	1	E											0
NC_047945_NC_047945_105	NC_047945	NC_047945	105	86255	86497	1	E											0
NC_047945_NC_047945_106	NC_047945	NC_047945	106	86511	86699	1	E											0
NC_047945_NC_047945_107	NC_047945	NC_047945	107	86836	87597	1	E											0
NC_047945_NC_047945_108	NC_047945	NC_047945	108	87670	87909	1	E											0
NC_047945_NC_047945_109	NC_047945	NC_047945	109	87993	88391	1	E											0
NC_047945_NC_047945_110	NC_047945	NC_047945	110	88391	88804	1	E											0
NC_047945_NC_047945_111	NC_047945	NC_047945	111	88869	89498	1	E											0
NC_047945_NC_047945_112	NC_047945	NC_047945	112	89609	90292	1	E											0
NC_047945_NC_047945_113	NC_047945	NC_047945	113	90535	90777	1	E											0
NC_047945_NC_047945_114	NC_047945	NC_047945	114	90797	90979	1	E											0
NC_047945_NC_047945_115	NC_047945	NC_047945	115	90993	91163	1	E											0
NC_047945_NC_047945_116	NC_047945	NC_047945	116	91178	91279	1	E											0
NC_047945_NC_047945_117	NC_047945	NC_047945	117	91367	91471	1	E											0
NC_047945_NC_047945_118	NC_047945	NC_047945	118	91535	91933	1	E											0
NC_047945_NC_047945_119	NC_047945	NC_047945	119	91926	92030	1	E											0
NC_047945_NC_047945_120	NC_047945	NC_047945	120	92023	92316	1	E											0
NC_047945_NC_047945_121	NC_047945	NC_047945	121	92337	92519	1	E											0
NC_047945_NC_047945_122	NC_047945	NC_047945	122	92540	93463	1	E											0
NC_047945_NC_047945_123	NC_047945	NC_047945	123	93725	94639	1	D										NUMOD4 motif [PF07463.14]	0
NC_047945_NC_047945_124	NC_047945	NC_047945	124	95701	96024	1	E											0
NC_047945_NC_047945_125	NC_047945	NC_047945	125	96041	96139	1	E											0
NC_047945_NC_047945_126	NC_047945	NC_047945	126	96206	96421	1	E											0
NC_047945_NC_047945_127	NC_047945	NC_047945	127	96519	96989	1	E											0
NC_047945_NC_047945_128	NC_047945	NC_047945	128	97053	97325	1	E											0
NC_047945_NC_047945_129	NC_047945	NC_047945	129	97357	97602	1	E											0
NC_047945_NC_047945_130	NC_047945	NC_047945	130	99955	100224	1	E											0
NC_047945_NC_047945_131	NC_047945	NC_047945	131	100300	100554	1	E											0
NC_047945_NC_047945_132	NC_047945	NC_047945	132	101412	101564	1	E											0
NC_047945_NC_047945_133	NC_047945	NC_047945	133	101692	101838	1	E											0
NC_047945_NC_047945_134	NC_047945	NC_047945	134	101904	102179	1	E											0
NC_047945_NC_047945_135	NC_047945	NC_047945	135	102612	102863	1	E											0
NC_047945_NC_047945_136	NC_047945	NC_047945	136	102941	103327	1	E											0
NC_047945_NC_047945_137	NC_047945	NC_047945	137	103383	103577	1	E											0
NC_047945_NC_047945_138	NC_047945	NC_047945	138	104019	104234	1	E											0
NC_047945_NC_047945_139	NC_047945	NC_047945	139	104436	104684	1	E											0
NC_047945_NC_047945_140	NC_047945	NC_047945	140	104791	105351	1	E											0
NC_047945_NC_047945_141	NC_047945	NC_047945	141	105533	105892	1	E											0
NC_047945_NC_047945_142	NC_047945	NC_047945	142	105961	106434	1	E											0
NC_047945_NC_047945_143	NC_047945	NC_047945	143	106770	106991	1	E											0
NC_047945_NC_047945_144	NC_047945	NC_047945	144	107360	107869	-1	E											0
NC_047945_NC_047945_145	NC_047945	NC_047945	145	107943	108191	-1	E											0
NC_047945_NC_047945_146	NC_047945	NC_047945	146	108193	108387	-1	E											0
NC_047945_NC_047945_147	NC_047945	NC_047945	147	108404	108898	-1	D										NADAR domain [PF08719.14]	0
NC_047945_NC_047945_148	NC_047945	NC_047945	148	108912	109745	-1	E											0
NC_047945_NC_047945_149	NC_047945	NC_047945	149	109786	110493	-1	C	K07313	serine/threonine protein phosphatase 1 [EC:3.1.3.16]								Calcineurin-like phosphoesterase [PF00149.31]	0
NC_047945_NC_047945_150	NC_047945	NC_047945	150	110692	111036	-1	E											0
NC_047945_NC_047945_151	NC_047945	NC_047945	151	111051	111362	-1	E											0
NC_047945_NC_047945_152	NC_047945	NC_047945	152	111366	111722	-1	E											0
NC_047945_NC_047945_153	NC_047945	NC_047945	153	111755	111973	-1	E											0
NC_047945_NC_047945_154	NC_047945	NC_047945	154	111973	112230	-1	E											0
NC_047945_NC_047945_155	NC_047945	NC_047945	155	112230	112442	-1	E											0
NC_047945_NC_047945_156	NC_047945	NC_047945	156	112464	112868	-1	E											0
NC_047945_NC_047945_157	NC_047945	NC_047945	157	112935	113978	-1	E											0
NC_047945_NC_047945_158	NC_047945	NC_047945	158	114014	114127	-1	E											0
NC_047945_NC_047945_159	NC_047945	NC_047945	159	114210	114449	-1	E											0
NC_047945_NC_047945_160	NC_047945	NC_047945	160	114471	114713	-1	E											0
NC_047945_NC_047945_161	NC_047945	NC_047945	161	114728	115456	-1	D										RNA repair pathway DNA polymerase beta family [PF10127.12]	0
NC_047945_NC_047945_162	NC_047945	NC_047945	162	115467	115979	-1	E											0
NC_047945_NC_047945_163	NC_047945	NC_047945	163	115995	116219	-1	E											0
NC_047945_NC_047945_164	NC_047945	NC_047945	164	116295	116582	-1	E											0
NC_047945_NC_047945_165	NC_047945	NC_047945	165	116583	116765	-1	E											0
NC_047945_NC_047945_166	NC_047945	NC_047945	166	116767	117099	-1	E											0
NC_047945_NC_047945_167	NC_047945	NC_047945	167	117194	118213	-1	E											0
NC_047945_NC_047945_168	NC_047945	NC_047945	168	118373	118546	-1	E											0
NC_047945_NC_047945_169	NC_047945	NC_047945	169	118540	118917	-1	E											0
NC_047945_NC_047945_170	NC_047945	NC_047945	170	118910	119326	-1	D										Protein of unknwon function (DUF3310) [PF11753.11]	0
NC_047945_NC_047945_171	NC_047945	NC_047945	171	119476	119670	-1	E											0
NC_047945_NC_047945_172	NC_047945	NC_047945	172	119683	120384	-1	E											0
NC_047945_NC_047945_173	NC_047945	NC_047945	173	120347	121057	-1	D										MazG nucleotide pyrophosphohydrolase domain [PF03819.20]	0
NC_047945_NC_047945_174	NC_047945	NC_047945	174	121061	121318	-1	E											0
NC_047945_NC_047945_175	NC_047945	NC_047945	175	121302	121541	-1	E											0
NC_047945_NC_047945_176	NC_047945	NC_047945	176	121542	122489	-1	D										YopX protein [PF09643.13]; Restriction alleviation protein Lar [PF14354.9]	0
NC_047945_NC_047945_177	NC_047945	NC_047945	177	122490	122858	-1	E											0
NC_047945_NC_047945_178	NC_047945	NC_047945	178	122992	123426	-1	E											0
NC_047945_NC_047945_179	NC_047945	NC_047945	179	123417	123548	-1	E											0
NC_047945_NC_047945_180	NC_047945	NC_047945	180	123636	123896	-1	E											0
NC_047945_NC_047945_181	NC_047945	NC_047945	181	123854	124993	-1	E											1
NC_047945_NC_047945_182	NC_047945	NC_047945	182	125015	125773	-1	D										PhoH-like protein [PF02562.19]	0
NC_047945_NC_047945_183	NC_047945	NC_047945	183	125790	125936	-1	E											0
NC_047945_NC_047945_184	NC_047945	NC_047945	184	125947	126357	-1	D										RNase H [PF00075.27]	0
NC_047945_NC_047945_185	NC_047945	NC_047945	185	126350	126544	-1	E											0
NC_047945_NC_047945_186	NC_047945	NC_047945	186	126557	127162	-1	E											0
NC_047945_NC_047945_187	NC_047945	NC_047945	187	127155	127361	-1	D										Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF12844.10]; Helix-turn-helix domain [PF13560.9]; Cro/C1-type HTH DNA-binding domain [PF13443.9]	0
NC_047945_NC_047945_188	NC_047945	NC_047945	188	127378	127581	-1	E											0
NC_047945_NC_047945_189	NC_047945	NC_047945	189	127592	127831	-1	E											0
NC_047945_NC_047945_190	NC_047945	NC_047945	190	127931	129574	-1	D										Phage portal protein [PF04860.15]	0
NC_047945_NC_047945_191	NC_047945	NC_047945	191	129575	129940	-1	E											0
NC_047945_NC_047945_192	NC_047945	NC_047945	192	129961	130317	-1	E											0
NC_047945_NC_047945_193	NC_047945	NC_047945	193	130394	131569	-1	E											0
NC_047945_NC_047945_194	NC_047945	NC_047945	194	131585	131935	-1	E											0
NC_047945_NC_047945_195	NC_047945	NC_047945	195	131928	132425	-1	E											0
NC_047945_NC_047945_196	NC_047945	NC_047945	196	132640	133449	-1	E											0
NC_047945_NC_047945_197	NC_047945	NC_047945	197	133818	134087	-1	D										Phage terminase large subunit gpA, ATPase domain [PF05876.15]	0
NC_047945_NC_047945_198	NC_047945	NC_047945	198	134479	135438	-1	D										Protein of unknown function (DUF2726) [PF10881.11]	0
NC_047945_NC_047945_199	NC_047945	NC_047945	199	135662	136225	-1	D										Phage terminase large subunit gpA, ATPase domain [PF05876.15]	0
NC_047945_NC_047945_200	NC_047945	NC_047945	200	136228	136659	-1	E											0
NC_047945_NC_047945_201	NC_047945	NC_047945	201	136875	137264	-1	E											0
NC_047945_NC_047945_202	NC_047945	NC_047945	202	137760	138083	1	E											0
NC_047945_NC_047945_203	NC_047945	NC_047945	203	138096	138422	1	E											0
NC_047945_NC_047945_204	NC_047945	NC_047945	204	138442	138645	1	E											0
NC_047945_NC_047945_205	NC_047945	NC_047945	205	139708	139917	1	E											0
NC_047945_NC_047945_206	NC_047945	NC_047945	206	139932	140276	1	E											0
NC_047945_NC_047945_207	NC_047945	NC_047945	207	141459	141611	1	E											0
NC_047945_NC_047945_208	NC_047945	NC_047945	208	141778	142332	1	D										Bacteriophage holin [PF04531.16]	0
NC_047945_NC_047945_209	NC_047945	NC_047945	209	142332	142718	1	D			MER0198768	C51	MER0198768 - family C51 unassigned peptidases (Staphylococcus lugdunensis) [C51.UPW]#C51#{peptidase unit: 235-364}~source ADC87739~	False	0.695	162.0	2.277e-45	CHAP domain [PF05257.19]	0
