	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
NC_054681.1_NC_054681.1_46	NC_054681.1	NC_054681.1	46	32494	34584	1	D			Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase alpha domain [PF17975.4]	0
NC_054681.1_NC_054681.1_47	NC_054681.1	NC_054681.1	47	34642	34860	1	C	K26249	nucleoid-associated protein Lsr2	Lsr2 [PF11774.11]	0
NC_054681.1_NC_054681.1_48	NC_054681.1	NC_054681.1	48	34835	35011	-1	E				0
NC_054681.1_NC_054681.1_49	NC_054681.1	NC_054681.1	49	35146	36723	1	C	K06400	site-specific DNA recombinase	Resolvase, N terminal domain [PF00239.24]	0
NC_054681.1_NC_054681.1_50	NC_054681.1	NC_054681.1	50	36833	37546	-1	C	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	Thymidylate synthase complementing protein [PF02511.18]	0
NC_054681.1_NC_054681.1_51	NC_054681.1	NC_054681.1	51	37543	37815	-1	E				0
NC_054681.1_NC_054681.1_52	NC_054681.1	NC_054681.1	52	37818	37940	-1	E				0
NC_054681.1_NC_054681.1_53	NC_054681.1	NC_054681.1	53	38013	41495	-1	C	K02337	DNA polymerase III subunit alpha [EC:2.7.7.7]	Bacterial DNA polymerase III alpha NTPase domain [PF07733.15]; Bacterial DNA polymerase III alpha subunit finger domain [PF17657.4]; PHP domain [PF02811.22]; Helix-hairpin-helix motif [PF14579.9]; OB-fold nucleic acid binding domain [PF01336.28]	0
NC_054681.1_NC_054681.1_54	NC_054681.1	NC_054681.1	54	41492	41728	-1	E				0
NC_054681.1_NC_054681.1_55	NC_054681.1	NC_054681.1	55	41742	42137	-1	E				0
NC_054681.1_NC_054681.1_56	NC_054681.1	NC_054681.1	56	42257	42709	-1	E				0
NC_054681.1_NC_054681.1_57	NC_054681.1	NC_054681.1	57	42710	43294	-1	E				0
NC_054681.1_NC_054681.1_58	NC_054681.1	NC_054681.1	58	43291	43596	-1	E				0
NC_054681.1_NC_054681.1_59	NC_054681.1	NC_054681.1	59	43593	43835	-1	E				0
NC_054681.1_NC_054681.1_60	NC_054681.1	NC_054681.1	60	43832	44107	-1	E				0
NC_054681.1_NC_054681.1_61	NC_054681.1	NC_054681.1	61	44364	44624	-1	D			Essential protein Yae1, N terminal [PF09811.12]	0
NC_054681.1_NC_054681.1_62	NC_054681.1	NC_054681.1	62	44708	45064	-1	E				0
NC_054681.1_NC_054681.1_63	NC_054681.1	NC_054681.1	63	45079	45450	-1	E				0
NC_054681.1_NC_054681.1_64	NC_054681.1	NC_054681.1	64	45536	45991	-1	E				0
NC_054681.1_NC_054681.1_65	NC_054681.1	NC_054681.1	65	46095	46298	-1	E				0
NC_054681.1_NC_054681.1_66	NC_054681.1	NC_054681.1	66	46301	46723	-1	E				0
NC_054681.1_NC_054681.1_67	NC_054681.1	NC_054681.1	67	46847	47266	-1	E				0
NC_054681.1_NC_054681.1_68	NC_054681.1	NC_054681.1	68	47279	47404	-1	E				0
NC_054681.1_NC_054681.1_69	NC_054681.1	NC_054681.1	69	47501	48478	-1	E				0
NC_054681.1_NC_054681.1_70	NC_054681.1	NC_054681.1	70	48599	49033	-1	E				0
NC_054681.1_NC_054681.1_71	NC_054681.1	NC_054681.1	71	49125	49244	-1	E				0
NC_054681.1_NC_054681.1_72	NC_054681.1	NC_054681.1	72	49342	49722	-1	E				0
