	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001246.1_23	QGNH01001246.1	QGNH01001246.1	23	13926	15632	-1	D	YP_007674015.1	YP_007674015.1 helicase [Vibrio phage pYD21-A]	False	0.332	262.0	3.719e-73	Type III restriction enzyme, res subunit [PF04851.18]; Helicase conserved C-terminal domain [PF00271.34]					VOG00542	REFSEQ double zinc ribbon protein; Xu	Xu	0	False	
QGNH01001246.1_24	QGNH01001246.1	QGNH01001246.1	24	15595	16512	-1	E												VOG00011	sp|P03795|Y28_BPT7 Protein 2.8; Xu	Xu	0	False	
QGNH01001246.1_25	QGNH01001246.1	QGNH01001246.1	25	16499	16831	-1	E															0	False	
QGNH01001246.1_26	QGNH01001246.1	QGNH01001246.1	26	16828	17145	-1	E															0	False	
QGNH01001246.1_27	QGNH01001246.1	QGNH01001246.1	27	17138	17371	-1	E															0	False	
QGNH01001246.1_28	QGNH01001246.1	QGNH01001246.1	28	17383	18039	-1	D	YP_010719958.1	YP_010719958.1 hypothetical protein P6F36_gp01 [Stenotrophomonas phage vB_SM_ytsc_ply2008005c]	False	0.328	110.0	4.618e-26	YqaJ-like viral recombinase domain [PF09588.13]					VOG00332	sp|Q8QL42|Y207_SIRV1 Uncharacterized protein 207; Xu	Xu	0	False	
QGNH01001246.1_29	QGNH01001246.1	QGNH01001246.1	29	18071	18661	-1	E	YP_224273.1	YP_224273.1 single strand DNA binding protein [Listonella phage phiHSIC]	False	0.31	66.0	3.518e-11									0	False	
QGNH01001246.1_30	QGNH01001246.1	QGNH01001246.1	30	18674	19252	-1	D	YP_009785866.1	YP_009785866.1 HNH endonuclease [Klebsiella phage vB_KpnP_IME205]	False	0.401	107.0	3.186e-25	HNH endonuclease [PF13392.9]					VOG03493	REFSEQ endonuclease; Xu	Xu	0	False	
QGNH01001246.1_31	QGNH01001246.1	QGNH01001246.1	31	19253	19921	-1	D	YP_009043577.1	YP_009043577.1 Sak4-like ssDNA annealing protein [Pseudomonas phage phiPSA1]	False	0.393	151.0	5.728e-40	AAA domain [PF13479.9]					VOG00709	sp|O31907|YORG_BACSU SPbeta prophage-derived uncharacterized protein YorG; Xu	Xu	0	False	
QGNH01001246.1_32	QGNH01001246.1	QGNH01001246.1	32	19923	20342	-1	E															0	False	
QGNH01001246.1_33	QGNH01001246.1	QGNH01001246.1	33	20470	20658	1	D							DNA-binding transcriptional regulator Cro [PF14549.9]								0	False	
QGNH01001246.1_34	QGNH01001246.1	QGNH01001246.1	34	20642	20881	1	E															0	False	
QGNH01001246.1_35	QGNH01001246.1	QGNH01001246.1	35	20882	21001	1	E															0	False	
QGNH01001246.1_36	QGNH01001246.1	QGNH01001246.1	36	21127	21348	1	E															0	False	
QGNH01001246.1_37	QGNH01001246.1	QGNH01001246.1	37	21338	21475	1	E															0	False	
QGNH01001246.1_38	QGNH01001246.1	QGNH01001246.1	38	21660	21839	1	E															0	False	
QGNH01001246.1_39	QGNH01001246.1	QGNH01001246.1	39	21945	22109	1	E															0	False	
QGNH01001246.1_40	QGNH01001246.1	QGNH01001246.1	40	22211	23056	1	E															0	False	
QGNH01001246.1_41	QGNH01001246.1	QGNH01001246.1	41	23061	23255	1	E															0	False	
QGNH01001246.1_42	QGNH01001246.1	QGNH01001246.1	42	23242	23484	1	E															0	False	
QGNH01001246.1_43	QGNH01001246.1	QGNH01001246.1	43	23520	23723	1	D	YP_009909763.1	YP_009909763.1 cold shock protein [Escherichia phage 2H10]	False	0.539	65.0	4.898e-13	'Cold-shock' DNA-binding domain [PF00313.25]								0	False	
QGNH01001246.1_44	QGNH01001246.1	QGNH01001246.1	44	23695	23886	-1	E															0	False	
QGNH01001246.1_45	QGNH01001246.1	QGNH01001246.1	45	23886	24122	-1	E															0	False	
QGNH01001246.1_46	QGNH01001246.1	QGNH01001246.1	46	24122	24349	-1	E															0	False	
QGNH01001246.1_47	QGNH01001246.1	QGNH01001246.1	47	24349	24486	-1	E															0	False	
QGNH01001246.1_48	QGNH01001246.1	QGNH01001246.1	48	24513	24689	-1	E															0	False	
QGNH01001246.1_49	QGNH01001246.1	QGNH01001246.1	49	24974	25156	1	E															0	False	
QGNH01001246.1_50	QGNH01001246.1	QGNH01001246.1	50	25156	26424	1	D	YP_009147004.1	YP_009147004.1 DNA methyltransferase [Aurantimonas phage AmM-1]	False	0.446	344.0	3.8560000000000004e-103	DNA methylase [PF01555.21]; ParB/Sulfiredoxin domain [PF02195.21]					VOG00306	sp|P14243|MTC9_CITFR Type II methyltransferase M.Cfr9I; XhXp	Xh;Xp	0	False	
QGNH01001246.1_51	QGNH01001246.1	QGNH01001246.1	51	26363	26710	1	E															0	False	
QGNH01001246.1_52	QGNH01001246.1	QGNH01001246.1	52	26832	28355	1	E	YP_009823358.1	YP_009823358.1 putative terminase large subunit [Escherichia phage PTXU04]	False	0.339	266.0	2.9900000000000003e-75						VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01001246.1_53	QGNH01001246.1	QGNH01001246.1	53	28399	30780	1	D	YP_007518354.1	YP_007518354.1 portal protein [Vibrio phage VvAW1]	False	0.218	172.0	3.127e-42	Phage P22-like portal protein [PF16510.8]					VOG02069	sp|Q9T1S9|PORTL_BPAPS Portal protein; XhXpXrXs	Xh;Xs;Xp;Xr	0	False	V
QGNH01001246.1_54	QGNH01001246.1	QGNH01001246.1	54	30802	31749	1	E															0	False	
QGNH01001246.1_55	QGNH01001246.1	QGNH01001246.1	55	31749	31940	1	E															0	False	
QGNH01001246.1_56	QGNH01001246.1	QGNH01001246.1	56	32160	33407	1	D							P22 coat protein - gene protein 5 [PF11651.11]								0	False	F
QGNH01001246.1_57	QGNH01001246.1	QGNH01001246.1	57	33428	33829	1	E															0	False	F
QGNH01001246.1_58	QGNH01001246.1	QGNH01001246.1	58	33829	34773	1	E															0	False	F
QGNH01001246.1_59	QGNH01001246.1	QGNH01001246.1	59	34837	35604	1	E	YP_009007763.1	YP_009007763.1 HNH endonuclease [Staphylococcus phage vB_SepS_SEP9]	False	0.471	112.0	4.1480000000000005e-26						VOG01554	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
QGNH01001246.1_60	QGNH01001246.1	QGNH01001246.1	60	35604	37421	1	E															0	False	F
