	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
MZ334519_MZ334519.1_54	MZ334519	MZ334519.1	54	37965	38183	-1	E				0
MZ334519_MZ334519.1_55	MZ334519	MZ334519.1	55	38183	38329	-1	E				0
MZ334519_MZ334519.1_56	MZ334519	MZ334519.1	56	38319	38732	-1	E				0
MZ334519_MZ334519.1_57	MZ334519	MZ334519.1	57	38734	39075	-1	E				0
MZ334519_MZ334519.1_58	MZ334519	MZ334519.1	58	39164	39550	-1	E				0
MZ334519_MZ334519.1_59	MZ334519	MZ334519.1	59	39552	39878	-1	E				0
MZ334519_MZ334519.1_60	MZ334519	MZ334519.1	60	39985	41247	-1	E				0
MZ334519_MZ334519.1_61	MZ334519	MZ334519.1	61	41310	42572	-1	E				0
MZ334519_MZ334519.1_62	MZ334519	MZ334519.1	62	42569	42730	-1	E				0
MZ334519_MZ334519.1_63	MZ334519	MZ334519.1	63	42757	44238	-1	E				0
MZ334519_MZ334519.1_64	MZ334519	MZ334519.1	64	44317	44616	-1	E				0
MZ334519_MZ334519.1_65	MZ334519	MZ334519.1	65	44609	45028	-1	E				0
MZ334519_MZ334519.1_66	MZ334519	MZ334519.1	66	45028	46113	-1	E				0
MZ334519_MZ334519.1_67	MZ334519	MZ334519.1	67	46541	46984	-1	E				0
MZ334519_MZ334519.1_68	MZ334519	MZ334519.1	68	47664	48266	1	E				0
MZ334519_MZ334519.1_69	MZ334519	MZ334519.1	69	48263	48751	-1	E				0
MZ334519_MZ334519.1_70	MZ334519	MZ334519.1	70	49126	49608	1	E				0
MZ334519_MZ334519.1_71	MZ334519	MZ334519.1	71	49608	50093	1	D			ERCC4 domain [PF02732.18]	0
MZ334519_MZ334519.1_72	MZ334519	MZ334519.1	72	50413	51576	1	E				0
MZ334519_MZ334519.1_73	MZ334519	MZ334519.1	73	51593	54613	-1	C	K07317	adenine-specific DNA-methyltransferase [EC:2.1.1.72]	N-6 DNA Methylase [PF02384.19]; Eco57I restriction-modification methylase [PF07669.14]; MmeI, DNA-methyltransferase domain [PF20473.1]; Putative RNA methylase family UPF0020 [PF01170.21]; Type I restriction enzyme R protein N terminus (HSDR_N) [PF13588.9]; MmeI, helicase spacer domain [PF20465.1]	0
MZ334519_MZ334519.1_74	MZ334519	MZ334519.1	74	54743	54958	-1	E				0
MZ334519_MZ334519.1_75	MZ334519	MZ334519.1	75	54958	55380	-1	E				0
MZ334519_MZ334519.1_76	MZ334519	MZ334519.1	76	55377	55598	-1	E				0
MZ334519_MZ334519.1_77	MZ334519	MZ334519.1	77	55779	56216	-1	E				0
MZ334519_MZ334519.1_78	MZ334519	MZ334519.1	78	56342	56515	-1	E				0
MZ334519_MZ334519.1_79	MZ334519	MZ334519.1	79	56512	56754	-1	E				0
MZ334519_MZ334519.1_80	MZ334519	MZ334519.1	80	56761	58125	-1	E				0
MZ334519_MZ334519.1_81	MZ334519	MZ334519.1	81	58400	58579	-1	E				0
MZ334519_MZ334519.1_82	MZ334519	MZ334519.1	82	58782	59240	-1	E				0
MZ334519_MZ334519.1_83	MZ334519	MZ334519.1	83	59245	59541	-1	E				0
MZ334519_MZ334519.1_84	MZ334519	MZ334519.1	84	59681	60589	-1	E				1
MZ334519_MZ334519.1_85	MZ334519	MZ334519.1	85	60686	61375	-1	E				0
MZ334519_MZ334519.1_86	MZ334519	MZ334519.1	86	61471	64269	-1	E				0
MZ334519_MZ334519.1_87	MZ334519	MZ334519.1	87	64301	64540	-1	E				0
MZ334519_MZ334519.1_88	MZ334519	MZ334519.1	88	64691	64864	-1	E				0
MZ334519_MZ334519.1_89	MZ334519	MZ334519.1	89	64864	65658	-1	E				0
MZ334519_MZ334519.1_90	MZ334519	MZ334519.1	90	65673	65807	-1	E				1
MZ334519_MZ334519.1_91	MZ334519	MZ334519.1	91	65804	66040	-1	E				0
MZ334519_MZ334519.1_92	MZ334519	MZ334519.1	92	66037	66327	-1	E				0
MZ334519_MZ334519.1_93	MZ334519	MZ334519.1	93	66434	66757	-1	E				0
MZ334519_MZ334519.1_94	MZ334519	MZ334519.1	94	66757	67128	-1	E				0
MZ334519_MZ334519.1_95	MZ334519	MZ334519.1	95	67251	68306	-1	E				0
MZ334519_MZ334519.1_96	MZ334519	MZ334519.1	96	68651	68848	-1	E				0
MZ334519_MZ334519.1_97	MZ334519	MZ334519.1	97	70288	71049	-1	E				0
