	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	heme_regulatory_motif_count
NC_049458_NC_049458_84	NC_049458	NC_049458	84	59583	60776	-1	E											0
NC_049458_NC_049458_85	NC_049458	NC_049458	85	60895	61206	-1	E											0
NC_049458_NC_049458_86	NC_049458	NC_049458	86	61219	61551	-1	E											0
NC_049458_NC_049458_87	NC_049458	NC_049458	87	61615	63039	-1	D										DnaB-like helicase C terminal domain [PF03796.18]	0
NC_049458_NC_049458_88	NC_049458	NC_049458	88	63080	63562	-1	D										HNH endonuclease [PF13392.9]	0
NC_049458_NC_049458_89	NC_049458	NC_049458	89	63575	63904	-1	E											0
NC_049458_NC_049458_90	NC_049458	NC_049458	90	63882	64967	-1	D										recA bacterial DNA recombination protein [PF00154.24]	0
NC_049458_NC_049458_91	NC_049458	NC_049458	91	64952	65482	-1	E											0
NC_049458_NC_049458_92	NC_049458	NC_049458	92	65482	66033	-1	D										dUTPase [PF08761.14]	0
NC_049458_NC_049458_93	NC_049458	NC_049458	93	66030	66599	-1	E											0
NC_049458_NC_049458_94	NC_049458	NC_049458	94	66596	67636	-1	C	K00560	thymidylate synthase [EC:2.1.1.45]								Thymidylate synthase [PF00303.22]	0
NC_049458_NC_049458_95	NC_049458	NC_049458	95	67653	68225	-1	E											0
NC_049458_NC_049458_96	NC_049458	NC_049458	96	68227	68889	-1	D										P-loop Nucleotide Kinase1 [PF18748.4]	0
NC_049458_NC_049458_97	NC_049458	NC_049458	97	68962	69921	-1	E											0
NC_049458_NC_049458_98	NC_049458	NC_049458	98	70095	70382	-1	E											0
NC_049458_NC_049458_99	NC_049458	NC_049458	99	70400	71146	-1	E											0
NC_049458_NC_049458_100	NC_049458	NC_049458	100	71208	71912	-1	E											0
NC_049458_NC_049458_101	NC_049458	NC_049458	101	71967	72908	1	E											0
NC_049458_NC_049458_102	NC_049458	NC_049458	102	72936	73967	-1	D										gp32 DNA binding protein like [PF08804.13]	0
NC_049458_NC_049458_103	NC_049458	NC_049458	103	74064	74303	-1	E											0
NC_049458_NC_049458_104	NC_049458	NC_049458	104	74313	74555	-1	D										Phage late-transcription coactivator [PF16805.8]	0
NC_049458_NC_049458_105	NC_049458	NC_049458	105	74548	74793	-1	D										Zinc ribbon domain [PF09723.13]	0
NC_049458_NC_049458_106	NC_049458	NC_049458	106	74780	75076	-1	E											0
NC_049458_NC_049458_107	NC_049458	NC_049458	107	75069	75680	-1	C	K01159	crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10]								Crossover junction endodeoxyribonuclease RuvC [PF02075.20]	0
NC_049458_NC_049458_108	NC_049458	NC_049458	108	75718	76203	-1	E											0
NC_049458_NC_049458_109	NC_049458	NC_049458	109	76181	76705	-1	E											0
NC_049458_NC_049458_110	NC_049458	NC_049458	110	76755	77558	1	D										T4 bacteriophage base plate protein [PF12322.11]	0
NC_049458_NC_049458_111	NC_049458	NC_049458	111	78065	79690	1	D										Gp5 N-terminal OB domain [PF06714.14]; CHAP domain [PF05257.19]	0
NC_049458_NC_049458_112	NC_049458	NC_049458	112	79755	80135	1	D										Baseplate wedge protein gp25 [PF04965.17]	0
NC_049458_NC_049458_113	NC_049458	NC_049458	113	80136	80474	-1	E											0
NC_049458_NC_049458_114	NC_049458	NC_049458	114	80476	80934	-1	E											0
NC_049458_NC_049458_115	NC_049458	NC_049458	115	81017	81832	-1	E											0
NC_049458_NC_049458_116	NC_049458	NC_049458	116	81865	82089	-1	D										Glutaredoxin [PF00462.27]	0
NC_049458_NC_049458_117	NC_049458	NC_049458	117	82099	83202	-1	C	K00526	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]								Ribonucleotide reductase, small chain [PF00268.24]	0
NC_049458_NC_049458_118	NC_049458	NC_049458	118	83272	85554	-1	D										Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase, all-alpha domain [PF00317.24]; ATP cone domain [PF03477.19]	0
NC_049458_NC_049458_119	NC_049458	NC_049458	119	85639	86478	-1	D										PhoH-like protein [PF02562.19]	0
NC_049458_NC_049458_120	NC_049458	NC_049458	120	86584	87378	-1	D										N-acetylmuramidase [PF11860.11]; Putative peptidoglycan binding domain [PF01471.21]	0
NC_049458_NC_049458_121	NC_049458	NC_049458	121	87449	87724	-1	E											0
NC_049458_NC_049458_122	NC_049458	NC_049458	122	87721	87909	-1	E											0
NC_049458_NC_049458_123	NC_049458	NC_049458	123	87964	88452	-1	E											0
NC_049458_NC_049458_124	NC_049458	NC_049458	124	88664	89728	-1	E											0
NC_049458_NC_049458_125	NC_049458	NC_049458	125	89728	90345	-1	D										DNA repair protein MmcB-like [PF06319.15]	0
NC_049458_NC_049458_126	NC_049458	NC_049458	126	90408	90761	-1	D										Family of unknown function (DUF5856) [PF19174.3]	0
NC_049458_NC_049458_127	NC_049458	NC_049458	127	90817	91362	-1	E											0
NC_049458_NC_049458_128	NC_049458	NC_049458	128	91414	94137	-1	E											0
NC_049458_NC_049458_129	NC_049458	NC_049458	129	94211	94546	-1	E											0
NC_049458_NC_049458_130	NC_049458	NC_049458	130	94653	95291	-1	E											0
NC_049458_NC_049458_131	NC_049458	NC_049458	131	95291	95905	-1	E											0
NC_049458_NC_049458_132	NC_049458	NC_049458	132	96004	96288	-1	E											0
NC_049458_NC_049458_133	NC_049458	NC_049458	133	96269	96598	-1	D										Domain of unknown function (DUF4326) [PF14216.9]	0
NC_049458_NC_049458_134	NC_049458	NC_049458	134	96595	96768	-1	E											0
NC_049458_NC_049458_135	NC_049458	NC_049458	135	96771	99104	-1	D										AAA domain [PF13476.9]; RecF/RecN/SMC N terminal domain [PF02463.22]	0
NC_049458_NC_049458_136	NC_049458	NC_049458	136	99107	100222	-1	C	K26048	Escherichia phage exonuclease subunit 1 [EC:3.1.11.-]									0
NC_049458_NC_049458_137	NC_049458	NC_049458	137	100209	101000	-1	E											0
NC_049458_NC_049458_138	NC_049458	NC_049458	138	101012	101539	-1	C	K03469	ribonuclease HI [EC:3.1.26.4]								RNase H [PF00075.27]	0
NC_049458_NC_049458_139	NC_049458	NC_049458	139	101582	102349	1	E											0
NC_049458_NC_049458_140	NC_049458	NC_049458	140	102346	104067	-1	D										Helicase C-terminal domain [PF13307.9]; Type III restriction enzyme, res subunit [PF04851.18]	0
NC_049458_NC_049458_141	NC_049458	NC_049458	141	104203	104481	-1	D										Bacterial DNA-binding protein [PF00216.24]	0
NC_049458_NC_049458_142	NC_049458	NC_049458	142	104565	105356	-1	E											0
NC_049458_NC_049458_143	NC_049458	NC_049458	143	105356	105565	-1	E											0
NC_049458_NC_049458_144	NC_049458	NC_049458	144	105562	105882	-1	D										Superinfection exclusion gene product 17 [PF17420.5]	0
NC_049458_NC_049458_145	NC_049458	NC_049458	145	105872	106159	-1	E											0
NC_049458_NC_049458_146	NC_049458	NC_049458	146	106161	106829	-1	E											0
NC_049458_NC_049458_147	NC_049458	NC_049458	147	106887	107678	-1	E											0
NC_049458_NC_049458_148	NC_049458	NC_049458	148	107729	108049	-1	E											0
NC_049458_NC_049458_149	NC_049458	NC_049458	149	108046	108735	-1	E											0
NC_049458_NC_049458_150	NC_049458	NC_049458	150	108815	109264	-1	E											0
NC_049458_NC_049458_151	NC_049458	NC_049458	151	109302	109580	-1	E											0
NC_049458_NC_049458_152	NC_049458	NC_049458	152	109633	110139	-1	E											0
NC_049458_NC_049458_153	NC_049458	NC_049458	153	110199	110438	-1	E											0
NC_049458_NC_049458_154	NC_049458	NC_049458	154	110562	110888	-1	C	K02078	acyl carrier protein								Acyl-carrier [PF14573.9]; Phosphopantetheine attachment site [PF00550.28]	0
NC_049458_NC_049458_155	NC_049458	NC_049458	155	110932	113148	-1	D										von Willebrand factor type A domain [PF00092.31]	0
NC_049458_NC_049458_156	NC_049458	NC_049458	156	113416	114141	-1	D										Phage protein (N4 Gp49/phage Sf6 gene 66) family [PF13876.9]	0
NC_049458_NC_049458_157	NC_049458	NC_049458	157	114134	114385	-1	E											0
NC_049458_NC_049458_158	NC_049458	NC_049458	158	114357	114767	-1	D										zinc-finger-containing domain [PF11672.11]	0
NC_049458_NC_049458_159	NC_049458	NC_049458	159	114827	115198	-1	E											0
NC_049458_NC_049458_160	NC_049458	NC_049458	160	115236	117251	-1	E											0
NC_049458_NC_049458_161	NC_049458	NC_049458	161	117364	118293	-1	E											0
NC_049458_NC_049458_162	NC_049458	NC_049458	162	118354	119550	-1	D										alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 1 [PF18723.4]	0
NC_049458_NC_049458_163	NC_049458	NC_049458	163	119620	120483	-1	E											0
NC_049458_NC_049458_164	NC_049458	NC_049458	164	120500	120964	-1	D										Bacteriophage translational regulator [PF01818.20]	0
NC_049458_NC_049458_165	NC_049458	NC_049458	165	120994	121416	-1	D										Bacteriophage clamp loader A subunit [PF16790.8]	0
NC_049458_NC_049458_166	NC_049458	NC_049458	166	121421	122410	-1	D										DNA polymerase III, delta subunit [PF13177.9]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.15]; ATPase family associated with various cellular activities (AAA) [PF00004.32]	0
NC_049458_NC_049458_167	NC_049458	NC_049458	167	122489	123157	-1	D										gp45 sliding clamp, C terminal [PF09116.13]	0
NC_049458_NC_049458_168	NC_049458	NC_049458	168	123497	123862	1	E											0
NC_049458_NC_049458_169	NC_049458	NC_049458	169	123868	125367	-1	D										Type III restriction enzyme, res subunit [PF04851.18]	0
NC_049458_NC_049458_170	NC_049458	NC_049458	170	125397	126143	-1	E											0
NC_049458_NC_049458_171	NC_049458	NC_049458	171	126143	126598	-1	D										Recombination, repair and ssDNA binding protein UvsY [PF11056.11]	0
NC_049458_NC_049458_172	NC_049458	NC_049458	172	126637	127134	-1	E											0
NC_049458_NC_049458_173	NC_049458	NC_049458	173	127165	127818	1	E											0
NC_049458_NC_049458_174	NC_049458	NC_049458	174	127819	128547	-1	E											0
NC_049458_NC_049458_175	NC_049458	NC_049458	175	128578	128748	-1	E											0
NC_049458_NC_049458_176	NC_049458	NC_049458	176	128779	129201	-1	D										YspA, cpYpsA-related SLOG family [PF10686.12]	0
NC_049458_NC_049458_177	NC_049458	NC_049458	177	129207	129536	-1	E											0
NC_049458_NC_049458_178	NC_049458	NC_049458	178	129605	130069	-1	E											0
NC_049458_NC_049458_179	NC_049458	NC_049458	179	130173	130409	-1	E											0
NC_049458_NC_049458_180	NC_049458	NC_049458	180	130418	130858	-1	E											0
NC_049458_NC_049458_181	NC_049458	NC_049458	181	130919	131566	-1	E											0
NC_049458_NC_049458_182	NC_049458	NC_049458	182	131650	132972	-1	D										Major capsid protein Gp23 [PF07068.14]	0
NC_049458_NC_049458_183	NC_049458	NC_049458	183	133064	133900	-1	E											0
NC_049458_NC_049458_184	NC_049458	NC_049458	184	133947	134612	-1	D			MER0159441	S77	MER0159441 - prohead peptidase gp21 (bacteriophage T4) () [S77.001]#S77#{peptidase unit: 28-175}~source BAH15169~	False	0.814	250.0	5.636e-74	Prohead core protein serine protease [PF03420.16]	0
NC_049458_NC_049458_185	NC_049458	NC_049458	185	134623	134937	-1	E											0
NC_049458_NC_049458_186	NC_049458	NC_049458	186	134949	135119	-1	E											0
NC_049458_NC_049458_187	NC_049458	NC_049458	187	135161	136843	-1	D										Bacteriophage T4-like portal protein (Gp20) [PF07230.14]	0
NC_049458_NC_049458_188	NC_049458	NC_049458	188	136911	137444	-1	D										T4-like virus tail tube protein gp19 [PF06841.15]	0
NC_049458_NC_049458_189	NC_049458	NC_049458	189	137475	137933	-1	D										GIY-YIG catalytic domain [PF01541.27]	0
NC_049458_NC_049458_190	NC_049458	NC_049458	190	137990	139885	-1	D										Phage tail sheath protein subtilisin-like domain [PF04984.17]; Phage tail sheath C-terminal domain [PF17482.5]	0
NC_049458_NC_049458_191	NC_049458	NC_049458	191	139938	142148	-1	D										Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Terminase RNaseH-like domain [PF17289.5]	0
NC_049458_NC_049458_192	NC_049458	NC_049458	192	142129	142809	-1	D										Terminase DNA packaging enzyme [PF11053.11]	0
NC_049458_NC_049458_193	NC_049458	NC_049458	193	142812	143510	-1	D										T4-like virus Myoviridae tail sheath stabiliser [PF16724.8]	0
NC_049458_NC_049458_194	NC_049458	NC_049458	194	143513	144154	-1	D										Virus neck protein [PF11649.11]	0
NC_049458_NC_049458_195	NC_049458	NC_049458	195	144213	144929	1	E											0
NC_049458_NC_049458_196	NC_049458	NC_049458	196	144961	145173	1	E											0
NC_049458_NC_049458_197	NC_049458	NC_049458	197	145202	145954	-1	E											0
NC_049458_NC_049458_198	NC_049458	NC_049458	198	145941	146282	-1	E											0
NC_049458_NC_049458_199	NC_049458	NC_049458	199	146266	146514	-1	E											0
NC_049458_NC_049458_200	NC_049458	NC_049458	200	146567	151405	-1	D										Domain of unknown function (DUF4815) [PF16075.8]	0
NC_049458_NC_049458_201	NC_049458	NC_049458	201	151563	153806	-1	D			MER0183487	S74	MER0183487 - family S74 unassigned peptidases (Escherichia coli) [S74.UPW]#S74#{peptidase unit: 654-758}~source EFK04209~	False	0.494	99.0	1.982e-19	Tail spike TSP1/Gp66 receptor binding N-terminal domain [PF18668.4]; Catalytic domain of bacteriophage endosialidase [PF12219.11]	0
NC_049458_NC_049458_202	NC_049458	NC_049458	202	153857	156328	-1	E											0
