Sample_ID	DRAM-ORF_count	DRAM-Annotated	DRAM-Hypothetical	DRAM-Unknown	InterProScan-ORF_count	InterProScan-Annotated	InterProScan-Hypothetical	InterProScan-Unknown	Metacerberus-ORF_count	Metacerberus-Annotated	Metacerberus-Hypothetical	Metacerberus-Unknown	Metacerberus_fgs-ORF_count	Metacerberus_fgs-Annotated	Metacerberus_fgs-Hypothetical	Metacerberus_fgs-Unknown	PROKKA-ORF_count	PROKKA-Annotated	PROKKA-Hypothetical	PROKKA-Unknown
GCA_003662995.1	3292.0	2052.0	3.0	1237.0	1092.0	1002.0	1.0	89.0	3361.0	2281.0	1080.0	0.0					3199.0	1130.0	2069.0	0.0
GCA_003663225.1	1112.0	683.0	0.0	429.0	659.0	511.0	0.0	148.0	1109.0	756.0	353.0	0.0	1110.0	654.0	456.0	0.0	1057.0	354.0	703.0	0.0
GCA_003694055.1	851.0	393.0	2.0	456.0	809.0	508.0	0.0	301.0	1162.0	611.0	551.0	0.0	1250.0	592.0	658.0	0.0	1046.0	297.0	749.0	0.0
GCA_004347865.1	1664.0	1319.0	3.0	342.0	1058.0	911.0	1.0	146.0	1834.0	1510.0	324.0	0.0	1743.0	1346.0	397.0	0.0	1676.0	862.0	814.0	0.0
GCA_005222965.1	1106.0	701.0	3.0	402.0	25.0	25.0	0.0	0.0	1107.0	778.0	329.0	0.0	1028.0	714.0	314.0	0.0	1133.0	435.0	698.0	0.0
GCA_006954405.1	1382.0	1101.0	3.0	278.0	15.0	15.0	0.0	0.0	1405.0	1155.0	250.0	0.0					1451.0	711.0	740.0	0.0
GCA_008297865.1	1274.0	980.0	6.0	288.0	567.0	547.0	0.0	20.0	1297.0	1038.0	259.0	0.0					1272.0	563.0	709.0	0.0
GCA_009776495.1	1470.0	1049.0	0.0	421.0	1145.0	1030.0	1.0	114.0	1591.0	1217.0	374.0	0.0					1355.0	620.0	735.0	0.0
GCA_013331515.1	1181.0	627.0	1.0	553.0	519.0	413.0	0.0	106.0	1271.0	758.0	513.0	0.0	1241.0	704.0	537.0	0.0	1182.0	350.0	832.0	0.0
GCA_013390745.1	1261.0	872.0	2.0	387.0	119.0	113.0	0.0	6.0	1287.0	939.0	348.0	0.0	1235.0	867.0	368.0	0.0	1308.0	602.0	706.0	0.0
GCA_014297435.1	1167.0	639.0	3.0	525.0	65.0	51.0	0.0	14.0	1197.0	719.0	478.0	0.0	1127.0	675.0	452.0	0.0	1214.0	389.0	825.0	0.0
GCA_014361295.1	2142.0	1659.0	3.0	480.0	560.0	268.0	0.0	292.0	2312.0	1831.0	481.0	0.0					2245.0	1030.0	1215.0	0.0
GCA_015521565.1	2032.0	1569.0	9.0	454.0	787.0	661.0	0.0	126.0	2061.0	1689.0	372.0	0.0					1996.0	958.0	1038.0	0.0
GCA_015523125.1	1623.0	1157.0	2.0	464.0	411.0	383.0	0.0	28.0	1643.0	1237.0	406.0	0.0					1626.0	696.0	930.0	0.0
GCA_015523565.1	3232.0	1855.0	4.0	1373.0	1119.0	960.0	0.0	159.0	3348.0	2130.0	1218.0	0.0	3376.0	1977.0	1399.0	0.0	3266.0	972.0	2294.0	0.0
GCA_016177025.1	702.0	430.0	1.0	271.0	137.0	122.0	0.0	15.0	716.0	483.0	233.0	0.0	690.0	449.0	241.0	0.0	713.0	292.0	421.0	0.0
GCA_016180665.1	1020.0	573.0	0.0	447.0	609.0	528.0	0.0	81.0	1039.0	652.0	387.0	0.0	991.0	616.0	375.0	0.0	906.0	306.0	600.0	0.0
GCA_016185625.1	1301.0	718.0	2.0	581.0	291.0	250.0	1.0	40.0	1363.0	834.0	529.0	0.0	1390.0	794.0	596.0	0.0	1347.0	382.0	965.0	0.0
GCA_016187745.1	1077.0	650.0	0.0	427.0	68.0	58.0	0.0	10.0	1090.0	726.0	364.0	0.0	1068.0	671.0	397.0	0.0	1105.0	401.0	704.0	0.0
GCA_016192905.1	1620.0	868.0	1.0	751.0	41.0	37.0	0.0	4.0	1665.0	977.0	688.0	0.0	1630.0	878.0	752.0	0.0	1680.0	446.0	1234.0	0.0
GCA_016192945.1	1174.0	711.0	1.0	462.0	247.0	219.0	0.0	28.0	1190.0	808.0	382.0	0.0	1163.0	751.0	412.0	0.0	1166.0	426.0	740.0	0.0
GCA_016200025.1	1234.0	844.0	4.0	386.0	928.0	526.0	0.0	402.0	1274.0	959.0	315.0	0.0	1212.0	876.0	336.0	0.0	1253.0	481.0	772.0	0.0
GCA_016203305.1	1336.0	655.0	3.0	678.0	261.0	219.0	1.0	41.0	1340.0	813.0	527.0	0.0					1359.0	364.0	995.0	0.0
GCA_016215465.1	1934.0	1242.0	3.0	689.0	324.0	299.0	0.0	25.0	2011.0	1345.0	666.0	0.0	1991.0	1239.0	752.0	0.0	2013.0	769.0	1244.0	0.0
GCA_016783485.1	2280.0	1662.0	5.0	613.0	831.0	626.0	0.0	205.0	2318.0	1770.0	548.0	0.0					2291.0	920.0	1371.0	0.0
GCA_016783545.1	938.0	559.0	1.0	378.0	131.0	122.0	0.0	9.0	944.0	629.0	315.0	0.0	927.0	576.0	351.0	0.0	933.0	317.0	616.0	0.0
GCA_016931175.1	1067.0	571.0	3.0	493.0	162.0	142.0	0.0	20.0	1082.0	635.0	447.0	0.0	976.0	570.0	406.0	0.0	1100.0	376.0	724.0	0.0
GCA_016933095.1	1299.0	720.0	3.0	576.0	410.0	340.0	1.0	69.0	1308.0	813.0	495.0	0.0					1293.0	377.0	916.0	0.0
GCA_017601345.1	1267.0	872.0	6.0	389.0	255.0	235.0	0.0	20.0	1332.0	987.0	345.0	0.0					1332.0	541.0	791.0	0.0
GCA_017610335.1	1500.0	864.0	1.0	635.0	454.0	384.0	0.0	70.0	1564.0	1002.0	562.0	0.0	1527.0	954.0	573.0	0.0	1518.0	481.0	1037.0	0.0
GCA_018262855.1	2274.0	1818.0	4.0	452.0	224.0	205.0	0.0	19.0	2303.0	1847.0	456.0	0.0					2325.0	1033.0	1292.0	0.0
GCA_018302725.1	747.0	429.0	2.0	316.0	308.0	278.0	0.0	30.0	760.0	479.0	281.0	0.0	680.0	432.0	248.0	0.0	739.0	252.0	487.0	0.0
GCA_018303325.1	1778.0	975.0	3.0	800.0	494.0	416.0	0.0	78.0	1795.0	1099.0	696.0	0.0	1811.0	1074.0	737.0	0.0	1780.0	522.0	1258.0	0.0
GCA_018693795.1	809.0	430.0	1.0	378.0	241.0	217.0	0.0	24.0	836.0	466.0	370.0	0.0	749.0	420.0	329.0	0.0	822.0	258.0	564.0	0.0
GCA_018825425.1	1510.0	812.0	3.0	695.0	678.0	575.0	4.0	99.0	1614.0	1002.0	612.0	0.0					1509.0	437.0	1072.0	0.0
GCA_020056025.1	1296.0	683.0	2.0	611.0	822.0	676.0	1.0	145.0	1426.0	844.0	582.0	0.0	1368.0	787.0	581.0	0.0	1313.0	355.0	958.0	0.0
GCA_020056635.1	1076.0	662.0	0.0	414.0	173.0	144.0	0.0	29.0	1097.0	712.0	385.0	0.0	1122.0	663.0	459.0	0.0	1104.0	403.0	701.0	0.0
GCA_020345945.1	1172.0	934.0	5.0	233.0	8.0	7.0	0.0	1.0	1345.0	1083.0	262.0	0.0	1318.0	1056.0	262.0	0.0	1228.0	579.0	649.0	0.0
GCA_020355105.1	2619.0	1720.0	6.0	893.0	7.0	5.0	0.0	2.0	2810.0	1996.0	814.0	0.0	2819.0	1897.0	922.0	0.0	2639.0	835.0	1804.0	0.0
GCA_020356005.1	2456.0	1712.0	4.0	740.0	8.0	8.0	0.0	0.0	2586.0	1909.0	677.0	0.0	2814.0	1896.0	918.0	0.0	2469.0	784.0	1685.0	0.0
GCA_021107855.1	1038.0	450.0	0.0	588.0	46.0	40.0	0.0	6.0	1012.0	558.0	454.0	0.0	972.0	533.0	439.0	0.0	1044.0	299.0	745.0	0.0
GCA_021157445.1	1417.0	1092.0	9.0	316.0	1021.0	930.0	1.0	90.0	1422.0	1157.0	265.0	0.0	1352.0	1055.0	297.0	0.0	1243.0	566.0	677.0	0.0
GCA_021162925.1	1043.0	824.0	1.0	218.0	923.0	619.0	0.0	304.0	1052.0	902.0	150.0	0.0					1003.0	502.0	501.0	0.0
GCA_021654395.1	826.0	524.0	1.0	301.0	7.0	7.0	0.0	0.0	826.0	596.0	230.0	0.0	785.0	549.0	236.0	0.0	860.0	377.0	483.0	0.0
GCA_021785735.1	1221.0	940.0	3.0	278.0	529.0	501.0	0.0	28.0	1259.0	1021.0	238.0	0.0	1263.0	937.0	326.0	0.0	1234.0	574.0	660.0	0.0
GCA_021792045.1	2082.0	1313.0	5.0	764.0	979.0	921.0	0.0	58.0	2151.0	1465.0	686.0	0.0	2161.0	1392.0	769.0	0.0	2054.0	725.0	1329.0	0.0
GCA_021806345.1	4420.0	2373.0	4.0	2043.0	2013.0	1784.0	0.0	229.0	4574.0	2690.0	1884.0	0.0	4482.0	2534.0	1948.0	0.0	4303.0	1073.0	3230.0	0.0
GCA_021807125.1	682.0	422.0	4.0	256.0	40.0	34.0	0.0	6.0	691.0	471.0	220.0	0.0	668.0	442.0	226.0	0.0	708.0	295.0	413.0	0.0
GCA_021826785.1	1188.0	866.0	1.0	321.0	876.0	840.0	0.0	36.0	1195.0	970.0	225.0	0.0	1095.0	854.0	241.0	0.0	1076.0	497.0	579.0	0.0
GCA_022758935.1	1923.0	1133.0	1.0	789.0	1035.0	948.0	4.0	83.0	1969.0	1246.0	723.0	0.0	1898.0	1172.0	726.0	0.0	1879.0	621.0	1258.0	0.0
GCA_023248455.1	1131.0	674.0	1.0	456.0	751.0	559.0	1.0	191.0	1148.0	767.0	381.0	0.0	1151.0	736.0	415.0	0.0	1055.0	382.0	673.0	0.0
GCA_023254365.1	1544.0	991.0	3.0	550.0	1420.0	721.0	1.0	698.0	1839.0	1260.0	579.0	0.0					1756.0	553.0	1203.0	0.0
GCA_023266955.1	1839.0	1229.0	3.0	607.0	1334.0	1087.0	0.0	247.0	2215.0	1540.0	675.0	0.0	2082.0	1450.0	632.0	0.0	2023.0	696.0	1327.0	0.0
GCA_023378865.1	902.0	542.0	4.0	356.0	220.0	202.0	0.0	18.0	906.0	614.0	292.0	0.0					915.0	380.0	535.0	0.0
GCA_023457135.1	2542.0	1953.0	4.0	585.0	1315.0	724.0	1.0	590.0	2535.0	2054.0	481.0	0.0	2499.0	1942.0	557.0	0.0	2475.0	1020.0	1455.0	0.0
GCA_023474385.1	550.0	361.0	2.0	187.0	208.0	183.0	0.0	25.0	550.0	417.0	133.0	0.0	558.0	373.0	185.0	0.0	547.0	235.0	312.0	0.0
GCA_023474775.1	547.0	337.0	3.0	207.0	286.0	250.0	0.0	36.0	557.0	386.0	171.0	0.0	531.0	363.0	168.0	0.0	514.0	209.0	305.0	0.0
GCA_023485505.1	855.0	493.0	1.0	361.0	257.0	229.0	0.0	28.0	856.0	570.0	286.0	0.0	866.0	523.0	343.0	0.0	845.0	305.0	540.0	0.0
GCA_023487205.1	1526.0	1131.0	4.0	391.0	403.0	374.0	0.0	29.0	1594.0	1229.0	365.0	0.0	1669.0	1128.0	541.0	0.0	1610.0	718.0	892.0	0.0
GCA_023955635.1	4568.0	3124.0	2.0	1442.0	129.0	124.0	0.0	5.0	4862.0	3477.0	1385.0	0.0	5306.0	3388.0	1918.0	0.0	4916.0	1521.0	3395.0	0.0
GCA_024274695.1	983.0	648.0	2.0	333.0	197.0	169.0	0.0	28.0	994.0	719.0	275.0	0.0	939.0	641.0	298.0	0.0	1009.0	405.0	604.0	0.0
GCA_902384935.1	1030.0	608.0	3.0	419.0	134.0	89.0	1.0	44.0	1030.0	684.0	346.0	0.0	1007.0	620.0	387.0	0.0	1050.0	406.0	644.0	0.0
GCA_902763685.1	1586.0	1200.0	4.0	382.0	543.0	363.0	0.0	180.0	1592.0	1265.0	327.0	0.0	1575.0	1210.0	365.0	0.0	1586.0	730.0	856.0	0.0
GCA_902771225.1	2225.0	1663.0	4.0	558.0	755.0	727.0	0.0	28.0	2202.0	1756.0	446.0	0.0	2162.0	1699.0	463.0	0.0	2159.0	931.0	1228.0	0.0
GCA_902782945.1	1653.0	1260.0	5.0	388.0	547.0	517.0	0.0	30.0	1667.0	1338.0	329.0	0.0					1610.0	819.0	791.0	0.0
GCA_903825675.1	1006.0	584.0	0.0	422.0	675.0	604.0	1.0	70.0	1150.0	727.0	423.0	0.0					1043.0	394.0	649.0	0.0
GCA_903871465.1	3012.0	2065.0	2.0	945.0	535.0	476.0	1.0	58.0	3166.0	2164.0	1002.0	0.0					3142.0	1098.0	2044.0	0.0
GCF_000147875.1	2861.0	2100.0	4.0	757.0	8.0	8.0	0.0	0.0	2821.0	2170.0	651.0	0.0	2958.0	2090.0	868.0	0.0	2869.0	1116.0	1753.0	0.0
GCF_000214725.1	2477.0	1872.0	8.0	597.0	8.0	8.0	0.0	0.0	2451.0	1919.0	532.0	0.0					2496.0	1128.0	1368.0	0.0
GCF_000217995.1	2004.0	1668.0	3.0	333.0	8.0	7.0	0.0	1.0	2027.0	1724.0	303.0	0.0	2128.0	1694.0	434.0	0.0	2080.0	1047.0	1033.0	0.0
GCF_000970205.1	3581.0	2669.0	8.0	904.0	8.0	7.0	0.0	1.0	3558.0	2751.0	807.0	0.0	3950.0	2717.0	1233.0	0.0	3616.0	1364.0	2252.0	0.0
GCF_002025255.2	3544.0	2401.0	5.0	1138.0	31.0	25.0	0.0	6.0	3581.0	2526.0	1055.0	0.0					3624.0	1184.0	2440.0	0.0
GCF_003351865.1	1353.0	1171.0	8.0	174.0	8.0	8.0	0.0	0.0	1330.0	1214.0	116.0	0.0	1299.0	1151.0	148.0	0.0	1367.0	820.0	547.0	0.0
GCF_004102725.1	2687.0	2132.0	3.0	552.0	61.0	36.0	0.0	25.0	2676.0	2172.0	504.0	0.0					2720.0	1156.0	1564.0	0.0
GCF_009900715.1	3653.0	2583.0	4.0	1066.0	210.0	141.0	0.0	69.0	3577.0	2631.0	946.0	0.0					3605.0	1305.0	2300.0	0.0
GCF_013267195.1	3328.0	2402.0	5.0	921.0	24.0	21.0	0.0	3.0	3290.0	2430.0	860.0	0.0					3338.0	1211.0	2127.0	0.0
GCF_020614375.1	5278.0	3561.0	6.0	1711.0	57.0	41.0	0.0	16.0	5180.0	3600.0	1580.0	0.0	5305.0	3500.0	1805.0	0.0	5231.0	1752.0	3479.0	0.0
GCF_021184045.1	2374.0	1887.0	5.0	482.0	8.0	8.0	0.0	0.0	2359.0	1943.0	416.0	0.0	2557.0	1924.0	633.0	0.0	2430.0	1198.0	1232.0	0.0
GCF_900116205.1	4182.0	2794.0	2.0	1386.0	111.0	85.0	0.0	26.0	4148.0	2877.0	1271.0	0.0	4153.0	2804.0	1349.0	0.0	4189.0	1473.0	2716.0	0.0
GCF_900182635.1	3125.0	2292.0	6.0	827.0	240.0	117.0	0.0	123.0	3119.0	2330.0	789.0	0.0					3150.0	1224.0	1926.0	0.0
