	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_008152_NC_008152_28	NC_008152	NC_008152	28	19630	20157	1	D										Acetyltransferase (GNAT) domain [PF13420.10]; Acetyltransferase (GNAT) family [PF00583.28]; Acetyltransferase (GNAT) domain [PF13673.10]; Acetyltransferase (GNAT) domain [PF13508.10]					0
NC_008152_NC_008152_29	NC_008152	NC_008152	29	20167	20373	1	E															0
NC_008152_NC_008152_30	NC_008152	NC_008152	30	20375	21925	1	D										Bacteriophage head to tail connecting protein [PF12236.11]					0
NC_008152_NC_008152_31	NC_008152	NC_008152	31	21925	22845	1	E															0
NC_008152_NC_008152_32	NC_008152	NC_008152	32	22925	24133	1	E															0
NC_008152_NC_008152_33	NC_008152	NC_008152	33	24188	24925	1	D										Tail tubular protein [PF17212.6]					0
NC_008152_NC_008152_34	NC_008152	NC_008152	34	24925	27327	1	E															0
NC_008152_NC_008152_35	NC_008152	NC_008152	35	27327	28049	1	E															0
NC_008152_NC_008152_36	NC_008152	NC_008152	36	28049	30997	1	D										Phage lysozyme [PF00959.22]					0
NC_008152_NC_008152_37	NC_008152	NC_008152	37	31062	34247	1	E															0
NC_008152_NC_008152_38	NC_008152	NC_008152	38	34247	35209	1	D										Phage T7 tail fibre protein [PF03906.17]					0
NC_008152_NC_008152_39	NC_008152	NC_008152	39	35219	35413	1	D										Phage holin T7 family, holin superfamily II [PF10746.12]					0
NC_008152_NC_008152_40	NC_008152	NC_008152	40	35397	35696	1	E															0
NC_008152_NC_008152_41	NC_008152	NC_008152	41	35696	37594	1	E															0
NC_008152_NC_008152_42	NC_008152	NC_008152	42	37756	38034	1	E															0
NC_008152_NC_008152_43	NC_008152	NC_008152	43	38053	38343	1	E															0
NC_008152_NC_008152_44	NC_008152	NC_008152	44	38346	38690	1	C	K08640	zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]	MER0045727	M15A	MER0045727 - subfamily M15A non-peptidase homologues () [M15.UNA]#M15A#{peptidase unit: 27-105}~source AAR90085~	False	1.0	169.0	4.016e-48	Peptidase M15 [PF08291.14]; Bacterial protein of unknown function (DUF882) [PF05951.16]					0
NC_008152_NC_008152_45	NC_008152	NC_008152	45	38799	38948	1	E															0
NC_008152_NC_008152_46	NC_008152	NC_008152	46	39026	39235	1	E															0
NC_008152_NC_008152_47	NC_008152	NC_008152	47	39367	41265	1	D			MER0183311	S74	MER0183311 - family S74 unassigned peptidases () [S74.UPW]#S74#{peptidase unit: 505-579}~source CAA71133~	False	1.0	166.0	1.42e-40	Chaperone of endosialidase [PF13884.9]					0
NC_008152_NC_008152_48	NC_008152	NC_008152	48	41351	43786	1	D			MER0151063	S74	MER0151063 - Bacillus subtilis phage GA-1 neck appendage CIMCD self-cleaving protein () [S74.002]#S74#{peptidase unit: 620-715}~source Q9FZW3~	False	0.466	65.0	4.983e-09	Catalytic beta propeller domain of bacteriophage endosialidase [PF12217.11]; Catalytic domain of bacteriophage endosialidase [PF12219.11]; Beta barrel domain of bacteriophage endosialidase [PF12195.11]; N terminal extension of bacteriophage endosialidase [PF12218.11]	GH58	GH58 endo-N-acetylneuraminidase or endo-sialidase (EC 3.2.1.129)	3.2.1.129	GH58.hmm	0
NC_008152_NC_008152_49	NC_008152	NC_008152	49	43764	43913	1	E															0
NC_008152_NC_008152_50	NC_008152	NC_008152	50	43984	44112	1	E															0
