	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_047910_NC_047910_32	NC_047910	NC_047910	32	20229	22082	1	D										Phage terminase large subunit gpA, ATPase domain [PF05876.15]; Terminase large subunit gpA, endonuclease domain [PF20454.1]					0
NC_047910_NC_047910_33	NC_047910	NC_047910	33	22096	22362	1	E															0
NC_047910_NC_047910_34	NC_047910	NC_047910	34	22531	22770	1	D										Family of unknown function (DUF6148) [PF19645.2]					0
NC_047910_NC_047910_35	NC_047910	NC_047910	35	22776	24314	1	D										Phage portal protein, lambda family [PF05136.16]					0
NC_047910_NC_047910_36	NC_047910	NC_047910	36	24355	24885	1	C	K06904	uncharacterized protein	MER1078552	S78	MER1078552 - family S78 non-peptidase homologues (Clostridium botulinum) [S78.UNW]#S78#{peptidase unit: 73-171}~source A0A0A7FJF9~	False	0.719	147.0	2.947e-39	Caudovirus prohead serine protease [PF04586.20]					0
NC_047910_NC_047910_37	NC_047910	NC_047910	37	24899	26491	1	D			MER0248681	S14	MER0248681 - family S14 non-peptidase homologues (Serratia sp. AS12) [S14.UNW]#S14#{peptidase unit: 35-668}~source YP_004501835~	False	0.264	156.0	7.433e-38	Mu-like prophage major head subunit gpT [PF10124.12]					0
NC_047910_NC_047910_38	NC_047910	NC_047910	38	26512	26841	1	D										Uncharacterized conserved protein (DUF2190) [PF09956.12]					0
NC_047910_NC_047910_39	NC_047910	NC_047910	39	26834	27124	1	E															0
NC_047910_NC_047910_40	NC_047910	NC_047910	40	27112	27450	1	E															0
NC_047910_NC_047910_41	NC_047910	NC_047910	41	27447	28049	1	D										Prophage minor tail protein Z (GPZ) [PF06763.14]					0
NC_047910_NC_047910_42	NC_047910	NC_047910	42	28046	28519	1	E															0
NC_047910_NC_047910_43	NC_047910	NC_047910	43	28516	28770	1	E															0
NC_047910_NC_047910_44	NC_047910	NC_047910	44	28793	30265	1	E															0
NC_047910_NC_047910_45	NC_047910	NC_047910	45	30265	30789	1	C	K06908	uncharacterized protein								Phage tail tube protein FII [PF04985.17]					0
NC_047910_NC_047910_46	NC_047910	NC_047910	46	30789	31121	1	D										Phage tail assembly chaperone proteins, E, or 41 or 14 [PF10109.12]					0
NC_047910_NC_047910_47	NC_047910	NC_047910	47	31257	34547	1	D										Phage-related minor tail protein [PF10145.12]					0
NC_047910_NC_047910_48	NC_047910	NC_047910	48	34562	34780	1	D										Phage Tail Protein X [PF05489.15]					0
NC_047910_NC_047910_49	NC_047910	NC_047910	49	34784	36082	1	C	K06905	uncharacterized protein								Phage tail baseplate hub (GPD) [PF05954.14]					0
NC_047910_NC_047910_50	NC_047910	NC_047910	50	36097	36753	1	D										Type VI secretion system/phage-baseplate injector OB domain [PF04717.15]					0
NC_047910_NC_047910_51	NC_047910	NC_047910	51	36772	37167	1	D										Phage P2 GpU [PF06995.14]					0
NC_047910_NC_047910_52	NC_047910	NC_047910	52	37181	37492	1	D										Baseplate wedge protein gp25 [PF04965.17]					0
NC_047910_NC_047910_53	NC_047910	NC_047910	53	37485	38639	1	D										Baseplate J-like protein [PF04865.17]					0
NC_047910_NC_047910_54	NC_047910	NC_047910	54	38632	39627	1	D										Phage tail protein (Tail_P2_I) [PF09684.13]					0
NC_047910_NC_047910_55	NC_047910	NC_047910	55	39642	40193	1	D										Phage tail-collar fibre protein [PF12571.11]					0
NC_047910_NC_047910_56	NC_047910	NC_047910	56	40193	41440	1	E															0
NC_047910_NC_047910_57	NC_047910	NC_047910	57	41915	43039	1	C	K00986	RNA-directed DNA polymerase [EC:2.7.7.49]								Reverse transcriptase (RNA-dependent DNA polymerase) [PF00078.30]					0
NC_047910_NC_047910_58	NC_047910	NC_047910	58	42999	43262	1	E															0
NC_047910_NC_047910_59	NC_047910	NC_047910	59	43264	43413	1	D										Phage uncharacterised protein (Phage_XkdX) [PF09693.13]					0
NC_047910_NC_047910_60	NC_047910	NC_047910	60	43406	43615	1	E															0
NC_047910_NC_047910_61	NC_047910	NC_047910	61	43605	43886	1	E															0
NC_047910_NC_047910_62	NC_047910	NC_047910	62	43900	44226	1	E															0
NC_047910_NC_047910_63	NC_047910	NC_047910	63	44287	44991	1	C	K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]								N-acetylmuramoyl-L-alanine amidase [PF01510.28]; Bacterial SH3 domain [PF08239.14]					0
NC_047910_NC_047910_64	NC_047910	NC_047910	64	44999	45715	1	C	K02395	peptidoglycan hydrolase FlgJ								Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [PF01832.23]	GH73	GH73 lysozyme (EC 3.2.1.17); mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase (EC 3.2.1.96); peptidoglycan hydrolase with endo-beta-N-acetylglucosaminidase specificity (EC 3.2.1.-)	3.2.1.17,3.2.1.96,3.2.1.-	GH73.hmm	0
NC_047910_NC_047910_65	NC_047910	NC_047910	65	45879	46079	-1	E															0
NC_047910_NC_047910_66	NC_047910	NC_047910	66	46076	46396	-1	E															0
NC_047910_NC_047910_67	NC_047910	NC_047910	67	46393	46950	-1	E															0
NC_047910_NC_047910_68	NC_047910	NC_047910	68	46947	47177	-1	E															0
NC_047910_NC_047910_69	NC_047910	NC_047910	69	47181	47489	-1	E															0
NC_047910_NC_047910_70	NC_047910	NC_047910	70	47600	47800	-1	E															0
NC_047910_NC_047910_71	NC_047910	NC_047910	71	47815	48033	-1	E															0
NC_047910_NC_047910_72	NC_047910	NC_047910	72	48194	48436	1	D										Cro/C1-type HTH DNA-binding domain [PF13443.9]; Helix-turn-helix [PF01381.25]					0
NC_047910_NC_047910_73	NC_047910	NC_047910	73	48475	48783	-1	E															0
NC_047910_NC_047910_74	NC_047910	NC_047910	74	48797	49012	-1	E															0
NC_047910_NC_047910_75	NC_047910	NC_047910	75	49160	49540	-1	E															0
