	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_047995_NC_047995_146	NC_047995	NC_047995	146	110003	110782	-1	E								0
NC_047995_NC_047995_147	NC_047995	NC_047995	147	110739	111983	-1	D			Glycosyl transferase family 2 [PF13704.9]					0
NC_047995_NC_047995_148	NC_047995	NC_047995	148	111999	112916	-1	E								0
NC_047995_NC_047995_149	NC_047995	NC_047995	149	112919	114862	-1	C	K01972	DNA ligase (NAD+) [EC:6.5.1.2]	NAD-dependent DNA ligase adenylation domain [PF01653.21]; NAD-dependent DNA ligase OB-fold domain [PF03120.19]; BRCA1 C Terminus (BRCT) domain [PF00533.29]; twin BRCT domain [PF12738.10]					0
NC_047995_NC_047995_150	NC_047995	NC_047995	150	114904	116781	-1	D			KTSC and Metallopeptidase N-terminal fusion domain [PF20294.1]					0
NC_047995_NC_047995_151	NC_047995	NC_047995	151	116845	121032	-1	E								0
NC_047995_NC_047995_152	NC_047995	NC_047995	152	121094	122275	-1	E								0
NC_047995_NC_047995_153	NC_047995	NC_047995	153	122295	123281	-1	E								0
NC_047995_NC_047995_154	NC_047995	NC_047995	154	123289	124074	-1	E								0
NC_047995_NC_047995_155	NC_047995	NC_047995	155	124085	128095	-1	E								0
NC_047995_NC_047995_156	NC_047995	NC_047995	156	128092	128724	-1	E								0
NC_047995_NC_047995_157	NC_047995	NC_047995	157	128734	129372	-1	E								0
NC_047995_NC_047995_158	NC_047995	NC_047995	158	129407	130102	-1	E								0
NC_047995_NC_047995_159	NC_047995	NC_047995	159	130149	131825	-1	C	K06907	uncharacterized protein	Phage tail sheath protein subtilisin-like domain [PF04984.17]					0
NC_047995_NC_047995_160	NC_047995	NC_047995	160	131910	133010	-1	E								0
NC_047995_NC_047995_161	NC_047995	NC_047995	161	133013	133873	-1	E								0
NC_047995_NC_047995_162	NC_047995	NC_047995	162	133870	134064	-1	E								0
NC_047995_NC_047995_163	NC_047995	NC_047995	163	134074	134694	-1	E								0
NC_047995_NC_047995_164	NC_047995	NC_047995	164	134715	135077	-1	E								0
NC_047995_NC_047995_165	NC_047995	NC_047995	165	135094	135462	-1	E								0
NC_047995_NC_047995_166	NC_047995	NC_047995	166	135452	135769	-1	E								0
NC_047995_NC_047995_167	NC_047995	NC_047995	167	135812	136288	-1	E								0
NC_047995_NC_047995_168	NC_047995	NC_047995	168	136290	136775	-1	E								0
NC_047995_NC_047995_169	NC_047995	NC_047995	169	136775	138376	-1	E								0
NC_047995_NC_047995_170	NC_047995	NC_047995	170	138379	138927	-1	E								0
NC_047995_NC_047995_171	NC_047995	NC_047995	171	138927	139361	-1	E								0
NC_047995_NC_047995_172	NC_047995	NC_047995	172	139358	140536	-1	E								0
NC_047995_NC_047995_173	NC_047995	NC_047995	173	140502	140798	-1	E								0
NC_047995_NC_047995_174	NC_047995	NC_047995	174	140795	143962	-1	D			DNA polymerase family A [PF00476.23]; 3'-5' exonuclease [PF01612.23]					0
NC_047995_NC_047995_175	NC_047995	NC_047995	175	144060	144806	-1	E								0
NC_047995_NC_047995_176	NC_047995	NC_047995	176	144816	145361	-1	E								0
NC_047995_NC_047995_177	NC_047995	NC_047995	177	145405	151254	-1	D			SNF2-related domain [PF00176.26]; Helicase conserved C-terminal domain [PF00271.34]					0
NC_047995_NC_047995_178	NC_047995	NC_047995	178	151251	151748	-1	E								0
NC_047995_NC_047995_179	NC_047995	NC_047995	179	151759	152541	-1	E								0
NC_047995_NC_047995_180	NC_047995	NC_047995	180	152538	152903	-1	E								0
NC_047995_NC_047995_181	NC_047995	NC_047995	181	152937	153752	-1	E								0
NC_047995_NC_047995_182	NC_047995	NC_047995	182	153812	154612	-1	E								0
NC_047995_NC_047995_183	NC_047995	NC_047995	183	154660	155823	-1	E								0
NC_047995_NC_047995_184	NC_047995	NC_047995	184	155825	156931	-1	E								0
NC_047995_NC_047995_185	NC_047995	NC_047995	185	156931	158220	-1	E								0
NC_047995_NC_047995_186	NC_047995	NC_047995	186	158393	159058	-1	E								0
NC_047995_NC_047995_187	NC_047995	NC_047995	187	159177	160250	-1	E								0
NC_047995_NC_047995_188	NC_047995	NC_047995	188	160321	162210	-1	E								0
NC_047995_NC_047995_189	NC_047995	NC_047995	189	162286	163155	-1	E								0
NC_047995_NC_047995_190	NC_047995	NC_047995	190	163157	163675	-1	D			YspA SLOG family [PF06908.14]					0
NC_047995_NC_047995_191	NC_047995	NC_047995	191	163693	164559	-1	E								0
NC_047995_NC_047995_192	NC_047995	NC_047995	192	164599	164964	-1	D			Protein of unknown function (DUF2778) [PF10908.11]					0
NC_047995_NC_047995_193	NC_047995	NC_047995	193	164975	165826	-1	E								0
NC_047995_NC_047995_194	NC_047995	NC_047995	194	165908	166045	-1	E								0
NC_047995_NC_047995_195	NC_047995	NC_047995	195	166074	166697	-1	E								0
NC_047995_NC_047995_196	NC_047995	NC_047995	196	166702	167121	-1	E								0
NC_047995_NC_047995_197	NC_047995	NC_047995	197	167215	167946	-1	E								0
NC_047995_NC_047995_198	NC_047995	NC_047995	198	167957	168562	-1	E								0
NC_047995_NC_047995_199	NC_047995	NC_047995	199	168562	168900	-1	E								0
NC_047995_NC_047995_200	NC_047995	NC_047995	200	168903	169475	-1	D			Glycosyl hydrolase 108 [PF05838.15]; Predicted Peptidoglycan domain [PF09374.13]	GH108	GH108 N-acetylmuramidase (EC 3.2.1.17)	3.2.1.17	GH108.hmm	0
NC_047995_NC_047995_201	NC_047995	NC_047995	201	169510	170394	-1	E								0
NC_047995_NC_047995_202	NC_047995	NC_047995	202	170481	170822	-1	E								0
NC_047995_NC_047995_203	NC_047995	NC_047995	203	170798	171130	-1	E								0
NC_047995_NC_047995_204	NC_047995	NC_047995	204	171132	171845	-1	E								0
NC_047995_NC_047995_205	NC_047995	NC_047995	205	171848	172168	-1	E								0
NC_047995_NC_047995_206	NC_047995	NC_047995	206	172168	174495	-1	E								0
NC_047995_NC_047995_207	NC_047995	NC_047995	207	174495	174695	-1	E								0
NC_047995_NC_047995_208	NC_047995	NC_047995	208	174695	174904	-1	E								0
NC_047995_NC_047995_209	NC_047995	NC_047995	209	174985	175269	-1	E								0
NC_047995_NC_047995_210	NC_047995	NC_047995	210	175269	175715	-1	E								0
NC_047995_NC_047995_211	NC_047995	NC_047995	211	175847	176383	-1	E								0
NC_047995_NC_047995_212	NC_047995	NC_047995	212	176490	177770	-1	D			DNA polymerase III, delta subunit [PF13177.9]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.15]					0
NC_047995_NC_047995_213	NC_047995	NC_047995	213	177924	178121	-1	E								0
NC_047995_NC_047995_214	NC_047995	NC_047995	214	178591	179178	-1	E								0
NC_047995_NC_047995_215	NC_047995	NC_047995	215	179178	179522	-1	E								0
NC_047995_NC_047995_216	NC_047995	NC_047995	216	179525	180097	-1	E								0
NC_047995_NC_047995_217	NC_047995	NC_047995	217	180098	181072	-1	E								0
NC_047995_NC_047995_218	NC_047995	NC_047995	218	181081	181617	-1	E								0
NC_047995_NC_047995_219	NC_047995	NC_047995	219	181625	181837	-1	E								0
NC_047995_NC_047995_220	NC_047995	NC_047995	220	181848	182345	-1	E								0
NC_047995_NC_047995_221	NC_047995	NC_047995	221	182342	183919	-1	E								0
NC_047995_NC_047995_222	NC_047995	NC_047995	222	184417	185067	-1	E								0
NC_047995_NC_047995_223	NC_047995	NC_047995	223	185076	186182	-1	E								0
NC_047995_NC_047995_224	NC_047995	NC_047995	224	186281	186829	1	E								0
NC_047995_NC_047995_225	NC_047995	NC_047995	225	186836	187201	1	E								0
NC_047995_NC_047995_226	NC_047995	NC_047995	226	187248	187928	1	E								0
NC_047995_NC_047995_227	NC_047995	NC_047995	227	187921	189693	1	E								0
NC_047995_NC_047995_228	NC_047995	NC_047995	228	189746	190399	1	E								0
NC_047995_NC_047995_229	NC_047995	NC_047995	229	190457	191539	-1	D			CHC2 zinc finger [PF01807.23]; Toprim-like [PF13155.9]					0
NC_047995_NC_047995_230	NC_047995	NC_047995	230	191603	191935	1	E								0
NC_047995_NC_047995_231	NC_047995	NC_047995	231	191901	192986	1	D			PD-(D/E)XK nuclease superfamily [PF12705.10]					0
NC_047995_NC_047995_232	NC_047995	NC_047995	232	192983	193393	1	E								0
NC_047995_NC_047995_233	NC_047995	NC_047995	233	193401	193880	1	E								0
NC_047995_NC_047995_234	NC_047995	NC_047995	234	193744	194130	-1	E								0
NC_047995_NC_047995_235	NC_047995	NC_047995	235	194306	194962	1	E								0
NC_047995_NC_047995_236	NC_047995	NC_047995	236	194968	195249	1	E								0
NC_047995_NC_047995_237	NC_047995	NC_047995	237	195230	195658	1	E								0
NC_047995_NC_047995_238	NC_047995	NC_047995	238	195876	197087	1	E								0
NC_047995_NC_047995_239	NC_047995	NC_047995	239	197087	197611	1	E								1
NC_047995_NC_047995_240	NC_047995	NC_047995	240	197604	198071	1	E								0
NC_047995_NC_047995_241	NC_047995	NC_047995	241	198123	198452	1	E								0
NC_047995_NC_047995_242	NC_047995	NC_047995	242	198498	199535	1	E								0
NC_047995_NC_047995_243	NC_047995	NC_047995	243	199585	200859	1	E								0
NC_047995_NC_047995_244	NC_047995	NC_047995	244	200918	203452	1	D			recA bacterial DNA recombination protein [PF00154.24]					0
NC_047995_NC_047995_245	NC_047995	NC_047995	245	203496	203924	1	E								0
NC_047995_NC_047995_246	NC_047995	NC_047995	246	203996	204718	1	E								0
NC_047995_NC_047995_247	NC_047995	NC_047995	247	204822	205811	1	E								0
NC_047995_NC_047995_248	NC_047995	NC_047995	248	205858	206625	1	E								0
NC_047995_NC_047995_249	NC_047995	NC_047995	249	206701	206961	1	E								0
NC_047995_NC_047995_250	NC_047995	NC_047995	250	207061	209160	1	E								0
NC_047995_NC_047995_251	NC_047995	NC_047995	251	209379	210089	1	E								0
NC_047995_NC_047995_252	NC_047995	NC_047995	252	210156	210524	1	E								0
NC_047995_NC_047995_253	NC_047995	NC_047995	253	210618	210863	1	E								0
NC_047995_NC_047995_254	NC_047995	NC_047995	254	210919	211425	1	E								0
NC_047995_NC_047995_255	NC_047995	NC_047995	255	211489	212097	1	E								0
NC_047995_NC_047995_256	NC_047995	NC_047995	256	212158	212742	1	E								0
NC_047995_NC_047995_257	NC_047995	NC_047995	257	212791	213051	1	E								0
NC_047995_NC_047995_258	NC_047995	NC_047995	258	213130	213501	1	E								0
NC_047995_NC_047995_259	NC_047995	NC_047995	259	213498	213743	1	E								0
NC_047995_NC_047995_260	NC_047995	NC_047995	260	214034	214666	1	E								0
NC_047995_NC_047995_261	NC_047995	NC_047995	261	214654	214971	1	E								0
NC_047995_NC_047995_262	NC_047995	NC_047995	262	215062	215511	1	E								0
NC_047995_NC_047995_263	NC_047995	NC_047995	263	215579	215896	1	E								0
NC_047995_NC_047995_264	NC_047995	NC_047995	264	215961	216233	1	E								0
NC_047995_NC_047995_265	NC_047995	NC_047995	265	216250	216660	1	E								0
NC_047995_NC_047995_266	NC_047995	NC_047995	266	216718	217227	1	E								0
NC_047995_NC_047995_267	NC_047995	NC_047995	267	217218	217505	1	E								0
NC_047995_NC_047995_268	NC_047995	NC_047995	268	217509	217949	1	E								0
NC_047995_NC_047995_269	NC_047995	NC_047995	269	217946	218392	1	E								0
NC_047995_NC_047995_270	NC_047995	NC_047995	270	218402	218701	1	E								0
NC_047995_NC_047995_271	NC_047995	NC_047995	271	218698	219762	1	E								0
NC_047995_NC_047995_272	NC_047995	NC_047995	272	219755	220288	1	C	K07559	putative RNA 2'-phosphotransferase [EC:2.7.1.-]	RNA 2'-phosphotransferase, Tpt1 / KptA family [PF01885.19]					0
NC_047995_NC_047995_273	NC_047995	NC_047995	273	220305	220691	1	E								0
NC_047995_NC_047995_274	NC_047995	NC_047995	274	220761	222356	1	D			4Fe-4S single cluster domain [PF13353.9]; Radical SAM superfamily [PF04055.24]; 4Fe-4S single cluster domain [PF13394.9]					0
NC_047995_NC_047995_275	NC_047995	NC_047995	275	222369	222602	1	E								0
NC_047995_NC_047995_276	NC_047995	NC_047995	276	222599	222961	1	E								0
NC_047995_NC_047995_277	NC_047995	NC_047995	277	222961	223338	1	E								0
NC_047995_NC_047995_278	NC_047995	NC_047995	278	223340	223741	1	E								0
NC_047995_NC_047995_279	NC_047995	NC_047995	279	223745	224008	1	D			Prokaryotic dksA/traR C4-type zinc finger [PF01258.20]					0
NC_047995_NC_047995_280	NC_047995	NC_047995	280	224014	224196	1	E								0
NC_047995_NC_047995_281	NC_047995	NC_047995	281	224186	224503	1	E								0
NC_047995_NC_047995_282	NC_047995	NC_047995	282	224500	225066	1	E								0
NC_047995_NC_047995_283	NC_047995	NC_047995	283	225069	225305	1	E								0
NC_047995_NC_047995_284	NC_047995	NC_047995	284	225307	225435	1	E								0
NC_047995_NC_047995_285	NC_047995	NC_047995	285	225432	225761	1	E								0
NC_047995_NC_047995_286	NC_047995	NC_047995	286	225763	226431	1	E								0
NC_047995_NC_047995_287	NC_047995	NC_047995	287	226424	226834	1	E								0
NC_047995_NC_047995_288	NC_047995	NC_047995	288	226873	227235	1	E								0
NC_047995_NC_047995_289	NC_047995	NC_047995	289	227245	227754	1	E								0
NC_047995_NC_047995_290	NC_047995	NC_047995	290	227732	227935	1	E								0
NC_047995_NC_047995_291	NC_047995	NC_047995	291	227919	228473	1	E								0
NC_047995_NC_047995_292	NC_047995	NC_047995	292	228529	229509	1	C	K13281	UV DNA damage endonuclease [EC:3.-.-.-]	UV-endonuclease UvdE [PF03851.17]					0
NC_047995_NC_047995_293	NC_047995	NC_047995	293	229594	229896	1	E								0
NC_047995_NC_047995_294	NC_047995	NC_047995	294	229898	230161	1	E								0
NC_047995_NC_047995_295	NC_047995	NC_047995	295	230237	230614	1	E								0
NC_047995_NC_047995_296	NC_047995	NC_047995	296	230592	230843	1	E								0
NC_047995_NC_047995_297	NC_047995	NC_047995	297	230915	231424	1	E								0
