	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	heme_regulatory_motif_count
NC_026599_NC_026599_43	NC_026599	NC_026599	43	24215	24976	1	E											0
NC_026599_NC_026599_44	NC_026599	NC_026599	44	24973	25191	1	E											0
NC_026599_NC_026599_45	NC_026599	NC_026599	45	25195	25404	1	E											0
NC_026599_NC_026599_46	NC_026599	NC_026599	46	25391	25597	1	E											0
NC_026599_NC_026599_47	NC_026599	NC_026599	47	25575	25670	1	E											0
NC_026599_NC_026599_48	NC_026599	NC_026599	48	25975	26331	-1	E											0
NC_026599_NC_026599_49	NC_026599	NC_026599	49	26346	27233	-1	E											0
NC_026599_NC_026599_50	NC_026599	NC_026599	50	27245	30412	-1	E											0
NC_026599_NC_026599_51	NC_026599	NC_026599	51	30563	32077	-1	E											0
NC_026599_NC_026599_52	NC_026599	NC_026599	52	32082	32462	-1	E											0
NC_026599_NC_026599_53	NC_026599	NC_026599	53	32462	33403	-1	E											0
NC_026599_NC_026599_54	NC_026599	NC_026599	54	33384	33818	-1	E											0
NC_026599_NC_026599_55	NC_026599	NC_026599	55	33815	34504	-1	E											0
NC_026599_NC_026599_56	NC_026599	NC_026599	56	34501	36042	-1	E											0
NC_026599_NC_026599_57	NC_026599	NC_026599	57	36051	36698	-1	E											0
NC_026599_NC_026599_58	NC_026599	NC_026599	58	36688	36936	-1	E											0
NC_026599_NC_026599_59	NC_026599	NC_026599	59	36920	37111	-1	E											0
NC_026599_NC_026599_60	NC_026599	NC_026599	60	37122	37748	-1	E											0
NC_026599_NC_026599_61	NC_026599	NC_026599	61	37752	38072	-1	E											0
NC_026599_NC_026599_62	NC_026599	NC_026599	62	38121	39074	-1	D										Family of unknown function (DUF5309) [PF17236.5]	0
NC_026599_NC_026599_63	NC_026599	NC_026599	63	39093	40088	-1	E											0
NC_026599_NC_026599_64	NC_026599	NC_026599	64	40088	40330	-1	E											0
NC_026599_NC_026599_65	NC_026599	NC_026599	65	40333	42453	-1	E											0
NC_026599_NC_026599_66	NC_026599	NC_026599	66	42453	43901	-1	C	K06909	phage terminase large subunit								Terminase RNaseH-like domain [PF17289.5]; Phage terminase large subunit [PF04466.16]	0
NC_026599_NC_026599_67	NC_026599	NC_026599	67	43901	44299	-1	D										Phage lysozyme [PF00959.22]	0
NC_026599_NC_026599_68	NC_026599	NC_026599	68	44331	44789	-1	E											0
