	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	heme_regulatory_motif_count
NC_042125_NC_042125_40	NC_042125	NC_042125	40	16380	17108	1	C	K06223	DNA adenine methylase [EC:2.1.1.72]								D12 class N6 adenine-specific DNA methyltransferase [PF02086.18]	0
NC_042125_NC_042125_41	NC_042125	NC_042125	41	17144	19435	1	E											0
NC_042125_NC_042125_42	NC_042125	NC_042125	42	19499	19768	1	D										Glutaredoxin [PF00462.27]	0
NC_042125_NC_042125_43	NC_042125	NC_042125	43	19771	20301	1	D										NUMOD4 motif [PF07463.14]; HNH endonuclease [PF13392.9]	0
NC_042125_NC_042125_44	NC_042125	NC_042125	44	20343	21338	-1	C	K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	MER0499273	M15C	MER0499273 - lysin LysA2 ({Lactobacillus casei} bacteriophage A2) and similar (Enterococcus faecium) [M15.023]#M15C#{peptidase unit: 123-209}~source YP_008394327~	False	0.708	129.0	8.026e-31	Target recognition domain of lytic exoenzyme [PF16775.8]	0
NC_042125_NC_042125_45	NC_042125	NC_042125	45	21341	21574	-1	D										Bacteriophage holin [PF04531.16]	0
NC_042125_NC_042125_46	NC_042125	NC_042125	46	21589	21834	-1	D										Haemolysin XhlA [PF10779.12]	0
NC_042125_NC_042125_47	NC_042125	NC_042125	47	22013	24367	-1	D										Prophage endopeptidase tail [PF06605.14]	0
NC_042125_NC_042125_48	NC_042125	NC_042125	48	24379	26454	-1	D										Phage tail protein [PF05709.14]	0
NC_042125_NC_042125_49	NC_042125	NC_042125	49	26535	30905	-1	D										Tape measure protein [PF20155.2]	0
NC_042125_NC_042125_50	NC_042125	NC_042125	50	31162	31473	-1	E											0
NC_042125_NC_042125_51	NC_042125	NC_042125	51	31653	32219	-1	D										Phage tail tube protein [PF04630.15]	0
NC_042125_NC_042125_52	NC_042125	NC_042125	52	32298	32663	-1	E											0
NC_042125_NC_042125_53	NC_042125	NC_042125	53	32660	33067	-1	E											0
NC_042125_NC_042125_54	NC_042125	NC_042125	54	33064	33399	-1	D										Phage head-tail joining protein [PF05521.14]	0
NC_042125_NC_042125_55	NC_042125	NC_042125	55	33371	33667	-1	D										Phage gp6-like head-tail connector protein [PF05135.16]	0
NC_042125_NC_042125_56	NC_042125	NC_042125	56	33711	33911	-1	E											0
NC_042125_NC_042125_57	NC_042125	NC_042125	57	34037	35284	-1	D										Phage capsid family [PF05065.16]	0
NC_042125_NC_042125_58	NC_042125	NC_042125	58	35354	35917	-1	C	K06904	uncharacterized protein	MER1087721	S78	MER1087721 - family S78 unassigned peptidases () [S78.UPW]#S78#{peptidase unit: 56-157}~source V5USG3~	False	0.951	206.0	1.964e-59	Caudovirus prohead serine protease [PF04586.20]	0
NC_042125_NC_042125_59	NC_042125	NC_042125	59	35904	37055	-1	D										Phage portal protein [PF04860.15]	0
NC_042125_NC_042125_60	NC_042125	NC_042125	60	37060	37248	-1	E											0
NC_042125_NC_042125_61	NC_042125	NC_042125	61	37294	39015	-1	D										Terminase large subunit, endonuclease domain [PF20441.1]; Terminase large subunit, ATPase domain [PF03354.18]	0
NC_042125_NC_042125_62	NC_042125	NC_042125	62	39436	39909	-1	D										Phage terminase, small subunit [PF05119.15]	0
NC_042125_NC_042125_63	NC_042125	NC_042125	63	39910	40422	-1	D										NUMOD4 motif [PF07463.14]; HNH endonuclease [PF13392.9]	0
