L1	L2	L3	KO	Function	EC	Count
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K00016	LDH, ldh; L-lactate dehydrogenase	1.1.1.27	1
Organismal Systems	Endocrine system	Glucagon signaling pathway [PATH:ko04922]	K00016	LDH, ldh; L-lactate dehydrogenase	1.1.1.27	1
Human Diseases	Cancer: overview	Central carbon metabolism in cancer [PATH:ko05230]	K00016	LDH, ldh; L-lactate dehydrogenase	1.1.1.27	1
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00016	LDH, ldh; L-lactate dehydrogenase	1.1.1.27	1
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00020	HIBADH, mmsB; 3-hydroxyisobutyrate dehydrogenase	1.1.1.31	1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00024	mdh; malate dehydrogenase	1.1.1.37	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00024	mdh; malate dehydrogenase	1.1.1.37	1
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00024	mdh; malate dehydrogenase	1.1.1.37	1
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K00024	mdh; malate dehydrogenase	1.1.1.37	1
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K00024	mdh; malate dehydrogenase	1.1.1.37	1
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00024	mdh; malate dehydrogenase	1.1.1.37	1
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00024	mdh; malate dehydrogenase	1.1.1.37	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00027	ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating)	1.1.1.38	1
Environmental Information Processing	Signal transduction	Two-component system [PATH:ko02020]	K00027	ME2, sfcA, maeA; malate dehydrogenase (oxaloacetate-decarboxylating)	1.1.1.38	1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00030	IDH3; isocitrate dehydrogenase (NAD+)	1.1.1.41	1
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00033	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase	1.1.1.44 1.1.1.343	1
Metabolism	Metabolism of other amino acids	Glutathione metabolism [PATH:ko00480]	K00033	PGD, gnd, gntZ; 6-phosphogluconate dehydrogenase	1.1.1.44 1.1.1.343	1
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00034	gdh; glucose 1-dehydrogenase	1.1.1.47	1
Metabolism	Lipid metabolism	Steroid hormone biosynthesis [PATH:ko00140]	K00038	E1.1.1.53; 3alpha(or 20beta)-hydroxysteroid dehydrogenase	1.1.1.53	1
Metabolism	Lipid metabolism	Glycerophospholipid metabolism [PATH:ko00564]	K00057	gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+)	1.1.1.94	1
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	1.1.1.95 1.1.1.399	1
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	1.1.1.95 1.1.1.399	1
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	1.1.1.95 1.1.1.399	1
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase	1.1.1.95 1.1.1.399	1
Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K00059	fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	1
Metabolism	Metabolism of cofactors and vitamins	Biotin metabolism [PATH:ko00780]	K00059	fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	1
Metabolism	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis [PATH:ko00333]	K00059	fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	1
Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins [BR:ko01004]	K00059	fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase	1.1.1.100	1
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00060	tdh; threonine 3-dehydrogenase	1.1.1.103	1
Metabolism	Glycan biosynthesis and metabolism	O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K00067	rfbD, rmlD; dTDP-4-dehydrorhamnose reductase	1.1.1.133	1
Metabolism	Metabolism of terpenoids and polyketides	Polyketide sugar unit biosynthesis [PATH:ko00523]	K00067	rfbD, rmlD; dTDP-4-dehydrorhamnose reductase	1.1.1.133	1
Metabolism	Biosynthesis of other secondary metabolites	Streptomycin biosynthesis [PATH:ko00521]	K00067	rfbD, rmlD; dTDP-4-dehydrorhamnose reductase	1.1.1.133	1
Metabolism	Carbohydrate metabolism	Amino sugar and nucleotide sugar metabolism [PATH:ko00520]	K00075	murB; UDP-N-acetylmuramate dehydrogenase	1.3.1.98	1
Metabolism	Glycan biosynthesis and metabolism	Peptidoglycan biosynthesis [PATH:ko00550]	K00075	murB; UDP-N-acetylmuramate dehydrogenase	1.3.1.98	1
Brite Hierarchies	Protein families: metabolism	Peptidoglycan biosynthesis and degradation proteins [BR:ko01011]	K00075	murB; UDP-N-acetylmuramate dehydrogenase	1.3.1.98	1
Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis [PATH:ko00770]	K00077	panE, apbA; 2-dehydropantoate 2-reductase	1.1.1.169	1
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00088	IMPDH, guaB; IMP dehydrogenase	1.1.1.205	1
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - other enzymes [PATH:ko00983]	K00088	IMPDH, guaB; IMP dehydrogenase	1.1.1.205	1
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00088	IMPDH, guaB; IMP dehydrogenase	1.1.1.205	1
Metabolism	Lipid metabolism	Glycerophospholipid metabolism [PATH:ko00564]	K00096	araM, egsA; glycerol-1-phosphate dehydrogenase [NAD(P)+]	1.1.1.261	1
Metabolism	Metabolism of terpenoids and polyketides	Terpenoid backbone biosynthesis [PATH:ko00900]	K00099	dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase	1.1.1.267	1
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00104	glcD; glycolate oxidase	1.1.3.15	1
Metabolism	Lipid metabolism	Glycerophospholipid metabolism [PATH:ko00564]	K00111	glpA, glpD; glycerol-3-phosphate dehydrogenase	1.1.5.3	1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00116	mqo; malate dehydrogenase (quinone)	1.1.5.4	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00116	mqo; malate dehydrogenase (quinone)	1.1.5.4	1
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00124	fdoH, fdsB; formate dehydrogenase iron-sulfur subunit		1
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00124	fdoH, fdsB; formate dehydrogenase iron-sulfur subunit		1
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00131	gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+)	1.2.1.9	1
Metabolism	Carbohydrate metabolism	Pentose phosphate pathway [PATH:ko00030]	K00131	gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+)	1.2.1.9	1
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00133	asd; aspartate-semialdehyde dehydrogenase	1.2.1.11	1
Metabolism	Amino acid metabolism	Cysteine and methionine metabolism [PATH:ko00270]	K00133	asd; aspartate-semialdehyde dehydrogenase	1.2.1.11	1
Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:ko00300]	K00133	asd; aspartate-semialdehyde dehydrogenase	1.2.1.11	1
Metabolism	Biosynthesis of other secondary metabolites	Monobactam biosynthesis [PATH:ko00261]	K00133	asd; aspartate-semialdehyde dehydrogenase	1.2.1.11	1
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00134	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	1
Metabolism	Energy metabolism	Carbon fixation in photosynthetic organisms [PATH:ko00710]	K00134	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	1
Environmental Information Processing	Signal transduction	HIF-1 signaling pathway [PATH:ko04066]	K00134	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	1
Human Diseases	Infectious disease: bacterial	Pathogenic Escherichia coli infection [PATH:ko05130]	K00134	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	1
Human Diseases	Infectious disease: bacterial	Salmonella infection [PATH:ko05132]	K00134	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	1
Human Diseases	Neurodegenerative disease	Alzheimer disease [PATH:ko05010]	K00134	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	1
Human Diseases	Cardiovascular disease	Diabetic cardiomyopathy [PATH:ko05415]	K00134	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	1
Brite Hierarchies	Protein families: genetic information processing	Membrane trafficking [BR:ko04131]	K00134	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	1
Brite Hierarchies	Protein families: signaling and cellular processes	Exosome [BR:ko04147]	K00134	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase	1.2.1.12	1
Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	1
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	1
Metabolism	Amino acid metabolism	Lysine degradation [PATH:ko00310]	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	1
Metabolism	Amino acid metabolism	Tyrosine metabolism [PATH:ko00350]	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	1
Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	1.2.1.16 1.2.1.79 1.2.1.20	1
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00138	aldB; aldehyde dehydrogenase	1.2.1.-	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00138	aldB; aldehyde dehydrogenase	1.2.1.-	1
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K00145	argC; N-acetyl-gamma-glutamyl-phosphate reductase	1.2.1.38	1
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00148	fdhA; glutathione-independent formaldehyde dehydrogenase	1.2.1.46	1
Metabolism	Xenobiotics biodegradation and metabolism	Chloroalkane and chloroalkene degradation [PATH:ko00625]	K00148	fdhA; glutathione-independent formaldehyde dehydrogenase	1.2.1.46	1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00164	OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component	1.2.4.2	1
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00166	BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit	1.2.4.4	1
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00166	BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit	1.2.4.4	1
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00167	BCKDHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit	1.2.4.4	1
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00167	BCKDHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit	1.2.4.4	1
Metabolism	Lipid metabolism	Fatty acid biosynthesis [PATH:ko00061]	K00208	fabI; enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	1
Metabolism	Metabolism of cofactors and vitamins	Biotin metabolism [PATH:ko00780]	K00208	fabI; enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	1
Metabolism	Biosynthesis of other secondary metabolites	Prodigiosin biosynthesis [PATH:ko00333]	K00208	fabI; enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	1
Brite Hierarchies	Protein families: metabolism	Lipid biosynthesis proteins [BR:ko01004]	K00208	fabI; enoyl-[acyl-carrier protein] reductase I	1.3.1.9 1.3.1.10	1
Metabolism	Amino acid metabolism	Lysine biosynthesis [PATH:ko00300]	K00215	dapB; 4-hydroxy-tetrahydrodipicolinate reductase	1.17.1.8	1
Metabolism	Biosynthesis of other secondary metabolites	Monobactam biosynthesis [PATH:ko00261]	K00215	dapB; 4-hydroxy-tetrahydrodipicolinate reductase	1.17.1.8	1
Metabolism	Metabolism of cofactors and vitamins	Porphyrin and chlorophyll metabolism [PATH:ko00860]	K00231	PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase	1.3.3.4 1.3.3.15	1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00239	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit	1.3.5.1 1.3.5.4	1
Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00239	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit	1.3.5.1 1.3.5.4	1
Metabolism	Energy metabolism	Oxidative phosphorylation [PATH:ko00190]	K00239	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit	1.3.5.1 1.3.5.4	1
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K00239	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit	1.3.5.1 1.3.5.4	1
Human Diseases	Infectious disease: bacterial	Legionellosis [PATH:ko05134]	K00239	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit	1.3.5.1 1.3.5.4	1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00240	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit	1.3.5.1 1.3.5.4	1
Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00240	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit	1.3.5.1 1.3.5.4	1
Metabolism	Energy metabolism	Oxidative phosphorylation [PATH:ko00190]	K00240	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit	1.3.5.1 1.3.5.4	1
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K00240	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit	1.3.5.1 1.3.5.4	1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00241	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit		1
Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00241	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit		1
Metabolism	Energy metabolism	Oxidative phosphorylation [PATH:ko00190]	K00241	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit		1
Metabolism	Energy metabolism	Carbon fixation pathways in prokaryotes [PATH:ko00720]	K00241	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit		1
Not Included in Pathway or Brite	Poorly characterized	Function unknown	K00243	K00243; uncharacterized protein		1
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00248	ACADS, bcd; butyryl-CoA dehydrogenase	1.3.8.1	1
Metabolism	Carbohydrate metabolism	Butanoate metabolism [PATH:ko00650]	K00248	ACADS, bcd; butyryl-CoA dehydrogenase	1.3.8.1	1
Metabolism	Lipid metabolism	Fatty acid degradation [PATH:ko00071]	K00248	ACADS, bcd; butyryl-CoA dehydrogenase	1.3.8.1	1
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00248	ACADS, bcd; butyryl-CoA dehydrogenase	1.3.8.1	1
Metabolism	Metabolism of other amino acids	beta-Alanine metabolism [PATH:ko00410]	K00248	ACADS, bcd; butyryl-CoA dehydrogenase	1.3.8.1	1
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00259	ald; alanine dehydrogenase	1.4.1.1	1
Metabolism	Metabolism of other amino acids	Taurine and hypotaurine metabolism [PATH:ko00430]	K00259	ald; alanine dehydrogenase	1.4.1.1	1
Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K00260	gudB, rocG; glutamate dehydrogenase	1.4.1.2	1
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00260	gudB, rocG; glutamate dehydrogenase	1.4.1.2	1
Metabolism	Amino acid metabolism	Arginine biosynthesis [PATH:ko00220]	K00260	gudB, rocG; glutamate dehydrogenase	1.4.1.2	1
Metabolism	Metabolism of other amino acids	Taurine and hypotaurine metabolism [PATH:ko00430]	K00260	gudB, rocG; glutamate dehydrogenase	1.4.1.2	1
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine degradation [PATH:ko00280]	K00263	E1.4.1.9; leucine dehydrogenase	1.4.1.9	1
Metabolism	Amino acid metabolism	Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	K00263	E1.4.1.9; leucine dehydrogenase	1.4.1.9	1
Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K00264	GLT1; glutamate synthase (NADH)	1.4.1.14	1
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00264	GLT1; glutamate synthase (NADH)	1.4.1.14	1
Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K00265	gltB; glutamate synthase (NADPH) large chain	1.4.1.13	1
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00265	gltB; glutamate synthase (NADPH) large chain	1.4.1.13	1
Brite Hierarchies	Protein families: metabolism	Peptidases and inhibitors [BR:ko01002]	K00265	gltB; glutamate synthase (NADPH) large chain	1.4.1.13	1
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00274	MAO, aofH; monoamine oxidase	1.4.3.4	1
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K00274	MAO, aofH; monoamine oxidase	1.4.3.4	1
Metabolism	Amino acid metabolism	Histidine metabolism [PATH:ko00340]	K00274	MAO, aofH; monoamine oxidase	1.4.3.4	1
Metabolism	Amino acid metabolism	Tyrosine metabolism [PATH:ko00350]	K00274	MAO, aofH; monoamine oxidase	1.4.3.4	1
Metabolism	Amino acid metabolism	Phenylalanine metabolism [PATH:ko00360]	K00274	MAO, aofH; monoamine oxidase	1.4.3.4	1
Metabolism	Amino acid metabolism	Tryptophan metabolism [PATH:ko00380]	K00274	MAO, aofH; monoamine oxidase	1.4.3.4	1
Metabolism	Biosynthesis of other secondary metabolites	Isoquinoline alkaloid biosynthesis [PATH:ko00950]	K00274	MAO, aofH; monoamine oxidase	1.4.3.4	1
Metabolism	Xenobiotics biodegradation and metabolism	Drug metabolism - cytochrome P450 [PATH:ko00982]	K00274	MAO, aofH; monoamine oxidase	1.4.3.4	1
Organismal Systems	Nervous system	Dopaminergic synapse [PATH:ko04728]	K00274	MAO, aofH; monoamine oxidase	1.4.3.4	1
Organismal Systems	Nervous system	Serotonergic synapse [PATH:ko04726]	K00274	MAO, aofH; monoamine oxidase	1.4.3.4	1
Human Diseases	Neurodegenerative disease	Parkinson disease [PATH:ko05012]	K00274	MAO, aofH; monoamine oxidase	1.4.3.4	1
Human Diseases	Substance dependence	Cocaine addiction [PATH:ko05030]	K00274	MAO, aofH; monoamine oxidase	1.4.3.4	1
Human Diseases	Substance dependence	Amphetamine addiction [PATH:ko05031]	K00274	MAO, aofH; monoamine oxidase	1.4.3.4	1
Human Diseases	Substance dependence	Alcoholism [PATH:ko05034]	K00274	MAO, aofH; monoamine oxidase	1.4.3.4	1
Metabolism	Amino acid metabolism	Alanine, aspartate and glutamate metabolism [PATH:ko00250]	K00278	nadB; L-aspartate oxidase	1.4.3.16	1
Metabolism	Metabolism of cofactors and vitamins	Nicotinate and nicotinamide metabolism [PATH:ko00760]	K00278	nadB; L-aspartate oxidase	1.4.3.16	1
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00282	gcvPA; glycine dehydrogenase subunit 1	1.4.4.2	1
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00282	gcvPA; glycine dehydrogenase subunit 1	1.4.4.2	1
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00283	gcvPB; glycine dehydrogenase subunit 2	1.4.4.2	1
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00283	gcvPB; glycine dehydrogenase subunit 2	1.4.4.2	1
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K00286	proC; pyrroline-5-carboxylate reductase	1.5.1.2	1
Metabolism	Metabolism of cofactors and vitamins	Folate biosynthesis [PATH:ko00790]	K00287	DHFR, folA; dihydrofolate reductase	1.5.1.3	1
Metabolism	Metabolism of cofactors and vitamins	One carbon pool by folate [PATH:ko00670]	K00287	DHFR, folA; dihydrofolate reductase	1.5.1.3	1
Human Diseases	Drug resistance: antineoplastic	Antifolate resistance [PATH:ko01523]	K00287	DHFR, folA; dihydrofolate reductase	1.5.1.3	1
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00301	E1.5.3.1; sarcosine oxidase	1.5.3.1	1
Metabolism	Amino acid metabolism	Arginine and proline metabolism [PATH:ko00330]	K00318	PRODH, fadM, putB; proline dehydrogenase	1.5.5.2	1
Metabolism	Energy metabolism	Methane metabolism [PATH:ko00680]	K00320	mer; 5,10-methylenetetrahydromethanopterin reductase	1.5.98.2	1
Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers	K00344	qor, CRYZ; NADPH:quinone reductase	1.6.5.5	1
Metabolism	Nucleotide metabolism	Purine metabolism [PATH:ko00230]	K00364	E1.7.1.7, guaC; GMP reductase	1.7.1.7	1
Metabolism	Energy metabolism	Nitrogen metabolism [PATH:ko00910]	K00372	nasA; assimilatory nitrate reductase catalytic subunit	1.7.99.-	1
Brite Hierarchies	Protein families: genetic information processing	Transcription factors [BR:ko03000]	K00375	K00375; GntR family transcriptional regulator / MocR family aminotransferase		1
Metabolism	Carbohydrate metabolism	Glycolysis / Gluconeogenesis [PATH:ko00010]	K00382	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase	1.8.1.4	1
Metabolism	Carbohydrate metabolism	Citrate cycle (TCA cycle) [PATH:ko00020]	K00382	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase	1.8.1.4	1
Metabolism	Carbohydrate metabolism	Pyruvate metabolism [PATH:ko00620]	K00382	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase	1.8.1.4	1
Metabolism	Carbohydrate metabolism	Glyoxylate and dicarboxylate metabolism [PATH:ko00630]	K00382	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase	1.8.1.4	1
Metabolism	Carbohydrate metabolism	Propanoate metabolism [PATH:ko00640]	K00382	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase	1.8.1.4	1
Metabolism	Amino acid metabolism	Glycine, serine and threonine metabolism [PATH:ko00260]	K00382	DLD, lpd, pdhD; dihydrolipoamide dehydrogenase	1.8.1.4	1
