Target Name	ID	EC value	E-Value (sequence)	Score (domain)
strain_RW2_final_assembly_418755_419762_-	K00166		7.2e-121	402.2
strain_RW2_final_assembly_2673994_2675079_+	K00166		5.5e-118	392.8
strain_RW2_final_assembly_2675083_2676060_+	K00167		6.7e-143	474.8
strain_RW2_final_assembly_417778_418755_-	K00167		6.1e-139	461.7
strain_RW2_final_assembly_2646396_2647169_+	K00208		6.5e-113	374.8
strain_RW2_final_assembly_2145632_2146381_+	K00215		4.3e-70	234.2
strain_RW2_final_assembly_2131560_2132924_-	K00231		1.3e-119	397.7
strain_RW2_final_assembly_2348390_2349775_+	K00231		7.5e-114	378.7
strain_RW2_final_assembly_2510536_2512293_+	K00239		4.5e-211	699.8
strain_RW2_final_assembly_2512290_2513090_+	K00240		3.2e-73	244.1
strain_RW2_final_assembly_2509903_2510520_+	K00241		5.7e-39	131.8
strain_RW2_final_assembly_2246707_2247579_+	K00243		4.6e-88	293.0
strain_RW2_final_assembly_724844_726628_-	K00248		1.3e-131	430.8
strain_RW2_final_assembly_1942616_1943746_-	K00259		2.4e-165	547.6
strain_RW2_final_assembly_2866609_2867877_+	K00260		2.9e-216	715.3
strain_RW2_final_assembly_422261_423397_-	K00263		2.5e-175	580.3
strain_RW2_final_assembly_82920_84371_+	K00264		1.3e-184	613.0
strain_RW2_final_assembly_78484_82923_+	K00265		0	2105.8
strain_RW2_final_assembly_2027848_2028888_+	K00274		5.2e-77	163.5
strain_RW2_final_assembly_2027848_2028888_+	K00274		5.2e-77	93.4
strain_RW2_final_assembly_2570103_2571536_+	K00278		8.7e-135	447.3
strain_RW2_final_assembly_445580_446926_-	K00282		3.9e-191	633.1
strain_RW2_final_assembly_444105_445580_-	K00283		2e-250	829.6
strain_RW2_final_assembly_2178922_2179833_-	K00286		5.1e-56	188.2
strain_RW2_final_assembly_68944_69423_-	K00287		3.7e-49	165.1
strain_RW2_final_assembly_1166335_1166853_-	K00287		2.7e-14	50.8
strain_RW2_final_assembly_1701381_1702520_-	K00301		7.5e-131	435.2
strain_RW2_final_assembly_732716_733633_-	K00318		4.6e-56	188.0
strain_RW2_final_assembly_1744990_1745982_+	K00320		1.5e-25	87.5
strain_RW2_final_assembly_1381767_1382747_-	K00344		7.3e-86	286.1
strain_RW2_final_assembly_2595474_2596511_+	K00344		9.9e-82	272.4
strain_RW2_final_assembly_70434_71357_+	K00344		5.5e-73	243.3
strain_RW2_final_assembly_174358_175359_+	K00344		1.3e-69	232.6
strain_RW2_final_assembly_1751761_1752744_-	K00364		2.6e-109	363.3
strain_RW2_final_assembly_1833207_1835630_+	K00372		4e-278	922.5
strain_RW2_final_assembly_1645436_1646839_+	K00375		3.8e-157	521.5
strain_RW2_final_assembly_2677434_2678846_+	K00382		3.5e-186	617.3
strain_RW2_final_assembly_419775_421184_-	K00382		1.6e-151	503.0
strain_RW2_final_assembly_2505264_2506577_-	K00383		5.5e-112	372.5
strain_RW2_final_assembly_779485_780438_-	K00384		2e-133	443.5
strain_RW2_final_assembly_2867922_2868929_-	K00384		7.5e-47	157.2
strain_RW2_final_assembly_1380263_1380634_-	K00389		3.5e-23	79.8
strain_RW2_final_assembly_2663971_2665359_+	K00425		7.9e-138	458.0
strain_RW2_final_assembly_2665374_2666405_+	K00426		6.7e-35	117.9
strain_RW2_final_assembly_2448497_2448970_-	K00432		9.5e-84	279.5
strain_RW2_final_assembly_873229_874029_-	K00433		2.4e-84	281.3
strain_RW2_final_assembly_1398506_1399279_+	K00435		1.1e-87	291.0
strain_RW2_final_assembly_1456922_1457761_+	K00453		8.5e-100	332.0
strain_RW2_final_assembly_920844_921938_-	K00491		1.3e-154	512.0
strain_RW2_final_assembly_1924454_1926016_+	K00500		6.5e-79	263.4
strain_RW2_final_assembly_1930524_1931948_+	K00520		1.1e-125	418.0
strain_RW2_final_assembly_670619_673018_+	K00525		7.1e-171	565.9
strain_RW2_final_assembly_673511_674551_+	K00526		5.6e-89	296.4
strain_RW2_final_assembly_723620_723988_-	K00537		7.1e-38	127.9
strain_RW2_final_assembly_2782860_2783576_+	K00554		4.7e-125	415.0
strain_RW2_final_assembly_1906031_1906795_+	K00556		1.6e-83	277.8
strain_RW2_final_assembly_69420_70214_-	K00560		4.9e-152	505.0
strain_RW2_final_assembly_1569817_1570413_-	K00564		3.1e-60	201.9
strain_RW2_final_assembly_2604205_2605326_+	K00566		5.2e-169	560.0
strain_RW2_final_assembly_1718423_1718872_+	K00567		1.3e-54	183.1
strain_RW2_final_assembly_2313067_2313510_+	K00567		2.5e-50	169.1
strain_RW2_final_assembly_2880922_2881719_+	K00575		6.5e-86	286.2
strain_RW2_final_assembly_2615697_2616365_+	K00588		2.5e-42	142.4
strain_RW2_final_assembly_1294534_1295787_-	K00600		5e-220	730.4
strain_RW2_final_assembly_2109261_2110781_+	K00602		1.5e-253	840.8
strain_RW2_final_assembly_2755139_2756524_+	K00604		3.8e-111	369.4
strain_RW2_final_assembly_446943_448016_-	K00605		3.7e-149	495.6
strain_RW2_final_assembly_2896870_2897706_+	K00606		5.4e-116	385.5
strain_RW2_final_assembly_2737236_2738141_+	K00609		4.3e-118	392.0
strain_RW2_final_assembly_1433431_1434459_-	K00611		2.8e-151	501.5
strain_RW2_final_assembly_1984591_1985517_+	K00611		2.6e-140	465.5
strain_RW2_final_assembly_325848_327839_-	K00615		3.7e-211	700.9
strain_RW2_final_assembly_1977437_1978654_+	K00620		2.2e-180	598.9
strain_RW2_final_assembly_2676137_2677429_+	K00627		1.2e-154	514.0
strain_RW2_final_assembly_416444_417766_-	K00627		1.3e-139	464.2
strain_RW2_final_assembly_726642_727814_-	K00632		1.1e-158	526.0
strain_RW2_final_assembly_423403_424299_-	K00634		6.2e-120	397.2
strain_RW2_final_assembly_345663_346844_-	K00639		2.1e-171	569.2
strain_RW2_final_assembly_1578130_1578819_-	K00640		5.2e-96	319.0
strain_RW2_final_assembly_2772464_2773384_+	K00645		5.6e-99	329.6
strain_RW2_final_assembly_2618394_2619353_+	K00648		3.6e-127	422.7
strain_RW2_final_assembly_2244779_2245480_-	K00655		4.4e-54	181.4
strain_RW2_final_assembly_2872135_2872758_+	K00655		6.9e-54	180.6
strain_RW2_final_assembly_2233117_2235363_+	K00656		0	1310.2
strain_RW2_final_assembly_2428258_2429529_+	K00658		5.5e-170	563.5
strain_RW2_final_assembly_25953_26507_+	K00661		1.9e-89	297.4
strain_RW2_final_assembly_1177258_1177815_-	K00661		9.9e-55	183.4
strain_RW2_final_assembly_1124424_1124939_-	K00661		4.1e-35	119.0
strain_RW2_final_assembly_295090_295872_-	K00662		3.6e-84	280.3
strain_RW2_final_assembly_2352545_2354092_+	K00666		5.5e-166	551.0
strain_RW2_final_assembly_2494486_2496159_+	K00666		2.3e-163	542.3
strain_RW2_final_assembly_1691989_1693395_+	K00666		3.2e-79	264.1
strain_RW2_final_assembly_272099_273433_+	K00666		2.2e-78	261.4
strain_RW2_final_assembly_2923426_2923998_-	K00678		6.9e-08	28.1
strain_RW2_final_assembly_2321349_2323829_+	K00688		0	1064.0
strain_RW2_final_assembly_2399222_2401519_+	K00691		0	1138.1
strain_RW2_final_assembly_2319935_2321374_+	K00703		1.1e-185	616.1
strain_RW2_final_assembly_2893459_2894580_+	K00754		2.9e-90	301.0
strain_RW2_final_assembly_1124952_1125935_-	K00754		3.6e-44	148.1
strain_RW2_final_assembly_958735_960909_-	K00754		3.3e-39	90.4
strain_RW2_final_assembly_1045210_1046340_-	K00754		1.1e-23	81.2
strain_RW2_final_assembly_369299_370600_-	K00756		4.2e-210	695.8
strain_RW2_final_assembly_2585316_2585834_+	K00759		4.6e-68	227.2
strain_RW2_final_assembly_1286582_1287214_-	K00761		9e-104	344.8
strain_RW2_final_assembly_2745985_2746614_+	K00762		1.8e-58	195.6
strain_RW2_final_assembly_1973005_1974450_-	K00763		9.9e-160	530.7
strain_RW2_final_assembly_2106233_2107642_+	K00764		4.1e-211	699.8
strain_RW2_final_assembly_18869_19477_+	K00765		6.8e-65	217.1
strain_RW2_final_assembly_1405934_1406923_-	K00766		3.5e-127	422.4
strain_RW2_final_assembly_2571490_2572359_+	K00767		1.3e-109	364.5
strain_RW2_final_assembly_2576139_2577284_+	K00773		4e-217	720.8
strain_RW2_final_assembly_1882701_1883396_-	K00782		5.4e-41	138.4
strain_RW2_final_assembly_1689862_1690341_+	K00783		8.4e-60	199.5
strain_RW2_final_assembly_404196_405101_-	K00784		9.8e-84	279.2
strain_RW2_final_assembly_1471131_1471694_-	K00788		7.3e-65	216.5
strain_RW2_final_assembly_656903_658207_-	K00789		6.6e-208	689.0
strain_RW2_final_assembly_1268476_1269777_-	K00790		5.9e-200	662.4
strain_RW2_final_assembly_1308041_1309318_-	K00790		1.7e-149	496.0
strain_RW2_final_assembly_60567_61517_+	K00791		1e-118	394.7
strain_RW2_final_assembly_906972_907613_-	K00793		1.2e-84	281.5
strain_RW2_final_assembly_905327_905791_-	K00794		7.7e-74	245.6
strain_RW2_final_assembly_432933_433811_-	K00795		1.1e-109	365.4
strain_RW2_final_assembly_1592922_1593707_-	K00796		1.7e-118	393.3
strain_RW2_final_assembly_358986_359585_-	K00798		2.4e-62	208.0
strain_RW2_final_assembly_2883932_2885182_+	K00800		6.6e-128	425.4
strain_RW2_final_assembly_2878054_2878626_+	K00805		5.9e-30	102.3
strain_RW2_final_assembly_2825443_2826180_+	K00806		2.9e-117	388.8
strain_RW2_final_assembly_2902587_2903774_+	K00812		7.8e-163	540.3
strain_RW2_final_assembly_20748_21701_+	K00817		1.7e-87	291.9
strain_RW2_final_assembly_28364_29314_-	K00817		4.3e-79	264.0
strain_RW2_final_assembly_2161819_2163021_+	K00819		4.9e-218	723.5
strain_RW2_final_assembly_2070645_2072213_+	K00820		1.3e-152	507.6
strain_RW2_final_assembly_1527055_1528104_-	K00820		3.1e-122	407.3
strain_RW2_final_assembly_1534819_1535355_+	K00820		5.7e-55	184.6
strain_RW2_final_assembly_2070560_2070826_+	K00820		1.5e-35	120.3
strain_RW2_final_assembly_3017946_3018377_-	K00820		2.1e-29	100.0
strain_RW2_final_assembly_1979390_1980535_+	K00821		2e-150	499.2
strain_RW2_final_assembly_2147113_2148039_+	K00826		1.7e-82	275.3
strain_RW2_final_assembly_539728_540804_-	K00831		2.6e-140	465.9
strain_RW2_final_assembly_1184261_1185250_-	K00847		7e-92	306.6
strain_RW2_final_assembly_120610_121554_+	K00847		2.6e-75	251.9
strain_RW2_final_assembly_1109455_1110639_-	K00849		2.2e-144	479.2
strain_RW2_final_assembly_586240_587217_-	K00850		1.5e-122	407.8
strain_RW2_final_assembly_1464720_1465604_-	K00852		4.8e-102	339.9
strain_RW2_final_assembly_1197479_1199176_-	K00853		9.6e-222	735.2
strain_RW2_final_assembly_1301243_1301854_-	K00857		1.8e-69	232.1
strain_RW2_final_assembly_2643371_2644168_+	K00858		2.6e-40	135.9
strain_RW2_final_assembly_604608_605417_+	K00858		5.1e-34	115.2
strain_RW2_final_assembly_573339_573947_-	K00859		2.1e-80	268.2
strain_RW2_final_assembly_794073_795590_+	K00864		2e-234	776.8
strain_RW2_final_assembly_1258548_1259651_-	K00865		1.3e-130	434.1
strain_RW2_final_assembly_584402_586144_-	K00873		1e-198	659.1
strain_RW2_final_assembly_2616379_2617017_+	K00876		9.5e-85	282.1
strain_RW2_final_assembly_2226753_2227358_+	K00876		8.9e-24	81.4
strain_RW2_final_assembly_1472577_1473365_-	K00878		1.6e-84	281.6
strain_RW2_final_assembly_93434_94363_+	K00882		2.5e-111	369.8
strain_RW2_final_assembly_507609_507959_-	K00887		2.1e-38	129.1
strain_RW2_final_assembly_448499_448984_-	K00891		4.1e-38	129.2
strain_RW2_final_assembly_1389122_1390303_-	K00899		1.2e-132	441.0
strain_RW2_final_assembly_1054628_1055332_-	K00903		1.2e-83	278.7
strain_RW2_final_assembly_1134034_1134750_-	K00903		2.2e-77	258.0
strain_RW2_final_assembly_1133252_1134019_-	K00903		5.8e-55	183.9
strain_RW2_final_assembly_1618655_1619611_-	K00919		1.1e-101	337.6
strain_RW2_final_assembly_601630_602850_-	K00925		4.3e-184	611.2
strain_RW2_final_assembly_1430924_1431886_-	K00926		3e-138	459.0
strain_RW2_final_assembly_769215_770414_-	K00927		2.9e-200	664.5
strain_RW2_final_assembly_2142474_2143733_+	K00928		5.9e-121	402.0
strain_RW2_final_assembly_421168_422259_-	K00929		6.2e-149	493.3
strain_RW2_final_assembly_1978651_1979430_+	K00930		4e-65	217.3
strain_RW2_final_assembly_486510_488675_+	K00937		8.3e-286	947.5
strain_RW2_final_assembly_1545382_1546032_-	K00939		5.6e-79	263.2
strain_RW2_final_assembly_2880406_2880822_+	K00940		2e-67	224.8
strain_RW2_final_assembly_1471741_1472580_-	K00941		4.7e-117	388.9
strain_RW2_final_assembly_1918354_1919178_-	K00941		3.3e-93	310.4
strain_RW2_final_assembly_2750700_2751347_+	K00942		1.3e-83	278.5
strain_RW2_final_assembly_1630545_1631183_-	K00943		1.1e-76	256.0
strain_RW2_final_assembly_1614780_1615736_-	K00948		3.7e-144	478.4
strain_RW2_final_assembly_2763990_2764577_+	K00949		1.2e-32	110.9
strain_RW2_final_assembly_1592064_1592567_-	K00950		1.4e-53	179.8
strain_RW2_final_assembly_2708744_2709241_+	K00954		7.7e-79	261.8
strain_RW2_final_assembly_2842898_2845120_+	K00962		5.3e-301	997.7
strain_RW2_final_assembly_2408835_2409404_+	K00969		5.5e-81	269.8
strain_RW2_final_assembly_1042324_1043295_-	K00973		2.2e-134	446.4
strain_RW2_final_assembly_2894577_2895716_+	K00974		4.3e-93	310.4
strain_RW2_final_assembly_2317635_2318789_+	K00975		3.4e-149	494.9
strain_RW2_final_assembly_2318824_2319924_+	K00975		1.5e-70	235.4
strain_RW2_final_assembly_2826182_2826979_+	K00981		3.2e-62	208.2
strain_RW2_final_assembly_2508432_2509238_+	K00984		9.7e-27	91.3
strain_RW2_final_assembly_524078_525775_-	K00986		3.8e-18	63.1
strain_RW2_final_assembly_2514785_2515540_+	K00989		6.4e-128	424.7
strain_RW2_final_assembly_1581042_1581722_-	K00991		1.7e-87	291.3
strain_RW2_final_assembly_1986354_1986731_+	K00997		1.5e-44	150.2
strain_RW2_final_assembly_2720124_2721083_+	K01000		1.3e-115	383.9
strain_RW2_final_assembly_850765_851787_+	K01005		3.8e-95	317.6
strain_RW2_final_assembly_1141662_1142615_-	K01005		1.9e-91	305.4
strain_RW2_final_assembly_1139717_1140691_-	K01005		1.6e-87	292.5
strain_RW2_final_assembly_2138617_2139720_+	K01005		3.6e-81	271.5
strain_RW2_final_assembly_2192192_2193433_+	K01005		9.9e-67	223.7
strain_RW2_final_assembly_2323843_2324661_-	K01011		1.6e-77	258.7
strain_RW2_final_assembly_2671497_2673113_-	K01046		9.7e-17	58.6
strain_RW2_final_assembly_2202313_2203242_-	K01054		6e-37	124.6
strain_RW2_final_assembly_554172_554984_+	K01055		2.1e-47	159.7
strain_RW2_final_assembly_2655776_2656495_+	K01055		8.4e-32	108.3
strain_RW2_final_assembly_2592076_2592927_-	K01055		1.2e-25	87.8
strain_RW2_final_assembly_1614167_1614724_-	K01056		4.5e-80	266.9
strain_RW2_final_assembly_1099117_1100067_-	K01060		2.2e-92	307.4
strain_RW2_final_assembly_1479764_1480711_-	K01066		2.4e-103	344.1
strain_RW2_final_assembly_1702675_1703754_+	K01066		3.7e-96	320.3
strain_RW2_final_assembly_1969907_1970848_+	K01066		1.7e-40	136.8
strain_RW2_final_assembly_1926057_1927046_-	K01066		4.2e-33	112.6
strain_RW2_final_assembly_2417125_2418525_-	K01069		2.1e-55	185.8
strain_RW2_final_assembly_453422_454060_-	K01069		3.3e-49	165.4
strain_RW2_final_assembly_197966_198682_-	K01069		1.5e-25	87.6
strain_RW2_final_assembly_2196624_2197472_-	K01069		5.6e-22	75.7
strain_RW2_final_assembly_1708697_1709362_+	K01091		1.1e-35	120.8
strain_RW2_final_assembly_1417423_1418055_-	K01091		1e-35	120.8
strain_RW2_final_assembly_2682249_2683502_+	K01092		2.6e-83	277.8
strain_RW2_final_assembly_1922687_1923322_+	K01118		3.5e-61	204.6
strain_RW2_final_assembly_736210_738954_-	K01119		6.8e-224	742.9
strain_RW2_final_assembly_158042_158557_-	K01121		1.3e-07	27.8
strain_RW2_final_assembly_233240_233953_-	K01126		6.3e-68	226.9
strain_RW2_final_assembly_1239050_1239739_-	K01126		1.3e-60	202.9
strain_RW2_final_assembly_2586024_2588213_+	K01139		3.7e-304	1008.3
strain_RW2_final_assembly_489537_490439_-	K01151		8.3e-113	374.4
strain_RW2_final_assembly_2943898_2945586_+	K01153		3e-94	314.8
strain_RW2_final_assembly_2474746_2476041_+	K01153		1.5e-34	117.2
strain_RW2_final_assembly_2942714_2943883_+	K01154		2.6e-38	129.1
strain_RW2_final_assembly_2859875_2860672_+	K01174		1.1e-50	169.5
strain_RW2_final_assembly_139637_140548_+	K01175		5.4e-30	99.5
strain_RW2_final_assembly_473426_474895_-	K01176		6e-87	289.8
strain_RW2_final_assembly_1364360_1365904_-	K01176		7e-84	279.8
strain_RW2_final_assembly_1864820_1866469_+	K01182		2.7e-287	952.4
strain_RW2_final_assembly_1329819_1331528_-	K01182		1.6e-260	863.8
strain_RW2_final_assembly_1768945_1770642_+	K01182		8.2e-251	831.8
strain_RW2_final_assembly_1185316_1186800_-	K01193		5.8e-175	580.9
strain_RW2_final_assembly_123000_124418_+	K01193		2.3e-144	479.8
strain_RW2_final_assembly_1190326_1191273_-	K01198		8.1e-27	91.3
strain_RW2_final_assembly_925064_927985_-	K01200		8.2e-300	958.6
strain_RW2_final_assembly_1954086_1956080_+	K01200		8.7e-255	845.5
strain_RW2_final_assembly_636994_639159_-	K01200		5.6e-236	783.1
strain_RW2_final_assembly_925064_927985_-	K01200		8.2e-300	40.1
strain_RW2_final_assembly_1359259_1361208_-	K01207		1e-173	577.1
strain_RW2_final_assembly_2388156_2389940_-	K01208		2.7e-202	671.6
strain_RW2_final_assembly_2393897_2395408_+	K01208		2.3e-119	397.1
strain_RW2_final_assembly_1647589_1651017_+	K01208		3.1e-93	310.6
strain_RW2_final_assembly_1193697_1195220_-	K01209		1e-134	448.4
strain_RW2_final_assembly_1459503_1460900_+	K01222		9.4e-187	618.9
strain_RW2_final_assembly_998264_999583_+	K01222		5e-181	600.0
strain_RW2_final_assembly_289264_290718_-	K01223		6.1e-236	781.4
strain_RW2_final_assembly_1809681_1811132_+	K01223		4.1e-232	768.8
strain_RW2_final_assembly_181839_183293_+	K01223		3.6e-224	742.6
strain_RW2_final_assembly_1074867_1076423_+	K01223		1.1e-221	734.3
strain_RW2_final_assembly_1818802_1820226_+	K01223		3.1e-163	541.3
strain_RW2_final_assembly_842998_844629_-	K01226		1.8e-261	866.1
strain_RW2_final_assembly_1169850_1171199_-	K01232		1.3e-175	581.7
strain_RW2_final_assembly_2617614_2618318_+	K01243		4.8e-84	280.1
strain_RW2_final_assembly_2402588_2403259_+	K01243		2.5e-26	90.2
strain_RW2_final_assembly_283032_283589_+	K01246		3.6e-99	329.7
strain_RW2_final_assembly_1717474_1718373_+	K01247		1.9e-58	195.8
strain_RW2_final_assembly_679477_680919_-	K01255		2.8e-163	542.5
strain_RW2_final_assembly_1851420_1852658_-	K01258		1.7e-146	486.2
strain_RW2_final_assembly_405395_406525_-	K01258		1.1e-117	391.3
strain_RW2_final_assembly_1008919_1010037_-	K01258		8e-97	322.3
strain_RW2_final_assembly_2920159_2921415_-	K01258		2.8e-58	142.8
strain_RW2_final_assembly_631001_632107_-	K01261		3.8e-151	500.2
strain_RW2_final_assembly_560836_561915_-	K01261		6.1e-125	414.0
strain_RW2_final_assembly_1544627_1545385_-	K01265		1.6e-102	341.5
strain_RW2_final_assembly_2250846_2251595_+	K01265		2.6e-74	248.2
strain_RW2_final_assembly_457851_458873_-	K01269		1.7e-155	514.6
strain_RW2_final_assembly_2920159_2921415_-	K01270		1.4e-21	73.9
strain_RW2_final_assembly_596152_597249_+	K01271		2.2e-119	397.0
strain_RW2_final_assembly_439285_440355_-	K01271		1.5e-113	377.8
strain_RW2_final_assembly_641781_643232_-	K01274		1.2e-161	536.3
strain_RW2_final_assembly_1439441_1440466_+	K01286		1.4e-52	176.6
strain_RW2_final_assembly_1496547_1497560_-	K01297		7.5e-78	259.6
strain_RW2_final_assembly_1873305_1874312_-	K01297		7.2e-68	226.8
strain_RW2_final_assembly_233965_235431_-	K01299		2e-193	641.3
strain_RW2_final_assembly_2521023_2523323_+	K01338		0	1019.1
strain_RW2_final_assembly_329500_330111_+	K01356		1e-80	268.8
strain_RW2_final_assembly_774418_775026_+	K01358		5.4e-103	342.8
strain_RW2_final_assembly_519634_523359_+	K01361		0	1247.3
strain_RW2_final_assembly_57119_58648_+	K01400		1.4e-191	636.4
strain_RW2_final_assembly_1998758_1999780_+	K01409		2.1e-103	344.4
strain_RW2_final_assembly_2795058_2795606_+	K01419		6.8e-89	294.8
strain_RW2_final_assembly_1603731_1606139_-	K01421		1.3e-201	388.5
strain_RW2_final_assembly_2868966_2869937_-	K01424		5.8e-107	356.2
strain_RW2_final_assembly_2133267_2134208_+	K01425		2.5e-112	373.8
strain_RW2_final_assembly_267192_268664_-	K01426		1.5e-116	387.9
strain_RW2_final_assembly_1793736_1794920_-	K01436		6.8e-185	611.5
strain_RW2_final_assembly_2009100_2010074_+	K01442		1.7e-107	357.3
strain_RW2_final_assembly_2136559_2137704_+	K01443		9.5e-127	421.5
strain_RW2_final_assembly_674606_676549_-	K01448		1.3e-66	222.1
strain_RW2_final_assembly_2082509_2083837_-	K01448		2e-54	182.7
strain_RW2_final_assembly_1370125_1371348_+	K01460		1.2e-17	56.6
strain_RW2_final_assembly_2673124_2673663_-	K01462		2.1e-43	146.1
strain_RW2_final_assembly_2892779_2893462_+	K01463		4.3e-68	227.4
strain_RW2_final_assembly_2738138_2739418_+	K01465		8.8e-145	481.0
strain_RW2_final_assembly_1528390_1529439_+	K01476		1.3e-89	298.7
strain_RW2_final_assembly_1434476_1435747_-	K01478		6.1e-168	556.6
strain_RW2_final_assembly_1341047_1341928_-	K01480		7.5e-86	286.1
strain_RW2_final_assembly_2152160_2153869_+	K01486		1.4e-218	724.6
strain_RW2_final_assembly_2114613_2116355_+	K01486		3e-149	495.4
strain_RW2_final_assembly_2270817_2271224_+	K01489		3.2e-57	191.9
strain_RW2_final_assembly_1176298_1176783_-	K01489		1e-55	186.9
strain_RW2_final_assembly_435349_436185_-	K01491		8e-138	456.8
strain_RW2_final_assembly_15732_16307_+	K01493		7.9e-29	97.8
strain_RW2_final_assembly_708488_708760_-	K01512		7.4e-28	95.5
strain_RW2_final_assembly_377808_378338_-	K01515		1.4e-59	199.6
strain_RW2_final_assembly_2515537_2516127_+	K01519		3.2e-73	243.8
strain_RW2_final_assembly_24588_24896_+	K01523		2.2e-37	126.3
strain_RW2_final_assembly_484981_486513_+	K01524		1.3e-76	255.9
strain_RW2_final_assembly_1231334_1233340_-	K01533		1.4e-284	944.7
strain_RW2_final_assembly_2164676_2166709_+	K01534		2.6e-243	807.0
strain_RW2_final_assembly_2262990_2264897_-	K01534		5e-222	736.5
strain_RW2_final_assembly_931409_933169_-	K01551		9.6e-124	283.3
strain_RW2_final_assembly_931409_933169_-	K01551		9.6e-124	132.3
strain_RW2_final_assembly_260700_262028_-	K01552		2.6e-116	383.0
strain_RW2_final_assembly_1455585_1456910_+	K01556		9.5e-171	567.3
strain_RW2_final_assembly_1208378_1209064_+	K01560		7.7e-65	217.1
strain_RW2_final_assembly_2898530_2898922_+	K01579		1.3e-62	207.9
strain_RW2_final_assembly_2679815_2681296_-	K01585		2.3e-164	546.5
strain_RW2_final_assembly_1631186_1632571_-	K01585		3.6e-67	223.2
strain_RW2_final_assembly_2149111_2150403_+	K01586		7.1e-137	454.8
strain_RW2_final_assembly_2099514_2100002_+	K01588		1.7e-86	286.6
strain_RW2_final_assembly_2100002_2101096_+	K01589		1.9e-156	519.6
strain_RW2_final_assembly_2745297_2746001_+	K01591		5.5e-62	207.9
strain_RW2_final_assembly_2346434_2347471_+	K01599		8.7e-128	425.2
strain_RW2_final_assembly_1405176_1405937_-	K01609		1.8e-94	314.1
strain_RW2_final_assembly_658679_660250_+	K01610		5e-246	816.2
strain_RW2_final_assembly_571034_571420_-	K01611		9.9e-13	45.5
