	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	heme_regulatory_motif_count
NC_051672_NC_051672_90	NC_051672	NC_051672	90	54414	54941	1	D										GIY-YIG catalytic domain [PF01541.27]	0
NC_051672_NC_051672_91	NC_051672	NC_051672	91	54938	55609	1	E											1
NC_051672_NC_051672_92	NC_051672	NC_051672	92	55606	55752	1	E											0
NC_051672_NC_051672_93	NC_051672	NC_051672	93	55749	55913	1	E											0
NC_051672_NC_051672_94	NC_051672	NC_051672	94	55919	56119	1	E											0
NC_051672_NC_051672_95	NC_051672	NC_051672	95	56116	56529	1	E											0
NC_051672_NC_051672_96	NC_051672	NC_051672	96	56526	56768	1	E											0
NC_051672_NC_051672_97	NC_051672	NC_051672	97	56765	58375	1	D										Glycosyltransferase like family 2 [PF10111.12]; N-terminal domain of galactosyltransferase [PF02709.17]	0
NC_051672_NC_051672_98	NC_051672	NC_051672	98	58378	58590	1	E											0
NC_051672_NC_051672_99	NC_051672	NC_051672	99	58630	59103	1	E											0
NC_051672_NC_051672_100	NC_051672	NC_051672	100	59073	59723	1	D										Glycosyltransferase family 25 (LPS biosynthesis protein) [PF01755.20]	0
NC_051672_NC_051672_101	NC_051672	NC_051672	101	59623	60114	-1	E											0
