Target Name	ID	EC value	E-Value (sequence)	Score (domain)
strain_GIC31_complete_genome_992123_993850_+	phrog_10912		6.7e-80	266.3
strain_GIC31_complete_genome_1202968_1204671_+	phrog_10912		3.3e-77	257.6
strain_GIC31_complete_genome_400350_402281_+	phrog_10912		2.9e-68	227.6
strain_GIC31_complete_genome_2449738_2451576_+	phrog_10912		3.4e-68	227.1
strain_GIC31_complete_genome_398357_400174_-	phrog_10947		4.9e-23	78.6
strain_GIC31_complete_genome_2311323_2313071_-	phrog_10947		2.7e-21	72.9
strain_GIC31_complete_genome_1947973_1949193_-	phrog_10948		3.3e-81	270.5
strain_GIC31_complete_genome_729404_730798_+	phrog_10948		1.6e-55	185.1
strain_GIC31_complete_genome_2735390_2736715_-	phrog_10948		4.1e-50	167.5
strain_GIC31_complete_genome_2663100_2664410_+	phrog_10948		1.3e-48	162.5
strain_GIC31_complete_genome_749990_750862_-	phrog_11023		5.9e-11	39.5
strain_GIC31_complete_genome_2425403_2426107_-	phrog_1112		7.8e-84	278.1
strain_GIC31_complete_genome_2383512_2384771_-	phrog_11129		1e-76	234.4
strain_GIC31_complete_genome_949857_950870_+	phrog_11145		8e-99	328.1
strain_GIC31_complete_genome_1482971_1483972_-	phrog_11145		2.3e-79	264.0
strain_GIC31_complete_genome_185748_186731_+	phrog_11145		1.1e-76	255.1
strain_GIC31_complete_genome_2483012_2484025_-	phrog_11145		3.4e-76	253.7
strain_GIC31_complete_genome_1395190_1396164_-	phrog_11145		3.3e-75	250.5
strain_GIC31_complete_genome_1856799_1857614_-	phrog_11189		9.4e-53	176.4
strain_GIC31_complete_genome_2666516_2666842_+	phrog_11195		6.1e-33	110.1
strain_GIC31_complete_genome_2273022_2274671_+	phrog_11199		4.2e-14	39.8
strain_GIC31_complete_genome_1369159_1369956_+	phrog_11275		6.9e-23	78.3
strain_GIC31_complete_genome_1558627_1559889_-	phrog_11383		2.4e-84	280.7
strain_GIC31_complete_genome_2844001_2845269_-	phrog_11383		1.1e-83	278.5
strain_GIC31_complete_genome_1688412_1689662_-	phrog_11383		1.4e-07	27.8
strain_GIC31_complete_genome_1807387_1808379_-	phrog_11383		3.3e-07	26.6
strain_GIC31_complete_genome_771206_772609_+	phrog_11383		4.2e-07	25.6
strain_GIC31_complete_genome_1373966_1375420_-	phrog_11396		1.5e-211	700.8
strain_GIC31_complete_genome_2717810_2719261_-	phrog_11396		7.8e-176	583.0
strain_GIC31_complete_genome_1270582_1272036_+	phrog_11396		3.9e-170	564.0
strain_GIC31_complete_genome_534016_535458_-	phrog_11396		8.7e-170	563.1
strain_GIC31_complete_genome_1420374_1421414_+	phrog_11396		2e-99	330.7
strain_GIC31_complete_genome_35332_36285_+	phrog_11528		1.4e-116	386.3
strain_GIC31_complete_genome_257945_259126_+	phrog_11528		7e-80	265.7
strain_GIC31_complete_genome_1047729_1048667_+	phrog_11528		1.4e-78	261.5
strain_GIC31_complete_genome_1445809_1447254_+	phrog_1157		3.5e-60	201.3
strain_GIC31_complete_genome_2027851_2029296_-	phrog_1157		3.5e-60	201.3
strain_GIC31_complete_genome_2208174_2209619_-	phrog_1157		3.5e-60	201.3
strain_GIC31_complete_genome_2511004_2512449_+	phrog_1157		3.5e-60	201.3
strain_GIC31_complete_genome_1966365_1966862_-	phrog_11596		3.1e-08	30.8
strain_GIC31_complete_genome_1225889_1226287_+	phrog_11671		8.2e-16	55.6
strain_GIC31_complete_genome_1653018_1653875_-	phrog_11671		8.4e-15	51.8
strain_GIC31_complete_genome_330149_330913_-	phrog_11671		1.3e-12	44.7
strain_GIC31_complete_genome_2174923_2175228_-	phrog_11671		3.1e-12	44.0
strain_GIC31_complete_genome_684182_685588_+	phrog_11787		1.4e-182	604.7
strain_GIC31_complete_genome_2259665_2261041_-	phrog_11787		7.5e-163	539.8
strain_GIC31_complete_genome_2624906_2625559_+	phrog_11796		3.1e-22	76.6
strain_GIC31_complete_genome_1624361_1625044_-	phrog_11796		1.5e-16	57.9
strain_GIC31_complete_genome_473187_475613_-	phrog_11823		5.3e-177	587.3
strain_GIC31_complete_genome_2457794_2460151_+	phrog_11823		4.4e-147	488.5
strain_GIC31_complete_genome_2354993_2357605_+	phrog_11823		1.2e-138	460.6
strain_GIC31_complete_genome_2365582_2367624_+	phrog_11823		6e-134	445.1
strain_GIC31_complete_genome_561953_563806_+	phrog_11823		1.3e-113	378.0
strain_GIC31_complete_genome_1185925_1186455_+	phrog_1185		1e-15	55.5
strain_GIC31_complete_genome_564228_565022_+	phrog_11900		1.4e-53	179.0
strain_GIC31_complete_genome_2442813_2444354_-	phrog_11956		7.4e-265	876.6
strain_GIC31_complete_genome_2620274_2620705_-	phrog_11961		3.6e-23	79.4
strain_GIC31_complete_genome_140283_140717_+	phrog_11961		1.6e-19	67.6
strain_GIC31_complete_genome_1325760_1326203_-	phrog_11961		2.1e-17	60.6
strain_GIC31_complete_genome_1518952_1519404_+	phrog_11961		4.8e-13	46.3
strain_GIC31_complete_genome_2025236_2025646_+	phrog_11961		5e-11	40.0
strain_GIC31_complete_genome_2733698_2734180_+	phrog_1198		4e-27	92.5
strain_GIC31_complete_genome_2807436_2807849_+	phrog_1198		3.2e-26	89.7
strain_GIC31_complete_genome_2629176_2629679_+	phrog_1198		4.1e-21	73.1
strain_GIC31_complete_genome_1947153_1947929_+	phrog_1198		1.2e-20	71.1
strain_GIC31_complete_genome_1310893_1311390_+	phrog_1198		1.6e-15	54.9
strain_GIC31_complete_genome_852275_853672_+	phrog_12033		3.2e-212	702.3
strain_GIC31_complete_genome_849341_850609_+	phrog_12033		8.6e-128	424.1
strain_GIC31_complete_genome_2419852_2420886_-	phrog_1207		1.6e-102	340.1
strain_GIC31_complete_genome_2850998_2852287_-	phrog_1211		6.7e-161	533.0
strain_GIC31_complete_genome_2618757_2619434_-	phrog_12143		3.8e-54	180.4
strain_GIC31_complete_genome_2153316_2156756_-	phrog_1218		9.2e-16	54.3
strain_GIC31_complete_genome_453029_454048_+	phrog_12197		1e-73	245.5
strain_GIC31_complete_genome_454045_455076_+	phrog_12197		5.8e-69	229.8
strain_GIC31_complete_genome_591072_592076_+	phrog_12197		2.8e-43	145.1
strain_GIC31_complete_genome_592073_593149_+	phrog_12197		2.5e-19	66.9
strain_GIC31_complete_genome_718798_719262_+	phrog_12313		1.8e-08	31.9
strain_GIC31_complete_genome_1492440_1495103_-	phrog_12316		2.5e-185	614.9
strain_GIC31_complete_genome_1415302_1417716_+	phrog_12316		1.3e-174	574.9
strain_GIC31_complete_genome_1425420_1427879_-	phrog_12316		2.3e-151	502.7
strain_GIC31_complete_genome_215926_217842_+	phrog_12316		8.4e-149	494.4
strain_GIC31_complete_genome_2265422_2267395_+	phrog_12316		1.9e-120	395.8
strain_GIC31_complete_genome_365442_365942_+	phrog_12429		1.3e-25	87.8
strain_GIC31_complete_genome_1865177_1865752_-	phrog_12432		5.1e-61	203.9
strain_GIC31_complete_genome_1734242_1734958_-	phrog_12437		9.2e-64	212.3
strain_GIC31_complete_genome_2536614_2537075_-	phrog_1249		1.3e-24	84.0
strain_GIC31_complete_genome_2489034_2489495_+	phrog_1249		1.1e-23	81.2
strain_GIC31_complete_genome_1838312_1838755_+	phrog_1249		3.2e-23	79.7
strain_GIC31_complete_genome_1861844_1862452_-	phrog_1249		2.3e-21	73.6
strain_GIC31_complete_genome_159880_160422_+	phrog_1249		9.4e-21	71.7
strain_GIC31_complete_genome_1230594_1231238_+	phrog_125		1.6e-24	84.0
strain_GIC31_complete_genome_358927_359628_-	phrog_12508		6.8e-22	74.8
strain_GIC31_complete_genome_1702300_1704318_-	phrog_12657		9.1e-159	526.5
strain_GIC31_complete_genome_821624_822919_-	phrog_1268		5.1e-88	292.8
strain_GIC31_complete_genome_2185706_2186794_+	phrog_1268		5.4e-72	240.1
strain_GIC31_complete_genome_1982036_1984687_-	phrog_12710		0	1187.5
strain_GIC31_complete_genome_1784041_1786767_-	phrog_12710		1.8e-216	718.5
strain_GIC31_complete_genome_918858_921263_+	phrog_12710		1.1e-211	360.8
strain_GIC31_complete_genome_918858_921263_+	phrog_12710		1.1e-211	340.2
strain_GIC31_complete_genome_7404_9365_+	phrog_12710		8.3e-45	56.7
strain_GIC31_complete_genome_686873_687592_-	phrog_12747		2.9e-32	109.3
strain_GIC31_complete_genome_850611_851831_+	phrog_12787		1.6e-144	478.9
strain_GIC31_complete_genome_1909647_1910783_-	phrog_12787		6.3e-124	411.1
strain_GIC31_complete_genome_1944695_1945825_+	phrog_12787		1.2e-61	206.1
strain_GIC31_complete_genome_195423_196700_-	phrog_12787		1.6e-12	43.9
strain_GIC31_complete_genome_2425164_2425406_-	phrog_1282		3.3e-09	33.9
strain_GIC31_complete_genome_138579_139706_+	phrog_12857		5.4e-36	121.4
strain_GIC31_complete_genome_2569539_2570138_-	phrog_12933		2.2e-27	93.0
strain_GIC31_complete_genome_2810861_2811412_+	phrog_12933		4.5e-17	59.7
strain_GIC31_complete_genome_1401747_1402385_-	phrog_12933		3.7e-13	46.8
strain_GIC31_complete_genome_1037182_1037754_+	phrog_12942		6e-32	108.2
strain_GIC31_complete_genome_2225138_2225581_-	phrog_13084		1.7e-34	116.4
strain_GIC31_complete_genome_1186568_1187047_+	phrog_13084		4.1e-29	98.8
strain_GIC31_complete_genome_1082794_1083204_+	phrog_13084		4.6e-21	72.1
strain_GIC31_complete_genome_467699_468598_-	phrog_13105		1.4e-25	87.3
strain_GIC31_complete_genome_1474522_1475517_-	phrog_13105		1.4e-09	33.4
strain_GIC31_complete_genome_926887_927108_-	phrog_13105		4.4e-08	30.5
strain_GIC31_complete_genome_1869682_1870479_-	phrog_13155		2.2e-19	67.0
strain_GIC31_complete_genome_965169_966014_-	phrog_13155		2.4e-15	53.1
strain_GIC31_complete_genome_472164_473048_-	phrog_1319		3.9e-82	269.6
strain_GIC31_complete_genome_486984_487865_-	phrog_1319		1.1e-76	251.9
strain_GIC31_complete_genome_1256867_1257739_-	phrog_1319		1.7e-37	119.8
strain_GIC31_complete_genome_1641271_1642314_-	phrog_1319		1.3e-09	34.3
strain_GIC31_complete_genome_1725150_1727246_-	phrog_13226		5.6e-173	574.1
strain_GIC31_complete_genome_1169447_1171573_+	phrog_13226		1.2e-148	493.8
strain_GIC31_complete_genome_1789791_1790552_-	phrog_13502		8.1e-24	80.8
strain_GIC31_complete_genome_1184469_1185014_+	phrog_13512		5.1e-18	62.6
strain_GIC31_complete_genome_2658094_2658414_-	phrog_13512		4.1e-09	33.7
strain_GIC31_complete_genome_1663977_1666154_-	phrog_1358		3.1e-97	323.1
strain_GIC31_complete_genome_2035967_2041153_-	phrog_1358		2.2e-67	225.1
strain_GIC31_complete_genome_114252_116048_+	phrog_13807		5.9e-237	785.0
strain_GIC31_complete_genome_2466501_2468297_-	phrog_13807		8.6e-233	771.3
strain_GIC31_complete_genome_2733066_2733614_-	phrog_1383		1.5e-26	88.5
strain_GIC31_complete_genome_810743_813145_+	phrog_13933		1.3e-207	688.2
strain_GIC31_complete_genome_587602_587943_-	phrog_1395		7.8e-27	91.2
strain_GIC31_complete_genome_2350318_2350668_-	phrog_1395		2.3e-23	80.0
strain_GIC31_complete_genome_587955_588263_-	phrog_1395		1.5e-22	77.5
strain_GIC31_complete_genome_2350007_2350321_-	phrog_1395		1.4e-16	58.3
strain_GIC31_complete_genome_1551688_1552437_+	phrog_14008		7.4e-07	25.7
strain_GIC31_complete_genome_1735517_1735792_-	phrog_14130		7.4e-20	68.1
strain_GIC31_complete_genome_1512748_1513497_-	phrog_14147		2.1e-59	198.3
strain_GIC31_complete_genome_1254180_1255184_+	phrog_14147		1.9e-36	122.8
strain_GIC31_complete_genome_1735874_1737214_-	phrog_14241		3.4e-158	524.3
strain_GIC31_complete_genome_1039717_1040826_+	phrog_14336		6.1e-125	414.5
strain_GIC31_complete_genome_2400699_2401565_-	phrog_14336		1.4e-56	106.9
strain_GIC31_complete_genome_2400699_2401565_-	phrog_14336		1.4e-56	85.7
strain_GIC31_complete_genome_1734948_1735463_-	phrog_14420		3.9e-14	50.1
strain_GIC31_complete_genome_2722288_2723037_-	phrog_14430		2.2e-09	28.5
strain_GIC31_complete_genome_1134782_1136479_+	phrog_14451		7.4e-101	335.6
strain_GIC31_complete_genome_1405449_1406366_+	phrog_1450		1.5e-44	149.7
strain_GIC31_complete_genome_434581_435462_+	phrog_1450		6.4e-38	128.0
strain_GIC31_complete_genome_1024315_1026447_+	phrog_14556		2.2e-38	128.9
strain_GIC31_complete_genome_1051864_1052313_+	phrog_1460		1e-27	94.2
strain_GIC31_complete_genome_2778640_2781822_-	phrog_14602		2.8e-73	199.1
strain_GIC31_complete_genome_1466285_1467121_+	phrog_14602		1.7e-09	34.2
strain_GIC31_complete_genome_560065_561672_-	phrog_14642		2.4e-09	33.2
strain_GIC31_complete_genome_2345200_2345559_+	phrog_14690		1.6e-16	57.5
strain_GIC31_complete_genome_310534_311427_+	phrog_14703		2.8e-07	27.0
strain_GIC31_complete_genome_2353540_2353947_+	phrog_14750		8.3e-08	27.8
strain_GIC31_complete_genome_927349_928800_+	phrog_14842		2.9e-12	30.3
strain_GIC31_complete_genome_2605645_2607024_-	phrog_14873		3.9e-105	349.5
strain_GIC31_complete_genome_2410394_2411776_-	phrog_14873		8.4e-82	272.6
strain_GIC31_complete_genome_771206_772609_+	phrog_1493		7.7e-11	39.6
strain_GIC31_complete_genome_2794012_2794395_-	phrog_14937		1.1e-13	48.7
strain_GIC31_complete_genome_2338321_2338734_+	phrog_14937		2.4e-10	37.7
strain_GIC31_complete_genome_130531_130929_-	phrog_14937		5.3e-10	36.8
strain_GIC31_complete_genome_1772295_1773221_-	phrog_14943		3.5e-68	227.3
strain_GIC31_complete_genome_2491423_2492022_+	phrog_14982		2.3e-22	76.9
strain_GIC31_complete_genome_1531614_1532183_+	phrog_14982		3.4e-08	30.6
strain_GIC31_complete_genome_769734_771107_+	phrog_14988		1.3e-25	87.3
strain_GIC31_complete_genome_838927_840711_+	phrog_15032		6.4e-18	58.5
strain_GIC31_complete_genome_220768_221868_-	phrog_15045		2.9e-96	320.6
strain_GIC31_complete_genome_213959_214609_-	phrog_15045		1.8e-15	53.9
strain_GIC31_complete_genome_596517_597848_-	phrog_15086		3.2e-68	228.0
strain_GIC31_complete_genome_36380_37759_+	phrog_15086		1.9e-58	195.8
strain_GIC31_complete_genome_2271640_2273025_+	phrog_15086		6.2e-25	84.7
strain_GIC31_complete_genome_251914_252588_+	phrog_151		5.2e-41	138.0
strain_GIC31_complete_genome_2787384_2788058_+	phrog_151		5.2e-41	138.0
strain_GIC31_complete_genome_522684_522968_+	phrog_151		1.4e-24	84.3
strain_GIC31_complete_genome_2387605_2387922_+	phrog_151		9.1e-13	45.4
strain_GIC31_complete_genome_2901055_2901372_+	phrog_151		9.1e-13	45.4
strain_GIC31_complete_genome_2796637_2797434_+	phrog_15103		1.8e-51	172.6
strain_GIC31_complete_genome_1630772_1631305_-	phrog_15120		7.8e-26	88.4
strain_GIC31_complete_genome_2178727_2178981_+	phrog_15180		2.9e-13	47.2
strain_GIC31_complete_genome_1481916_1482860_-	phrog_15334		6.7e-46	154.1
strain_GIC31_complete_genome_186728_187612_+	phrog_15334		2.9e-27	84.8
strain_GIC31_complete_genome_2267516_2268442_+	phrog_15334		1.4e-19	64.2
strain_GIC31_complete_genome_1511822_1512751_-	phrog_15334		1.3e-09	34.0
strain_GIC31_complete_genome_2588114_2589796_-	phrog_15344		2.4e-121	403.1
strain_GIC31_complete_genome_2631323_2631967_+	phrog_1550		2e-63	211.8
strain_GIC31_complete_genome_1273480_1274712_-	phrog_1550		1e-06	25.3
strain_GIC31_complete_genome_1897483_1898133_-	phrog_15516		9e-35	117.3
strain_GIC31_complete_genome_1733150_1733692_-	phrog_15562		6.7e-39	130.3
strain_GIC31_complete_genome_243512_244924_-	phrog_15577		9.6e-141	466.5
strain_GIC31_complete_genome_160869_162326_-	phrog_15577		2.4e-114	379.4
strain_GIC31_complete_genome_1175683_1177116_+	phrog_15577		2.2e-109	363.2
strain_GIC31_complete_genome_2307115_2308500_-	phrog_15577		9e-107	354.6
strain_GIC31_complete_genome_673330_674874_-	phrog_15577		1.9e-96	320.4
strain_GIC31_complete_genome_1992346_1994646_-	phrog_15585		0	1019.7
strain_GIC31_complete_genome_1807387_1808379_-	phrog_15585		1.4e-09	33.7
strain_GIC31_complete_genome_2535595_2536617_-	phrog_15614		1.1e-136	452.3
strain_GIC31_complete_genome_255668_256657_+	phrog_15632		2.2e-83	277.4
strain_GIC31_complete_genome_1193663_1194964_+	phrog_15632		7.8e-08	27.7
strain_GIC31_complete_genome_912375_913679_+	phrog_1569		1.1e-145	482.6
strain_GIC31_complete_genome_252633_253484_+	phrog_157		3e-92	306.3
strain_GIC31_complete_genome_2788103_2788954_+	phrog_157		3e-92	306.3
strain_GIC31_complete_genome_2387988_2388767_+	phrog_157		1.8e-82	274.2
strain_GIC31_complete_genome_2901438_2902217_+	phrog_157		3.4e-81	269.9
strain_GIC31_complete_genome_235973_236833_+	phrog_157		9.9e-68	225.8
strain_GIC31_complete_genome_2242163_2242984_-	phrog_1577		3.6e-55	184.7
strain_GIC31_complete_genome_2241366_2242166_-	phrog_1577		2.3e-45	152.4
strain_GIC31_complete_genome_2127355_2128188_-	phrog_1577		4.9e-37	124.9
strain_GIC31_complete_genome_2479611_2480537_-	phrog_1577		1.1e-31	107.2
strain_GIC31_complete_genome_524628_525458_-	phrog_1577		3.2e-29	98.7
strain_GIC31_complete_genome_2633645_2634301_-	phrog_15996		1.3e-17	61.7
strain_GIC31_complete_genome_439588_440235_-	phrog_15996		1.4e-15	55.0
strain_GIC31_complete_genome_344079_344909_+	phrog_15996		5.9e-14	49.1
strain_GIC31_complete_genome_2593469_2594131_-	phrog_15996		4e-10	37.1
strain_GIC31_complete_genome_2807870_2810764_-	phrog_16		2.6e-75	251.1
strain_GIC31_complete_genome_2046595_2048784_+	phrog_16		5.5e-55	184.0
strain_GIC31_complete_genome_2281134_2282663_-	phrog_16		7e-40	132.7
strain_GIC31_complete_genome_1074061_1075458_+	phrog_16		1.6e-38	127.4
strain_GIC31_complete_genome_2832817_2834262_+	phrog_16		8.5e-39	125.8
strain_GIC31_complete_genome_1536352_1537170_+	phrog_160		2.6e-125	414.7
strain_GIC31_complete_genome_505537_506079_+	phrog_16087		4.5e-18	48.0
strain_GIC31_complete_genome_2375205_2375732_+	phrog_16087		1.6e-11	39.5
strain_GIC31_complete_genome_749088_749927_+	phrog_16088		5.6e-62	143.0
strain_GIC31_complete_genome_757434_758258_-	phrog_16088		6.8e-55	126.2
strain_GIC31_complete_genome_749088_749927_+	phrog_16088		5.6e-62	71.1
strain_GIC31_complete_genome_736242_737174_+	phrog_16088		2.1e-13	47.8
strain_GIC31_complete_genome_2897997_2899280_+	phrog_16140		4e-197	652.3
strain_GIC31_complete_genome_1953534_1954391_-	phrog_164		5.3e-39	131.5
strain_GIC31_complete_genome_100026_101057_+	phrog_164		2e-23	80.4
strain_GIC31_complete_genome_642855_644615_+	phrog_164		2.7e-30	61.1
strain_GIC31_complete_genome_1700402_1701241_-	phrog_164		1.5e-14	51.2
strain_GIC31_complete_genome_642855_644615_+	phrog_164		2.7e-30	39.9
strain_GIC31_complete_genome_2182651_2183652_+	phrog_16409		1.4e-26	90.5
strain_GIC31_complete_genome_1363217_1364125_+	phrog_16448		1.5e-35	119.9
strain_GIC31_complete_genome_135949_136869_+	phrog_16448		5.5e-36	119.2
strain_GIC31_complete_genome_2447745_2448698_-	phrog_16448		1.6e-30	103.3
strain_GIC31_complete_genome_1223248_1224492_+	phrog_16468		6.9e-29	97.3
strain_GIC31_complete_genome_2752063_2753205_-	phrog_16468		5.6e-08	28.7
strain_GIC31_complete_genome_2071354_2072211_+	phrog_1649		3.2e-12	38.1
strain_GIC31_complete_genome_1323309_1324022_+	phrog_16641		8.6e-42	140.6
strain_GIC31_complete_genome_417125_417814_+	phrog_16641		1.7e-36	122.9
strain_GIC31_complete_genome_1976862_1978106_-	phrog_16655		3.2e-94	313.1
strain_GIC31_complete_genome_1880285_1880758_-	phrog_16693		5.4e-47	156.5
strain_GIC31_complete_genome_1340264_1340668_-	phrog_16693		1.7e-33	112.7
strain_GIC31_complete_genome_841567_841935_+	phrog_16693		4.3e-33	111.4
strain_GIC31_complete_genome_1111397_1111783_+	phrog_16693		9.7e-30	100.6
strain_GIC31_complete_genome_2233568_2234110_-	phrog_16797		6.8e-72	238.5
strain_GIC31_complete_genome_1939623_1940618_-	phrog_168		4.7e-22	76.1
strain_GIC31_complete_genome_1252633_1253547_+	phrog_16823		2.1e-16	56.3
strain_GIC31_complete_genome_2741633_2742472_+	phrog_16823		3.7e-12	42.3
strain_GIC31_complete_genome_633831_634751_-	phrog_16914		4.6e-23	78.5
strain_GIC31_complete_genome_2069337_2070260_-	phrog_16914		2.9e-22	76.0
strain_GIC31_complete_genome_2064111_2065325_+	phrog_16930		5.9e-81	268.7
strain_GIC31_complete_genome_314640_315902_+	phrog_16930		4.7e-75	250.5
strain_GIC31_complete_genome_2554762_2555487_+	phrog_16931		2.3e-19	66.5
strain_GIC31_complete_genome_1104313_1105365_+	phrog_16931		5.5e-16	55.1
strain_GIC31_complete_genome_732916_733584_+	phrog_16932		4.6e-08	28.3
strain_GIC31_complete_genome_994058_996655_+	phrog_17		2.6e-110	367.0
strain_GIC31_complete_genome_1054514_1055470_+	phrog_170		1.8e-76	254.2
strain_GIC31_complete_genome_2252429_2253241_-	phrog_17023		1.2e-33	114.2
strain_GIC31_complete_genome_2426156_2427448_-	phrog_1703		1.4e-48	163.0
strain_GIC31_complete_genome_2818566_2821052_-	phrog_17064		2.4e-07	26.0
strain_GIC31_complete_genome_846245_847078_+	phrog_17128		1.5e-89	297.0
strain_GIC31_complete_genome_1337737_1338558_+	phrog_17128		3.7e-75	249.7
strain_GIC31_complete_genome_2801321_2802139_-	phrog_17128		8.7e-66	219.1
strain_GIC31_complete_genome_988999_990270_+	phrog_1724		7.4e-197	651.2
strain_GIC31_complete_genome_1009036_1009518_+	phrog_173		2.9e-39	132.3
strain_GIC31_complete_genome_724311_725159_+	phrog_17399		5.3e-77	256.0
strain_GIC31_complete_genome_657119_657970_+	phrog_17399		1e-55	186.2
strain_GIC31_complete_genome_663235_664065_+	phrog_17399		4.6e-53	177.4
strain_GIC31_complete_genome_2811459_2812322_-	phrog_17399		1.2e-51	172.8
strain_GIC31_complete_genome_303006_303851_-	phrog_17399		9.6e-47	156.7
strain_GIC31_complete_genome_1586782_1587357_-	phrog_174		2.7e-44	148.0
strain_GIC31_complete_genome_2903703_2904203_+	phrog_174		1.4e-23	78.2
strain_GIC31_complete_genome_668598_669677_+	phrog_174		1.1e-18	56.6
strain_GIC31_complete_genome_109014_109589_+	phrog_1740		3.7e-40	135.6
strain_GIC31_complete_genome_203745_204305_-	phrog_1740		6.9e-34	115.0
strain_GIC31_complete_genome_697389_697934_+	phrog_1740		1.7e-23	80.8
strain_GIC31_complete_genome_1737226_1737549_-	phrog_1740		6.3e-11	39.4
strain_GIC31_complete_genome_1908522_1909643_-	phrog_1741		1.1e-154	511.9
strain_GIC31_complete_genome_1243996_1246710_+	phrog_17467		1.1e-14	37.6
strain_GIC31_complete_genome_2264353_2265288_-	phrog_17492		1.4e-31	106.9
strain_GIC31_complete_genome_200883_201800_+	phrog_17492		7.1e-25	85.0
strain_GIC31_complete_genome_876308_876664_+	phrog_17776		8.5e-31	103.8
strain_GIC31_complete_genome_1058021_1058371_+	phrog_17823		2.3e-13	47.4
strain_GIC31_complete_genome_2135524_2135988_+	phrog_17858		3.7e-34	115.0
strain_GIC31_complete_genome_1875799_1877310_-	phrog_17878		5.3e-98	325.8
strain_GIC31_complete_genome_1366179_1367645_-	phrog_17878		1.1e-87	291.9
strain_GIC31_complete_genome_1499855_1501312_+	phrog_17878		1.1e-86	288.6
strain_GIC31_complete_genome_316473_318002_-	phrog_17878		2.2e-80	267.7
strain_GIC31_complete_genome_1439921_1441462_+	phrog_1794		4.3e-20	44.6
strain_GIC31_complete_genome_2324969_2327944_+	phrog_1794		2.1e-14	41.9
strain_GIC31_complete_genome_560065_561672_-	phrog_1794		3.4e-36	36.2
strain_GIC31_complete_genome_1439921_1441462_+	phrog_1794		4.3e-20	29.9
strain_GIC31_complete_genome_560065_561672_-	phrog_1794		3.4e-36	28.8
strain_GIC31_complete_genome_2261333_2262439_+	phrog_1802		3.1e-14	50.3
strain_GIC31_complete_genome_2396977_2398050_+	phrog_1802		4.2e-14	48.7
strain_GIC31_complete_genome_2323878_2324807_+	phrog_18103		2e-15	54.1
strain_GIC31_complete_genome_790057_790929_+	phrog_18111		2e-19	65.3
strain_GIC31_complete_genome_1766470_1767117_-	phrog_1815		1.4e-32	110.5
strain_GIC31_complete_genome_1151850_1152509_+	phrog_18202		5.8e-48	160.7
strain_GIC31_complete_genome_1362127_1362822_+	phrog_18202		1.4e-39	132.8
strain_GIC31_complete_genome_2194197_2194847_-	phrog_18202		1.8e-37	125.7
strain_GIC31_complete_genome_1889806_1891464_-	phrog_18374		2.8e-99	330.3
strain_GIC31_complete_genome_2369294_2370922_+	phrog_18374		2.6e-96	320.6
strain_GIC31_complete_genome_1886128_1887798_-	phrog_18374		3.6e-93	310.2
