	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_023729_32	NC_023729	NC_023729	32	25674	25967	-1	E			YP_009302345.1	YP_009302345.1 membrane protein [Mycobacterium phage Xeno]	False	1.0	212	1.421e-63													VOG09370	REFSEQ membrane protein; Xu	Xu	0	False	
NC_023729_33	NC_023729	NC_023729	33	26063	26404	-1	D			YP_010051897.1	YP_010051897.1 hypothetical protein KD928_gp33 [Mycobacterium phage Philonius]	False	1.0	250	1.519e-76								Protein of unknown function (DUF2510) [PF10708.12]					VOG05317	sp|Q05245|VG35_BPML5 Gene 35 protein; Xu	Xu	0	False	
NC_023729_34	NC_023729	NC_023729	34	26438	27400	-1	D			YP_010051898.1	YP_010051898.1 tyrosine-type recombinase/integrase [Mycobacterium phage Philonius]	True	0.988	669	1.319e-217								Phage integrase family [PF00589.25]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xh;Xr	0	False	V
NC_023729_35	NC_023729	NC_023729	35	27415	27786	-1	D			YP_010051899.1	YP_010051899.1 transcriptional repressor [Mycobacterium phage Philonius]	False	0.961	251	1.803e-76								Bacteriophage CI repressor helix-turn-helix domain [PF07022.16]								0	False	
NC_023729_36	NC_023729	NC_023729	36	27920	28153	1	D			YP_010051972.1	YP_010051972.1 transcriptional repressor [Mycobacterium phage Aggie]	False	0.931	153	2.914e-43								BetR domain [PF08667.13]; Protein of unknown function (DUF739) [PF05339.14]								0	False	
NC_023729_37	NC_023729	NC_023729	37	28150	28536	1	E			YP_009017033.1	YP_009017033.1 hypothetical protein CL81_gp37 [Mycobacterium phage Charlie]	False	0.94	255	9.758e-78													VOG09369	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_023729_38	NC_023729	NC_023729	38	28646	29074	1	E			YP_009017035.1	YP_009017035.1 hypothetical protein CL81_gp39 [Mycobacterium phage Charlie]	False	0.959	289	3.078e-89													VOG02250	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_023729_39	NC_023729	NC_023729	39	29132	29386	1	E			YP_009017036.1	YP_009017036.1 hypothetical protein CL81_gp40 [Mycobacterium phage Charlie]	False	0.932	166	6.387000000000001e-48													VOG09371	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_023729_40	NC_023729	NC_023729	40	29386	29745	1	D			YP_009017037.1	YP_009017037.1 hypothetical protein CL81_gp41 [Mycobacterium phage Charlie]	False	0.928	233	1.616e-70								Protein of unknown function (DUF732) [PF05305.17]					VOG01028	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_023729_41	NC_023729	NC_023729	41	29823	30068	1	E			YP_009017038.1	YP_009017038.1 hypothetical protein CL81_gp42 [Mycobacterium phage Charlie]	False	1.0	179	3.028e-52													VOG09372	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_023729_42	NC_023729	NC_023729	42	30065	30220	1	E			YP_009017039.1	YP_009017039.1 hypothetical protein CL81_gp43 [Mycobacterium phage Charlie]	False	0.935	102	2.3370000000000003e-26													VOG06438	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_023729_43	NC_023729	NC_023729	43	30217	30516	1	C	K18955	WhiB family transcriptional regulator, redox-sensing transcriptional regulator	YP_009017040.1	YP_009017040.1 WhiB transcriptional factor [Mycobacterium phage Charlie]	False	0.947	199	5.322e-59								Transcription factor WhiB [PF02467.19]					VOG01259	REFSEQ transcriptional regulator WhiB-like; Xu	Xu	0	False	
NC_023729_44	NC_023729	NC_023729	44	30527	30997	1	E			YP_009017042.1	YP_009017042.1 hypothetical protein CL81_gp46 [Mycobacterium phage Charlie]	False	0.982	244	1.354e-73													VOG09373	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_023729_45	NC_023729	NC_023729	45	30994	31923	1	D			YP_009017043.1	YP_009017043.1 exonuclease VIII [Mycobacterium phage Charlie]	True	0.997	653	3.216000000000001e-212								PDDEXK-like domain of unknown function (DUF3799) [PF12684.10]								0	False	
NC_023729_46	NC_023729	NC_023729	46	31920	32912	1	C	K07455	recombination protein RecT	YP_009604830.1	YP_009604830.1 RecT-like ssDNA annealing protein [Mycobacterium phage Jebeks]	True	0.937	650	7.827e-211								RecT family [PF03837.17]					VOG08192	sp|P03698|VBET_LAMBD Recombination protein bet; Xr	Xr	0	False	V
NC_023729_47	NC_023729	NC_023729	47	32909	33271	1	E			YP_009017045.1	YP_009017045.1 hypothetical protein CL81_gp49 [Mycobacterium phage Charlie]	False	1.0	264	4.631e-81													VOG09374	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_023729_48	NC_023729	NC_023729	48	33268	33660	1	E			YP_009017046.1	YP_009017046.1 RusA-like Holliday junction resolvase [Mycobacterium phage Charlie]	False	0.969	267	4.387e-82													VOG00684	sp|O48499|D14_BPT5 Protein D14; Xh	Xh	0	False	
NC_023729_49	NC_023729	NC_023729	49	33657	33905	1	C	K06191	glutaredoxin-like protein NrdH	YP_009017047.1	YP_009017047.1 thioredoxin domain [Mycobacterium phage Charlie]	False	1.0	177	1.128e-51								Glutaredoxin [PF00462.27]; Glutaredoxin-like domain (DUF836) [PF05768.17]								0	False	
NC_023729_50	NC_023729	NC_023729	50	33902	34117	1	E			YP_009017048.1	YP_009017048.1 hypothetical protein CL81_gp52 [Mycobacterium phage Charlie]	False	0.982	149	2.7150000000000006e-42													VOG09375	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_023729_51	NC_023729	NC_023729	51	34114	34401	1	E			YP_009017049.1	YP_009017049.1 hypothetical protein CL81_gp53 [Mycobacterium phage Charlie]	False	1.0	206	2.025e-61																0	False	
NC_023729_52	NC_023729	NC_023729	52	34401	34721	1	E			YP_009017050.1	YP_009017050.1 HNH endonuclease [Mycobacterium phage Charlie]	False	0.949	214	6.245e-64																0	False	
NC_023729_53	NC_023729	NC_023729	53	34718	34936	1	E			YP_009017051.1	YP_009017051.1 hypothetical protein CL81_gp55 [Mycobacterium phage Charlie]	False	1.0	158	3.703e-45													VOG09376	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_023729_54	NC_023729	NC_023729	54	34933	37557	1	D			YP_009017052.1	YP_009017052.1 DNA methylase N-4 [Mycobacterium phage Charlie]	True	1.0	1852	0.0								DNA methylase [PF01555.21]					VOG00205	sp|Q9T1Q7|VP41_BPAPS Putative protein p41; Xu	Xu	0	False	
NC_023729_55	NC_023729	NC_023729	55	37679	38128	1	D			YP_009017053.1	YP_009017053.1 DUF4326 domain-containing protein [Mycobacterium phage Charlie]	False	1.0	337	8.099e-106								Domain of unknown function (DUF4326) [PF14216.9]								0	False	F
NC_023729_56	NC_023729	NC_023729	56	38128	38529	1	E			YP_009017054.1	YP_009017054.1 HNH endonuclease [Mycobacterium phage Charlie]	False	1.0	292	1.593e-90																1	False	F
NC_023729_57	NC_023729	NC_023729	57	38529	38672	1	E			YP_010051994.1	YP_010051994.1 hypothetical protein KD929_gp58 [Mycobacterium phage Aggie]	False	1.0	117	1.518e-31																0	False	F
NC_023729_58	NC_023729	NC_023729	58	38830	39723	1	E			YP_010051996.1	YP_010051996.1 replication initiation protein [Mycobacterium phage Aggie]	True	0.96	601	1.565e-194																0	False	F
NC_023729_59	NC_023729	NC_023729	59	39720	40322	1	E			YP_009017058.1	YP_009017058.1 hypothetical protein CL81_gp62 [Mycobacterium phage Charlie]	True	0.901	378	5.183e-119													VOG00736	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_023729_60	NC_023729	NC_023729	60	40319	40567	1	E			YP_010051930.1	YP_010051930.1 hypothetical protein KD928_gp66 [Mycobacterium phage Philonius]	False	1.0	194	1.398e-57													VOG14778	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_023729_61	NC_023729	NC_023729	61	40564	40896	1	E			YP_010051931.1	YP_010051931.1 hypothetical protein KD928_gp67 [Mycobacterium phage Philonius]	False	1.0	235	2.9460000000000007e-71													VOG09377	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_023729_62	NC_023729	NC_023729	62	40899	41558	1	E			YP_009017060.1	YP_009017060.1 hypothetical protein CL81_gp64 [Mycobacterium phage Charlie]	True	0.953	441	2.116e-140													VOG00864	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_023729_63	NC_023729	NC_023729	63	41702	41926	1	E			YP_010051933.1	YP_010051933.1 hypothetical protein KD928_gp69 [Mycobacterium phage Philonius]	False	1.0	171	1.193e-49													VOG08601	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_023729_64	NC_023729	NC_023729	64	41923	42321	1	E			YP_009302381.1	YP_009302381.1 hypothetical protein BJD69_gp67 [Mycobacterium phage Xeno]	False	0.93	259	2.674e-79													VOG06101	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_023729_65	NC_023729	NC_023729	65	42318	42563	1	E			YP_009017063.1	YP_009017063.1 hypothetical protein CL81_gp67 [Mycobacterium phage Charlie]	False	0.975	169	8.243e-49													VOG06122	REFSEQ hypothetical protein; Xu	Xu	0	False	F
