	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_007497_22	NC_007497	NC_007497	22	9420	9956	1	E			YP_355357.1	YP_355357.1 gp22 [Burkholderia phage Bcep176]	True	0.944	355.0	1.616e-111																0	False	
NC_007497_23	NC_007497	NC_007497	23	9980	10147	1	E			YP_355358.1	YP_355358.1 gp23 [Burkholderia phage Bcep176]	False	0.917	108.0	3.386e-28																0	False	
NC_007497_24	NC_007497	NC_007497	24	10367	10705	-1	E			YP_001111125.1	YP_001111125.1 gp46, lipoprotein, putative [Burkholderia phage phi644-2]	False	0.7	157.0	4.889e-44																0	False	
NC_007497_25	NC_007497	NC_007497	25	10946	11359	1	E			YP_355362.1	YP_355362.1 gp27 [Burkholderia phage Bcep176]	False	0.949	275.0	1.112e-84																0	False	
NC_007497_26	NC_007497	NC_007497	26	11989	12165	1	E			YP_355367.1	YP_355367.1 gp32 [Burkholderia phage Bcep176]	False	0.968	121.0	1.549e-32													VOG02268	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_007497_27	NC_007497	NC_007497	27	12275	12616	-1	E			YP_355368.1	YP_355368.1 gp33 [Burkholderia phage Bcep176]	False	0.934	224.0	3.2539999999999996e-67																0	False	
NC_007497_28	NC_007497	NC_007497	28	13277	14023	1	E			YP_355371.1	YP_355371.1 gp36 [Burkholderia phage Bcep176]	True	0.876	453.0	3.428e-144													VOG04555	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_007497_29	NC_007497	NC_007497	29	14052	14396	1	E			YP_355372.1	YP_355372.1 gp37 [Burkholderia phage Bcep176]	False	0.949	229.0	2.987e-69													VOG14636	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_007497_30	NC_007497	NC_007497	30	14444	14719	1	E			YP_355373.1	YP_355373.1 gp38 [Burkholderia phage Bcep176]	False	0.958	186.0	1.676e-54													VOG00097	sp|G3XCY4|AMRZ_PSEAE Transcription factor AmrZ; Xu	Xu	0	False	
NC_007497_31	NC_007497	NC_007497	31	14716	15033	1	E			YP_355374.1	YP_355374.1 gp39 [Burkholderia phage Bcep176]	False	0.935	208.0	4.966e-62																0	False	
NC_007497_32	NC_007497	NC_007497	32	15033	15347	1	E			YP_355375.1	YP_355375.1 gp40 [Burkholderia phage Bcep176]	False	0.969	214.0	3.01e-64													VOG00213	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_007497_33	NC_007497	NC_007497	33	15347	15568	1	E			YP_355376.1	YP_355376.1 gp41 [Burkholderia phage Bcep176]	False	0.951	148.0	7.761e-42													VOG24429	REFSEQ gp40, hypothetical protein; Xu	Xu	0	False	
NC_007497_34	NC_007497	NC_007497	34	15556	15678	1	E			YP_355377.1	YP_355377.1 gp42 [Burkholderia phage Bcep176]	False	0.874	75.0	4.323e-17																0	False	
NC_007497_35	NC_007497	NC_007497	35	15918	16397	1	D			YP_355379.1	YP_355379.1 DNA methyltransferase [Burkholderia phage Bcep176]	False	1.0	347.0	2.613e-109								DNA N-6-adenine-methyltransferase (Dam) [PF05869.14]								0	False	
NC_007497_36	NC_007497	NC_007497	36	16416	16766	1	E			YP_355380.1	YP_355380.1 gp45 [Burkholderia phage Bcep176]	False	0.949	233.0	1.397e-70													VOG14636	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_007497_37	NC_007497	NC_007497	37	16763	17947	1	E			YP_355381.1	YP_355381.1 gp46 [Burkholderia phage Bcep176]	True	0.98	816.0	5.214e-267													VOG33801	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_007497_38	NC_007497	NC_007497	38	17944	18483	1	D			YP_355382.1	YP_355382.1 HNH endonuclease [Burkholderia phage Bcep176]	True	0.97	368.0	6.986e-116								HNH endonuclease [PF13392.9]; NUMOD4 motif [PF07463.14]					VOG00302	sp|Q5UPT6|YL245_MIMIV Uncharacterized HNH endonuclease L245; Xu	Xu	0	False	
NC_007497_39	NC_007497	NC_007497	39	18502	18762	1	E			YP_355383.1	YP_355383.1 gp48 [Burkholderia phage Bcep176]	False	0.979	180.0	1.504e-52													VOG00299	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_007497_40	NC_007497	NC_007497	40	18763	19206	1	E			YP_355384.1	YP_355384.1 gp49 [Burkholderia phage Bcep176]	False	0.905	280.0	4.063e-86																0	False	
NC_007497_41	NC_007497	NC_007497	41	19203	19622	1	E			YP_355385.1	YP_355385.1 HNH endonuclease [Burkholderia phage Bcep176]	False	1.0	304.0	1.1959999999999999e-94																0	False	
NC_007497_42	NC_007497	NC_007497	42	19619	19765	1	E			YP_355386.1	YP_355386.1 gp51 [Burkholderia phage Bcep176]	False	1.0	114.0	1.472e-30																0	False	
NC_007497_43	NC_007497	NC_007497	43	19762	20049	1	E			YP_355387.1	YP_355387.1 gp52 [Burkholderia phage Bcep176]	False	0.952	192.0	9.442000000000001e-57													VOG35617	REFSEQ gp52; Xu	Xu	0	False	
NC_007497_44	NC_007497	NC_007497	44	20206	21888	1	C	K06400	site-specific DNA recombinase	YP_355388.1	YP_355388.1 recombinase family protein [Burkholderia phage Bcep176]	True	0.953	1124.0	0.0								Recombinase [PF07508.16]					VOG00303	sp|P03014|PINE_ECOLI Serine recombinase PinE; Xr	Xr	0	False	V
NC_007497_45	NC_007497	NC_007497	45	21898	22098	-1	E			YP_355389.1	YP_355389.1 gp54 [Burkholderia phage Bcep176]	False	1.0	153.0	1.2200000000000001e-43																0	False	
NC_007497_46	NC_007497	NC_007497	46	22172	23038	-1	E			YP_355390.1	YP_355390.1 gp55 [Burkholderia phage Bcep176]	True	0.952	578.0	1.223e-186													VOG24425	REFSEQ gp27; Xu	Xu	0	False	
NC_007497_47	NC_007497	NC_007497	47	23101	23607	-1	D			YP_355391.1	YP_355391.1 Rz-like spanin [Burkholderia phage Bcep176]	False	0.842	284.0	4.673e-87								Protein of unknown function (DUF2514) [PF10721.12]					VOG01260	sp|O64363|VG55_BPN15 Protein gp55; Xu	Xu	0	False	
NC_007497_48	NC_007497	NC_007497	48	23589	24086	-1	C	K01185	lysozyme [EC:3.2.1.17]	YP_355393.1	YP_355393.1 endolysin [Burkholderia phage Bcep176]	False	0.956	334.0	2.185e-104								Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm				0	False	
NC_007497_49	NC_007497	NC_007497	49	24079	24318	-1	D			YP_355394.1	YP_355394.1 class II holin gp23 [Burkholderia phage Bcep176]	False	0.903	134.0	6.799e-37								Bacteriophage holin family, superfamily II-like [PF16082.8]; Bacteriophage holin family HP1 [PF16080.8]					VOG01566	sp|Q6XQ99|HOLIN_BPT1 Holin; XhXp	Xh;Xp	0	False	
NC_007497_50	NC_007497	NC_007497	50	24332	25048	-1	E			YP_355395.1	YP_355395.1 gp60 [Burkholderia phage Bcep176]	True	1.0	505.0	2.47e-162													VOG01564	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_007497_51	NC_007497	NC_007497	51	25048	25356	-1	E			YP_355396.1	YP_355396.1 gp61 [Burkholderia phage Bcep176]	False	0.976	212.0	1.818e-63													VOG00321	REFSEQ outer membrane protein; Xu	Xu	0	False	
NC_007497_52	NC_007497	NC_007497	52	25356	28658	-1	D			YP_355397.1	YP_355397.1 tail protein [Burkholderia phage Bcep176]	True	0.955	2207.0	0.0								Domain of unknown function (DUF1983) [PF09327.14]; Putative phage tail protein [PF13550.9]					VOG00575	sp|Q6QGE9|BPPB3_BPT5 Baseplate hub protein pb3; XhXs	Xh;Xs	0	False	V
NC_007497_53	NC_007497	NC_007497	53	28655	29218	-1	D			YP_355398.1	YP_355398.1 tail protein [Burkholderia phage Bcep176]	True	0.933	368.0	1.0220000000000001e-115								Bacteriophage lambda tail assembly protein I [PF06805.15]					VOG02683	sp|O64334|TIPI_BPN15 Tail tip assembly protein I; XhXs	Xh;Xs	0	False	V
NC_007497_54	NC_007497	NC_007497	54	29215	29967	-1	D			YP_355399.1	YP_355399.1 minor tail protein [Burkholderia phage Bcep176]	True	1.0	539.0	5.321e-174	MER0171932	C40	MER0171932 - family C40 unassigned peptidases () [C40.UPW]#C40#{peptidase unit: 123-219}~source YP_355399~	False	1.0	217.0	5.631e-62	Prokaryotic homologs of the JAB domain [PF14464.9]; NlpC/P60 family [PF00877.22]								0	False	P
NC_007497_55	NC_007497	NC_007497	55	30016	30699	-1	D			YP_355400.1	YP_355400.1 minor tail protein [Burkholderia phage Bcep176]	True	1.0	490.0	2.344e-157								Phage minor tail protein L [PF05100.15]					VOG00504	sp|O64332|TIPL_BPN15 Tail tip protein L; XhXpXrXs	Xh;Xp;Xs;Xr	0	False	V
NC_007497_56	NC_007497	NC_007497	56	30742	31749	-1	E			YP_355401.1	YP_355401.1 tail fiber protein [Burkholderia phage Bcep176]	True	0.955	675.0	3.2339999999999997e-219													VOG24423	REFSEQ tail fiber protein; Xu	Xu	0	False	
NC_007497_57	NC_007497	NC_007497	57	31758	32096	-1	D			YP_355402.1	YP_355402.1 minor tail protein [Burkholderia phage Bcep176]	False	0.998	239.0	1.8910000000000002e-72								Phage minor tail protein [PF05939.16]					VOG02471	sp|P03737|TIPM_LAMBD Tail tip protein M; XhXpXrXs	Xh;Xp;Xs;Xr	0	False	V
NC_007497_58	NC_007497	NC_007497	58	32096	36238	-1	C	K21449	trimeric autotransporter adhesin	YP_355403.1	YP_355403.1 tail length tape measure protein [Burkholderia phage Bcep176]	True	0.87	2492.0	0.0								Tape measure protein [PF20155.2]; Lambda phage tail tape-measure protein (Tape_meas_lam_C) [PF09718.13]					VOG02145	REFSEQ tail length tape measure protein; Xu	Xu	0	False	
NC_007497_59	NC_007497	NC_007497	59	36251	36529	-1	D			YP_355404.1	YP_355404.1 tail protein [Burkholderia phage Bcep176]	False	0.923	180.0	1.474e-52								Protein of unknown function (DUF4035) [PF13227.9]					VOG04743	REFSEQ tail protein; Xu	Xu	0	False	
NC_007497_60	NC_007497	NC_007497	60	36526	36990	-1	D			YP_355405.1	YP_355405.1 tail protein [Burkholderia phage Bcep176]	False	0.959	313.0	2.374e-97								Phage tail assembly chaperone [PF06222.14]					VOG04743	REFSEQ tail protein; Xu	Xu	0	False	
NC_007497_61	NC_007497	NC_007497	61	37019	37483	-1	D			YP_355406.1	YP_355406.1 major tail protein [Burkholderia phage Bcep176]	False	0.931	302.0	8.705e-94								Lambda phage tail tube protein, TTP [PF16461.8]					VOG00377	sp|P85503|STRU3_BPPAJ Structural protein 3; Xs	Xs	0	False	V
NC_007497_62	NC_007497	NC_007497	62	37540	37884	-1	E			YP_355407.1	YP_355407.1 tail terminator [Burkholderia phage Bcep176]	False	0.915	220.0	4.279e-66													VOG00335	REFSEQ tail terminator; Xu	Xu	0	False	
NC_007497_63	NC_007497	NC_007497	63	37881	38303	-1	D			YP_355408.1	YP_355408.1 HK97 gp10 family protein [Burkholderia phage Bcep176]	False	0.895	263.0	1.669e-80								Bacteriophage HK97-gp10, putative tail-component [PF04883.15]					VOG00130	REFSEQ tail completion or Neck1 protein; Xu	Xu	0	False	
NC_007497_64	NC_007497	NC_007497	64	38296	38625	-1	D			YP_355409.1	YP_355409.1 head closure Hc1 [Burkholderia phage Bcep176]	False	0.977	227.0	2.138e-68								Phage head-tail joining protein [PF05521.14]					VOG00080	sp|O48446|HCP16_BPSPP Head completion protein gp16; XpXrXs	Xp;Xs;Xr	0	False	V
NC_007497_65	NC_007497	NC_007497	65	38628	38969	-1	D			YP_355410.1	YP_355410.1 head-tail adaptor Ad1 [Burkholderia phage Bcep176]	False	0.909	217.0	7.0050000000000004e-65								Phage gp6-like head-tail connector protein [PF05135.16]					VOG00201	REFSEQ head-tail adaptor Ad1; Xu	Xu	0	False	
NC_007497_66	NC_007497	NC_007497	66	38973	39137	-1	E			YP_355411.1	YP_355411.1 gp75 [Burkholderia phage Bcep176]	False	0.963	112.0	1.348e-29													VOG29193	REFSEQ gp75; Xu	Xu	0	False	
NC_007497_67	NC_007497	NC_007497	67	39211	40488	-1	D			YP_355412.1	YP_355412.1 major head protein [Burkholderia phage Bcep176]	True	0.947	847.0	4.713999999999999e-277								Phage capsid family [PF05065.16]					VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	VF
NC_007497_68	NC_007497	NC_007497	68	40493	41335	-1	C	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	YP_355413.1	YP_355413.1 head maturation protease [Burkholderia phage Bcep176]	True	0.915	538.0	7.72e-173	MER0108362	S14	MER0108362 - family S14 non-peptidase homologues (Burkholderia multivorans) [S14.UNW]#S14#{peptidase unit: 1-208}~source BAG46486~	True	0.93	407.0	2.059e-127	Clp protease [PF00574.26]; Serine dehydrogenase proteinase [PF01972.19]					VOG07465	sp|P03711|SCAF_LAMBD Capsid assembly protease C; XhXs	Xh;Xs	0	False	VPF
NC_007497_69	NC_007497	NC_007497	69	41313	42608	-1	D			YP_355414.1	YP_355414.1 portal protein [Burkholderia phage Bcep176]	True	0.964	876.0	6.412e-287								Phage portal protein [PF04860.15]					VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xh;Xp;Xs;Xr	0	False	VF
NC_007497_70	NC_007497	NC_007497	70	42616	44328	-1	D			YP_355415.1	YP_355415.1 terminase large subunit [Burkholderia phage Bcep176]	True	0.965	1159.0	0.0								Terminase large subunit, endonuclease domain [PF20441.1]; Terminase large subunit, ATPase domain [PF03354.18]					VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	F
NC_007497_71	NC_007497	NC_007497	71	44328	44807	-1	C	K07474	phage terminase small subunit	YP_355416.1	YP_355416.1 terminase small subunit [Burkholderia phage Bcep176]	False	0.909	278.0	4.773e-85								Terminase small subunit [PF03592.19]								0	False	F
