Sample_ID	DRAM	InterProScan	Metacerberus	PROKKA
61	18.246448	3.80884	0.493772	0.168376
62	18.191376	3.360744	0.3708	0.195152
63	18.220208	3.612944	0.478688	0.144696
64	18.27388	3.480076	0.595156	0.167068
65	18.3067	3.352776	0.60352	0.505048
66	18.258328	3.336996	0.453884	0.257372
67	18.261916	3.504608	0.384984	0.149548
68	18.32654	3.533448	0.40388	0.456224
69	18.251568	3.696668	0.593728	0.267524
70	18.298868	3.634896	0.639724	0.274828
71	18.22982	3.631676	0.476496	0.150848
72	18.242664	3.429572	0.54472	0.50358
73	18.26874	3.466996	0.633096	0.276152
74	18.242264	3.514012	0.503588	0.238636
75	18.248596	3.53142	0.569568	0.163984
76	18.36008	3.588932	0.523948	0.163352
77	18.299216	3.408068	0.444412	0.155512
78	18.277316	3.832628	0.61112	0.165108
79	18.25114	3.548656	0.661816	0.68566
80	18.298184	3.052724	0.468696	0.279536
81	18.259404	3.5015	0.463872	0.22832
82	18.24692	3.446228	0.402692	0.252
83	18.22508	3.514992	0.42336	0.170004
84	18.257232	3.552484	0.574328	0.166908
85	18.326824	3.764048	0.46938	0.165032
86	18.319376	3.602896	0.537876	0.164076
87	18.240464	3.607312	0.555584	0.165128
88	18.21272	3.449516	0.484364	0.161504
89	18.229212	3.761168	0.560084	0.179572
90	18.341048	3.628116	0.611176	0.248368
91	18.298208	3.545248	0.459324	0.151856
92	18.335108	3.445352	0.487764	0.269444
93	18.23388	3.600944	0.445812	0.150932
94	18.382244	3.476328	0.558204	0.169004
95	18.25686	3.440904	0.4324	0.292032
96	18.30498	3.578416	0.64376	0.27968
97	18.265412	3.549676	0.434452	0.160744
98	18.263096	3.398164	0.45594	0.159116
99	18.198284	3.449384	0.388708	0.140196
100	18.31118	3.608136	0.460288	0.263812
101	18.339172	3.527384	0.515812	0.164492
102	18.282732	4.408228	0.77948	0.23488
103	18.260832	3.937376	0.62276	0.167696
104	18.374916	3.711744	0.803396	0.288488
105	18.26854	4.351776	0.691948	0.201652
106	18.231804	3.534048	0.497776	0.159264
107	18.23178	3.53476	0.46534	0.353016
108	18.306744	3.427144	0.719288	0.259236
109	18.239364	3.636876	0.44794	0.149372
110	18.310276	4.072092	0.6732	0.23954
111	18.381704	3.599192	0.848444	0.333016
112	18.34772	3.252728	0.748276	0.409468
113	18.379408	3.415644	0.65094	0.269764
114	18.245144	3.55804	0.438452	0.263376
115	18.254948	4.01572	0.625524	0.172188
116	18.232016	3.502476	0.580464	0.3153
117	18.293808	3.782176	0.742628	0.263624
118	18.266156	3.201336	0.539788	0.252832
119	18.231724	3.70142	0.57202	0.380724
120	18.271772	3.765008	0.617516	0.169196
121	18.3119	4.140768	0.624988	0.167304
122	18.29364	3.694664	0.697332	0.26958
123	18.356368	3.79244	0.70424	0.330904
124	18.274524	3.6167	0.553472	0.310364
125	18.244864	3.715716	0.544996	0.1655
126	18.310936	3.556684	0.5474	0.16792
127	18.322708	3.599648	0.649628	0.170516
128	18.370968	3.75866	0.708692	0.360704
129	18.309672	3.665552	0.7977	0.327408
130	18.31458	3.5252	0.618208	0.6251
131	18.311184	3.604696	0.583532	0.257608
132	18.26762	3.644328	0.513984	0.148448
133	18.212724	3.712544	0.595684	0.273136
134	18.303872	3.62782	0.635572	0.166192
135	18.223168	3.494016	0.509008	0.166348
136	18.248896	3.63494	0.687648	0.202684
137	18.223788	3.243232	0.530188	0.149952
138	18.261436	3.8833	0.54616	0.360688
139	18.281912	3.441068	0.625088	0.166772
140	18.24052	3.588748	0.542572	0.153428
141	18.402968	4.4202	0.804264	0.49168
142	18.211212	3.382908	0.382484	0.133476
143	18.316044	3.657564	0.740332	0.265644
144	18.214616	3.557084	0.540884	0.2489
145	18.277348	4.207092	0.76404	0.246292
146	18.27346	3.565868	0.641992	0.166924
147	18.201708	3.631112	0.393572	0.208428
148	18.346772	3.563588	0.767336	0.211632
149	18.346896	3.713904	0.79976	0.433656
150	18.3263	3.744336	0.618068	0.197576
151	18.238428	3.778864	0.52784	0.16164
152	18.28306	3.466384	0.612364	0.248028
153	18.26402	3.610664	0.623628	0.164404
154	18.288812	3.61058	0.718928	0.392472
155	18.212384	3.588308	0.576272	0.264168
156	18.31528	3.56496	0.7913	0.285812
157	18.267752	3.952764	0.56626	0.162348
158	18.31202	3.47826	0.697412	0.259564
159	18.25258	3.646388	0.593052	0.161988
160	18.3299	3.57436	0.820292	0.349504
161	18.282632	3.485164	0.682424	0.206324
162	18.264468	4.007792	0.623084	0.165684
163	18.333592	3.37302	0.707484	0.292884
164	18.331696	3.550036	0.717256	0.233348
165	18.25812	4.048532	0.67848	0.194644
166	18.30958	4.058192	0.57908	0.16568
167	18.222368	3.615956	0.554372	0.163208
168	18.350352	3.535348	0.724488	0.28322
169	18.324932	3.500108	0.79472	0.279892
170	18.289872	3.394248	0.628756	0.467788
171	18.25232	3.868676	0.526408	0.163924
172	18.254968	4.122256	0.635836	0.164552
173	18.25	3.47442	0.571304	0.4596
174	18.305144	3.640408	0.574164	0.163556
175	18.239408	3.759164	0.548176	0.260944
176	18.246716	3.452828	0.592324	0.262244
177	18.363072	3.891264	0.825028	1.261592
178	18.271628	3.397612	0.647636	0.709124
179	18.287332	3.35408	0.691896	0.259192
180	18.247312	3.884092	0.588656	0.163492
181	18.309732	3.32218	0.705304	0.288668
182	18.410412	3.85464	0.79182	0.635272
183	18.318348	3.417296	0.531228	0.24826
184	18.36116	3.670588	0.53136	0.165424
185	18.395968	3.765412	0.674572	0.336872
186	18.261348	3.731492	0.607416	0.167108
187	18.316908	3.49384	0.608392	0.90582
188	18.312	3.531032	0.688348	0.27684
189	18.297808	3.582588	0.560412	0.165876
190	18.202112	3.55222	0.411296	0.17204
191	18.267152	3.759368	0.619564	0.167512
192	18.272152	3.624092	0.421976	0.263304
193	18.39058	3.913272	0.72728	0.364376
194	18.311196	3.860564	0.65278	0.170864
195	18.357568	4.2155	0.652576	0.269248
196	18.303264	3.5176	0.619368	0.259684
197	18.33406	3.631436	0.56632	0.176408
198	18.308452	3.75928	0.7396	0.277636
199	18.2338	3.492796	0.40282	0.229308
200	18.255052	3.629004	0.621724	0.164132
