	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_028805_NC_028805_31	NC_028805	NC_028805	31	29055	30098	1	E															0
NC_028805_NC_028805_32	NC_028805	NC_028805	32	30111	33590	1	D			MER0478714	M23B	MER0478714 - subfamily M23B unassigned peptidases (Brevibacillus laterosporus) [M23.UPB]#M23B#{peptidase unit: 55-238}~source ZP_08642267~	False	0.652	238.0	1.387e-61	Peptidase family M23 [PF01551.25]; 3D domain [PF06725.14]					0
NC_028805_NC_028805_33	NC_028805	NC_028805	33	33679	34098	1	E															0
NC_028805_NC_028805_34	NC_028805	NC_028805	34	34102	34488	1	E															0
NC_028805_NC_028805_35	NC_028805	NC_028805	35	34505	37177	1	E															0
NC_028805_NC_028805_36	NC_028805	NC_028805	36	37224	38684	1	E															0
NC_028805_NC_028805_37	NC_028805	NC_028805	37	38717	40534	1	D										Conserved hypothetical protein 2217 (DUF2460) [PF09343.13]					0
NC_028805_NC_028805_38	NC_028805	NC_028805	38	40563	44294	1	E															0
NC_028805_NC_028805_39	NC_028805	NC_028805	39	44304	45386	1	E															0
NC_028805_NC_028805_40	NC_028805	NC_028805	40	45401	46240	1	E															0
NC_028805_NC_028805_41	NC_028805	NC_028805	41	46321	46680	1	E															0
NC_028805_NC_028805_42	NC_028805	NC_028805	42	46822	47295	1	E															0
NC_028805_NC_028805_43	NC_028805	NC_028805	43	47337	47939	1	E															0
NC_028805_NC_028805_44	NC_028805	NC_028805	44	48041	50938	1	D										Concanavalin A-like lectin/glucanases superfamily [PF13385.9]; Pentaxin family [PF00354.20]					0
NC_028805_NC_028805_45	NC_028805	NC_028805	45	50963	53290	1	D										Regulator of chromosome condensation (RCC1) repeat [PF00415.21]; Regulator of chromosome condensation (RCC1) repeat [PF13540.9]					0
NC_028805_NC_028805_46	NC_028805	NC_028805	46	53335	58044	1	D										Disaggregatase related repeat [PF06848.14]					0
NC_028805_NC_028805_47	NC_028805	NC_028805	47	58096	58974	-1	D										Phage integrase family [PF00589.25]; Phage integrase, N-terminal SAM-like domain [PF02899.20]; Phage integrase, N-terminal SAM-like domain [PF13495.9]; Phage integrase SAM-like domain [PF13102.9]					0
NC_028805_NC_028805_48	NC_028805	NC_028805	48	59071	59367	1	E															0
NC_028805_NC_028805_49	NC_028805	NC_028805	49	59369	59728	1	E															0
NC_028805_NC_028805_50	NC_028805	NC_028805	50	59746	60528	1	C	K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]								N-acetylmuramoyl-L-alanine amidase [PF01510.28]					0
NC_028805_NC_028805_51	NC_028805	NC_028805	51	60529	60828	1	E															0
NC_028805_NC_028805_52	NC_028805	NC_028805	52	61115	61381	1	D										Replication terminator protein [PF02334.19]					0
NC_028805_NC_028805_53	NC_028805	NC_028805	53	61813	62010	1	D										Domain of unknown function (DUF5348) [PF17295.5]					0
NC_028805_NC_028805_54	NC_028805	NC_028805	54	62026	62262	-1	E															0
NC_028805_NC_028805_55	NC_028805	NC_028805	55	62372	62803	-1	E															0
NC_028805_NC_028805_56	NC_028805	NC_028805	56	62892	63452	1	E															0
NC_028805_NC_028805_57	NC_028805	NC_028805	57	63496	64077	-1	E															0
NC_028805_NC_028805_58	NC_028805	NC_028805	58	64390	65175	-1	D										Protein of unknown function (DUF1385) [PF07136.14]					0
NC_028805_NC_028805_59	NC_028805	NC_028805	59	65344	65898	1	E															0
NC_028805_NC_028805_60	NC_028805	NC_028805	60	66101	66601	-1	D										Helix-turn-helix domain [PF13560.9]; Cro/C1-type HTH DNA-binding domain [PF13443.9]; Helix-turn-helix domain [PF12844.10]					0
NC_028805_NC_028805_61	NC_028805	NC_028805	61	66975	67589	-1	D										Exonuclease [PF00929.27]					0
NC_028805_NC_028805_62	NC_028805	NC_028805	62	67591	67881	-1	D										Thioredoxin [PF00085.23]					0
NC_028805_NC_028805_63	NC_028805	NC_028805	63	67856	68116	-1	D										Thioredoxin [PF00085.23]; Thioredoxin domain [PF13192.9]; Glutaredoxin-like domain (DUF836) [PF05768.17]					0
NC_028805_NC_028805_64	NC_028805	NC_028805	64	68163	68429	-1	E															0
NC_028805_NC_028805_65	NC_028805	NC_028805	65	68429	68773	-1	E															0
NC_028805_NC_028805_66	NC_028805	NC_028805	66	68861	69817	-1	D										Bacterial regulatory proteins, luxR family [PF00196.22]					0
NC_028805_NC_028805_67	NC_028805	NC_028805	67	69820	70416	-1	E															0
NC_028805_NC_028805_68	NC_028805	NC_028805	68	70532	70873	-1	D										Bacterial DNA-binding protein [PF00216.24]					0
NC_028805_NC_028805_69	NC_028805	NC_028805	69	70949	71581	-1	D										Transglycosylase SLT domain [PF01464.23]; Lysozyme-like [PF13702.9]	GH23	GH23 lysozyme type G (EC 3.2.1.17); peptidoglycan lyase (EC 4.2.2.n1) also known in the literature as peptidoglycan lytic transglycosylase; chitinase (EC 3.2.1.14)	3.2.1.17,3.2.1.17_or_4.2.2.n1,4.2.2.n1	GH23.hmm	0
NC_028805_NC_028805_70	NC_028805	NC_028805	70	71585	72370	-1	E															0
NC_028805_NC_028805_71	NC_028805	NC_028805	71	72470	72793	-1	E															0
NC_028805_NC_028805_72	NC_028805	NC_028805	72	72806	73528	-1	E															0
NC_028805_NC_028805_73	NC_028805	NC_028805	73	73624	75903	-1	C	K00525	ribonucleoside-diphosphate reductase alpha chain [EC:1.17.4.1]								Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase, all-alpha domain [PF00317.24]					0
NC_028805_NC_028805_74	NC_028805	NC_028805	74	75971	76213	-1	E															0
NC_028805_NC_028805_75	NC_028805	NC_028805	75	76210	76545	-1	E															0
NC_028805_NC_028805_76	NC_028805	NC_028805	76	76722	77312	-1	E															0
NC_028805_NC_028805_77	NC_028805	NC_028805	77	77340	77822	-1	E															0
NC_028805_NC_028805_78	NC_028805	NC_028805	78	77941	78123	-1	E															0
NC_028805_NC_028805_79	NC_028805	NC_028805	79	78090	78209	-1	E															0
NC_028805_NC_028805_80	NC_028805	NC_028805	80	78209	78481	-1	E															0
NC_028805_NC_028805_81	NC_028805	NC_028805	81	78575	78772	-1	E															0
NC_028805_NC_028805_82	NC_028805	NC_028805	82	78971	79177	-1	E															0
NC_028805_NC_028805_83	NC_028805	NC_028805	83	79200	79484	-1	E															0
NC_028805_NC_028805_84	NC_028805	NC_028805	84	79550	79696	-1	E															1
NC_028805_NC_028805_85	NC_028805	NC_028805	85	79698	79850	-1	E															0
NC_028805_NC_028805_86	NC_028805	NC_028805	86	79881	80135	-1	E															0
NC_028805_NC_028805_87	NC_028805	NC_028805	87	80138	80410	-1	E															0
NC_028805_NC_028805_88	NC_028805	NC_028805	88	80407	80799	-1	E															0
NC_028805_NC_028805_89	NC_028805	NC_028805	89	80796	81077	-1	E															0
NC_028805_NC_028805_90	NC_028805	NC_028805	90	81067	82272	-1	C	K03553	recombination protein RecA								recA bacterial DNA recombination protein [PF00154.24]; Rad51 [PF08423.14]; KaiC [PF06745.16]					0
NC_028805_NC_028805_91	NC_028805	NC_028805	91	82334	82918	-1	E															0
NC_028805_NC_028805_92	NC_028805	NC_028805	92	82975	83250	-1	E															0
NC_028805_NC_028805_93	NC_028805	NC_028805	93	83265	83777	-1	E															0
NC_028805_NC_028805_94	NC_028805	NC_028805	94	83788	84285	-1	E															0
NC_028805_NC_028805_95	NC_028805	NC_028805	95	84305	84541	-1	E															0
NC_028805_NC_028805_96	NC_028805	NC_028805	96	84538	84948	-1	C	K01159	crossover junction endodeoxyribonuclease RuvC [EC:3.1.21.10]								Crossover junction endodeoxyribonuclease RuvC [PF02075.20]					0
NC_028805_NC_028805_97	NC_028805	NC_028805	97	85046	85438	-1	E															0
NC_028805_NC_028805_98	NC_028805	NC_028805	98	85441	85617	-1	E															0
NC_028805_NC_028805_99	NC_028805	NC_028805	99	85610	86521	-1	D										RNA ligase [PF09414.13]					0
NC_028805_NC_028805_100	NC_028805	NC_028805	100	86514	86903	-1	E															0
NC_028805_NC_028805_101	NC_028805	NC_028805	101	87073	87933	-1	D										PD-(D/E)XK nuclease superfamily [PF12705.10]; Domain of unknown function DUF83 [PF01930.20]					0
NC_028805_NC_028805_102	NC_028805	NC_028805	102	87896	88228	-1	E															0
NC_028805_NC_028805_103	NC_028805	NC_028805	103	88225	88563	-1	E															0
NC_028805_NC_028805_104	NC_028805	NC_028805	104	88560	88802	-1	E															0
NC_028805_NC_028805_105	NC_028805	NC_028805	105	88837	89211	-1	E															0
NC_028805_NC_028805_106	NC_028805	NC_028805	106	89208	89426	-1	E															0
NC_028805_NC_028805_107	NC_028805	NC_028805	107	89439	89648	-1	E															0
NC_028805_NC_028805_108	NC_028805	NC_028805	108	89670	90791	-1	E															0
NC_028805_NC_028805_109	NC_028805	NC_028805	109	90791	91003	-1	E															0
NC_028805_NC_028805_110	NC_028805	NC_028805	110	91004	92206	-1	D										ATP dependent DNA ligase domain [PF01068.24]; DNA ligase OB-like domain [PF14743.9]; DNA ligase C-terminal domain [PF17879.4]; ATP dependent DNA ligase C terminal region [PF04679.18]					0
NC_028805_NC_028805_111	NC_028805	NC_028805	111	92206	92493	-1	E															0
NC_028805_NC_028805_112	NC_028805	NC_028805	112	92509	92736	-1	E															0
NC_028805_NC_028805_113	NC_028805	NC_028805	113	92758	93339	-1	D										5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C) [PF06941.15]					0
NC_028805_NC_028805_114	NC_028805	NC_028805	114	93342	93572	-1	E															0
NC_028805_NC_028805_115	NC_028805	NC_028805	115	93613	93987	-1	E															0
NC_028805_NC_028805_116	NC_028805	NC_028805	116	94153	94335	-1	E															0
NC_028805_NC_028805_117	NC_028805	NC_028805	117	94600	94956	-1	E															1
NC_028805_NC_028805_118	NC_028805	NC_028805	118	94993	95193	-1	E															0
NC_028805_NC_028805_119	NC_028805	NC_028805	119	95470	95922	-1	E															0
NC_028805_NC_028805_120	NC_028805	NC_028805	120	95926	96264	-1	D										Phage ABA sandwich domain [PF18066.4]					0
NC_028805_NC_028805_121	NC_028805	NC_028805	121	96449	96565	-1	E															0
NC_028805_NC_028805_122	NC_028805	NC_028805	122	96606	97001	-1	E															0
NC_028805_NC_028805_123	NC_028805	NC_028805	123	97109	97897	-1	D										DNA polymerase family A [PF00476.23]					0
NC_028805_NC_028805_124	NC_028805	NC_028805	124	98071	98427	-1	E															0
NC_028805_NC_028805_125	NC_028805	NC_028805	125	98650	99594	-1	D										LAGLIDADG-like domain [PF14528.9]					0
NC_028805_NC_028805_126	NC_028805	NC_028805	126	99729	101207	-1	D										DNA polymerase family A [PF00476.23]					0
NC_028805_NC_028805_127	NC_028805	NC_028805	127	101360	102127	-1	E															0
NC_028805_NC_028805_128	NC_028805	NC_028805	128	102366	102890	-1	E															0
NC_028805_NC_028805_129	NC_028805	NC_028805	129	102977	104065	-1	C	K02316	DNA primase [EC:2.7.7.101]								Toprim-like [PF13155.9]; CHC2 zinc finger [PF01807.23]					0
NC_028805_NC_028805_130	NC_028805	NC_028805	130	104062	104244	-1	E															0
NC_028805_NC_028805_131	NC_028805	NC_028805	131	104258	105547	-1	D										DnaB-like helicase C terminal domain [PF03796.18]					0
NC_028805_NC_028805_132	NC_028805	NC_028805	132	105789	106829	-1	C	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]								Thymidylate synthase complementing protein [PF02511.18]					0
NC_028805_NC_028805_133	NC_028805	NC_028805	133	106840	107604	-1	D										IstB-like ATP binding protein [PF01695.20]					0
NC_028805_NC_028805_134	NC_028805	NC_028805	134	107614	108651	-1	D										Helix-turn-helix domain [PF13730.9]					0
NC_028805_NC_028805_135	NC_028805	NC_028805	135	109211	109483	-1	E															0
NC_028805_NC_028805_136	NC_028805	NC_028805	136	109503	109694	-1	E															0
NC_028805_NC_028805_137	NC_028805	NC_028805	137	109637	109738	-1	E															0
NC_028805_NC_028805_138	NC_028805	NC_028805	138	109728	109958	-1	E															0
NC_028805_NC_028805_139	NC_028805	NC_028805	139	110327	111754	-1	C	K14415	tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8]								tRNA-splicing ligase RtcB [PF01139.20]					0
NC_028805_NC_028805_140	NC_028805	NC_028805	140	111882	112145	-1	E															0
NC_028805_NC_028805_141	NC_028805	NC_028805	141	112229	113935	-1	D										SNF2-related domain [PF00176.26]; Helicase conserved C-terminal domain [PF00271.34]					0
NC_028805_NC_028805_142	NC_028805	NC_028805	142	113928	114461	-1	E															0
NC_028805_NC_028805_143	NC_028805	NC_028805	143	114461	114748	-1	E															0
NC_028805_NC_028805_144	NC_028805	NC_028805	144	114812	115105	-1	E															0
NC_028805_NC_028805_145	NC_028805	NC_028805	145	115175	115561	-1	D										Domain of unknown function (DUF3846) [PF12957.10]					0
NC_028805_NC_028805_146	NC_028805	NC_028805	146	115711	115995	-1	E															0
NC_028805_NC_028805_147	NC_028805	NC_028805	147	115995	116432	-1	E															0
NC_028805_NC_028805_148	NC_028805	NC_028805	148	116434	116673	-1	E															0
NC_028805_NC_028805_149	NC_028805	NC_028805	149	116675	117175	-1	E															0
NC_028805_NC_028805_150	NC_028805	NC_028805	150	117271	117561	-1	D										Cro/C1-type HTH DNA-binding domain [PF13443.9]					0
NC_028805_NC_028805_151	NC_028805	NC_028805	151	117577	118077	-1	E															0
NC_028805_NC_028805_152	NC_028805	NC_028805	152	118094	119197	-1	C	K01258	tripeptide aminopeptidase [EC:3.4.11.4]	MER0838833	M20X	MER0838833 - family M20 non-peptidase homologues () [M20.UNW]#M20X#{peptidase unit: 5-171}~source U5J9V9~	False	0.561	181.0	5.364e-48	M42 glutamyl aminopeptidase [PF05343.17]; Peptidase family M28 [PF04389.20]; Peptidase family M20/M25/M40 [PF01546.31]					0
NC_028805_NC_028805_153	NC_028805	NC_028805	153	119377	119679	-1	E															0
NC_028805_NC_028805_154	NC_028805	NC_028805	154	120914	122314	1	D										DnaJ central domain [PF00684.22]					1
NC_028805_NC_028805_155	NC_028805	NC_028805	155	122364	122549	1	E															0
NC_028805_NC_028805_156	NC_028805	NC_028805	156	122804	123160	1	E															0
NC_028805_NC_028805_157	NC_028805	NC_028805	157	123333	123731	1	E															0
NC_028805_NC_028805_158	NC_028805	NC_028805	158	123744	123950	1	E															0
NC_028805_NC_028805_159	NC_028805	NC_028805	159	124144	124686	1	D										ADP-Ribosyltransferase in polyvalent proteins [PF18760.4]					0
NC_028805_NC_028805_160	NC_028805	NC_028805	160	124723	125112	1	E															0
NC_028805_NC_028805_161	NC_028805	NC_028805	161	125149	125289	1	E															0
NC_028805_NC_028805_162	NC_028805	NC_028805	162	125301	125462	1	E															0
NC_028805_NC_028805_163	NC_028805	NC_028805	163	125552	125644	-1	E															0
