	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_054652_11	NC_054652	NC_054652	11	7154	7612	1	D			YP_010685915.1	YP_010685915.1 minor tail protein [Klebsiella phage BUCT541]	False	1.0	323.0	4.29e-101								NlpC/P60 family [PF00877.22]								0	False	
NC_054652_12	NC_054652	NC_054652	12	7560	10040	1	E			YP_010054358.1	YP_010054358.1 tail protein [Klebsiella phage YX3973]	True	0.959	1667.0	0.0													VOG02597	REFSEQ tail protein; Xu	Xu	0	False	
NC_054652_13	NC_054652	NC_054652	13	10079	12532	1	D			YP_010054359.1	YP_010054359.1 tail fiber protein [Klebsiella phage YX3973]	True	0.945	1621.0	0.0								GDSL-like Lipase/Acylhydrolase family [PF13472.9]					VOG02140	REFSEQ tail fiber protein; Xu	Xu	0	False	
NC_054652_14	NC_054652	NC_054652	14	12678	13133	-1	E			YP_010054360.1	YP_010054360.1 putative type III restriction endonuclease [Klebsiella phage YX3973]	False	1.0	327.0	2.386e-102													VOG00231	sp|Q9T1Q4|VP44_BPAPS Putative nuclease p44; Xu	Xu	0	False	
NC_054652_15	NC_054652	NC_054652	15	13130	16036	-1	C	K19789	DNA repair protein RadD	YP_010054361.1	YP_010054361.1 terminase large subunit [Klebsiella phage YX3973]	True	0.987	1962.0	0.0	MER0277042	N09	MER0277042 - family N9 unassigned peptide lyases (Pedosphaera parvula) [N09.UPW]#N09#{peptidase unit: 492-830}~source EEF63349~	False	267.0	4.52e-71	0.431	Hom_end-associated Hint [PF05203.19]; Homing endonuclease [PF05204.17]; Helicase conserved C-terminal domain [PF00271.34]; Type III restriction enzyme, res subunit [PF04851.18]; DEAD/DEAH box helicase [PF00270.32]					VOG00542	REFSEQ double zinc ribbon protein; Xu	Xu	0	False	P
NC_054652_16	NC_054652	NC_054652	16	16091	16612	-1	D			YP_010054362.1	YP_010054362.1 single strand DNA binding protein [Klebsiella phage YX3973]	False	0.955	349.0	1.0560000000000001e-109								Protein of unknown function (DUF669) [PF05037.16]					VOG02415	REFSEQ single strand DNA binding protein; Xu	Xu	0	False	
NC_054652_17	NC_054652	NC_054652	17	16629	17108	-1	D			YP_010054363.1	YP_010054363.1 Mu Gam-like end protection [Klebsiella phage YX3973]	False	0.913	306.0	8.846e-95								Siphovirus Gp157 [PF05565.14]					VOG09135	REFSEQ Mu Gam-like end protection; Xu	Xu	0	False	
NC_054652_18	NC_054652	NC_054652	18	17077	17919	-1	D			YP_010054364.1	YP_010054364.1 Sak4-like ssDNA annealing protein [Klebsiella phage YX3973]	True	0.963	561.0	4.7200000000000003e-181								AAA domain [PF13479.9]					VOG00709	sp|O31907|YORG_BACSU SPbeta prophage-derived uncharacterized protein YorG; Xu	Xu	0	False	
NC_054652_19	NC_054652	NC_054652	19	18054	18296	1	C	K22302	transcriptional repressor of cell division inhibition gene dicB	YP_010054365.1	YP_010054365.1 transcriptional repressor [Klebsiella phage YX3973]	False	0.925	157.0	7.584e-45								Putative antitoxin of bacterial toxin-antitoxin system, YdaS/YdaT [PF15943.8]; DNA-binding transcriptional regulator Cro [PF14549.9]; Bacteriophage CI repressor helix-turn-helix domain [PF07022.16]					VOG00194	sp|P18679|RCRO_BPHK0 8.4 kDa cro protein; Xu	Xu	0	False	
NC_054652_20	NC_054652	NC_054652	20	18343	18738	-1	E			YP_010054366.1	YP_010054366.1 hypothetical protein KGB52_gp15 [Klebsiella phage YX3973]	False	1.0	291.0	2.719e-90													VOG22362	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054652_21	NC_054652	NC_054652	21	18735	21068	-1	D			YP_010054367.1	YP_010054367.1 DNA primase [Klebsiella phage YX3973]	True	0.973	1593.0	0.0								Bifunctional DNA primase/polymerase, N-terminal [PF09250.14]; Primase C terminal 2 (PriCT-2) [PF08707.14]; Protein of unknown function (DUF3987) [PF13148.9]					VOG00911	REFSEQ DNA primase; Xu	Xu	0	False	
NC_054652_22	NC_054652	NC_054652	22	21065	21466	-1	E																								0	False	
NC_054652_23	NC_054652	NC_054652	23	21478	21696	-1	E																								0	False	
NC_054652_24	NC_054652	NC_054652	24	22378	22524	1	E			YP_010054368.1	YP_010054368.1 hypothetical protein KGB52_gp17 [Klebsiella phage YX3973]	False	0.917	94.0	1.142e-23													VOG01010	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054652_25	NC_054652	NC_054652	25	22705	22890	1	E			YP_010054369.1	YP_010054369.1 hypothetical protein KGB52_gp18 [Klebsiella phage YX3973]	False	0.961	126.0	2.932e-34													VOG20088	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054652_26	NC_054652	NC_054652	26	22906	23184	1	E			YP_010054370.1	YP_010054370.1 hypothetical protein KGB52_gp19 [Klebsiella phage YX3973]	False	0.903	176.0	4.779e-51													VOG12657	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054652_27	NC_054652	NC_054652	27	23191	23592	1	E			YP_010054371.1	YP_010054371.1 hypothetical protein KGB52_gp20 [Klebsiella phage YX3973]	False	0.943	265.0	2.4599999999999996e-81													VOG00232	sp|Q03547|VEAE_BPP22 Eae protein; Xu	Xu	0	False	
NC_054652_28	NC_054652	NC_054652	28	23944	24105	1	E			YP_010054373.1	YP_010054373.1 hypothetical protein KGB52_gp22 [Klebsiella phage YX3973]	False	0.989	113.0	4.946e-30													VOG20089	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054652_29	NC_054652	NC_054652	29	24206	24622	1	E			YP_009322271.1	YP_009322271.1 hypothetical protein BOX16_gp74 [Salmonella phage 64795_sal3]	False	0.896	260.0	2.601e-79													VOG16824	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054652_30	NC_054652	NC_054652	30	24726	25238	1	D			YP_010685972.1	YP_010685972.1 HNH endonuclease [Klebsiella phage BUCT541]	True	1.0	366.0	2.199e-115								HNH endonuclease [PF13392.9]					VOG00011	sp|P03795|Y28_BPT7 Protein 2.8; Xu	Xu	0	False	
NC_054652_31	NC_054652	NC_054652	31	25231	26655	1	C	K06909	phage terminase large subunit	YP_010054376.1	YP_010054376.1 terminase large subunit [Klebsiella phage YX3973]	True	1.0	1004.0	0.0								Phage terminase large subunit [PF04466.16]; Terminase RNAseH like domain [PF17288.5]					VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
NC_054652_32	NC_054652	NC_054652	32	26676	26966	-1	E			YP_010054377.1	YP_010054377.1 hypothetical protein KGB52_gp26 [Klebsiella phage YX3973]	False	0.987	202.0	3.662e-60																0	False	
NC_054652_33	NC_054652	NC_054652	33	27056	27295	1	E			YP_010054378.1	YP_010054378.1 hypothetical protein KGB52_gp27 [Klebsiella phage YX3973]	False	0.971	164.0	3.3249999999999997e-47													VOG20071	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054652_34	NC_054652	NC_054652	34	27327	27815	1	E			YP_010054482.1	YP_010054482.1 peptidase HslV family [Klebsiella virus KpV2811]	False	0.976	335.0	5.3569999999999995e-105													VOG00301	REFSEQ peptidase HslV family; Xu	Xu	0	False	
NC_054652_35	NC_054652	NC_054652	35	27812	27925	1	E																								0	False	
NC_054652_36	NC_054652	NC_054652	36	27948	28130	1	E			YP_010054379.1	YP_010054379.1 hypothetical protein KGB52_gp28 [Klebsiella phage YX3973]	False	0.947	122.0	6.629e-33													VOG22969	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054652_37	NC_054652	NC_054652	37	28130	28327	1	E			YP_010054380.1	YP_010054380.1 hypothetical protein KGB52_gp29 [Klebsiella phage YX3973]	False	1.0	141.0	2.126e-39													VOG21916	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054652_38	NC_054652	NC_054652	38	28387	29781	1	C	K09961	uncharacterized protein	YP_010054381.1	YP_010054381.1 portal protein [Klebsiella phage YX3973]	True	0.953	931.0	2.095e-305								Protein of unknown function (DUF1073) [PF06381.14]					VOG00562	sp|P44225|VG29_HAEIN Mu-like prophage FluMu protein gp29; Xu	Xu	0	False	
NC_054652_39	NC_054652	NC_054652	39	29759	30052	1	E			YP_010054382.1	YP_010054382.1 hypothetical protein KGB52_gp31 [Klebsiella phage YX3973]	False	0.995	206.0	1.63e-61																0	False	
NC_054652_40	NC_054652	NC_054652	40	30185	30781	1	D			YP_010054383.1	YP_010054383.1 hypothetical protein KGB52_gp32 [Klebsiella phage YX3973]	True	1.0	422.0	2.932e-134								T5orf172 domain [PF10544.12]; Protein of unknown function (DUF723) [PF05265.16]; Meiotically up-regulated gene 113 [PF13455.9]					VOG00023	sp|Q6QGD3|ENDO1_BPT5 Putative endonuclease; Xh	Xh	1	False	
NC_054652_41	NC_054652	NC_054652	41	30778	31725	1	D			YP_010054384.1	YP_010054384.1 head morphogenesis [Klebsiella phage YX3973]	True	0.956	635.0	8.442999999999998e-206								Phage Mu protein F like protein [PF04233.17]					VOG03625	sp|P45918|YQBB_BACSU Uncharacterized protein YqbB; Xu	Xu	0	False	
NC_054652_42	NC_054652	NC_054652	42	31739	31933	-1	E			YP_010054385.1	YP_010054385.1 hypothetical protein KGB52_gp34 [Klebsiella phage YX3973]	False	0.936	128.0	5.103000000000001e-35													VOG03859	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054652_43	NC_054652	NC_054652	43	31935	32729	-1	E			YP_010054386.1	YP_010054386.1 hypothetical protein KGB52_gp35 [Klebsiella phage YX3973]	True	1.0	568.0	1.043e-183													VOG01280	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054652_44	NC_054652	NC_054652	44	32726	32857	-1	E			YP_010054473.1	YP_010054473.1 hypothetical protein KGB53_gp58 [Klebsiella virus KpV2811]	False	1.0	94.0	8.775e-24													VOG24078	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054652_45	NC_054652	NC_054652	45	32857	33147	-1	E			YP_010054387.1	YP_010054387.1 hypothetical protein KGB52_gp36 [Klebsiella phage YX3973]	False	0.9	183.0	2.6889999999999997e-53													VOG00554	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054652_46	NC_054652	NC_054652	46	33247	33681	1	C	K01185	lysozyme [EC:3.2.1.17]	YP_010054388.1	YP_010054388.1 endolysin [Klebsiella phage YX3973]	False	0.976	299.0	1.266e-92								Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm				0	False	
NC_054652_47	NC_054652	NC_054652	47	33898	34392	1	D			YP_010054390.1	YP_010054390.1 Rz-like spanin [Klebsiella phage YX3973]	False	0.89	306.0	8.183e-95								Protein of unknown function (DUF2514) [PF10721.12]					VOG01260	sp|O64363|VG55_BPN15 Protein gp55; Xu	Xu	0	False	
NC_054652_48	NC_054652	NC_054652	48	34416	34631	-1	E			YP_010054468.1	YP_010054468.1 hypothetical protein KGB53_gp53 [Klebsiella virus KpV2811]	False	0.927	140.0	3.95e-39													VOG20076	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054652_49	NC_054652	NC_054652	49	34628	34849	-1	E			YP_010054391.1	YP_010054391.1 hypothetical protein KGB52_gp40 [Klebsiella phage YX3973]	False	0.978	153.0	1.738e-43													VOG00900	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054652_50	NC_054652	NC_054652	50	34849	35319	-1	D			YP_010054392.1	YP_010054392.1 hypothetical protein KGB52_gp41 [Klebsiella phage YX3973]	False	0.988	327.0	2.214e-102								Domain of unknown function (DUF6378) [PF19905.2]								0	False	
NC_054652_51	NC_054652	NC_054652	51	35319	35519	-1	E			YP_010054465.1	YP_010054465.1 hypothetical protein KGB53_gp50 [Klebsiella virus KpV2811]	False	0.959	136.0	1.373e-37													VOG20079	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054652_52	NC_054652	NC_054652	52	35614	35829	1	E			YP_010685834.1	YP_010685834.1 hypothetical protein PRB90_gp23 [Klebsiella phage BUCT610]	False	0.953	145.0	1.213e-40													VOG22970	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054652_53	NC_054652	NC_054652	53	35913	36104	1	E			YP_010054395.1	YP_010054395.1 hypothetical protein KGB52_gp44 [Klebsiella phage YX3973]	False	0.96	130.0	1.366e-35													VOG03537	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054652_54	NC_054652	NC_054652	54	36101	36328	1	E			YP_010054461.1	YP_010054461.1 hypothetical protein KGB53_gp46 [Klebsiella virus KpV2811]	False	0.935	149.0	3.3190000000000004e-42													VOG10969	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054652_55	NC_054652	NC_054652	55	36325	36561	1	E			YP_010054397.1	YP_010054397.1 Lar-like restriction alleviation protein [Klebsiella phage YX3973]	False	1.0	178.0	3.575e-52																0	False	
NC_054652_56	NC_054652	NC_054652	56	36551	37021	1	E			YP_010685838.1	YP_010685838.1 MarR family transcrition regulator [Klebsiella phage BUCT610]	False	0.98	325.0	2.017e-101													VOG20539	REFSEQ MarR family transcrition regulator; Xu	Xu	0	False	
NC_054652_57	NC_054652	NC_054652	57	37009	37284	1	E			YP_010054399.1	YP_010054399.1 hypothetical protein KGB52_gp48 [Klebsiella phage YX3973]	False	0.942	182.0	2.8859999999999997e-53													VOG22971	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054652_58	NC_054652	NC_054652	58	37281	37625	1	E			YP_010054400.1	YP_010054400.1 hypothetical protein KGB52_gp49 [Klebsiella phage YX3973]	False	0.936	226.0	5.131e-68													VOG20080	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054652_59	NC_054652	NC_054652	59	37808	39211	1	D			YP_010054401.1	YP_010054401.1 hypothetical protein KGB52_gp50 [Klebsiella phage YX3973]	True	0.945	928.0	2.993e-304								Uncharacterized protein conserved in bacteria (DUF2213) [PF09979.12]								0	False	
NC_054652_60	NC_054652	NC_054652	60	39211	39684	1	E			YP_010054402.1	YP_010054402.1 head decoration [Klebsiella phage YX3973]	False	0.959	319.0	2.409e-99													VOG07472	REFSEQ head decoration; Xu	Xu	0	False	
NC_054652_61	NC_054652	NC_054652	61	39684	40757	1	D			YP_010054403.1	YP_010054403.1 virion structural protein [Klebsiella phage YX3973]	True	0.973	734.0	2.683e-239								Family of unknown function (DUF6260) [PF19774.2]					VOG04467	REFSEQ virion structural protein; Xu	Xu	0	False	
NC_054652_62	NC_054652	NC_054652	62	40799	40996	1	E			YP_010054404.1	YP_010054404.1 hypothetical protein KGB52_gp53 [Klebsiella phage YX3973]	False	0.9	124.0	9.297e-34													VOG20082	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054652_63	NC_054652	NC_054652	63	41083	41619	-1	C	K02338	DNA polymerase III subunit beta [EC:2.7.7.7]	YP_010054405.1	YP_010054405.1 RusA-like Holliday junction resolvase [Klebsiella phage YX3973]	True	0.986	372.0	1.51e-117								DNA polymerase III beta subunit, central domain [PF02767.19]					VOG02467	REFSEQ RusA-like Holliday junction resolvase; Xu	Xu	0	False	
NC_054652_64	NC_054652	NC_054652	64	41619	41792	-1	E			YP_010054406.1	YP_010054406.1 hypothetical protein KGB52_gp55 [Klebsiella phage YX3973]	False	0.965	118.0	9.856e-32													VOG01605	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_054652_65	NC_054652	NC_054652	65	41803	42261	-1	D			YP_010054407.1	YP_010054407.1 endonuclease VII [Klebsiella phage YX3973]	False	1.0	325.0	1.214e-101								Recombination endonuclease VII [PF02945.18]					VOG00650	sp|O64250|VG59_BPMD2 Gene 59 protein; Xu	Xu	0	False	F
NC_054652_66	NC_054652	NC_054652	66	42245	43240	-1	D			YP_010054408.1	YP_010054408.1 putative C-specific methylase [Klebsiella phage YX3973]	True	1.0	706.0	4.124e-230								C-5 cytosine-specific DNA methylase [PF00145.20]					VOG06057	sp|P36216|MTC1_PBCVI Type II methyltransferase M.CviJI; XhXp	Xp;Xh	0	False	F
NC_054652_67	NC_054652	NC_054652	67	43240	44055	-1	C	K03497	ParB family transcriptional regulator, chromosome partitioning protein	YP_010054409.1	YP_010054409.1 ParB-like partition protein [Klebsiella phage YX3973]	True	0.942	538.0	5.063e-173								KorB domain [PF08535.13]; ParB/Sulfiredoxin domain [PF02195.21]					VOG01350	REFSEQ ParB-like partition protein; Xu	Xu	0	False	F
NC_054652_68	NC_054652	NC_054652	68	44063	44179	-1	E			YP_010686091.1	YP_010686091.1 hypothetical protein PRB93_gp40 [Klebsiella phage 6991]	False	0.91	75.0	5.335e-17																0	False	F
NC_054652_69	NC_054652	NC_054652	69	44176	44466	-1	E			YP_010054410.1	YP_010054410.1 hypothetical protein KGB52_gp59 [Klebsiella phage YX3973]	False	1.0	208.0	4.38e-62													VOG00040	sp|P14107|Y8K6_BPP22 Uncharacterized 8.6 kDa protein in ral-gp17 intergenic region; Xu	Xu	0	False	F
NC_054652_70	NC_054652	NC_054652	70	44697	44984	1	E			YP_010685548.1	YP_010685548.1 holin protein [Klebsiella phage vB_Kpn_ZCKp20p]	False	0.938	189.0	1.185e-55													VOG20084	REFSEQ membrane protein; Xu	Xu	0	False	F
NC_054652_71	NC_054652	NC_054652	71	44962	45354	1	E			YP_010685448.1	YP_010685448.1 hypothetical protein PRB85_gp32 [Klebsiella phage KP591P3]	False	0.958	264.0	5.488e-81													VOG04502	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_054652_72	NC_054652	NC_054652	72	45351	45485	1	E			YP_010054442.1	YP_010054442.1 hypothetical protein KGB53_gp27 [Klebsiella virus KpV2811]	False	0.942	89.0	5.743e-22													VOG24076	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_054652_73	NC_054652	NC_054652	73	45473	45817	1	E			YP_010054413.1	YP_010054413.1 hypothetical protein KGB52_gp62 [Klebsiella phage YX3973]	False	1.0	247.0	2.74e-75													VOG00901	sp|O64214|VG20_BPMD2 Gene 20 protein; Xu	Xu	0	False	F
NC_054652_74	NC_054652	NC_054652	74	45821	46237	1	E			YP_010054414.1	YP_010054414.1 HK97 gp10 family protein [Klebsiella phage YX3973]	False	0.921	268.0	3.43e-82																0	False	F
NC_054652_75	NC_054652	NC_054652	75	46234	46617	1	E			YP_010685288.1	YP_010685288.1 tail completion protein [Klebsiella phage vB_KpnS_MK54]	False	0.988	267.0	5.203e-82													VOG01644	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_054652_76	NC_054652	NC_054652	76	46641	46907	-1	E			YP_010054438.1	YP_010054438.1 hypothetical protein KGB53_gp23 [Klebsiella virus KpV2811]	False	0.987	186.0	1.445e-54													VOG20540	REFSEQ hypothetical protein; Xu	Xu	0	False	F
