	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_071148_NC_071148_64	NC_071148	NC_071148	64	39745	39921	1	E								0
NC_071148_NC_071148_65	NC_071148	NC_071148	65	39918	40691	1	D			Protein of unknown function (DUF551) [PF04448.15]					0
NC_071148_NC_071148_66	NC_071148	NC_071148	66	40784	40942	1	E								0
NC_071148_NC_071148_67	NC_071148	NC_071148	67	40942	41079	1	E								0
NC_071148_NC_071148_68	NC_071148	NC_071148	68	41217	41660	1	E								0
NC_071148_NC_071148_69	NC_071148	NC_071148	69	41653	41808	1	E								0
NC_071148_NC_071148_70	NC_071148	NC_071148	70	41798	43228	1	C	K06909	phage terminase large subunit	Phage terminase large subunit [PF04466.16]; Terminase RNAseH like domain [PF17288.5]					0
NC_071148_NC_071148_71	NC_071148	NC_071148	71	43258	43581	-1	E								0
NC_071148_NC_071148_72	NC_071148	NC_071148	72	43671	43961	-1	E								0
NC_071148_NC_071148_73	NC_071148	NC_071148	73	44050	44343	1	E								0
NC_071148_NC_071148_74	NC_071148	NC_071148	74	44303	44683	1	E								0
NC_071148_NC_071148_75	NC_071148	NC_071148	75	44692	44874	1	E								0
NC_071148_NC_071148_76	NC_071148	NC_071148	76	44874	45059	1	E								0
NC_071148_NC_071148_77	NC_071148	NC_071148	77	45059	45259	1	E								0
NC_071148_NC_071148_78	NC_071148	NC_071148	78	45269	45565	1	E								0
