	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
MZ334517_MZ334517.1_50	MZ334517	MZ334517.1	50	35676	35834	-1	E				0
MZ334517_MZ334517.1_51	MZ334517	MZ334517.1	51	35831	35938	-1	E				0
MZ334517_MZ334517.1_52	MZ334517	MZ334517.1	52	35943	36392	-1	D			Dual specificity phosphatase, catalytic domain [PF00782.23]	0
MZ334517_MZ334517.1_53	MZ334517	MZ334517.1	53	36389	37432	-1	D			PD-(D/E)XK nuclease superfamily [PF12705.10]	0
MZ334517_MZ334517.1_54	MZ334517	MZ334517.1	54	37425	37628	-1	E				0
MZ334517_MZ334517.1_55	MZ334517	MZ334517.1	55	37621	37785	-1	E				0
MZ334517_MZ334517.1_56	MZ334517	MZ334517.1	56	37775	37993	-1	E				0
MZ334517_MZ334517.1_57	MZ334517	MZ334517.1	57	37993	38139	-1	E				0
MZ334517_MZ334517.1_58	MZ334517	MZ334517.1	58	38129	38542	-1	E				0
MZ334517_MZ334517.1_59	MZ334517	MZ334517.1	59	38544	38834	-1	E				0
MZ334517_MZ334517.1_60	MZ334517	MZ334517.1	60	38974	39354	-1	E				0
MZ334517_MZ334517.1_61	MZ334517	MZ334517.1	61	39356	39682	-1	E				0
MZ334517_MZ334517.1_62	MZ334517	MZ334517.1	62	39789	41051	-1	E				0
MZ334517_MZ334517.1_63	MZ334517	MZ334517.1	63	41116	42378	-1	E				0
MZ334517_MZ334517.1_64	MZ334517	MZ334517.1	64	42375	42566	-1	E				0
MZ334517_MZ334517.1_65	MZ334517	MZ334517.1	65	42563	44044	-1	E				0
MZ334517_MZ334517.1_66	MZ334517	MZ334517.1	66	44123	44422	-1	E				0
MZ334517_MZ334517.1_67	MZ334517	MZ334517.1	67	44415	44837	-1	E				0
MZ334517_MZ334517.1_68	MZ334517	MZ334517.1	68	44837	45934	-1	E				0
MZ334517_MZ334517.1_69	MZ334517	MZ334517.1	69	46367	46873	-1	E				0
MZ334517_MZ334517.1_70	MZ334517	MZ334517.1	70	47329	47430	1	E				0
MZ334517_MZ334517.1_71	MZ334517	MZ334517.1	71	47553	48155	1	E				0
MZ334517_MZ334517.1_72	MZ334517	MZ334517.1	72	48152	48640	-1	E				0
MZ334517_MZ334517.1_73	MZ334517	MZ334517.1	73	49014	49496	1	E				0
MZ334517_MZ334517.1_74	MZ334517	MZ334517.1	74	49496	49981	1	D			ERCC4 domain [PF02732.18]	0
MZ334517_MZ334517.1_75	MZ334517	MZ334517.1	75	50301	51464	1	E				0
MZ334517_MZ334517.1_76	MZ334517	MZ334517.1	76	51461	51733	-1	E				0
MZ334517_MZ334517.1_77	MZ334517	MZ334517.1	77	51912	52334	-1	E				0
MZ334517_MZ334517.1_78	MZ334517	MZ334517.1	78	52331	52552	-1	E				0
MZ334517_MZ334517.1_79	MZ334517	MZ334517.1	79	52733	53170	-1	E				0
MZ334517_MZ334517.1_80	MZ334517	MZ334517.1	80	53296	53460	-1	E				0
MZ334517_MZ334517.1_81	MZ334517	MZ334517.1	81	53457	53699	-1	E				0
MZ334517_MZ334517.1_82	MZ334517	MZ334517.1	82	53706	55070	-1	E				0
MZ334517_MZ334517.1_83	MZ334517	MZ334517.1	83	55345	55524	-1	E				0
MZ334517_MZ334517.1_84	MZ334517	MZ334517.1	84	55727	56185	-1	E				0
MZ334517_MZ334517.1_85	MZ334517	MZ334517.1	85	56190	56489	-1	E				0
MZ334517_MZ334517.1_86	MZ334517	MZ334517.1	86	56629	57537	-1	E				1
MZ334517_MZ334517.1_87	MZ334517	MZ334517.1	87	57634	58323	-1	E				0
MZ334517_MZ334517.1_88	MZ334517	MZ334517.1	88	58316	58477	-1	E				0
MZ334517_MZ334517.1_89	MZ334517	MZ334517.1	89	58419	61217	-1	E				0
MZ334517_MZ334517.1_90	MZ334517	MZ334517.1	90	61249	61488	-1	E				0
MZ334517_MZ334517.1_91	MZ334517	MZ334517.1	91	61639	61812	-1	E				0
MZ334517_MZ334517.1_92	MZ334517	MZ334517.1	92	61812	62606	-1	E				0
MZ334517_MZ334517.1_93	MZ334517	MZ334517.1	93	62603	62839	-1	E				0
MZ334517_MZ334517.1_94	MZ334517	MZ334517.1	94	62836	63126	-1	E				0
MZ334517_MZ334517.1_95	MZ334517	MZ334517.1	95	63230	63412	-1	E				0
MZ334517_MZ334517.1_96	MZ334517	MZ334517.1	96	63413	63736	-1	E				0
MZ334517_MZ334517.1_97	MZ334517	MZ334517.1	97	63729	64007	-1	E				0
MZ334517_MZ334517.1_98	MZ334517	MZ334517.1	98	64007	64435	-1	E				0
MZ334517_MZ334517.1_99	MZ334517	MZ334517.1	99	64501	65550	-1	E				0
MZ334517_MZ334517.1_100	MZ334517	MZ334517.1	100	65830	66411	1	E				0
MZ334517_MZ334517.1_101	MZ334517	MZ334517.1	101	67541	68302	-1	E				0
MZ334517_MZ334517.1_102	MZ334517	MZ334517.1	102	68649	68921	1	E				0
