	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000585.1_31	QGNH01000585.1	QGNH01000585.1	31	22672	23127	1	E																		0	False	
QGNH01000585.1_32	QGNH01000585.1	QGNH01000585.1	32	23204	24094	1	E																		0	False	
QGNH01000585.1_33	QGNH01000585.1	QGNH01000585.1	33	24096	24557	1	D														Bacteriophage HK97-gp10, putative tail-component [PF04883.15]				0	False	
QGNH01000585.1_34	QGNH01000585.1	QGNH01000585.1	34	24580	25020	1	E																		0	False	
QGNH01000585.1_35	QGNH01000585.1	QGNH01000585.1	35	25033	25263	1	E																		0	False	
QGNH01000585.1_36	QGNH01000585.1	QGNH01000585.1	36	25266	26270	1	E	YP_009819685.1	YP_009819685.1 major tail protein [Arthrobacter phage Sonali]	False	0.202	64.0	9.124e-10												0	False	
QGNH01000585.1_37	QGNH01000585.1	QGNH01000585.1	37	26299	26589	1	E																		0	False	
QGNH01000585.1_38	QGNH01000585.1	QGNH01000585.1	38	26643	26780	1	E																		0	False	
QGNH01000585.1_39	QGNH01000585.1	QGNH01000585.1	39	26846	27088	1	E																		0	False	
QGNH01000585.1_40	QGNH01000585.1	QGNH01000585.1	40	27111	28916	1	E	YP_004421736.1	YP_004421736.1 tail length tape measure protein [Synechococcus phage S-CBS3]	False	0.188	81.0	1.458e-14									VOG02357	REFSEQ tail length tape measure protein; Xu	Xu	0	False	
QGNH01000585.1_41	QGNH01000585.1	QGNH01000585.1	41	28916	30412	1	E	YP_006546289.1	YP_006546289.1 hypothetical protein Tsac_2848 [Thermoanaerobacterium phage THSA-485A]	False	0.236	115.0	3.091e-25												0	False	
QGNH01000585.1_42	QGNH01000585.1	QGNH01000585.1	42	30458	31027	1	E																		0	False	
QGNH01000585.1_43	QGNH01000585.1	QGNH01000585.1	43	31040	32440	1	D														Domain of unknown function (DUF4815) [PF16075.8]				0	False	
QGNH01000585.1_44	QGNH01000585.1	QGNH01000585.1	44	32445	32870	1	E																		0	False	
QGNH01000585.1_45	QGNH01000585.1	QGNH01000585.1	45	32925	33815	1	E																		0	False	
QGNH01000585.1_46	QGNH01000585.1	QGNH01000585.1	46	33839	34135	1	E																		0	False	
QGNH01000585.1_47	QGNH01000585.1	QGNH01000585.1	47	34136	34930	1	E	YP_008767120.1	YP_008767120.1 RDF protein [Mycobacterium phage Fredward]	False	0.235	77.0	2.299e-14									VOG01525	sp|O64245|VG54_BPMD2 Gene 54 protein; Xu	Xu	0	False	
QGNH01000585.1_48	QGNH01000585.1	QGNH01000585.1	48	34932	35102	1	E																		0	False	
QGNH01000585.1_49	QGNH01000585.1	QGNH01000585.1	49	35102	35341	1	E																		0	False	
QGNH01000585.1_50	QGNH01000585.1	QGNH01000585.1	50	35502	36206	1	E																		0	False	
QGNH01000585.1_51	QGNH01000585.1	QGNH01000585.1	51	36208	36426	1	E																		0	False	
QGNH01000585.1_52	QGNH01000585.1	QGNH01000585.1	52	36436	36615	1	E																		0	False	
QGNH01000585.1_53	QGNH01000585.1	QGNH01000585.1	53	36690	36986	1	E																		0	False	
QGNH01000585.1_54	QGNH01000585.1	QGNH01000585.1	54	37356	37691	-1	E																		0	False	F
QGNH01000585.1_55	QGNH01000585.1	QGNH01000585.1	55	37711	38052	-1	E																		0	False	F
QGNH01000585.1_56	QGNH01000585.1	QGNH01000585.1	56	38093	38425	-1	E																		0	False	F
QGNH01000585.1_57	QGNH01000585.1	QGNH01000585.1	57	38724	39392	1	E																		0	False	F
QGNH01000585.1_58	QGNH01000585.1	QGNH01000585.1	58	39285	39815	-1	E																		0	False	F
QGNH01000585.1_59	QGNH01000585.1	QGNH01000585.1	59	39839	40318	1	E																		0	False	F
QGNH01000585.1_60	QGNH01000585.1	QGNH01000585.1	60	41028	41252	-1	E																		0	False	F
QGNH01000585.1_61	QGNH01000585.1	QGNH01000585.1	61	41440	42453	-1	D														Phage integrase family [PF00589.25]	VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xh;Xr	0	False	VF
