target	query	e-value	score	length	start	end
CP001157.1_3927954_3931484_-	phrog_11165	9.9e-113	373.7	1176	311	858
CP001157.1_4283900_4285741_-	phrog_11199	7.4e-177	585.9	566	1	549
CP001157.1_4383677_4385380_+	phrog_11199	6.9e-93	308.6	567	42	513
CP001157.1_5076837_5078774_+	phrog_11199	8.2e-74	244.3	645	25	602
CP001157.1_4364501_4364767_-	phrog_11199	4.6e-15	52.0	88	4	65
CP001157.1_5359086_5359403_-	phrog_11214	2.8e-22	75.6	105	18	104
CP001157.1_4192061_4192378_+	phrog_11214	7.3e-22	74.3	105	18	104
CP001157.1_3790949_3792139_-	phrog_11242	2e-42	140.4	396	2	121
CP001157.1_3526547_3527521_-	phrog_11275	1.5e-42	142.4	324	85	311
CP001157.1_4263261_4264217_-	phrog_11275	7.7e-25	84.0	318	194	298
CP001157.1_4149369_4150154_-	phrog_11275	2.6e-24	82.3	261	150	253
CP001157.1_5223207_5224091_-	phrog_11275	2.4e-22	75.7	294	198	283
CP001157.1_4702779_4703846_-	phrog_11275	7.5e-08	28.0	355	80	188
CP001157.1_4706385_4708019_-	phrog_11383	3e-129	427.7	428	89	426
CP001157.1_4599173_4600486_+	phrog_11493	5.6e-76	252.3	437	21	432
CP001157.1_5336359_5337243_-	phrog_1146	6.4e-08	28.3	294	60	200
CP001157.1_3794281_3795081_-	phrog_11518	4.5e-43	142.7	266	19	137
CP001157.1_3765857_3766756_-	phrog_11528	4e-75	248.9	299	7	296
CP001157.1_4891715_4893229_-	phrog_11528	1.9e-27	92.4	504	14	310
CP001157.1_3711915_3712940_-	phrog_1157	7.7e-100	330.7	341	1	305
CP001157.1_5027709_5028659_+	phrog_1157	5.4e-91	301.6	316	2	280
CP001157.1_3426307_3426762_-	phrog_1157	3.9e-28	95.1	151	2	141
CP001157.1_3428652_3429797_-	phrog_1157	1.5e-12	43.0	381	20	355
CP001157.1_5126370_5127515_+	phrog_1157	1.9e-12	42.7	381	20	355
CP001157.1_3794281_3795081_-	phrog_1162	1.3e-23	79.9	266	3	135
CP001157.1_4695453_4695911_+	phrog_11671	3.7e-22	75.5	152	2	115
CP001157.1_5021103_5021504_-	phrog_11671	1.1e-12	44.7	133	2	119
CP001157.1_4175857_4176801_+	phrog_11671	3.1e-10	36.4	314	24	91
CP001157.1_4875775_4876290_-	phrog_11777	3.6e-22	75.1	171	7	140
CP001157.1_3774511_3777234_-	phrog_1139	0	1203.3	907	1	907
CP001157.1_3764460_3765824_-	phrog_11787	2.7e-86	118.0	454	19	246
CP001157.1_3764460_3765824_-	phrog_11787	2.7e-86	166.9	454	271	449
CP001157.1_4179814_4180644_-	phrog_11787	1.3e-07	27.0	276	94	184
CP001157.1_4523252_4524715_-	phrog_11796	1.2e-11	25.6	487	300	349
CP001157.1_4965547_4967208_+	phrog_11823	3.3e-179	593.9	553	3	540
CP001157.1_4973310_4975379_+	phrog_11823	4.8e-167	553.7	689	245	686
CP001157.1_3825133_3827208_+	phrog_11823	2e-147	488.7	691	243	682
CP001157.1_5254124_5255902_+	phrog_11823	1.1e-48	127.5	592	14	240
CP001157.1_5254124_5255902_+	phrog_11823	1.1e-48	33.3	592	345	487
CP001157.1_4499332_4500918_-	phrog_11823	1.5e-40	135.4	528	349	520
CP001157.1_3995350_3996597_-	phrog_11823	7.3e-27	90.3	415	244	411
CP001157.1_4886307_4887341_-	phrog_11823	2.5e-25	85.5	344	121	337
CP001157.1_3886271_3887416_-	phrog_11823	8e-24	80.3	381	207	364
CP001157.1_3563589_3564347_+	phrog_11823	5.3e-17	56.0	252	13	231
CP001157.1_4952584_4953429_-	phrog_11823	3.5e-14	48.4	281	26	122
CP001157.1_5168583_5170142_+	phrog_11823	3e-11	38.3	519	29	148
CP001157.1_4327033_4328946_-	phrog_11838	2.6e-10	35.6	637	151	264
CP001157.1_4889727_4890206_-	phrog_1185	6.4e-11	36.9	159	10	68
CP001157.1_4010584_4011141_+	phrog_1185	7.7e-09	32.0	185	39	115
CP001157.1_4508986_4509603_-	phrog_1185	6.1e-07	25.9	205	55	143
CP001157.1_5355147_5358119_-	phrog_11801	1e-16	35.4	966	396	665
CP001157.1_5039177_5040706_+	phrog_11900	3.9e-08	29.0	509	219	367
CP001157.1_3715826_3717028_+	phrog_11900	5.3e-07	25.3	400	179	230
CP001157.1_5346025_5348796_-	phrog_11902	1.4e-10	26.2	888	331	412
CP001157.1_4788803_4789285_+	phrog_1190	7.6e-07	25.4	160	89	151
CP001157.1_4130232_4130732_-	phrog_1190	8.1e-07	25.3	166	76	157
CP001157.1_3803189_3804022_-	phrog_11933	8.6e-58	190.6	277	1	193
CP001157.1_4020644_4022224_-	phrog_11956	1.9e-245	811.7	526	5	526
CP001157.1_4689103_4689696_-	phrog_11956	5.7e-18	61.4	197	30	192
CP001157.1_4334013_4335224_-	phrog_11956	4.3e-10	35.0	403	219	323
CP001157.1_3390919_3391626_+	phrog_11956	1.3e-08	30.3	235	82	182
CP001157.1_4768933_4770849_+	phrog_11992	3.6e-19	64.5	638	28	99
CP001157.1_4010584_4011141_+	phrog_1198	2.5e-14	50.2	185	40	137
CP001157.1_4889727_4890206_-	phrog_1198	1.5e-11	41.2	159	10	128
CP001157.1_5336359_5337243_-	phrog_12047	4.9e-14	48.8	294	56	143
CP001157.1_3744719_3745774_+	phrog_1207	9.3e-125	412.4	351	7	335
CP001157.1_5208142_5210712_-	phrog_1171	3.4e-07	25.2	856	2	384
CP001157.1_4297587_4298483_+	phrog_12136	1.8e-07	26.5	298	11	118
CP001157.1_4561468_4561749_-	phrog_1213	5.1e-13	45.9	72	2	67
CP001157.1_3583329_3584102_+	phrog_12179	6.1e-40	133.5	257	59	249
CP001157.1_5104173_5106044_+	phrog_12197	6.6e-99	171.1	623	2	294
CP001157.1_5104173_5106044_+	phrog_12197	6.6e-99	162.8	623	334	622
CP001157.1_4786870_4787874_+	phrog_12197	2.5e-88	292.7	334	3	330
CP001157.1_4293492_4294535_-	phrog_12197	3.5e-88	292.2	347	5	344
CP001157.1_3927954_3931484_-	phrog_12219	7.9e-100	331.6	1176	402	895
CP001157.1_3402589_3406605_+	phrog_12229	2.6e-14	38.6	1338	343	455
CP001157.1_3799528_3800358_-	phrog_1224	1.1e-105	350.8	236	2	231
CP001157.1_4264408_4265586_-	phrog_12300	2.8e-87	288.6	392	116	372
CP001157.1_4552672_4555410_+	phrog_12316	9.5e-183	605.8	912	93	902
CP001157.1_4002973_4003716_-	phrog_12437	5.8e-116	382.6	247	1	241
CP001157.1_3790949_3792139_-	phrog_12477	7.8e-32	105.0	396	1	80
CP001157.1_4016177_4017643_+	phrog_12507	8.5e-08	28.3	488	297	364
CP001157.1_3391636_3392157_-	phrog_12508	1.5e-21	73.4	173	41	164
CP001157.1_3392292_3392909_-	phrog_12508	6.2e-20	68.0	205	70	182
CP001157.1_4731278_4731901_+	phrog_1249	1.5e-22	76.8	207	57	194
CP001157.1_4269046_4269471_-	phrog_1249	1.5e-17	60.5	141	5	122
CP001157.1_3568877_3570616_+	phrog_1249	4e-11	38.8	579	157	249
CP001157.1_4229324_4229959_+	phrog_1249	2.8e-09	33.5	211	62	178
CP001157.1_3786701_3789937_-	phrog_1204	9.2e-13	43.5	1072	897	976
CP001157.1_3769855_3770916_-	phrog_1268	1.1e-77	258.2	353	4	352
CP001157.1_3805934_3806974_+	phrog_12726	4.9e-21	70.8	346	271	343
CP001157.1_4090290_4091504_-	phrog_12787	2.5e-148	490.8	404	4	384
CP001157.1_3961166_3962515_+	phrog_12787	3.9e-87	289.2	449	70	449
CP001157.1_3514546_3514812_+	phrog_1287	2.8e-11	40.5	88	1	76
CP001157.1_5269996_5270319_-	phrog_1287	4.9e-08	29.9	107	3	97
CP001157.1_4343064_4343387_-	phrog_12886	1.2e-23	79.5	100	1	90
CP001157.1_5162704_5162964_-	phrog_12886	3.1e-20	68.6	86	2	73
CP001157.1_3785046_3786254_-	phrog_12925	1.7e-31	93.5	391	221	320
CP001157.1_3782171_3782398_-	phrog_12925	2e-07	27.5	75	2	41
CP001157.1_3800355_3800687_-	phrog_126	1.2e-33	112.1	104	1	103
CP001157.1_3378710_3379279_-	phrog_12933	5.1e-21	71.9	155	11	126
CP001157.1_4339532_4340095_-	phrog_12942	8.7e-45	149.3	187	13	179
CP001157.1_3705943_3706821_+	phrog_12965	6.7e-23	77.4	292	168	270
CP001157.1_3681328_3681702_+	phrog_12965	2.1e-10	37.4	124	36	109
CP001157.1_3429874_3430248_-	phrog_12965	4e-10	36.4	124	36	109
CP001157.1_4649995_4650345_+	phrog_12965	2e-09	34.2	116	28	101
CP001157.1_3880780_3881901_+	phrog_1297	2.8e-08	29.3	373	85	222
CP001157.1_4661169_4662605_+	phrog_13024	5.2e-07	25.0	478	407	465
CP001157.1_3674019_3674477_-	phrog_13076	2.8e-13	46.4	65	2	56
CP001157.1_4342028_4342432_-	phrog_13084	1.9e-29	99.1	134	7	127
CP001157.1_5291096_5291860_-	phrog_13105	4.1e-08	29.5	254	7	60
CP001157.1_4641019_4641774_+	phrog_13105	1.4e-07	27.7	251	1	49
CP001157.1_3480390_3481277_-	phrog_13155	4.5e-89	295.2	295	2	291
CP001157.1_3927954_3931484_-	phrog_13169	1.5e-36	119.0	1176	8	402
CP001157.1_3658820_3660010_-	phrog_13201	4.9e-11	37.8	396	25	221
CP001157.1_4386245_4387135_+	phrog_1319	4.9e-34	113.2	296	3	199
CP001157.1_3466775_3467713_-	phrog_1319	3.2e-23	77.8	312	1	165
CP001157.1_3790949_3792139_-	phrog_13288	2.4e-73	241.8	396	195	394
CP001157.1_4844188_4844994_+	phrog_13291	7.1e-18	61.4	268	63	265
CP001157.1_4070259_4071053_-	phrog_13299	2.5e-17	59.2	264	8	101
CP001157.1_3786701_3789937_-	phrog_1293	2.8e-14	48.5	1072	111	691
CP001157.1_3786701_3789937_-	phrog_1272	1.8e-30	40.4	1072	61	866
CP001157.1_3786701_3789937_-	phrog_1272	1.8e-30	56.3	1072	812	974
CP001157.1_3595436_3596374_+	phrog_13439	2.7e-51	169.8	312	8	187
CP001157.1_4016177_4017643_+	phrog_13449	4.4e-13	45.4	488	299	399
CP001157.1_3915077_3915715_-	phrog_13505	2.6e-27	87.1	212	58	192
CP001157.1_4876421_4877533_+	phrog_13515	2.7e-07	25.2	370	44	95
CP001157.1_4359191_4359760_+	phrog_125	2.4e-52	174.3	189	3	187
CP001157.1_3771861_3773486_-	phrog_125	2.8e-20	69.0	520	1	200
CP001157.1_4232559_4233719_-	phrog_13548	1.2e-12	43.7	386	195	292
CP001157.1_5039177_5040706_+	phrog_13548	2.3e-09	32.5	509	284	339
CP001157.1_5240773_5241924_+	phrog_13642	1.1e-41	34.9	383	40	116
CP001157.1_5240773_5241924_+	phrog_13642	1.1e-41	102.8	383	130	365
CP001157.1_3461686_3462924_+	phrog_13642	4.4e-39	42.3	412	15	127
CP001157.1_3461686_3462924_+	phrog_13642	4.4e-39	87.1	412	145	371
CP001157.1_4456304_4457587_+	phrog_13642	1.6e-34	32.1	427	52	138
CP001157.1_4456304_4457587_+	phrog_13642	1.6e-34	81.6	427	165	393
CP001157.1_4714095_4715159_+	phrog_13642	2.9e-24	34.4	354	47	150
CP001157.1_4714095_4715159_+	phrog_13642	2.9e-24	45.3	354	177	274
CP001157.1_3734162_3734428_-	phrog_13665	8e-08	28.9	88	1	34
CP001157.1_3790421_3790936_-	phrog_13676	5.1e-37	122.6	171	70	171
CP001157.1_3685959_3686369_-	phrog_13721	4.9e-36	120.6	132	1	127
CP001157.1_4860952_4861500_-	phrog_1373	3.3e-11	39.6	182	4	51
CP001157.1_3592989_3593303_-	phrog_1373	1.4e-09	34.6	104	45	97
CP001157.1_4403264_4403521_+	phrog_1373	7.1e-09	32.2	85	8	60
CP001157.1_4106572_4106880_-	phrog_1373	5.5e-08	29.3	102	38	99
CP001157.1_5289246_5291081_-	phrog_13807	6e-228	754.5	578	1	578
CP001157.1_3487673_3489178_-	phrog_13807	7.5e-25	83.6	501	1	175
CP001157.1_3567105_3568874_+	phrog_13807	3.4e-08	28.1	589	57	140
CP001157.1_4232038_4232325_+	phrog_1381	2.1e-32	108.1	95	1	92
CP001157.1_4774281_4774895_+	phrog_1383	2.5e-21	70.2	204	30	178
CP001157.1_5269996_5270319_-	phrog_1388	4.7e-12	42.5	107	1	54
CP001157.1_3514546_3514812_+	phrog_1388	1.9e-07	28.0	88	1	56
CP001157.1_4834851_4835606_-	phrog_13895	1.3e-14	50.6	251	141	245
CP001157.1_4006196_4006996_+	phrog_13930	1.8e-33	112.8	266	33	263
CP001157.1_4336218_4337345_-	phrog_13942	7.1e-08	28.2	375	2	59
CP001157.1_4264408_4265586_-	phrog_13964	3.6e-74	245.5	392	2	228
CP001157.1_3804175_3805932_+	phrog_14025	1.2e-23	77.1	585	7	86
CP001157.1_4004263_4004514_-	phrog_14130	1.8e-35	117.6	83	1	81
CP001157.1_4641019_4641774_+	phrog_14147	7.5e-50	166.3	251	5	250
CP001157.1_5291096_5291860_-	phrog_14147	2.7e-49	164.1	254	6	250
CP001157.1_4070259_4071053_-	phrog_14201	3.1e-72	239.5	264	12	263
CP001157.1_4948799_4949677_+	phrog_14201	4.6e-14	48.8	292	7	278
CP001157.1_3778259_3778801_-	phrog_14211	6.1e-23	26.7	180	2	56
CP001157.1_3778259_3778801_-	phrog_14211	6.1e-23	50.2	180	69	127
CP001157.1_4004664_4006040_-	phrog_14241	4.5e-226	747.5	458	1	453
CP001157.1_4874148_4875503_-	phrog_14241	4.9e-44	147.2	451	171	438
CP001157.1_4651655_4653022_-	phrog_1423	7.6e-85	281.9	455	45	435
CP001157.1_4679755_4681122_-	phrog_1423	7.6e-85	281.9	455	45	435
CP001157.1_3416017_3416226_-	phrog_1423	7.1e-10	35.1	69	1	67
CP001157.1_4336218_4337345_-	phrog_14336	1.7e-123	409.0	375	1	350
CP001157.1_4016177_4017643_+	phrog_14342	9.4e-20	67.4	488	297	420
CP001157.1_3795177_3795977_-	phrog_14404	3e-14	49.6	247	24	130
CP001157.1_4003719_4004255_-	phrog_14420	7.9e-39	129.7	178	11	178
CP001157.1_5194329_5198540_-	phrog_14442	6e-18	32.1	1403	4	74
CP001157.1_5194329_5198540_-	phrog_14442	6e-18	27.4	1403	846	914
CP001157.1_5185271_5190790_-	phrog_14442	8.6e-17	28.1	1839	4	73
CP001157.1_5185271_5190790_-	phrog_14442	8.6e-17	28.1	1839	842	913
CP001157.1_5200752_5203376_-	phrog_14442	7e-10	30.6	874	4	74
CP001157.1_5191069_5194065_-	phrog_14442	1.4e-09	32.8	998	4	74
CP001157.1_5208142_5210712_-	phrog_14442	1.6e-09	32.2	856	4	72
CP001157.1_3445248_3448244_-	phrog_14442	4.4e-09	31.2	998	4	73
CP001157.1_5002627_5004225_-	phrog_14442	7.3e-09	30.2	532	4	74
CP001157.1_5198816_5200477_-	phrog_14442	3.4e-08	28.9	553	4	71
CP001157.1_4340284_4341957_+	phrog_14451	1.4e-146	485.7	557	1	552
CP001157.1_5289246_5291081_-	phrog_14519	3.9e-10	35.2	578	37	170
CP001157.1_3526547_3527521_-	phrog_1450	1.3e-18	63.9	324	216	307
CP001157.1_5223207_5224091_-	phrog_1450	2.3e-15	53.1	294	201	281
CP001157.1_4263261_4264217_-	phrog_1450	3.4e-14	49.4	318	140	287
CP001157.1_4149369_4150154_-	phrog_1450	4e-12	42.6	261	189	254
CP001157.1_4745793_4746554_-	phrog_14537	2.5e-30	102.3	253	10	252
CP001157.1_3794281_3795081_-	phrog_14531	4e-13	45.5	266	49	141
CP001157.1_3794281_3795081_-	phrog_14570	1.2e-25	86.1	266	12	138
CP001157.1_4886307_4887341_-	phrog_14602	1.2e-37	125.8	344	158	337
CP001157.1_4499332_4500918_-	phrog_14602	1.3e-34	116.0	528	359	514
CP001157.1_3886271_3887416_-	phrog_14602	3.4e-33	111.5	381	205	360
CP001157.1_4973310_4975379_+	phrog_14602	1.3e-31	105.6	689	256	417
CP001157.1_3995350_3996597_-	phrog_14602	2.4e-31	105.3	415	247	407
CP001157.1_4965547_4967208_+	phrog_14602	1.7e-26	89.0	553	114	276
CP001157.1_3825133_3827208_+	phrog_14602	7.3e-23	77.1	691	249	410
CP001157.1_4952584_4953429_-	phrog_14602	9.1e-18	60.4	281	39	123
CP001157.1_5254124_5255902_+	phrog_14602	7.7e-13	43.2	592	397	492
CP001157.1_3592989_3593303_-	phrog_1468	3.9e-08	29.2	104	55	101
CP001157.1_3795970_3796887_-	phrog_14699	1.2e-22	74.2	297	243	297
CP001157.1_3593423_3593851_-	phrog_14750	1.3e-08	31.3	142	63	108
CP001157.1_3968010_3969170_+	phrog_14842	7.7e-23	75.9	386	64	215
CP001157.1_3802157_3803164_-	phrog_14867	1e-33	111.3	335	238	332
CP001157.1_5359570_5360061_-	phrog_14880	3.6e-19	62.8	163	95	154
CP001157.1_4100541_4101746_+	phrog_14880	6.7e-16	53.6	401	347	387
CP001157.1_4557253_4557657_-	phrog_14937	1.9e-08	30.2	134	5	117
CP001157.1_5086268_5086813_+	phrog_14937	4.3e-07	25.4	181	5	135
CP001157.1_4677085_4678527_+	phrog_14917	1.7e-07	25.4	480	328	440
CP001157.1_5281471_5282031_-	phrog_14982	7.7e-09	32.1	186	7	64
CP001157.1_4677085_4678527_+	phrog_14988	2.9e-20	68.4	480	322	437
CP001157.1_3913787_3914590_-	phrog_14988	1.8e-16	56.3	267	163	263
CP001157.1_4030195_4031019_+	phrog_14988	7.8e-16	54.6	274	153	264
CP001157.1_4916436_4917512_-	phrog_14988	1.3e-12	44.5	358	237	331
CP001157.1_4155614_4157206_+	phrog_1493	5.3e-12	42.5	530	147	282
CP001157.1_5019900_5021081_-	phrog_15032	9.9e-15	49.8	393	43	354
CP001157.1_4340284_4341957_+	phrog_1499	1.6e-08	26.2	557	4	58
CP001157.1_4733112_4734590_-	phrog_15086	8.1e-71	235.6	492	121	483
CP001157.1_5194329_5198540_-	phrog_15175	1.5e-09	25.4	1403	3	55
CP001157.1_5208142_5210712_-	phrog_15175	1.3e-08	29.5	856	3	60
CP001157.1_5200752_5203376_-	phrog_15175	4.6e-08	28.6	874	3	49
CP001157.1_3445248_3448244_-	phrog_15175	7.4e-08	26.6	998	3	55
CP001157.1_5191069_5194065_-	phrog_15175	1.4e-07	26.9	998	3	56
CP001157.1_3800902_3801366_-	phrog_15245	5.3e-16	54.4	154	83	154
CP001157.1_5068941_5070884_+	phrog_15334	2.4e-15	49.8	647	17	326
CP001157.1_4521793_4523217_-	phrog_15334	1.4e-14	27.8	474	225	301
CP001157.1_3747346_3747606_+	phrog_15338	1.6e-10	37.1	86	7	51
CP001157.1_4605050_4606846_+	phrog_15344	2.6e-189	626.7	598	50	598
CP001157.1_4147738_4148445_-	phrog_15381	4.9e-21	72.0	235	123	223
CP001157.1_3724344_3724883_-	phrog_15381	4.4e-09	33.2	177	78	175
CP001157.1_4927251_4928036_+	phrog_15381	2e-08	30.2	261	145	246
CP001157.1_5185271_5190790_-	phrog_15455	4.2e-18	29.4	1839	4	117
CP001157.1_5185271_5190790_-	phrog_15455	4.2e-18	36.7	1839	844	1203
CP001157.1_5194329_5198540_-	phrog_15455	4.2e-17	28.2	1403	4	117
CP001157.1_5194329_5198540_-	phrog_15455	4.2e-17	33.5	1403	847	1204
CP001157.1_5002627_5004225_-	phrog_15455	7.6e-16	53.1	532	4	364
CP001157.1_5208142_5210712_-	phrog_15455	4.5e-12	41.8	856	4	117
CP001157.1_5198816_5200477_-	phrog_15455	1.9e-11	37.3	553	4	362
CP001157.1_5200752_5203376_-	phrog_15455	2.9e-10	34.9	874	4	292
CP001157.1_3842998_3843624_+	phrog_15516	2.9e-16	55.8	208	46	167
CP001157.1_3722026_3722700_-	phrog_1550	1.7e-67	224.5	224	3	223
CP001157.1_4655448_4656902_-	phrog_1550	5.7e-13	45.1	484	180	332
CP001157.1_4889727_4890206_-	phrog_15528	2.2e-09	32.4	159	11	68
CP001157.1_4968374_4970443_-	phrog_15577	8.8e-177	584.7	529	54	526
CP001157.1_4867494_4868987_-	phrog_15577	2.4e-104	345.8	497	50	495
CP001157.1_5074314_5075813_+	phrog_15577	5.4e-83	275.3	499	36	482
CP001157.1_5061798_5063423_-	phrog_15577	7e-65	215.6	541	76	504
CP001157.1_4646452_4647831_+	phrog_15577	6.4e-44	146.4	459	76	394
CP001157.1_4986610_4988190_+	phrog_15577	3.4e-27	90.1	526	41	450
CP001157.1_4120027_4122447_-	phrog_15585	2.9e-08	28.5	806	650	758
CP001157.1_4113637_4114758_-	phrog_15591	2.2e-95	316.0	373	9	371
CP001157.1_4767396_4768421_-	phrog_15614	7.9e-171	563.9	341	1	340
CP001157.1_3977932_3978609_-	phrog_15614	4.3e-12	41.6	225	32	96
CP001157.1_4688057_4689103_-	phrog_15632	2.9e-170	562.5	339	3	338
CP001157.1_4104384_4104668_-	phrog_151	3.9e-14	49.3	94	1	81
CP001157.1_4222281_4222565_-	phrog_151	3.9e-14	49.3	94	1	81
CP001157.1_4463868_4464074_+	phrog_151	2.5e-10	36.9	68	6	61
CP001157.1_3430380_3430874_-	phrog_151	1e-08	30.9	164	15	84
