	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_028957.1_24	NC_028957.1	NC_028957.1	24	13883	14032	-1	E			YP_009213861.1	YP_009213861.1 hypothetical protein AVV66_gp024 [Escherichia phage vB_EcoM_VR26]	False	0.917	96	2.46e-24													VOG03258	sp|P39426|Y01G_BPT4 Uncharacterized 6.2 kDa protein in modB-mrh intergenic region; Xu	Xu	0	False	
NC_028957.1_25	NC_028957.1	NC_028957.1	25	14029	14223	-1	E			YP_009213862.1	YP_009213862.1 decoy of host sigma32 [Escherichia phage vB_EcoM_VR26]	False	0.96	132	2.9470000000000003e-36													VOG01321	sp|P39427|Y01H_BPT4 Uncharacterized 8.1 kDa protein in modB-mrh intergenic region; Xu	Xu	0	False	
NC_028957.1_26	NC_028957.1	NC_028957.1	26	14224	14562	-1	E			YP_009213863.1	YP_009213863.1 hypothetical protein AVV66_gp026 [Escherichia phage vB_EcoM_VR26]	False	0.928	220	5.327e-66													VOG07243	sp|P20706|Y01I_BPT4 Uncharacterized 12.6 kDa protein in mrh-soc intergenic region; Xu	Xu	0	False	
NC_028957.1_27	NC_028957.1	NC_028957.1	27	14559	14756	-1	E			YP_009213864.1	YP_009213864.1 hypothetical protein AVV66_gp027 [Escherichia phage vB_EcoM_VR26]	False	1.0	143	4.363e-40													VOG02283	sp|P20704|Y01J_BPT4 Uncharacterized 8.3 kDa protein in mrh-soc intergenic region; Xu	Xu	0	False	
NC_028957.1_28	NC_028957.1	NC_028957.1	28	14834	15067	-1	D			YP_009213865.1	YP_009213865.1 virion structural protein [Escherichia phage vB_EcoM_VR26]	False	0.957	157	6.531e-45								Small outer capsid protein [PF16855.8]					VOG03619	sp|Q7Y5B1|SOC_BPR69 Small outer capsid protein; Xs	Xs	0	False	V
NC_028957.1_29	NC_028957.1	NC_028957.1	29	15132	15803	-1	E			YP_009213866.1	YP_009213866.1 homing endonuclease [Escherichia phage vB_EcoM_VR26]	True	0.99	468	6.612e-150													VOG03262	sp|P39241|MOBD_BPT4 Probable mobile endonuclease D; Xu	Xu	0	False	
NC_028957.1_30	NC_028957.1	NC_028957.1	30	15793	16311	-1	C	K21503	Escherichia phage dCTP pyrophosphatase [EC:3.6.1.12]	YP_009213867.1	YP_009213867.1 dUTP diphosphatase [Escherichia phage vB_EcoM_VR26]	True	0.976	356	4.71e-112								dUTPase [PF08761.14]					VOG04716	sp|P39262|VG56_BPT4 dCTP pyrophosphatase; Xu	Xu	0	False	
NC_028957.1_31	NC_028957.1	NC_028957.1	31	16394	16591	1	E			YP_009213868.1	YP_009213868.1 hypothetical protein AVV66_gp031 [Escherichia phage vB_EcoM_VR26]	False	0.836	115	2.568e-30													VOG07247	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_028957.1_32	NC_028957.1	NC_028957.1	32	16600	16800	1	E			YP_009209774.1	YP_009209774.1 hypothetical protein AVV67_gp032 [Escherichia phage vB_EcoM_VR25]	False	0.985	139	5.783e-39													VOG07247	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_028957.1_33	NC_028957.1	NC_028957.1	33	16797	17825	-1	C	K18948	Escherichia phage DNA primase [EC:2.7.7.-]	YP_009213870.1	YP_009213870.1 DNA primase [Escherichia phage vB_EcoM_VR26]	True	0.999	724	3.501e-236													VOG00229	sp|P04520|PRIM_BPT4 DNA primase; XhXr	Xh;Xr	0	False	V
NC_028957.1_34	NC_028957.1	NC_028957.1	34	17858	18025	-1	E			YP_009213871.1	YP_009213871.1 hypothetical protein AVV66_gp034 [Escherichia phage vB_EcoM_VR26]	False	0.951	112	1.034e-29													VOG07259	sp|P39228|Y01K_BPT4 Uncharacterized 5.9 kDa protein in Gp58-sp intergenic region; Xu	Xu	0	False	
NC_028957.1_35	NC_028957.1	NC_028957.1	35	18045	18236	-1	E			YP_009209777.1	YP_009209777.1 hypothetical protein AVV67_gp035 [Escherichia phage vB_EcoM_VR25]	False	0.987	134	5.747e-37																0	False	
NC_028957.1_36	NC_028957.1	NC_028957.1	36	18211	18432	-1	E			YP_009209778.1	YP_009209778.1 hypothetical protein AVV67_gp036 [Escherichia phage vB_EcoM_VR25]	False	0.974	152	3.274e-43													VOG01597	sp|P39231|Y02A_BPT4 Uncharacterized 10.2 kDa protein in sp-Gp41 intergenic region; Xu	Xu	0	False	
NC_028957.1_37	NC_028957.1	NC_028957.1	37	18434	18871	-1	E			YP_009213874.1	YP_009213874.1 hypothetical protein AVV66_gp037 [Escherichia phage vB_EcoM_VR26]	False	0.992	306	3.297e-95													VOG02781	sp|P39229|Y01L_BPT4 Uncharacterized 24.3 kDa protein in Gp58-sp intergenic region; Xu	Xu	0	False	
NC_028957.1_38	NC_028957.1	NC_028957.1	38	18873	19166	-1	E			YP_009209781.1	YP_009209781.1 spackle periplasmic [Escherichia phage vB_EcoM_VR25]	False	0.966	199	3.517e-59													VOG07250	sp|P39230|SPAC_BPT4 Protein spackle; Xh	Xh	0	False	
NC_028957.1_39	NC_028957.1	NC_028957.1	39	19225	19791	-1	E			YP_009213876.1	YP_009213876.1 hypothetical protein AVV66_gp039 [Escherichia phage vB_EcoM_VR26]	True	0.969	386	5.341e-122																0	False	
NC_028957.1_40	NC_028957.1	NC_028957.1	40	19792	20082	-1	E			YP_004063725.1	YP_004063725.1 hypothetical protein VR7_gp044 [Escherichia phage vB_EcoM_VR7]	False	1.0	205	2.919e-61													VOG08874	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_028957.1_41	NC_028957.1	NC_028957.1	41	20151	20453	-1	E			YP_004063726.1	YP_004063726.1 hypothetical protein VR7_gp045 [Escherichia phage vB_EcoM_VR7]	False	0.985	210	8.004e-63													VOG18432	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_028957.1_42	NC_028957.1	NC_028957.1	42	20570	22000	-1	C	K18947	Escherichia phage DNA replication helicase [EC:5.6.2.3]	YP_009213879.1	YP_009213879.1 DNA helicase [Escherichia phage vB_EcoM_VR26]	True	0.953	955	1.207e-313								DnaB-like helicase C terminal domain [PF03796.18]					VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xh;Xr	0	False	V
NC_028957.1_43	NC_028957.1	NC_028957.1	43	21994	22335	-1	D			YP_009207221.1	YP_009207221.1 head vertex assembly chaperone [Escherichia phage vB_EcoM_VR20]	False	0.956	229	2.8450000000000004e-69								Head assembly gene product [PF11113.11]					VOG05187	sp|P17171|VG40_BPT4 Head formation protein; Xu	Xu	0	False	
NC_028957.1_44	NC_028957.1	NC_028957.1	44	22328	23506	-1	D			YP_009207222.1	YP_009207222.1 DNA repair protein [Escherichia phage vB_EcoM_VR20]	True	0.947	781	7.162e-255								recA bacterial DNA recombination protein [PF00154.24]					VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xh;Xr	0	False	V
NC_028957.1_45	NC_028957.1	NC_028957.1	45	23586	23714	-1	E			YP_010650910.1	YP_010650910.1 hypothetical protein PP428_gp073 [Escherichia phage vB_EcoM_RZ]	False	0.962	87	2.528e-21																0	False	
NC_028957.1_46	NC_028957.1	NC_028957.1	46	23748	24251	-1	E			YP_004063730.1	YP_004063730.1 hypothetical protein VR7_gp049 [Escherichia phage vB_EcoM_VR7]	False	0.933	329	1.4540000000000001e-102													VOG00235	sp|P18057|Y02D_BPT4 Uncharacterized 14.1 kDa protein in imm-Gp43 intergenic region; Xu	Xu	0	False	
NC_028957.1_47	NC_028957.1	NC_028957.1	47	24260	24403	-1	E			YP_009213883.1	YP_009213883.1 hypothetical protein AVV66_gp046 [Escherichia phage vB_EcoM_VR26]	False	0.97	98	4.532e-25													VOG09213	sp|P39488|Y02C_BPT4 Uncharacterized 5.6 kDa protein in Gp42-imm intergenic region; Xu	Xu	0	False	
NC_028957.1_48	NC_028957.1	NC_028957.1	48	24400	24642	-1	D			YP_009207224.1	YP_009207224.1 immunity to superinfection [Escherichia phage vB_EcoM_VR20]	False	0.925	157	7.584e-45								Superinfection immunity protein [PF14373.9]					VOG04694	sp|P08986|BIMM_BPT4 Immunity protein; Xh	Xh	0	False	
NC_028957.1_49	NC_028957.1	NC_028957.1	49	24720	27434	-1	C	K18942	Escherichia phage DNA polymerase [EC:2.7.7.7]	YP_009213885.1	YP_009213885.1 DNA polymerase [Escherichia phage vB_EcoM_VR26]	True	0.982	1874	0.0								DNA polymerase family B [PF00136.24]; DNA polymerase family B, exonuclease domain [PF03104.22]					VOG00345	sp|Q38087|DPOL_BPR69 DNA-directed DNA polymerase; XhXr	Xh;Xr	0	False	V
NC_028957.1_50	NC_028957.1	NC_028957.1	50	27521	27889	-1	D			YP_010650917.1	YP_010650917.1 translation repressor [Escherichia phage vB_EcoM_RZ]	False	0.988	257	1.5040000000000002e-78								Bacteriophage translational regulator [PF01818.20]					VOG03886	sp|P69626|REGA_BPT6 Translation repressor protein; Xr	Xr	0	False	V
NC_028957.1_51	NC_028957.1	NC_028957.1	51	27891	28469	-1	C	K18945	Escherichia phage sliding clamp loader	YP_009213887.1	YP_009213887.1 clamp loader of DNA polymerase [Escherichia phage vB_EcoM_VR26]	True	0.954	387	2.508e-122								Bacteriophage clamp loader A subunit [PF16790.8]					VOG07251	sp|P04527|LOADS_BPT4 Sliding-clamp-loader small subunit; Xr	Xr	0	False	V
NC_028957.1_52	NC_028957.1	NC_028957.1	52	28460	29419	-1	C	K18944	Escherichia phage sliding clamp loader	YP_004063737.1	YP_004063737.1 clamp loader of DNA polymerase [Escherichia phage vB_EcoM_VR7]	True	0.962	647	4.246e-210								DNA polymerase III, delta subunit [PF13177.9]; ATPase family associated with various cellular activities (AAA) [PF00004.32]					VOG02490	sp|Q58294|RFCL_METJA Replication factor C large subunit; XhXr	Xh;Xr	0	False	V
NC_028957.1_53	NC_028957.1	NC_028957.1	53	29474	30169	-1	C	K18943	Escherichia phage DNA polymerase processivity component	YP_009213889.1	YP_009213889.1 DNA polymerase processivity factor [Escherichia phage vB_EcoM_VR26]	True	0.956	466	4.675e-149								gp45 sliding clamp, C terminal [PF09116.13]; DNA polymerase processivity factor [PF02916.18]					VOG07267	sp|P04525|CLAMP_BPT4 Sliding clamp; Xr	Xr	0	False	V
NC_028957.1_54	NC_028957.1	NC_028957.1	54	30166	31053	-1	E			YP_009213890.1	YP_009213890.1 putative DNA endonuclease [Escherichia phage vB_EcoM_VR26]	True	0.976	434	1.498e-136													VOG06384	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_028957.1_55	NC_028957.1	NC_028957.1	55	31050	31457	-1	D			YP_004063739.1	YP_004063739.1 RNA polymerase binding [Escherichia phage vB_EcoM_VR7]	False	0.953	273	9.208000000000001e-84								Phage RNA polymerase binding, RpbA [PF10789.12]					VOG07252	sp|P07879|RPBA_BPT4 15 kDa RNA polymerase-binding protein; Xr	Xr	0	False	V
NC_028957.1_56	NC_028957.1	NC_028957.1	56	31481	31672	-1	D			YP_004063740.1	YP_004063740.1 gp45.2 conserved hypothetical protein [Escherichia phage vB_EcoM_VR7]	False	0.995	135	2.222e-37								Phage gene product 45.2 [PF17470.5]					VOG07253	sp|O64300|VG452_BPR69 Protein Gp45.2; Xu	Xu	0	False	
NC_028957.1_57	NC_028957.1	NC_028957.1	57	31707	33389	-1	C	K26043	Escherichia phage exonuclease subunit 2 [EC:3.1.11.-]	YP_009213893.1	YP_009213893.1 SbcC-like subunit of palindrome specific endonuclease [Escherichia phage vB_EcoM_VR26]	True	0.926	1088	0.0								AAA domain [PF13476.9]; RecF/RecN/SMC N terminal domain [PF02463.22]; AAA domain [PF13514.9]					VOG00264	sp|P04522|EXO2_BPT4 Exonuclease subunit 2; XhXp	Xh;Xp	0	False	
NC_028957.1_58	NC_028957.1	NC_028957.1	58	33376	33639	-1	E			YP_009213894.1	YP_009213894.1 hypothetical protein AVV66_gp057 [Escherichia phage vB_EcoM_VR26]	False	1.0	188	1.502e-55													VOG07254	sp|P13330|Y03C_BPT4 Uncharacterized 10.3 kDa protein in Gp46-Gp47 intergenic region; Xu	Xu	0	False	
NC_028957.1_59	NC_028957.1	NC_028957.1	59	33636	34655	-1	C	K26048	Escherichia phage exonuclease subunit 1 [EC:3.1.11.-]	YP_009213895.1	YP_009213895.1 endonuclease subunit [Escherichia phage vB_EcoM_VR26]	True	0.991	711	7.289999999999999e-232													VOG00413	sp|P04521|EXO1_BPT4 Exonuclease subunit 1; Xp	Xp	0	False	
NC_028957.1_60	NC_028957.1	NC_028957.1	60	34713	34886	-1	D			YP_009213896.1	YP_009213896.1 hypothetical protein AVV66_gp059 [Escherichia phage vB_EcoM_VR26]	False	0.936	114	2.348e-30								Family of unknown function (DUF5486) [PF17588.5]					VOG01592	sp|P13328|Y03F_BPT4 Uncharacterized 7.3 kDa protein in mobB-Gp55 intergenic region; Xu	Xu	0	False	
NC_028957.1_61	NC_028957.1	NC_028957.1	61	34973	35176	-1	E			YP_009213897.1	YP_009213897.1 hypothetical protein AVV66_gp060 [Escherichia phage vB_EcoM_VR26]	False	1.0	146	2.793e-41													VOG04564	sp|P13327|Y03G_BPT4 Uncharacterized 7.9 kDa protein in mobB-Gp55 intergenic region; Xu	Xu	0	False	
NC_028957.1_62	NC_028957.1	NC_028957.1	62	35160	35471	-1	D			YP_009213898.1	YP_009213898.1 hypothetical protein AVV66_gp061 [Escherichia phage vB_EcoM_VR26]	False	0.919	200	2.507e-59								Protein of unknown function (DUF2654) [PF10849.11]					VOG07255	sp|P13326|Y03H_BPT4 Uncharacterized 12.4 kDa protein in mobB-Gp55 intergenic region; Xu	Xu	0	False	
NC_028957.1_63	NC_028957.1	NC_028957.1	63	35473	35706	-1	D			YP_009209806.1	YP_009209806.1 hypothetical protein AVV67_gp064 [Escherichia phage vB_EcoM_VR25]	False	0.998	165	1.598e-47								Family of unknown function (DUF5491) [PF17595.5]					VOG01068	sp|P39489|Y03I_BPT4 Uncharacterized 8.5 kDa protein in mobB-Gp55 intergenic region; Xu	Xu	0	False	
NC_028957.1_64	NC_028957.1	NC_028957.1	64	35690	36247	-1	C	K22007	Escherichia phage RNA polymerase sigma factor	YP_009209807.1	YP_009209807.1 RNA polymerase sigma factor [Escherichia phage vB_EcoM_VR25]	True	0.966	378	1.857e-119													VOG07256	sp|P04524|SIGML_BPT4 RNA polymerase sigma-like factor; XhXr	Xh;Xr	0	False	V
NC_028957.1_65	NC_028957.1	NC_028957.1	65	36296	36562	-1	E			YP_009213901.1	YP_009213901.1 hypothetical protein AVV66_gp064 [Escherichia phage vB_EcoM_VR26]	False	0.995	187	4.077e-55													VOG07258	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_028957.1_66	NC_028957.1	NC_028957.1	66	36562	36828	-1	D			YP_009213902.1	YP_009213902.1 hypothetical protein AVV66_gp065 [Escherichia phage vB_EcoM_VR26]	False	0.968	182	3.4139999999999997e-53								Family of unknown function (DUF5495) [PF17599.5]					VOG01984	sp|P07083|Y04A_BPT4 Uncharacterized 9.8 kDa protein in Gp55-nrdG intergenic region; Xu	Xu	0	False	
NC_028957.1_67	NC_028957.1	NC_028957.1	67	36825	37151	-1	E			YP_009209810.1	YP_009209810.1 hypothetical protein AVV67_gp068 [Escherichia phage vB_EcoM_VR25]	False	0.932	213	9.443e-64													VOG07260	sp|P07082|Y04B_BPT4 Uncharacterized 12.7 kDa protein in Gp55-nrdG intergenic region; Xu	Xu	0	False	
NC_028957.1_68	NC_028957.1	NC_028957.1	68	37224	37421	-1	D			YP_009213904.1	YP_009213904.1 hypothetical protein AVV66_gp067 [Escherichia phage vB_EcoM_VR26]	False	0.993	139	1.036e-38								Family of unknown function (DUF5490) [PF17593.5]					VOG07261	sp|P07081|Y04C_BPT4 Uncharacterized 9.2 kDa protein in Gp55-nrdG intergenic region; Xu	Xu	0	False	
NC_028957.1_69	NC_028957.1	NC_028957.1	69	37422	37553	-1	D			YP_009213905.1	YP_009213905.1 hypothetical protein AVV66_gp068 [Escherichia phage vB_EcoM_VR26]	False	1.0	100	1.416e-25								Family of unknown function (DUF5484) [PF17583.5]								0	False	
NC_028957.1_70	NC_028957.1	NC_028957.1	70	37561	37854	-1	D			YP_009213906.1	YP_009213906.1 hypothetical protein AVV66_gp069 [Escherichia phage vB_EcoM_VR26]	False	0.95	196	6.052e-58								Family of unknown function (DUF5499) [PF17603.5]					VOG07262	sp|P07079|Y04E_BPT4 Uncharacterized 11.8 kDa protein in Gp55-nrdG intergenic region; Xu	Xu	0	False	
NC_028957.1_71	NC_028957.1	NC_028957.1	71	37862	38110	-1	E			YP_009213907.1	YP_009213907.1 hypothetical protein AVV66_gp070 [Escherichia phage vB_EcoM_VR26]	False	0.991	174	1.417e-50													VOG03535	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_028957.1_72	NC_028957.1	NC_028957.1	72	38107	38289	-1	E			YP_009213908.1	YP_009213908.1 hypothetical protein AVV66_gp071 [Escherichia phage vB_EcoM_VR26]	False	1.0	132	1.751e-36													VOG07263	sp|P07078|Y04F_BPT4 Uncharacterized 7.0 kDa protein in Gp55-nrdG intergenic region; Xu	Xu	0	False	
NC_028957.1_73	NC_028957.1	NC_028957.1	73	38357	38674	-1	E			YP_009209816.1	YP_009209816.1 glutaredoxin [Escherichia phage vB_EcoM_VR25]	False	0.988	221	1.467e-66																0	False	
NC_028957.1_74	NC_028957.1	NC_028957.1	74	38655	38954	-1	E			YP_009213910.1	YP_009213910.1 hypothetical protein AVV66_gp073 [Escherichia phage vB_EcoM_VR26]	False	1.0	222	5.803e-67													VOG00534	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_028957.1_75	NC_028957.1	NC_028957.1	75	38951	39166	-1	E			YP_009213911.1	YP_009213911.1 hypothetical protein AVV66_gp074 [Escherichia phage vB_EcoM_VR26]	False	0.901	136	1.287e-37													VOG02608	sp|P07076|Y04H_BPT4 Uncharacterized 7.9 kDa protein in Gp55-nrdG intergenic region; Xu	Xu	0	False	
NC_028957.1_76	NC_028957.1	NC_028957.1	76	39163	39291	-1	E			YP_009213912.1	YP_009213912.1 hypothetical protein AVV66_gp075 [Escherichia phage vB_EcoM_VR26]	False	1.0	93	4.07e-23													VOG05024	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_028957.1_77	NC_028957.1	NC_028957.1	77	39288	39761	-1	C	K18960	Escherichia phage recombination endonuclease VII	YP_009213913.1	YP_009213913.1 endonuclease VII [Escherichia phage vB_EcoM_VR26]	False	0.989	330	2.5500000000000004e-103								T4 recombination endonuclease VII, dimerisation [PF09124.13]; Recombination endonuclease VII [PF02945.18]					VOG00650	sp|O64250|VG59_BPMD2 Gene 59 protein; Xu	Xu	1	False	
NC_028957.1_78	NC_028957.1	NC_028957.1	78	39797	39973	-1	E			YP_009213914.1	YP_009213914.1 hypothetical protein AVV66_gp077 [Escherichia phage vB_EcoM_VR26]	False	1.0	126	1.334e-34													VOG01598	REFSEQ hypothetical protein; Xu	Xu	0	False	
