Target Name	ID	EC value	E-Value (sequence)	Score (domain)
strain_GIC31_complete_genome_1230594_1231238_+	VOG00303		2.1e-28	96.8
strain_GIC31_complete_genome_1961316_1961633_+	VOG00303		4.7e-17	59.3
strain_GIC31_complete_genome_1710773_1711564_-	VOG00311		5.6e-15	51.0
strain_GIC31_complete_genome_2200842_2202281_-	VOG00313		1.1e-08	31.4
strain_GIC31_complete_genome_973442_974164_+	VOG00333		6.7e-13	45.3
strain_GIC31_complete_genome_2872468_2873841_+	VOG00334		3.3e-18	63.7
strain_GIC31_complete_genome_1537167_1537646_+	VOG00346		5.4e-45	151.1
strain_GIC31_complete_genome_468665_469183_+	VOG00346		1.2e-09	34.9
strain_GIC31_complete_genome_2146697_2149255_-	VOG00352		8.8e-54	179.6
strain_GIC31_complete_genome_2449738_2451576_+	VOG00352		8.5e-51	170.1
strain_GIC31_complete_genome_2602386_2604560_+	VOG00352		2.6e-50	168.4
strain_GIC31_complete_genome_2658507_2660561_+	VOG00352		4e-50	167.8
strain_GIC31_complete_genome_400350_402281_+	VOG00352		2.3e-47	158.9
strain_GIC31_complete_genome_67903_71460_+	VOG00359		1.1e-102	224.0
strain_GIC31_complete_genome_67903_71460_+	VOG00359		1.1e-102	46.3
strain_GIC31_complete_genome_67903_71460_+	VOG00359		1.1e-102	31.7
strain_GIC31_complete_genome_1574431_1574733_+	VOG00375		1.7e-06	25.6
strain_GIC31_complete_genome_252633_253484_+	VOG00376		6.2e-59	198.0
strain_GIC31_complete_genome_2788103_2788954_+	VOG00376		6.2e-59	198.0
strain_GIC31_complete_genome_2387988_2388767_+	VOG00376		2.7e-58	195.7
strain_GIC31_complete_genome_2901438_2902217_+	VOG00376		7.1e-58	194.3
strain_GIC31_complete_genome_235973_236833_+	VOG00376		7e-43	144.9
strain_GIC31_complete_genome_1229459_1230070_-	VOG00378		1.4e-10	36.9
strain_GIC31_complete_genome_2631323_2631967_+	VOG00380		2.6e-45	152.9
strain_GIC31_complete_genome_29320_30726_+	VOG00380		1.8e-22	77.2
strain_GIC31_complete_genome_1856799_1857614_-	VOG00380		3.8e-10	36.4
strain_GIC31_complete_genome_2442813_2444354_-	VOG00380		1e-08	31.8
strain_GIC31_complete_genome_1561318_1563168_-	VOG00390		4.5e-157	522.4
strain_GIC31_complete_genome_749990_750862_-	VOG00409		1.3e-13	48.3
strain_GIC31_complete_genome_1259575_1260681_+	VOG00413		3.2e-25	86.2
strain_GIC31_complete_genome_1536352_1537170_+	VOG00416		2.3e-143	476.7
strain_GIC31_complete_genome_1115764_1116102_+	VOG00433		9.7e-07	25.6
strain_GIC31_complete_genome_2796637_2797434_+	VOG00454		6.5e-10	36.5
strain_GIC31_complete_genome_1992346_1994646_-	VOG00458		7.3e-86	286.4
strain_GIC31_complete_genome_163996_164943_+	VOG00461		1.4e-58	196.2
strain_GIC31_complete_genome_2830344_2831423_-	VOG00461		1.5e-49	166.3
strain_GIC31_complete_genome_2613977_2614966_+	VOG00461		1.4e-24	83.9
strain_GIC31_complete_genome_2570205_2571146_-	VOG00461		3.1e-23	79.5
strain_GIC31_complete_genome_587955_588263_-	VOG00465		1.3e-17	61.4
strain_GIC31_complete_genome_587602_587943_-	VOG00465		2.8e-15	53.8
strain_GIC31_complete_genome_2350007_2350321_-	VOG00465		7.3e-10	36.5
strain_GIC31_complete_genome_2350318_2350668_-	VOG00465		1.3e-06	25.8
strain_GIC31_complete_genome_2153316_2156756_-	VOG00510		1.7e-11	40.7
strain_GIC31_complete_genome_2874039_2875178_+	VOG00520		5.4e-60	200.6
strain_GIC31_complete_genome_896028_897068_-	VOG00527		1.6e-99	331.8
strain_GIC31_complete_genome_1679_2317_+	VOG00557		1.5e-43	147.3
strain_GIC31_complete_genome_2902278_2902949_-	VOG00557		1.7e-31	107.6
strain_GIC31_complete_genome_2902946_2903581_-	VOG00557		4.5e-27	93.0
strain_GIC31_complete_genome_977208_978179_+	VOG00581		1.3e-08	26.1
strain_GIC31_complete_genome_2638716_2639507_+	VOG00592		7.7e-15	51.3
strain_GIC31_complete_genome_2469079_2469837_-	VOG00592		5.8e-13	45.2
strain_GIC31_complete_genome_815222_816181_+	VOG00697		4.3e-08	30.0
strain_GIC31_complete_genome_1735874_1737214_-	VOG00709		5e-07	26.2
strain_GIC31_complete_genome_1551688_1552437_+	VOG00716		3.4e-10	36.8
strain_GIC31_complete_genome_1051864_1052313_+	VOG00720		1.2e-28	97.3
strain_GIC31_complete_genome_1039717_1040826_+	VOG00733		1.5e-63	213.1
strain_GIC31_complete_genome_2400699_2401565_-	VOG00733		2.1e-41	137.1
strain_GIC31_complete_genome_541101_542156_+	VOG00739		9.5e-18	60.4
strain_GIC31_complete_genome_608966_611650_+	VOG00739		4.4e-09	31.6
strain_GIC31_complete_genome_5558_5923_+	VOG00754		1.5e-20	71.4
strain_GIC31_complete_genome_930017_930592_+	VOG00761		6e-09	32.3
strain_GIC31_complete_genome_1865895_1866404_+	VOG00761		5.7e-08	29.2
strain_GIC31_complete_genome_2682210_2683295_-	VOG00781		6.2e-07	25.2
strain_GIC31_complete_genome_498166_499062_+	VOG00785		2.7e-34	116.0
strain_GIC31_complete_genome_805195_806076_+	VOG00785		2.1e-28	96.7
strain_GIC31_complete_genome_2203427_2204581_-	VOG00785		2.2e-17	60.3
strain_GIC31_complete_genome_2566603_2568048_+	VOG00801		2.2e-14	44.5
strain_GIC31_complete_genome_1966365_1966862_-	VOG00821		3.7e-11	40.5
strain_GIC31_complete_genome_1113625_1113936_+	VOG00821		2.2e-06	25.6
strain_GIC31_complete_genome_2149730_2153332_-	VOG00890		9.5e-08	27.1
strain_GIC31_complete_genome_2345200_2345559_+	VOG00905		2.4e-18	63.6
strain_GIC31_complete_genome_294029_295060_+	VOG00905		1.7e-12	44.1
strain_GIC31_complete_genome_2856749_2857258_-	VOG00906		1.7e-47	159.4
strain_GIC31_complete_genome_2827033_2827299_-	VOG00910		7.5e-09	32.8
strain_GIC31_complete_genome_2733698_2734180_+	VOG00917		1.9e-21	73.4
strain_GIC31_complete_genome_2629176_2629679_+	VOG00917		1.2e-16	57.7
strain_GIC31_complete_genome_1310893_1311390_+	VOG00917		3e-15	53.3
strain_GIC31_complete_genome_2807436_2807849_+	VOG00917		5.3e-13	46.2
strain_GIC31_complete_genome_2823055_2823597_-	VOG00917		1.2e-12	44.7
strain_GIC31_complete_genome_718798_719262_+	VOG00922		2.1e-08	31.8
strain_GIC31_complete_genome_1926090_1928279_-	VOG00925		1.1e-38	129.5
strain_GIC31_complete_genome_1282186_1283079_+	VOG00925		4.4e-27	92.3
strain_GIC31_complete_genome_717965_718630_+	VOG00933		3.8e-19	65.7
strain_GIC31_complete_genome_786016_786666_+	VOG00933		3e-17	59.4
strain_GIC31_complete_genome_670299_671483_+	VOG00933		1.4e-14	50.3
strain_GIC31_complete_genome_165871_166581_+	VOG00933		2.1e-12	43.3
strain_GIC31_complete_genome_447441_448127_-	VOG00933		3e-10	36.2
strain_GIC31_complete_genome_71483_75082_+	VOG01017		3.1e-143	356.3
strain_GIC31_complete_genome_71483_75082_+	VOG01017		3.1e-143	26.4
strain_GIC31_complete_genome_71483_75082_+	VOG01017		3.1e-143	25.7
strain_GIC31_complete_genome_295060_296187_+	VOG01019		2.9e-29	50.4
strain_GIC31_complete_genome_295060_296187_+	VOG01019		2.9e-29	47.8
strain_GIC31_complete_genome_1367767_1368549_-	VOG01034		5.7e-15	53.0
strain_GIC31_complete_genome_2695213_2696292_+	VOG01034		1.1e-26	43.6
strain_GIC31_complete_genome_560065_561672_-	VOG01034		8.8e-09	31.2
strain_GIC31_complete_genome_1489582_1490277_+	VOG01051		1.3e-27	94.0
strain_GIC31_complete_genome_1808376_1808873_-	VOG01061		3.6e-09	33.4
strain_GIC31_complete_genome_1968226_1969260_-	VOG01067		3.5e-07	26.8
strain_GIC31_complete_genome_1323309_1324022_+	VOG01099		7.5e-36	121.0
strain_GIC31_complete_genome_417125_417814_+	VOG01099		7.1e-35	117.7
strain_GIC31_complete_genome_2145068_2146072_-	VOG01109		1.2e-10	37.9
strain_GIC31_complete_genome_78620_79807_+	VOG01129		4.5e-68	227.2
strain_GIC31_complete_genome_1677710_1679953_-	VOG01129		6.1e-44	139.1
strain_GIC31_complete_genome_1028728_1030551_+	VOG01129		5.1e-35	117.7
strain_GIC31_complete_genome_1242203_1243798_+	VOG01129		2.2e-23	79.0
strain_GIC31_complete_genome_446484_446936_+	VOG01133		4.4e-08	29.3
strain_GIC31_complete_genome_2620274_2620705_-	VOG01133		3.1e-07	27.2
strain_GIC31_complete_genome_2503364_2503795_+	VOG01133		7e-07	26.0
strain_GIC31_complete_genome_2070280_2070726_-	VOG01133		8.1e-07	25.9
strain_GIC31_complete_genome_684182_685588_+	VOG01191		8.6e-41	137.6
strain_GIC31_complete_genome_2259665_2261041_-	VOG01191		1.9e-33	113.3
strain_GIC31_complete_genome_765232_766332_+	VOG01215		5.3e-26	87.9
strain_GIC31_complete_genome_362477_363571_+	VOG01215		1.6e-24	83.5
strain_GIC31_complete_genome_2007234_2009018_-	VOG01276		2.5e-08	30.0
strain_GIC31_complete_genome_1352865_1354832_+	VOG01293		4.1e-175	581.9
strain_GIC31_complete_genome_2876704_2878632_+	VOG01293		4.7e-172	571.7
strain_GIC31_complete_genome_2878655_2881225_+	VOG01293		4.8e-135	448.6
strain_GIC31_complete_genome_1354835_1357240_+	VOG01293		1.1e-121	404.8
strain_GIC31_complete_genome_945464_945916_+	VOG01329		8.1e-23	78.6
strain_GIC31_complete_genome_2861699_2862586_-	VOG01350		6.8e-29	98.5
strain_GIC31_complete_genome_2860867_2861652_-	VOG01350		1e-27	94.6
strain_GIC31_complete_genome_1612080_1612667_-	VOG01355		2.9e-17	60.2
strain_GIC31_complete_genome_2045533_2046420_+	VOG01424		5.1e-35	118.3
strain_GIC31_complete_genome_1953534_1954391_-	VOG01428		9.3e-27	91.4
strain_GIC31_complete_genome_100026_101057_+	VOG01428		2.6e-20	70.2
strain_GIC31_complete_genome_496447_497163_+	VOG01428		3.5e-17	59.8
strain_GIC31_complete_genome_642855_644615_+	VOG01428		2.8e-26	49.3
strain_GIC31_complete_genome_545393_546094_+	VOG01428		5.2e-13	46.3
strain_GIC31_complete_genome_2672580_2674178_+	VOG01455		4e-10	33.0
strain_GIC31_complete_genome_1810322_1811077_+	VOG01461		1.6e-11	40.4
strain_GIC31_complete_genome_887610_889328_-	VOG01465		9.8e-24	62.5
strain_GIC31_complete_genome_985313_987055_+	VOG01465		2.7e-13	45.7
strain_GIC31_complete_genome_1860575_1861135_-	VOG01479		5.7e-07	26.2
strain_GIC31_complete_genome_1758132_1758866_-	VOG01488		3.1e-25	85.6
strain_GIC31_complete_genome_564228_565022_+	VOG01532		3.4e-20	66.7
strain_GIC31_complete_genome_1896831_1897469_-	VOG01544		2.5e-23	79.9
strain_GIC31_complete_genome_2303027_2303632_-	VOG01544		1.2e-09	31.1
strain_GIC31_complete_genome_1000037_1000423_+	VOG01568		6.9e-31	103.8
strain_GIC31_complete_genome_2845321_2846112_-	VOG01663		8.5e-35	117.6
strain_GIC31_complete_genome_1666217_1667884_-	VOG01663		2.1e-11	40.1
strain_GIC31_complete_genome_1847750_1849417_-	VOG01663		3.3e-11	39.5
strain_GIC31_complete_genome_1177218_1178195_+	VOG01663		1e-06	25.2
strain_GIC31_complete_genome_326673_327815_+	VOG01698		3.8e-63	210.9
strain_GIC31_complete_genome_1836323_1837804_+	VOG01698		4.4e-08	29.4
strain_GIC31_complete_genome_2395625_2396980_+	VOG01756		4.6e-17	58.9
strain_GIC31_complete_genome_2143468_2144961_-	VOG01756		7.5e-13	44.9
strain_GIC31_complete_genome_120509_121447_+	VOG01756		4e-11	39.1
strain_GIC31_complete_genome_2139290_2140756_+	VOG01756		1.1e-10	36.9
strain_GIC31_complete_genome_1320232_1321764_+	VOG01756		7.3e-08	27.6
strain_GIC31_complete_genome_1820835_1822139_-	VOG01791		8e-53	177.1
strain_GIC31_complete_genome_1913726_1914940_-	VOG01791		1.2e-30	87.1
strain_GIC31_complete_genome_2343873_2345126_-	VOG01815		8e-19	54.7
strain_GIC31_complete_genome_1401747_1402385_-	VOG01819		1.3e-15	54.4
strain_GIC31_complete_genome_2569539_2570138_-	VOG01819		3.4e-15	53.2
strain_GIC31_complete_genome_2810861_2811412_+	VOG01819		8.8e-10	35.4
strain_GIC31_complete_genome_1373043_1373915_+	VOG01917		6.7e-13	45.3
strain_GIC31_complete_genome_1405449_1406366_+	VOG01917		1e-12	44.5
strain_GIC31_complete_genome_345516_346271_-	VOG01917		7.7e-08	28.6
strain_GIC31_complete_genome_507331_508722_+	VOG01945		2.2e-18	62.8
strain_GIC31_complete_genome_2741633_2742472_+	VOG01970		7.9e-16	54.8
strain_GIC31_complete_genome_1252633_1253547_+	VOG01970		8.5e-13	45.1
strain_GIC31_complete_genome_716300_717355_+	VOG01978		9.9e-17	54.0
strain_GIC31_complete_genome_2844001_2845269_-	VOG02002		6.6e-18	62.2
strain_GIC31_complete_genome_1558627_1559889_-	VOG02002		2.7e-17	59.5
strain_GIC31_complete_genome_1834117_1835370_-	VOG02005		1.3e-11	40.9
strain_GIC31_complete_genome_1509262_1509783_-	VOG02005		4.6e-09	33.2
strain_GIC31_complete_genome_330961_331425_-	VOG02005		9.9e-09	30.8
strain_GIC31_complete_genome_910331_911902_-	VOG02058		3.2e-99	321.9
strain_GIC31_complete_genome_2398089_2400680_-	VOG02106		2e-173	321.9
strain_GIC31_complete_genome_50708_53143_+	VOG02106		2.6e-170	297.0
strain_GIC31_complete_genome_50708_53143_+	VOG02106		2.6e-170	267.5
strain_GIC31_complete_genome_2398089_2400680_-	VOG02106		2e-173	253.8
strain_GIC31_complete_genome_1994717_1995985_-	VOG02106		5.4e-73	243.6
strain_GIC31_complete_genome_2551563_2552039_-	VOG02135		1.2e-07	28.6
strain_GIC31_complete_genome_1441770_1443107_+	VOG02165		6.7e-25	84.8
strain_GIC31_complete_genome_1602708_1604957_-	VOG02261		3.5e-22	73.8
strain_GIC31_complete_genome_1075540_1076442_+	VOG02266		9.2e-53	176.6
strain_GIC31_complete_genome_2061354_2063063_-	VOG02266		2.8e-30	102.1
strain_GIC31_complete_genome_431423_432343_-	VOG02276		1.8e-68	228.4
strain_GIC31_complete_genome_267923_268756_+	VOG02276		6e-24	82.4
strain_GIC31_complete_genome_1622107_1623246_-	VOG02285		3.6e-47	158.8
strain_GIC31_complete_genome_466402_466800_-	VOG02296		6.2e-49	163.1
strain_GIC31_complete_genome_30762_31307_+	VOG02317		2.7e-41	138.4
strain_GIC31_complete_genome_1121401_1121928_+	VOG02317		1.2e-38	130.0
strain_GIC31_complete_genome_1781863_1782396_-	VOG02317		2.8e-12	43.8
strain_GIC31_complete_genome_771206_772609_+	VOG02356		8.2e-10	35.1
strain_GIC31_complete_genome_1064891_1066711_+	VOG02416		2.9e-63	209.7
strain_GIC31_complete_genome_1999542_2000132_-	VOG02430		4.5e-13	46.3
strain_GIC31_complete_genome_2818566_2821052_-	VOG02441		3.9e-53	177.4
strain_GIC31_complete_genome_2447745_2448698_-	VOG02489		1.8e-21	73.7
strain_GIC31_complete_genome_1363217_1364125_+	VOG02489		2.3e-21	73.7
strain_GIC31_complete_genome_135949_136869_+	VOG02489		2.6e-19	67.0
strain_GIC31_complete_genome_1911269_1912576_+	VOG02490		3.5e-42	142.1
strain_GIC31_complete_genome_1790607_1791752_-	VOG02516		1.2e-08	30.7
strain_GIC31_complete_genome_1639894_1640169_-	VOG02563		5.2e-35	117.2
strain_GIC31_complete_genome_1829287_1830603_-	VOG02569		4e-107	356.3
strain_GIC31_complete_genome_1054514_1055470_+	VOG02569		3.1e-86	287.4
strain_GIC31_complete_genome_2420899_2421939_-	VOG02638		1.1e-09	34.9
strain_GIC31_complete_genome_604476_606428_+	VOG02638		1.2e-08	31.4
strain_GIC31_complete_genome_2294249_2294965_-	VOG02674		4e-14	49.8
strain_GIC31_complete_genome_1560885_1561340_-	VOG02674		2.3e-13	47.5
strain_GIC31_complete_genome_1002787_1003701_+	VOG02675		4.8e-38	128.6
strain_GIC31_complete_genome_2027138_2027854_-	VOG02675		5.6e-33	111.9
strain_GIC31_complete_genome_2207461_2208177_-	VOG02675		5.6e-33	111.9
strain_GIC31_complete_genome_1447251_1447967_+	VOG02675		7.6e-33	111.4
strain_GIC31_complete_genome_2512446_2513162_+	VOG02675		7.6e-33	111.4
strain_GIC31_complete_genome_2631964_2632419_+	VOG02682		1.2e-27	87.3
strain_GIC31_complete_genome_1743401_1743640_-	VOG02706		5.2e-16	56.2
strain_GIC31_complete_genome_1249845_1252106_+	VOG02878		1.5e-110	195.7
strain_GIC31_complete_genome_1249845_1252106_+	VOG02878		1.5e-110	170.5
strain_GIC31_complete_genome_1153942_1154529_+	VOG02923		2.3e-28	96.1
strain_GIC31_complete_genome_1982036_1984687_-	VOG02932		1.1e-210	699.2
strain_GIC31_complete_genome_1784041_1786767_-	VOG02932		1.6e-152	506.8
strain_GIC31_complete_genome_7404_9365_+	VOG02932		3.3e-94	207.3
strain_GIC31_complete_genome_918858_921263_+	VOG02932		8.4e-79	139.5
strain_GIC31_complete_genome_7404_9365_+	VOG02932		3.3e-94	104.7
strain_GIC31_complete_genome_996676_997500_+	VOG02966		2.1e-49	165.8
strain_GIC31_complete_genome_2897997_2899280_+	VOG02981		5.8e-68	217.9
strain_GIC31_complete_genome_1004014_1005951_+	VOG02983		8.3e-67	222.9
strain_GIC31_complete_genome_1924037_1925317_-	VOG02983		1.2e-35	119.0
strain_GIC31_complete_genome_1686671_1688371_-	VOG02983		3.9e-28	91.9
strain_GIC31_complete_genome_412998_414089_+	VOG02990		1.4e-27	93.8
strain_GIC31_complete_genome_1917101_1918813_-	VOG02992		3.2e-45	151.7
strain_GIC31_complete_genome_2231782_2233530_-	VOG02992		4.6e-45	151.3
strain_GIC31_complete_genome_2246633_2248678_-	VOG02992		1.9e-41	139.2
strain_GIC31_complete_genome_2248701_2250425_-	VOG02992		1.5e-39	132.9
strain_GIC31_complete_genome_1235950_1237713_+	VOG02992		2.7e-38	128.8
strain_GIC31_complete_genome_1720845_1722215_-	VOG03042		6.9e-80	176.4
strain_GIC31_complete_genome_1720845_1722215_-	VOG03042		6.9e-80	90.7
strain_GIC31_complete_genome_1612727_1614040_-	VOG03103		4.3e-105	349.6
strain_GIC31_complete_genome_41976_43448_+	VOG03103		8e-88	292.5
strain_GIC31_complete_genome_1922268_1924040_-	VOG03103		6.9e-61	143.6
strain_GIC31_complete_genome_1922268_1924040_-	VOG03103		6.9e-61	58.6
strain_GIC31_complete_genome_538252_538899_-	VOG03104		4e-45	151.8
strain_GIC31_complete_genome_2380179_2380886_-	VOG03104		2.4e-18	63.3
strain_GIC31_complete_genome_1037784_1039607_+	VOG03107		9.2e-192	570.0
strain_GIC31_complete_genome_1037784_1039607_+	VOG03107		9.2e-192	68.4
strain_GIC31_complete_genome_1956471_1957577_-	VOG03107		1.7e-21	63.1
strain_GIC31_complete_genome_395276_396262_+	VOG03107		2.4e-13	41.5
strain_GIC31_complete_genome_958034_959428_+	VOG03131		5e-45	150.8
