	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
NC_048136.1_NC_048136.1_26	NC_048136.1	NC_048136.1	26	15785	16651	1	C	K21526	Escherichia phage exonuclease [EC:3.1.11.3]	5'-3' exonuclease, N-terminal resolvase-like domain [PF02739.19]	0
NC_048136.1_NC_048136.1_27	NC_048136.1	NC_048136.1	27	16860	17132	1	D			Bacteriophage T7-like gene 6.5 [PF10911.11]	0
NC_048136.1_NC_048136.1_28	NC_048136.1	NC_048136.1	28	17142	17366	1	D			Bacteriophage T7-like, protein 6.7 [PF17570.5]	0
NC_048136.1_NC_048136.1_29	NC_048136.1	NC_048136.1	29	17407	17772	1	E				0
NC_048136.1_NC_048136.1_30	NC_048136.1	NC_048136.1	30	17765	18016	1	D			Bacteriophage T7 virion assembly protein [PF11653.11]	0
NC_048136.1_NC_048136.1_31	NC_048136.1	NC_048136.1	31	18013	18423	1	D			HNH endonuclease [PF13392.9]; Zinc-binding loop region of homing endonuclease [PF05551.14]	0
NC_048136.1_NC_048136.1_32	NC_048136.1	NC_048136.1	32	18416	19984	1	D			Bacteriophage head to tail connecting protein [PF12236.11]	0
NC_048136.1_NC_048136.1_33	NC_048136.1	NC_048136.1	33	20081	20962	1	D			Phage T7 capsid assembly protein [PF05396.14]	0
NC_048136.1_NC_048136.1_34	NC_048136.1	NC_048136.1	34	21093	22142	1	D			Phage capsid protein [PF19821.2]	0
NC_048136.1_NC_048136.1_35	NC_048136.1	NC_048136.1	35	22199	22405	1	E				0
NC_048136.1_NC_048136.1_36	NC_048136.1	NC_048136.1	36	22464	23030	1	D			Tail tubular protein [PF17212.6]	0
NC_048136.1_NC_048136.1_37	NC_048136.1	NC_048136.1	37	23042	25411	1	E				0
NC_048136.1_NC_048136.1_38	NC_048136.1	NC_048136.1	38	25498	25980	1	D			Bacteriophage T7, probable scaffold protein Gp13 [PF11090.11]	0
NC_048136.1_NC_048136.1_39	NC_048136.1	NC_048136.1	39	25943	26353	1	D			Recombination endonuclease VII [PF02945.18]	1
NC_048136.1_NC_048136.1_40	NC_048136.1	NC_048136.1	40	26381	26944	1	E				0
NC_048136.1_NC_048136.1_41	NC_048136.1	NC_048136.1	41	26956	29238	1	E				0
NC_048136.1_NC_048136.1_42	NC_048136.1	NC_048136.1	42	29244	29693	1	D			HNH endonuclease [PF13392.9]; Zinc-binding loop region of homing endonuclease [PF05551.14]	0
NC_048136.1_NC_048136.1_43	NC_048136.1	NC_048136.1	43	29675	33571	1	C	K21508	Escherichia phage peptidoglycan hydrolase [EC:4.2.2.-]		0
NC_048136.1_NC_048136.1_44	NC_048136.1	NC_048136.1	44	33637	35646	1	D			Phage T7 tail fibre protein [PF03906.17]	0
NC_048136.1_NC_048136.1_45	NC_048136.1	NC_048136.1	45	35662	35856	1	D			Phage holin T7 family, holin superfamily II [PF10746.12]	0
NC_048136.1_NC_048136.1_46	NC_048136.1	NC_048136.1	46	35853	36116	1	D			DNA packaging protein [PF11123.11]	0
NC_048136.1_NC_048136.1_47	NC_048136.1	NC_048136.1	47	36219	36656	1	D			Bacteriophage Rz lysis protein [PF03245.16]	0
NC_048136.1_NC_048136.1_48	NC_048136.1	NC_048136.1	48	36653	38476	1	E				0
NC_048136.1_NC_048136.1_49	NC_048136.1	NC_048136.1	49	38486	39028	1	D			HNH endonuclease [PF13392.9]	0
NC_048136.1_NC_048136.1_50	NC_048136.1	NC_048136.1	50	39208	39366	1	E				0
