	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000099.1_41	QGNH01000099.1	QGNH01000099.1	41	47717	48136	-1	E	YP_008242329.1	YP_008242329.1 hypothetical protein N356_gp101 [Cellulophaga phage phi14:2]	False	0.311	68.0	1.037e-12									0	False	
QGNH01000099.1_42	QGNH01000099.1	QGNH01000099.1	42	48136	48333	-1	E															0	False	
QGNH01000099.1_43	QGNH01000099.1	QGNH01000099.1	43	48330	48569	-1	E															0	False	
QGNH01000099.1_44	QGNH01000099.1	QGNH01000099.1	44	48562	48960	-1	E															0	False	
QGNH01000099.1_45	QGNH01000099.1	QGNH01000099.1	45	48964	49125	-1	E															0	False	
QGNH01000099.1_46	QGNH01000099.1	QGNH01000099.1	46	49227	49463	-1	E															0	False	
QGNH01000099.1_47	QGNH01000099.1	QGNH01000099.1	47	49771	49953	-1	E															0	False	
QGNH01000099.1_48	QGNH01000099.1	QGNH01000099.1	48	49943	50203	-1	E															0	False	
QGNH01000099.1_49	QGNH01000099.1	QGNH01000099.1	49	52160	52687	1	E															0	False	
QGNH01000099.1_50	QGNH01000099.1	QGNH01000099.1	50	52960	53427	1	E															0	False	
QGNH01000099.1_51	QGNH01000099.1	QGNH01000099.1	51	53417	53716	1	E															0	False	
QGNH01000099.1_52	QGNH01000099.1	QGNH01000099.1	52	54488	54922	1	E															0	False	
QGNH01000099.1_53	QGNH01000099.1	QGNH01000099.1	53	54935	55447	1	E															0	False	
QGNH01000099.1_54	QGNH01000099.1	QGNH01000099.1	54	55664	55987	1	E												VOG24149	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000099.1_55	QGNH01000099.1	QGNH01000099.1	55	56141	56269	1	E															0	False	
QGNH01000099.1_56	QGNH01000099.1	QGNH01000099.1	56	56262	56462	1	D							Restriction alleviation protein Lar [PF14354.9]								0	False	
QGNH01000099.1_57	QGNH01000099.1	QGNH01000099.1	57	56452	56763	1	E															0	False	
QGNH01000099.1_58	QGNH01000099.1	QGNH01000099.1	58	56750	56917	1	E															0	False	
QGNH01000099.1_59	QGNH01000099.1	QGNH01000099.1	59	57004	57156	1	E															0	False	
QGNH01000099.1_60	QGNH01000099.1	QGNH01000099.1	60	57162	57344	1	E															0	False	
QGNH01000099.1_61	QGNH01000099.1	QGNH01000099.1	61	57518	59971	1	E															0	False	
QGNH01000099.1_62	QGNH01000099.1	QGNH01000099.1	62	60043	60267	1	E															0	False	F
QGNH01000099.1_63	QGNH01000099.1	QGNH01000099.1	63	60278	60760	1	E															0	False	F
QGNH01000099.1_64	QGNH01000099.1	QGNH01000099.1	64	60762	61127	1	E															0	False	F
QGNH01000099.1_65	QGNH01000099.1	QGNH01000099.1	65	61124	62590	1	D							AMP-binding enzyme [PF00501.31]								0	False	F
QGNH01000099.1_66	QGNH01000099.1	QGNH01000099.1	66	63614	64042	1	E															0	False	F
QGNH01000099.1_67	QGNH01000099.1	QGNH01000099.1	67	64056	64496	1	E															0	False	F
QGNH01000099.1_68	QGNH01000099.1	QGNH01000099.1	68	64599	65165	1	E															0	False	F
