Target Name	ID	EC value	E-Value (sequence)	Score (domain)
NZ_ASHR01000014.1_103515_105302_-	VOG02992		8.7e-25	80.4
NZ_ASHR01000014.1_20246_21781_+	VOG02992		7e-38	71.9
NZ_ASHR01000014.1_117883_118878_-	VOG03131		2e-13	42.8
NZ_ASHR01000014.1_266908_268545_+	VOG03547		5.5e-08	25.9
NZ_ASHR01000014.1_15100_15489_+	VOG03989		1.1e-07	25.4
NZ_ASHR01000014.1_268626_269198_+	VOG04139		3.1e-08	26.7
NZ_ASHR01000014.1_151330_151938_+	VOG04139		1.1e-07	25.5
NZ_ASHR01000014.1_214096_215526_+	VOG04373		6.2e-57	187.2
NZ_ASHR01000014.1_115944_116975_-	VOG04494		4.8e-16	52.9
NZ_ASHR01000014.1_296312_297802_+	VOG04576		4.9e-14	39.6
NZ_ASHR01000014.1_223027_224469_-	VOG04645		3.1e-58	162.0
NZ_ASHR01000014.1_95174_96073_+	VOG04645		1.5e-14	45.4
NZ_ASHR01000014.1_6133_7779_-	VOG06047		3.4e-39	75.6
NZ_ASHR01000014.1_135770_137329_+	VOG06047		5.5e-26	61.9
NZ_ASHR01000014.1_215538_216515_+	VOG07355		2.9e-49	161.3
NZ_ASHR01000014.1_1_465_+	VOG07695		9e-10	26.1
NZ_ASHR01000014.1_282195_283691_+	VOG08160		2.8e-08	26.9
NZ_ASHR01000014.1_286039_287631_+	VOG08908		2.8e-59	191.8
NZ_ASHR01000014.1_229716_230771_+	VOG08908		1.1e-12	39.3
NZ_ASHR01000014.1_101503_102426_+	VOG08915		2.7e-10	31.3
NZ_ASHR01000014.1_167778_169091_+	VOG09082		3.6e-64	211.1
NZ_ASHR01000014.1_65719_68421_+	VOG09738		2.8e-192	532.7
NZ_ASHR01000014.1_65719_68421_+	VOG09738		2.8e-192	54.2
NZ_ASHR01000014.1_65719_68421_+	VOG09738		2.8e-192	45.0
NZ_ASHR01000014.1_230771_231553_+	VOG09790		2.2e-41	135.6
NZ_ASHR01000014.1_7816_8769_-	VOG09811		1.3e-18	52.4
NZ_ASHR01000014.1_231576_232643_+	VOG09811		1.9e-18	30.7
NZ_ASHR01000014.1_231576_232643_+	VOG09811		1.9e-18	28.3
NZ_ASHR01000014.1_46043_46996_-	VOG10300		6.2e-17	54.9
NZ_ASHR01000014.1_105331_105534_-	VOG10487		1.6e-08	28.6
NZ_ASHR01000014.1_193148_193864_+	VOG10964		7.4e-11	35.5
NZ_ASHR01000014.1_208208_209626_+	VOG12056		3e-16	53.7
NZ_ASHR01000014.1_38491_42429_-	VOG14942		2.3e-22	62.6
NZ_ASHR01000014.1_25682_26848_+	VOG15756		9.4e-46	150.1
NZ_ASHR01000014.1_210676_212199_+	VOG15806		8.5e-50	128.8
NZ_ASHR01000014.1_210676_212199_+	VOG15806		8.5e-50	35.0
NZ_ASHR01000014.1_297802_298719_+	VOG16777		3.8e-18	58.1
NZ_ASHR01000014.1_81465_82814_+	VOG16777		1.4e-13	34.7
NZ_ASHR01000014.1_79224_80669_+	VOG16777		5.1e-12	29.5
NZ_ASHR01000014.1_130801_131988_-	VOG17757		6.8e-09	28.6
NZ_ASHR01000014.1_278645_280432_+	VOG18554		4.8e-121	398.6
NZ_ASHR01000014.1_175853_178780_+	VOG19857		1.2e-48	159.2
NZ_ASHR01000014.1_214096_215526_+	VOG20124		4.7e-12	34.1
NZ_ASHR01000014.1_110048_111943_-	VOG20955		8.8e-29	45.0
NZ_ASHR01000014.1_24259_25680_+	VOG21226		3.2e-62	204.1
NZ_ASHR01000014.1_299804_300754_-	VOG21226		1.8e-53	175.4
NZ_ASHR01000014.1_274296_275972_+	VOG21292		4.1e-28	58.2
NZ_ASHR01000014.1_91546_92118_+	VOG21345		3e-22	73.2
NZ_ASHR01000014.1_254507_255739_+	VOG22917		2.5e-50	165.1
NZ_ASHR01000014.1_133343_134416_+	VOG28221		1.2e-24	80.4
NZ_ASHR01000014.1_134550_135650_+	VOG28221		1.9e-15	50.0
NZ_ASHR01000014.1_105718_106644_+	VOG35465		1.6e-30	96.6
NZ_ASHR01000014.1_180634_181851_-	VOG35465		2.3e-19	62.0
NZ_ASHR01000014.1_70848_72419_+	VOG35478		5.4e-31	65.5
NZ_ASHR01000014.1_70848_72419_+	VOG35478		5.4e-31	33.2
