	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001323.1_23	QGNH01001323.1	QGNH01001323.1	23	14166	14363	-1	E															0	False	
QGNH01001323.1_24	QGNH01001323.1	QGNH01001323.1	24	14979	15377	1	D							Large polyvalent protein associated domain 29 [PF18847.4]								0	False	
QGNH01001323.1_25	QGNH01001323.1	QGNH01001323.1	25	15368	15550	1	E															0	False	
QGNH01001323.1_26	QGNH01001323.1	QGNH01001323.1	26	15551	15766	1	E	YP_010648301.1	YP_010648301.1 hypothetical protein PP262_gp33 [Streptococcus phage vB_SthS_VA460]	False	0.674	98.0	2.109e-24						VOG13445	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001323.1_27	QGNH01001323.1	QGNH01001323.1	27	15907	16227	1	E															0	False	
QGNH01001323.1_28	QGNH01001323.1	QGNH01001323.1	28	16236	16586	1	E															0	False	
QGNH01001323.1_29	QGNH01001323.1	QGNH01001323.1	29	16573	16929	1	E															0	False	
QGNH01001323.1_30	QGNH01001323.1	QGNH01001323.1	30	17002	17259	-1	E															0	False	
QGNH01001323.1_31	QGNH01001323.1	QGNH01001323.1	31	17246	17449	-1	E															0	False	
QGNH01001323.1_32	QGNH01001323.1	QGNH01001323.1	32	17459	18358	-1	E															0	False	
QGNH01001323.1_33	QGNH01001323.1	QGNH01001323.1	33	18470	18751	-1	E															0	False	
QGNH01001323.1_34	QGNH01001323.1	QGNH01001323.1	34	18930	19205	-1	E															0	False	
QGNH01001323.1_35	QGNH01001323.1	QGNH01001323.1	35	19195	19458	-1	D							DNA-binding transcriptional regulator Cro [PF14549.9]; Putative antitoxin of bacterial toxin-antitoxin system, YdaS/YdaT [PF15943.8]								0	False	
QGNH01001323.1_36	QGNH01001323.1	QGNH01001323.1	36	19504	19833	1	E															0	False	
QGNH01001323.1_37	QGNH01001323.1	QGNH01001323.1	37	19820	20650	1	D	YP_004934633.1	YP_004934633.1 exonuclease VIII [Synechococcus phage S-CBS1]	False	0.376	164.0	9.695e-44	PDDEXK-like domain of unknown function (DUF3799) [PF12684.10]					VOG08192	sp|P03698|VBET_LAMBD Recombination protein bet; Xr	Xr	0	False	V
QGNH01001323.1_38	QGNH01001323.1	QGNH01001323.1	38	20787	21806	1	D	YP_005087203.1	YP_005087203.1 RecT-like ssDNA annealing protein [Rhodococcus phage REQ3]	False	0.3	71.0	7.172e-12	RecT family [PF03837.17]					VOG08192	sp|P03698|VBET_LAMBD Recombination protein bet; Xr	Xr	0	False	V
QGNH01001323.1_39	QGNH01001323.1	QGNH01001323.1	39	21806	21982	1	E															0	False	
QGNH01001323.1_40	QGNH01001323.1	QGNH01001323.1	40	21979	22185	1	E															0	False	
QGNH01001323.1_41	QGNH01001323.1	QGNH01001323.1	41	22291	22434	1	E															0	False	
QGNH01001323.1_42	QGNH01001323.1	QGNH01001323.1	42	22439	22795	-1	D	YP_009855886.1	YP_009855886.1 nuclease [Butyrivibrio phage Arawn]	False	0.467	85.0	4.498e-19	VRR-NUC domain [PF08774.14]					VOG00231	sp|Q9T1Q4|VP44_BPAPS Putative nuclease p44; Xu	Xu	0	False	
QGNH01001323.1_43	QGNH01001323.1	QGNH01001323.1	43	22867	23400	-1	D	NP_958672.1	NP_958672.1 endolysin [Bordetella phage BPP-1]	False	0.267	66.0	1.589e-11	Glycosyl hydrolase 108 [PF05838.15]; Predicted Peptidoglycan domain [PF09374.13]	GH108	GH108 N-acetylmuramidase (EC 3.2.1.17)	3.2.1.17	GH108.hmm	VOG04462	REFSEQ endolysin; Xu	Xu	0	False	
QGNH01001323.1_44	QGNH01001323.1	QGNH01001323.1	44	23520	24263	-1	E															0	False	
QGNH01001323.1_45	QGNH01001323.1	QGNH01001323.1	45	24290	24673	-1	E															0	False	
QGNH01001323.1_46	QGNH01001323.1	QGNH01001323.1	46	24734	25096	-1	E															0	False	
QGNH01001323.1_47	QGNH01001323.1	QGNH01001323.1	47	25404	25592	-1	E															0	False	
QGNH01001323.1_48	QGNH01001323.1	QGNH01001323.1	48	25579	25785	-1	E															0	False	
QGNH01001323.1_49	QGNH01001323.1	QGNH01001323.1	49	25782	25964	-1	E															0	False	
QGNH01001323.1_50	QGNH01001323.1	QGNH01001323.1	50	25957	26139	-1	E															0	False	
QGNH01001323.1_51	QGNH01001323.1	QGNH01001323.1	51	26332	26562	-1	E															0	False	
QGNH01001323.1_52	QGNH01001323.1	QGNH01001323.1	52	26556	26711	-1	E															0	False	
QGNH01001323.1_53	QGNH01001323.1	QGNH01001323.1	53	26812	27117	-1	E															0	False	
QGNH01001323.1_54	QGNH01001323.1	QGNH01001323.1	54	27126	27518	-1	E	YP_010685337.1	YP_010685337.1 hypothetical protein PRB83_gp79 [Klebsiella phage vB_KpnS_MK54]	False	0.477	113.0	2.579e-28						VOG01283	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001323.1_55	QGNH01001323.1	QGNH01001323.1	55	28131	29135	-1	E															0	False	
QGNH01001323.1_56	QGNH01001323.1	QGNH01001323.1	56	29156	29368	-1	E															0	False	
QGNH01001323.1_57	QGNH01001323.1	QGNH01001323.1	57	29396	29563	-1	E															0	False	
QGNH01001323.1_58	QGNH01001323.1	QGNH01001323.1	58	29659	30474	-1	E	YP_010683698.1	YP_010683698.1 tail fiber protein [Klebsiella phage BUCT_49532]	False	0.282	87.0	1.053e-17									0	False	
QGNH01001323.1_59	QGNH01001323.1	QGNH01001323.1	59	30484	30975	-1	E															0	False	
QGNH01001323.1_60	QGNH01001323.1	QGNH01001323.1	60	31011	31928	-1	E	YP_010097861.1	YP_010097861.1 hypothetical protein KNU05_gp158 [Synechococcus virus S-PRM1]	False	0.352	73.0	1.144e-12									0	False	
QGNH01001323.1_61	QGNH01001323.1	QGNH01001323.1	61	31938	32318	-1	E															0	False	
QGNH01001323.1_62	QGNH01001323.1	QGNH01001323.1	62	32343	34544	-1	E															0	False	F
QGNH01001323.1_63	QGNH01001323.1	QGNH01001323.1	63	34603	35169	-1	E															0	False	F
QGNH01001323.1_64	QGNH01001323.1	QGNH01001323.1	64	35322	35522	1	E															0	False	F
QGNH01001323.1_65	QGNH01001323.1	QGNH01001323.1	65	35531	35797	1	E															0	False	F
QGNH01001323.1_66	QGNH01001323.1	QGNH01001323.1	66	35902	38127	-1	E															0	False	F
QGNH01001323.1_67	QGNH01001323.1	QGNH01001323.1	67	38124	39071	-1	E															0	False	F
