	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
NC_070760_NC_070760_47	NC_070760	NC_070760	47	35619	36602	1	E				0
NC_070760_NC_070760_48	NC_070760	NC_070760	48	37034	39988	1	C	K02316	DNA primase [EC:2.7.7.101]	Toprim-like [PF13155.9]; MCM P-loop domain [PF00493.26]	0
NC_070760_NC_070760_49	NC_070760	NC_070760	49	40239	41027	1	D			HI0933-like protein [PF03486.17]	0
NC_070760_NC_070760_50	NC_070760	NC_070760	50	41027	41338	1	E				0
NC_070760_NC_070760_51	NC_070760	NC_070760	51	41322	41963	1	D			5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C) [PF06941.15]	0
NC_070760_NC_070760_52	NC_070760	NC_070760	52	41956	42582	1	E				0
NC_070760_NC_070760_53	NC_070760	NC_070760	53	42579	43505	1	D			PHP domain [PF02811.22]	0
NC_070760_NC_070760_54	NC_070760	NC_070760	54	43493	43723	1	E				0
NC_070760_NC_070760_55	NC_070760	NC_070760	55	43704	44234	1	D			NUMOD4 motif [PF07463.14]; HNH endonuclease [PF13392.9]	0
NC_070760_NC_070760_56	NC_070760	NC_070760	56	44287	46455	1	D			Bacterial DNA polymerase III alpha NTPase domain [PF07733.15]; Bacterial DNA polymerase III alpha subunit finger domain [PF17657.4]; Helix-hairpin-helix motif [PF14579.9]; Helix-hairpin-helix motif [PF12836.10]	0
NC_070760_NC_070760_57	NC_070760	NC_070760	57	46470	46982	1	E				0
NC_070760_NC_070760_58	NC_070760	NC_070760	58	46936	47166	1	E				0
NC_070760_NC_070760_59	NC_070760	NC_070760	59	47163	47354	1	E				0
NC_070760_NC_070760_60	NC_070760	NC_070760	60	47351	47929	1	E				0
NC_070760_NC_070760_61	NC_070760	NC_070760	61	47942	49162	1	C	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	Thymidylate synthase complementing protein [PF02511.18]	0
NC_070760_NC_070760_62	NC_070760	NC_070760	62	49162	49404	1	E				0
NC_070760_NC_070760_63	NC_070760	NC_070760	63	49401	49700	1	E				0
NC_070760_NC_070760_64	NC_070760	NC_070760	64	49672	49872	1	E				0
NC_070760_NC_070760_65	NC_070760	NC_070760	65	49869	50198	1	E				0
NC_070760_NC_070760_66	NC_070760	NC_070760	66	50191	50529	1	E				0
NC_070760_NC_070760_67	NC_070760	NC_070760	67	51097	51390	1	E				0
NC_070760_NC_070760_68	NC_070760	NC_070760	68	51611	51790	1	E				0
NC_070760_NC_070760_69	NC_070760	NC_070760	69	51783	52064	1	E				0
NC_070760_NC_070760_70	NC_070760	NC_070760	70	52061	52201	1	E				0
NC_070760_NC_070760_71	NC_070760	NC_070760	71	52198	52938	1	E				0
NC_070760_NC_070760_72	NC_070760	NC_070760	72	53414	53719	1	E				0
NC_070760_NC_070760_73	NC_070760	NC_070760	73	53806	54096	1	E				0
NC_070760_NC_070760_74	NC_070760	NC_070760	74	54103	54609	1	E				0
NC_070760_NC_070760_75	NC_070760	NC_070760	75	54612	55559	1	E				0
NC_070760_NC_070760_76	NC_070760	NC_070760	76	55671	56246	1	E				0
NC_070760_NC_070760_77	NC_070760	NC_070760	77	56194	56814	1	E				0
NC_070760_NC_070760_78	NC_070760	NC_070760	78	56814	57050	1	E				0
NC_070760_NC_070760_79	NC_070760	NC_070760	79	57050	57226	1	E				0
NC_070760_NC_070760_80	NC_070760	NC_070760	80	57219	57422	1	E				0
NC_070760_NC_070760_81	NC_070760	NC_070760	81	57428	57730	1	E				0
NC_070760_NC_070760_82	NC_070760	NC_070760	82	57877	58161	1	E				0
NC_070760_NC_070760_83	NC_070760	NC_070760	83	58326	58826	1	E				0
NC_070760_NC_070760_84	NC_070760	NC_070760	84	58831	59634	1	E				0
NC_070760_NC_070760_85	NC_070760	NC_070760	85	59627	62440	1	E				0
NC_070760_NC_070760_86	NC_070760	NC_070760	86	62772	62942	1	E				0
NC_070760_NC_070760_87	NC_070760	NC_070760	87	62942	63043	1	E				0
