	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_010147_NC_010147_17	NC_010147	NC_010147	17	8618	9382	1	E															0
NC_010147_NC_010147_18	NC_010147	NC_010147	18	9382	9738	1	E															0
NC_010147_NC_010147_19	NC_010147	NC_010147	19	9735	10976	1	C	K02314	replicative DNA helicase [EC:5.6.2.3]								DnaB-like helicase C terminal domain [PF03796.18]; KaiC [PF06745.16]					0
NC_010147_NC_010147_20	NC_010147	NC_010147	20	10973	11188	1	E															0
NC_010147_NC_010147_21	NC_010147	NC_010147	21	11191	11412	1	D										Protein of unknown function (DUF3269) [PF11673.11]					0
NC_010147_NC_010147_22	NC_010147	NC_010147	22	11422	11829	1	C	K01160	crossover junction endodeoxyribonuclease RusA [EC:3.1.21.10]								Endodeoxyribonuclease RusA [PF05866.14]					0
NC_010147_NC_010147_23	NC_010147	NC_010147	23	11829	12014	1	D										Protein of unknown function (DUF3113) [PF11310.11]					0
NC_010147_NC_010147_24	NC_010147	NC_010147	24	12015	12272	1	C	K07727	putative transcriptional regulator								Cro/C1-type HTH DNA-binding domain [PF13443.9]; Helix-turn-helix domain [PF13560.9]; Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]					0
NC_010147_NC_010147_25	NC_010147	NC_010147	25	12284	12646	1	D										PVL ORF-50-like family [PF07768.14]					0
NC_010147_NC_010147_26	NC_010147	NC_010147	26	12647	12895	1	D										Phage Conserved Open Reading Frame 51 [PF06194.14]					0
NC_010147_NC_010147_27	NC_010147	NC_010147	27	12909	13115	1	E															0
NC_010147_NC_010147_28	NC_010147	NC_010147	28	13118	13519	1	E															0
NC_010147_NC_010147_29	NC_010147	NC_010147	29	13516	13863	1	D										YopX protein [PF09643.13]					0
NC_010147_NC_010147_30	NC_010147	NC_010147	30	13860	14168	1	E															0
NC_010147_NC_010147_31	NC_010147	NC_010147	31	14161	14409	1	D										Protein of unknown function (DUF1024) [PF06260.15]					0
NC_010147_NC_010147_32	NC_010147	NC_010147	32	14402	14911	1	C	K01520	dUTP diphosphatase [EC:3.6.1.23]								dUTPase [PF00692.22]					0
NC_010147_NC_010147_33	NC_010147	NC_010147	33	15020	15193	1	E															0
NC_010147_NC_010147_34	NC_010147	NC_010147	34	15190	15396	1	D										Protein of unknown function (DUF1381) [PF07129.14]					0
NC_010147_NC_010147_35	NC_010147	NC_010147	35	15393	15596	1	E															0
NC_010147_NC_010147_36	NC_010147	NC_010147	36	15589	15825	1	E															0
NC_010147_NC_010147_37	NC_010147	NC_010147	37	15815	16204	1	E															0
NC_010147_NC_010147_38	NC_010147	NC_010147	38	16201	16374	1	D										Transcriptional activator RinB [PF06116.15]					0
NC_010147_NC_010147_39	NC_010147	NC_010147	39	16375	16776	1	E															0
NC_010147_NC_010147_40	NC_010147	NC_010147	40	17127	17621	1	C	K07474	phage terminase small subunit								Terminase small subunit [PF03592.19]					0
NC_010147_NC_010147_41	NC_010147	NC_010147	41	17611	18822	1	C	K06909	phage terminase large subunit								Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Phage terminase large subunit [PF04466.16]; Terminase RNaseH-like domain [PF17289.5]; Terminase RNAseH like domain [PF17288.5]					0
NC_010147_NC_010147_42	NC_010147	NC_010147	42	18776	20254	1	D										Phage portal protein, SPP1 Gp6-like [PF05133.17]					0
NC_010147_NC_010147_43	NC_010147	NC_010147	43	20193	21173	1	D										Phage Mu protein F like protein [PF04233.17]					0
NC_010147_NC_010147_44	NC_010147	NC_010147	44	21271	21867	1	D										Phage minor structural protein GP20 [PF06810.14]					0
NC_010147_NC_010147_45	NC_010147	NC_010147	45	21888	22712	1	E															0
NC_010147_NC_010147_46	NC_010147	NC_010147	46	22729	23055	1	D										Rho termination factor, N-terminal domain [PF07498.15]					0
NC_010147_NC_010147_47	NC_010147	NC_010147	47	23055	23369	1	E															0
NC_010147_NC_010147_48	NC_010147	NC_010147	48	23362	23697	1	E															0
NC_010147_NC_010147_49	NC_010147	NC_010147	49	23684	24097	1	D										Bacteriophage HK97-gp10, putative tail-component [PF04883.15]					0
NC_010147_NC_010147_50	NC_010147	NC_010147	50	24110	24547	1	D										Protein of unknown function (DUF3168) [PF11367.11]					0
NC_010147_NC_010147_51	NC_010147	NC_010147	51	24534	25094	1	E															0
NC_010147_NC_010147_52	NC_010147	NC_010147	52	25156	25650	1	D										Phage tail assembly chaperone protein, TAC [PF12363.11]					0
NC_010147_NC_010147_53	NC_010147	NC_010147	53	25671	26012	1	E															0
NC_010147_NC_010147_54	NC_010147	NC_010147	54	26015	28984	1	E															0
NC_010147_NC_010147_55	NC_010147	NC_010147	55	28999	29934	1	E															0
NC_010147_NC_010147_56	NC_010147	NC_010147	56	29945	31828	1	D										Prophage endopeptidase tail [PF06605.14]; GDSL-like Lipase/Acylhydrolase family [PF13472.9]					0
NC_010147_NC_010147_57	NC_010147	NC_010147	57	31841	33739	1	E															0
NC_010147_NC_010147_58	NC_010147	NC_010147	58	33739	35562	1	D										BppU N-terminal domain [PF10651.12]					0
NC_010147_NC_010147_59	NC_010147	NC_010147	59	35562	35939	1	D										Protein of unknown function (DUF2977) [PF11192.11]					0
NC_010147_NC_010147_60	NC_010147	NC_010147	60	35940	36116	1	D										Phage uncharacterised protein (Phage_XkdX) [PF09693.13]					0
NC_010147_NC_010147_61	NC_010147	NC_010147	61	36157	36456	1	D										Protein of unknown function (DUF2951) [PF11166.11]					0
NC_010147_NC_010147_62	NC_010147	NC_010147	62	36593	38467	1	D			MER0024991	C51	MER0024991 - family C51 unassigned peptidases () [C51.UPW]#C51#{peptidase unit: 7-133}~source Q9FZY4~	False	1.0	289.0	2.825e-81	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [PF01832.23]; CHAP domain [PF05257.19]	GH73	GH73 lysozyme (EC 3.2.1.17); mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase (EC 3.2.1.96); peptidoglycan hydrolase with endo-beta-N-acetylglucosaminidase specificity (EC 3.2.1.-)	3.2.1.17,3.2.1.96,3.2.1.-	GH73.hmm	0
NC_010147_NC_010147_63	NC_010147	NC_010147	63	38480	39652	1	D										BppU N-terminal domain [PF10651.12]					0
NC_010147_NC_010147_64	NC_010147	NC_010147	64	39658	40053	1	E															0
NC_010147_NC_010147_65	NC_010147	NC_010147	65	40109	40546	1	D										Bacteriophage holin [PF04531.16]					0
NC_010147_NC_010147_66	NC_010147	NC_010147	66	40527	41972	1	C	K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]	MER0402765	C51	MER0402765 - family C51 unassigned peptidases (Staphylococcus aureus) [C51.UPW]#C51#{peptidase unit: 7-133}~source EIK05298~	False	1.0	282.0	1.032e-80	Bacterial SH3 domain [PF08460.13]; N-acetylmuramoyl-L-alanine amidase [PF01510.28]; CHAP domain [PF05257.19]					0
NC_010147_NC_010147_67	NC_010147	NC_010147	67	42501	42707	1	E															0
NC_010147_NC_010147_68	NC_010147	NC_010147	68	42722	42922	1	E															0
