	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_019456_31	NC_019456	NC_019456	31	27283	27633	1	E			YP_007002993.1	YP_007002993.1 hypothetical protein F367_gp30 [Lactobacillus phage JCL1032]	False	0.939	231.0	1.276e-69																0	False	
NC_019456_32	NC_019456	NC_019456	32	27949	28860	1	E			YP_007002995.1	YP_007002995.1 hypothetical protein F367_gp32 [Lactobacillus phage JCL1032]	True	0.998	641.0	4.2470000000000006e-208													VOG04336	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_019456_33	NC_019456	NC_019456	33	28853	29239	1	E			YP_007002996.1	YP_007002996.1 hypothetical protein F367_gp33 [Lactobacillus phage JCL1032]	False	0.931	252.0	8.903e-77																0	False	
NC_019456_34	NC_019456	NC_019456	34	29607	30719	-1	C	K14059	integrase	YP_007002997.1	YP_007002997.1 integrase [Lactobacillus phage JCL1032]	True	0.969	757.0	5.698e-247								Phage integrase family [PF00589.25]; Phage integrase SAM-like domain [PF13102.9]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xh;Xr	0	False	V
NC_019456_35	NC_019456	NC_019456	35	30776	31171	-1	D			YP_007002998.1	YP_007002998.1 metallo-protease [Lactobacillus phage JCL1032]	False	0.987	275.0	8.321e-85								Peptidase U49 [PF10463.12]; IrrE N-terminal-like domain [PF06114.16]					VOG00538	sp|P10426|YIM2_BPPH1 Uncharacterized immunity region protein 2; Xu	Xu	0	False	
NC_019456_36	NC_019456	NC_019456	36	31164	31526	-1	D			YP_007002999.1	YP_007002999.1 CII-like regulator [Lactobacillus phage JCL1032]	False	0.964	246.0	9.469e-75								Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF13560.9]; Antitoxin component of bacterial toxin-antitoxin system, MqsA [PF15731.8]								0	False	
NC_019456_37	NC_019456	NC_019456	37	31701	31907	1	D			YP_007003000.1	YP_007003000.1 putative Cro-like repressor [Lactobacillus phage JCL1032]	False	0.986	144.0	1.964e-40								Helix-turn-helix domain [PF12844.10]								0	False	
NC_019456_38	NC_019456	NC_019456	38	31970	32659	1	C	K07741	anti-repressor protein	YP_007003001.1	YP_007003001.1 anti-repressor Ant [Lactobacillus phage JCL1032]	True	0.99	481.0	4.992e-154								Phage antirepressor protein KilAC domain [PF03374.17]; AntA/AntB antirepressor [PF08346.15]					VOG00291	sp|P44193|Y1422_HAEIN Uncharacterized protein HI_1422; Xu	Xu	0	False	
NC_019456_39	NC_019456	NC_019456	39	32646	32816	1	E			YP_007003002.1	YP_007003002.1 hypothetical protein F367_gp39 [Lactobacillus phage JCL1032]	False	1.0	123.0	1.52e-33																0	False	
NC_019456_40	NC_019456	NC_019456	40	32831	33004	1	E			YP_007003003.1	YP_007003003.1 hypothetical protein F367_gp40 [Lactobacillus phage JCL1032]	False	1.0	125.0	3.2799999999999998e-34																0	False	
NC_019456_41	NC_019456	NC_019456	41	33212	33466	1	E			YP_007003005.1	YP_007003005.1 hypothetical protein F367_gp42 [Lactobacillus phage JCL1032]	False	0.96	172.0	7.615e-50													VOG14165	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_019456_42	NC_019456	NC_019456	42	33466	34182	1	D			YP_007003006.1	YP_007003006.1 Sak4-like ssDNA annealing protein [Lactobacillus phage JCL1032]	True	1.0	510.0	4.096e-164								AAA domain [PF13479.9]					VOG00709	sp|O31907|YORG_BACSU SPbeta prophage-derived uncharacterized protein YorG; Xu	Xu	0	False	
NC_019456_43	NC_019456	NC_019456	43	34145	35503	1	D			YP_007003007.1	YP_007003007.1 DNA helicase [Lactobacillus phage JCL1032]	True	0.985	941.0	4.545e-309								Type III restriction enzyme, res subunit [PF04851.18]; Helicase conserved C-terminal domain [PF00271.34]; SWI2/SNF2 ATPase [PF18766.4]; AAA domain [PF13401.9]; AAA domain [PF13604.9]					VOG00107	sp|P20703|UVSW_BPT4 ATP-dependent DNA helicase uvsW; Xh	Xh	0	False	
NC_019456_44	NC_019456	NC_019456	44	35520	36068	1	D			YP_007003008.1	YP_007003008.1 single strand DNA binding protein [Lactobacillus phage JCL1032]	True	0.984	380.0	4.556e-120								Protein of unknown function (DUF669) [PF05037.16]					VOG02415	REFSEQ single strand DNA binding protein; Xu	Xu	0	False	
NC_019456_45	NC_019456	NC_019456	45	36088	38442	1	C	K06919	putative DNA primase/helicase	YP_007003009.1	YP_007003009.1 DNA primase [Lactobacillus phage JCL1032]	True	0.978	1617.0	0.0								D5 N terminal like [PF08706.14]; Family of unknown function (DUF5906) [PF19263.2]; Poxvirus D5 protein-like [PF03288.19]					VOG00138	sp|Q5UQ22|YL207_MIMIV Putative helicase L207/L206; Xh	Xh	0	False	
NC_019456_46	NC_019456	NC_019456	46	38445	38621	1	E			YP_007003010.1	YP_007003010.1 hypothetical protein F367_gp47 [Lactobacillus phage JCL1032]	False	0.965	120.0	2.126e-32																0	False	
NC_019456_47	NC_019456	NC_019456	47	38628	38918	1	E			YP_007003011.1	YP_007003011.1 hypothetical protein F367_gp48 [Lactobacillus phage JCL1032]	False	0.99	203.0	1.946e-60																0	False	
NC_019456_48	NC_019456	NC_019456	48	38922	39260	1	E			YP_007003012.1	YP_007003012.1 Holliday junction resolvase [Lactobacillus phage JCL1032]	False	1.0	239.0	1.3790000000000002e-72													VOG00231	sp|Q9T1Q4|VP44_BPAPS Putative nuclease p44; Xu	Xu	0	False	
NC_019456_49	NC_019456	NC_019456	49	39244	39399	1	E			YP_007003013.1	YP_007003013.1 hypothetical protein F367_gp50 [Lactobacillus phage JCL1032]	False	1.0	122.0	3.036e-33																0	False	
NC_019456_50	NC_019456	NC_019456	50	39392	39691	1	E			YP_007003014.1	YP_007003014.1 hypothetical protein F367_gp51 [Lactobacillus phage JCL1032]	False	0.964	203.0	2.2549999999999998e-60													VOG14166	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_019456_51	NC_019456	NC_019456	51	39657	39830	1	E			YP_007003015.1	YP_007003015.1 hypothetical protein F367_gp52 [Lactobacillus phage JCL1032]	False	0.968	119.0	7.179e-32																0	False	
NC_019456_52	NC_019456	NC_019456	52	39827	40570	1	D			YP_007003016.1	YP_007003016.1 anti-repressor Ant [Lactobacillus phage JCL1032]	True	0.946	493.0	6.6479999999999994e-158								BRO family, N-terminal domain [PF02498.20]					VOG03932	REFSEQ anti-repressor Ant; Xu	Xu	0	False	
NC_019456_53	NC_019456	NC_019456	53	40643	40849	1	E			YP_007003017.1	YP_007003017.1 hypothetical protein F367_gp54 [Lactobacillus phage JCL1032]	False	0.922	134.0	7.403e-37																0	False	
NC_019456_54	NC_019456	NC_019456	54	40836	41162	1	E			YP_007003018.1	YP_007003018.1 RusA-like Holliday junction resolvase [Lactobacillus phage JCL1032]	False	0.969	223.0	4.7989999999999996e-67																0	False	
NC_019456_55	NC_019456	NC_019456	55	41153	41296	1	E			YP_007003019.1	YP_007003019.1 hypothetical protein F367_gp56 [Lactobacillus phage JCL1032]	False	0.927	94.0	2.045e-23													VOG16557	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_019456_56	NC_019456	NC_019456	56	41293	41733	1	E			YP_007003020.1	YP_007003020.1 transcriptional activator [Lactobacillus phage JCL1032]	False	0.972	301.0	1.529e-93													VOG00939	sp|O34055|ARPU_BPO12 Putative autolysin regulatory protein ArpU; Xu	Xu	0	False	
NC_019456_57	NC_019456	NC_019456	57	42205	42432	1	E			YP_007003023.1	YP_007003023.1 hypothetical protein F367_gp60 [Lactobacillus phage JCL1032]	False	1.0	168.0	1.1499999999999999e-48																0	False	
NC_019456_58	NC_019456	NC_019456	58	42447	42719	1	D			YP_007003024.1	YP_007003024.1 nucleotide modification associated domain-containing protein [Lactobacillus phage JCL1032]	False	0.988	190.0	4.92e-56								Nucleotide modification associated domain 1 [PF07659.14]					VOG01384	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_019456_59	NC_019456	NC_019456	59	42703	43242	1	E			YP_007003025.1	YP_007003025.1 hypothetical protein F367_gp62 [Lactobacillus phage JCL1032]	True	1.0	385.0	8.952000000000001e-122													VOG04787	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_019456_60	NC_019456	NC_019456	60	43232	43447	1	E			YP_007003026.1	YP_007003026.1 hypothetical protein F367_gp63 [Lactobacillus phage JCL1032]	False	1.0	153.0	2.157e-43																0	False	
NC_019456_61	NC_019456	NC_019456	61	43479	43925	1	E			YP_007003027.1	YP_007003027.1 transcriptional regulator AlpA [Lactobacillus phage JCL1032]	False	0.972	303.0	3.473e-94													VOG00246	sp|Q03182|RINA_BPPHA Transcriptional activator rinA; Xu	Xu	0	False	
NC_019456_62	NC_019456	NC_019456	62	44063	44323	1	E			YP_007003028.1	YP_007003028.1 hypothetical protein F367_gp65 [Lactobacillus phage JCL1032]	False	0.921	112.0	4.825e-29																0	False	
NC_019456_63	NC_019456	NC_019456	63	44511	44687	1	E			YP_007003029.1	YP_007003029.1 hypothetical protein F367_gp66 [Lactobacillus phage JCL1032]	False	0.886	109.0	1.111e-28																0	False	F
NC_019456_64	NC_019456	NC_019456	64	44799	44975	1	E			YP_007003030.1	YP_007003030.1 hypothetical protein F367_gp67 [Lactobacillus phage JCL1032]	False	0.898	111.0	3.123e-29													VOG12583	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_019456_65	NC_019456	NC_019456	65	45039	45542	1	E			YP_007003031.1	YP_007003031.1 hypothetical protein F367_gp68 [Lactobacillus phage JCL1032]	False	0.957	338.0	7.472000000000001e-106																0	False	F
NC_019456_66	NC_019456	NC_019456	66	46958	47173	1	E			YP_007003036.1	YP_007003036.1 hypothetical protein F367_gp73 [Lactobacillus phage JCL1032]	False	0.88	132.0	2.2260000000000003e-36																0	False	F
NC_019456_67	NC_019456	NC_019456	67	47355	48170	1	D			YP_007003037.1	YP_007003037.1 hypothetical protein F367_gp74 [Lactobacillus phage JCL1032]	True	0.934	533.0	3.049e-171								N-terminal domain of anti-restriction factor ArdC [PF08401.14]								0	False	F
NC_019456_68	NC_019456	NC_019456	68	48255	48536	1	E			YP_007003038.1	YP_007003038.1 hypothetical protein F367_gp75 [Lactobacillus phage JCL1032]	False	0.994	198.0	1.4030000000000001e-58																0	False	F
NC_019456_69	NC_019456	NC_019456	69	48549	48926	1	E			YP_007003039.1	YP_007003039.1 hypothetical protein F367_gp76 [Lactobacillus phage JCL1032]	False	0.99	263.0	8.101999999999998e-81																0	False	F
