	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_071076_NC_071076_19	NC_071076	NC_071076	19	15536	20374	1	D			MER0505653	C104	MER0505653 - family C104 unassigned peptidases () [C104.UPW]#C104#{peptidase unit: 478-608}~source YP_007392292~	False	0.925	256.0	1.6169999999999998e-66	Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [PF01832.23]; Prophage endopeptidase tail [PF06605.14]; Collagen triple helix repeat (20 copies) [PF01391.21]					0
NC_071076_NC_071076_20	NC_071076	NC_071076	20	20375	22417	1	D										Siphovirus protein of unknown function (DUF859) [PF05895.15]					0
NC_071076_NC_071076_21	NC_071076	NC_071076	21	22435	22782	1	D										Protein of unknown function (DUF1366) [PF07104.14]					0
NC_071076_NC_071076_22	NC_071076	NC_071076	22	22800	22946	1	E															0
NC_071076_NC_071076_23	NC_071076	NC_071076	23	22964	23287	1	E															0
NC_071076_NC_071076_24	NC_071076	NC_071076	24	23284	23511	1	D										Bacteriophage holin [PF04531.16]					0
NC_071076_NC_071076_25	NC_071076	NC_071076	25	23528	24922	1	C	K07273	lysozyme	MER0069435	C51	MER0069435 - family C51 unassigned peptidases (Streptococcus pyogenes) [C51.UPW]#C51#{peptidase unit: 28-132}~source YP_060444~	False	0.435	79.0	6.198e-14	Glycosyl hydrolases family 25 [PF01183.23]; CHAP domain [PF05257.19]	GH25	GH25 lysozyme (EC 3.2.1.17)	3.2.1.17	GH25.hmm	0
NC_071076_NC_071076_26	NC_071076	NC_071076	26	25229	25630	1	C	K07491	REP-associated tyrosine transposase								Transposase IS200 like [PF01797.19]					0
NC_071076_NC_071076_27	NC_071076	NC_071076	27	25627	26736	1	C	K07496	putative transposase								Probable transposase [PF01385.22]; Putative transposase DNA-binding domain [PF07282.14]; Helix-turn-helix domain [PF12323.11]					0
NC_071076_NC_071076_28	NC_071076	NC_071076	28	27242	27445	1	D										Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF12844.10]; Antitoxin component of bacterial toxin-antitoxin system, MqsA [PF15731.8]; Helix-turn-helix domain [PF13560.9]					0
NC_071076_NC_071076_29	NC_071076	NC_071076	29	27471	27944	1	E															0
NC_071076_NC_071076_30	NC_071076	NC_071076	30	28202	28411	1	D										Protein of unknown function (DUF739) [PF05339.14]					0
NC_071076_NC_071076_31	NC_071076	NC_071076	31	28484	28621	1	E															0
NC_071076_NC_071076_32	NC_071076	NC_071076	32	28894	29367	1	D										Siphovirus Gp157 [PF05565.14]					0
NC_071076_NC_071076_33	NC_071076	NC_071076	33	29364	30065	1	D										AAA domain [PF13479.9]					0
NC_071076_NC_071076_34	NC_071076	NC_071076	34	30040	31371	1	D										Helicase conserved C-terminal domain [PF00271.34]; Type III restriction enzyme, res subunit [PF04851.18]; AAA domain [PF13604.9]; ERCC3/RAD25/XPB C-terminal helicase [PF16203.8]					0
NC_071076_NC_071076_35	NC_071076	NC_071076	35	31378	31833	1	D										Protein of unknown function (DUF669) [PF05037.16]					0
NC_071076_NC_071076_36	NC_071076	NC_071076	36	31842	32651	1	D										Bifunctional DNA primase/polymerase, N-terminal [PF09250.14]; Primase C terminal 1 (PriCT-1) [PF08708.14]					0
NC_071076_NC_071076_37	NC_071076	NC_071076	37	32638	34155	1	C	K06919	putative DNA primase/helicase								Family of unknown function (DUF5906) [PF19263.2]; Poxvirus D5 protein-like [PF03288.19]					0
NC_071076_NC_071076_38	NC_071076	NC_071076	38	34416	34739	1	D										VRR-NUC domain [PF08774.14]					0
NC_071076_NC_071076_39	NC_071076	NC_071076	39	34744	34968	1	E															0
NC_071076_NC_071076_40	NC_071076	NC_071076	40	34986	35108	1	E															0
NC_071076_NC_071076_41	NC_071076	NC_071076	41	35109	35612	1	D										Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]; Cro/C1-type HTH DNA-binding domain [PF13443.9]					0
NC_071076_NC_071076_42	NC_071076	NC_071076	42	35584	35820	1	D										Protein of unknown function (DUF1372) [PF07116.14]					0
NC_071076_NC_071076_43	NC_071076	NC_071076	43	35824	36531	1	D										Protein of unknown function (DUF1340) [PF07067.14]					0
NC_071076_NC_071076_44	NC_071076	NC_071076	44	37107	37520	1	E															0
