KO Id	Name	Level	Count
K00606	K00606: panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase	Function	1
K00609	K00609: pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit	Function	2
K00611	K00611: OTC, argF, argI; ornithine carbamoyltransferase	Function	1
K00612	K00612: nodU; carbamoyltransferase	Function	1
K00615	K00615: E2.2.1.1, tktA, tktB; transketolase	Function	3
	lvl3: Biosynthesis of ansamycins [PATH:ko01051]	3	1
K00616	K00616: E2.2.1.2, talA, talB; transaldolase	Function	1
K00619	K00619: argA; amino-acid N-acetyltransferase	Function	1
K00620	K00620: argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase	Function	1
K00625	K00625: E2.3.1.8, pta; phosphate acetyltransferase	Function	5
K00626	K00626: ACAT, atoB; acetyl-CoA C-acetyltransferase	Function	15
	lvl2: Digestive system	2	1
	lvl3: Fat digestion and absorption [PATH:ko04975]	3	1
K00627	K00627: DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase)	Function	3
K00632	K00632: fadA, fadI; acetyl-CoA acyltransferase	Function	6
	lvl3: alpha-Linolenic acid metabolism [PATH:ko00592]	3	1
	lvl3: Geraniol degradation [PATH:ko00281]	3	3
	lvl3: Ethylbenzene degradation [PATH:ko00642]	3	5
K00640	K00640: cysE; serine O-acetyltransferase	Function	3
	lvl2: Cellular community - prokaryotes	2	134
	lvl3: Biofilm formation - Vibrio cholerae [PATH:ko05111]	3	21
K00641	K00641: metX; homoserine O-acetyltransferase/O-succinyltransferase	Function	2
K00645	K00645: fabD, MCAT, MCT1; [acyl-carrier-protein] S-malonyltransferase	Function	3
K00652	K00652: bioF; 8-amino-7-oxononanoate synthase	Function	2
	lvl3: Amino acid related enzymes [BR:ko01007]	3	41
K00655	K00655: plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase	Function	3
K00658	K00658: DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)	Function	3
K00661	K00661: maa; maltose O-acetyltransferase	Function	1
K00666	K00666: K00666; fatty-acyl-CoA synthase	Function	1
K00673	K00673: astA; arginine N-succinyltransferase	Function	1
K00674	K00674: dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	Function	1
	lvl3: Lipopolysaccharide biosynthesis [PATH:ko00540]	3	25
K00677	K00677: lpxA; UDP-N-acetylglucosamine acyltransferase	Function	3
	lvl2: Drug resistance: antimicrobial	2	29
	lvl3: Cationic antimicrobial peptide (CAMP) resistance [PATH:ko01503]	3	11
	lvl3: Lipopolysaccharide biosynthesis proteins [BR:ko01005]	3	27
K00681	K00681: ggt; gamma-glutamyltranspeptidase / glutathione hydrolase	Function	4
K00682	K00682: GGCT; gamma-glutamylcyclotransferase	Function	1
K00684	K00684: aat; leucyl/phenylalanyl-tRNA---protein transferase	Function	1
	lvl3: Starch and sucrose metabolism [PATH:ko00500]	3	24
K00688	K00688: PYG, glgP; glycogen phosphorylase	Function	6
	lvl2: Cell growth and death	2	22
	lvl3: Necroptosis [PATH:ko04217]	3	4
	lvl3: Biofilm formation - Escherichia coli [PATH:ko02026]	3	24
	lvl3: Insulin signaling pathway [PATH:ko04910]	3	1
	lvl3: Insulin resistance [PATH:ko04931]	3	3
K00694	K00694: bcsA; cellulose synthase (UDP-forming)	Function	3
	lvl3: Glycosyltransferases [BR:ko01003]	3	25
K00697	K00697: otsA; trehalose 6-phosphate synthase	Function	2
K00700	K00700: GBE1, glgB; 1,4-alpha-glucan branching enzyme	Function	2
K00703	K00703: glgA; starch synthase	Function	3
K00705	K00705: malQ; 4-alpha-glucanotransferase	Function	1
	lvl3: Sphingolipid metabolism [PATH:ko00600]	3	3
K00720	K00720: UGCG; ceramide glucosyltransferase	Function	2
K00748	K00748: lpxB; lipid-A-disaccharide synthase	Function	2
K00754	K00754: bshA; L-malate glycosyltransferase	Function	1
K00760	K00760: hprT, hpt, HPRT1; hypoxanthine phosphoribosyltransferase	Function	2
K00761	K00761: upp, UPRT; uracil phosphoribosyltransferase	Function	1
K00762	K00762: pyrE; orotate phosphoribosyltransferase	Function	1
K00763	K00763: pncB, NAPRT1; nicotinate phosphoribosyltransferase	Function	1
K00764	K00764: purF, PPAT; amidophosphoribosyltransferase	Function	3
K00765	K00765: hisG; ATP phosphoribosyltransferase	Function	1
K00766	K00766: trpD; anthranilate phosphoribosyltransferase	Function	1
K00767	K00767: nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating)	Function	1
