KO Id	Name	Level	Count
	lvl3: Pyruvate fermentation to acetate and lactate I	3	4
K00138	K00138: aldB; aldehyde dehydrogenase	Function	4
	lvl3: Pyruvate fermentation to acetate I	3	4
	lvl3: Pyruvate fermentation to acetate IV	3	4
	lvl2: Valine, leucine and isoleucine degradation	2	25
K00140	K00140: mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase	Function	1
K00145	K00145: argC; N-acetyl-gamma-glutamyl-phosphate reductase	Function	6
	lvl2: Arginine and proline metabolism	2	40
K00147	K00147: proA; glutamate-5-semialdehyde dehydrogenase	Function	1
	lvl2: Methane oxidation to cO2	2	6
K00148	K00148: fdhA; glutathione-independent formaldehyde dehydrogenase	Function	1
K00161	K00161: PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit	Function	1
K00162	K00162: PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit	Function	1
K00163	K00163: aceE; pyruvate dehydrogenase E1 component	Function	1
K00164	K00164: OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component	Function	2
K00166	K00166: BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit	Function	1
K00167	K00167: BCKDHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit	Function	1
	lvl1: 13_Hydrogen metabolism	1	6
	lvl2: Hydrogen production	2	3
K00198	K00198: cooS, acsA; anaerobic carbon-monoxide dehydrogenase catalytic subunit	Function	1
	lvl1: 05_Fatty acid oxidation	1	36
	lvl2: Fatty acid activation	2	7
K00215	K00215: dapB; 4-hydroxy-tetrahydrodipicolinate reductase	Function	2
	lvl2: Pyrimidine metabolism	2	41
K00226	K00226: pyrD; dihydroorotate dehydrogenase (fumarate)	Function	1
K00241	K00241: sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit	Function	3
	lvl2: Incomplete TCA fork	2	9
K00242	K00242: sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit	Function	3
	lvl3: Pyruvate fermentation to propionate II (acrylate pathway)	3	4
K00248	K00248: ACADS, bcd; butyryl-CoA dehydrogenase	Function	6
	lvl2: Fatty acid beta-oxidation I	2	14
K00252	K00252: GCDH, gcdH; glutaryl-CoA dehydrogenase	Function	2
K00253	K00253: IVD, ivd; isovaleryl-CoA dehydrogenase	Function	1
K00254	K00254: DHODH, pyrD; dihydroorotate dehydrogenase	Function	1
	lvl2: Oxydation deamination	2	3
K00259	K00259: ald; alanine dehydrogenase	Function	2
K00263	K00263: E1.4.1.9; leucine dehydrogenase	Function	2
K00265	K00265: gltB; glutamate synthase (NADPH) large chain	Function	2
	lvl1: 11_Nitrogen cycle	1	14
	lvl2: Ammonia assimilation	2	7
K00266	K00266: gltD; glutamate synthase (NADPH) small chain	Function	3
K00274	K00274: MAO, aofH; monoamine oxidase	Function	5
K00278	K00278: nadB; L-aspartate oxidase	Function	1
K00281	K00281: GLDC, gcvP; glycine dehydrogenase	Function	1
K00285	K00285: dadA; D-amino-acid dehydrogenase	Function	1
K00286	K00286: proC; pyrroline-5-carboxylate reductase	Function	1
	lvl1: 14_Methanogenesis	1	6
	lvl2: From formate	2	1
K00320	K00320: mer; 5,10-methylenetetrahydromethanopterin reductase	Function	2
	lvl2: From CO2	2	1
K00330	K00330: nuoA; NADH-quinone oxidoreductase subunit A	Function	1
K00331	K00331: nuoB; NADH-quinone oxidoreductase subunit B	Function	1
	lvl2: Hydrogen production VII (chlorophyta, cyanobacteria)	2	1
K00355	K00355: NQO1; NAD(P)H dehydrogenase (quinone)	Function	1
	lvl2: Nitrogenated compounds Reduction	2	3
	lvl3: Assimilatory nitrate reduction	3	1
	lvl4: Nitrate to ammonia	4	1
K00362	K00362: nirB; nitrite reductase (NADH) large subunit	Function	1
	lvl3: Denitrification	3	2
	lvl4: Nitrate to nitrite	4	2
K00372	K00372: nasA; assimilatory nitrate reductase catalytic subunit	Function	2
	lvl1: 18_Sulfur compounds metabolism	1	24
	lvl2: Sulfur compounds cycle	2	21
	lvl3: Sulfate reduction (assimilatory)	3	6
K00380	K00380: cysJ; sulfite reductase (NADPH) flavoprotein alpha-component	Function	1
K00381	K00381: cysI; sulfite reductase (NADPH) hemoprotein beta-component	Function	1
K00382	K00382: DLD, lpd, pdhD; dihydrolipoamide dehydrogenase	Function	2
K00383	K00383: GSR, gor; glutathione reductase (NADPH)	Function	1
K00428	K00428: E1.11.1.5; cytochrome c peroxidase	Function	2
	lvl2: Response to oxidative stress	2	11
K00432	K00432: gpx, btuE, bsaA; glutathione peroxidase	Function	3
	lvl2: Other aromatics degradation	2	3
K00446	K00446: dmpB, xylE; catechol 2,3-dioxygenase	Function	1
	lvl2: Polycyclic aromatic hydrocarbon degradation	2	4
K00448	K00448: pcaG; protocatechuate 3,4-dioxygenase, alpha subunit	Function	2
K00449	K00449: pcaH; protocatechuate 3,4-dioxygenase, beta subunit	Function	1
K00451	K00451: HGD, hmgA; homogentisate 1,2-dioxygenase	Function	2
K00457	K00457: HPD, hppD; 4-hydroxyphenylpyruvate dioxygenase	Function	2
K00481	K00481: pobA; p-hydroxybenzoate 3-monooxygenase	Function	1
K00500	K00500: phhA, PAH; phenylalanine-4-hydroxylase	Function	3
	lvl2: Phenylalanine, tyrosine and tryptophan biosynthesis	2	19
K00525	K00525: E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain	Function	2
K00526	K00526: E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain	Function	2
K00529	K00529: hcaD; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin reductase component	Function	1
	lvl2: Nitrogen Fixation	2	4
K00531	K00531: anfG; nitrogenase delta subunit	Function	1
K00548	K00548: metH, MTR; 5-methyltetrahydrofolate--homocysteine methyltransferase	Function	3
K00549	K00549: metE; 5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	Function	2
K00560	K00560: thyA, TYMS; thymidylate synthase	Function	1
K00567	K00567: ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase	Function	2
	lvl2: Response to nitrosative stress	2	13
	lvl2: Reductive acetyl coenzyme A pathway	2	17
K00568	K00568: ubiG; 2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase	Function	2
K00588	K00588: E2.1.1.104; caffeoyl-CoA O-methyltransferase	Function	2
	lvl3: Pyruvate fermentation to lactate	3	7
K00600	K00600: glyA, SHMT; glycine hydroxymethyltransferase	Function	3
	lvl2: Serine pathway for formaldehyde fixation	2	3
K00602	K00602: purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	Function	1
K00605	K00605: gcvT, AMT; aminomethyltransferase	Function	1
K00609	K00609: pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit	Function	2
K00611	K00611: OTC, argF, argI; ornithine carbamoyltransferase	Function	1
	lvl3: (R)-acetoin biosynthesis I	3	2
K00615	K00615: E2.2.1.1, tktA, tktB; transketolase	Function	4
	lvl3: (s)-acetoin biosynthesis	3	2
	lvl3: Meso-butanediol biosynthesis II	3	2
K00616	K00616: E2.2.1.2, talA, talB; transaldolase	Function	4
K00619	K00619: argA; amino-acid N-acetyltransferase	Function	1
K00620	K00620: argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase	Function	1
	lvl2: Lysine fermentation to acetate and butyrate	2	4
K00625	K00625: E2.3.1.8, pta; phosphate acetyltransferase	Function	11
	lvl2: Pyruvate fermentation to butanol	2	10
	lvl3: Pyruvate fermentation to acetone	3	8
	lvl2: From acetate	2	4
	lvl3: Sulfoacetaldehyde degradation	3	2
	lvl3: Sulfolactate degradation	3	3
K00626	K00626: ACAT, atoB; acetyl-CoA C-acetyltransferase	Function	2
K00632	K00632: fadA, fadI; acetyl-CoA acyltransferase	Function	1
K00640	K00640: cysE; serine O-acetyltransferase	Function	13
	lvl3: Pyruvate fermentation to acetate and lactate II	3	1
	lvl3: Pyruvate fermentation to acetate II	3	1
	lvl3: Pyruvate fermentation to acetate VII	3	1
	lvl2: Acetate formation from acetyl-coA I	2	1
K00641	K00641: metX; homoserine O-acetyltransferase/O-succinyltransferase	Function	1
K00658	K00658: DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)	Function	1
K00673	K00673: astA; arginine N-succinyltransferase	Function	1
K00674	K00674: dapD; 2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	Function	3
	lvl2: Fatty acid beta-oxidation II (core pathway)	2	10
K00677	K00677: lpxA; UDP-N-acetylglucosamine acyltransferase	Function	3
	lvl3: Lipopolysaccharide biosynthesis	3	49
K00681	K00681: ggt; gamma-glutamyltranspeptidase / glutathione hydrolase	Function	1
	lvl1: 09_Carbohydrate Active enzyme - CAZy	1	36
	lvl2: Glycosyltransferase	2	14
K00688	K00688: PYG, glgP; glycogen phosphorylase	Function	3
K00694	K00694: bcsA; cellulose synthase (UDP-forming)	Function	3
K00697	K00697: otsA; trehalose 6-phosphate synthase	Function	4
	lvl2: Trehalose metabolism in response to cold stress	2	2
	lvl2: Glycoside hydrolase	2	16
K00700	K00700: GBE1, glgB; 1,4-alpha-glucan branching enzyme	Function	1
K00703	K00703: glgA; starch synthase	Function	2
K00705	K00705: malQ; 4-alpha-glucanotransferase	Function	3
	lvl2: Disaccaride phosphorylase	2	9
	lvl3: Maltose	3	4
K00720	K00720: UGCG; ceramide glucosyltransferase	Function	1
K00748	K00748: lpxB; lipid-A-disaccharide synthase	Function	2
K00760	K00760: hprT, hpt, HPRT1; hypoxanthine phosphoribosyltransferase	Function	1
K00761	K00761: upp, UPRT; uracil phosphoribosyltransferase	Function	1
K00762	K00762: pyrE; orotate phosphoribosyltransferase	Function	1
K00764	K00764: purF, PPAT; amidophosphoribosyltransferase	Function	2
K00765	K00765: hisG; ATP phosphoribosyltransferase	Function	2
K00766	K00766: trpD; anthranilate phosphoribosyltransferase	Function	2
K00789	K00789: metK; S-adenosylmethionine synthetase	Function	4
K00790	K00790: murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	Function	4
K00794	K00794: ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase	Function	2
K00797	K00797: speE, SRM, SPE3; spermidine synthase	Function	3
K00799	K00799: GST, gst; glutathione S-transferase	Function	1
K00812	K00812: aspB; aspartate aminotransferase	Function	9
	lvl3: Pyruvate to leucine	3	4
K00817	K00817: hisC; histidinol-phosphate aminotransferase	Function	3
K00820	K00820: glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing)	Function	2
K00821	K00821: argD; acetylornithine/N-succinyldiaminopimelate aminotransferase	Function	4
	lvl3: Pyruvate fermentation to acetate and alanine	3	1
K00822	K00822: E2.6.1.18; beta-alanine--pyruvate transaminase	Function	2
K00826	K00826: E2.6.1.42, ilvE; branched-chain amino acid aminotransferase	Function	2
K00831	K00831: serC, PSAT1; phosphoserine aminotransferase	Function	1
K00832	K00832: tyrB; aromatic-amino-acid transaminase	Function	3
K00836	K00836: ectB, dat; diaminobutyrate-2-oxoglutarate transaminase	Function	1
K00840	K00840: astC; succinylornithine aminotransferase	Function	1
K00845	K00845: glk; glucokinase	Function	3
	lvl2: Galactose	2	11
K00847	K00847: E2.7.1.4, scrK; fructokinase	Function	1
K00854	K00854: xylB, XYLB; xylulokinase	Function	1
K00860	K00860: cysC; adenylylsulfate kinase	Function	4
	lvl2: Cellular response to oxidative stress	2	6
K00865	K00865: glxK, garK; glycerate 2-kinase	Function	2
	lvl1: 04_Utililization of sugar, conversion of pentose to EMP pathway intermediates	1	4
	lvl2: Pentose	2	4
K00873	K00873: PK, pyk; pyruvate kinase	Function	5
	lvl2: EMP  in archea	2	7
K00883	K00883: dgoK; 2-dehydro-3-deoxygalactonokinase	Function	1
K00887	K00887: dgkA; undecaprenol kinase	Function	1
K00912	K00912: lpxK; tetraacyldisaccharide 4'-kinase	Function	1
K00925	K00925: ackA; acetate kinase	Function	3
K00927	K00927: PGK, pgk; phosphoglycerate kinase	Function	5
K00928	K00928: lysC; aspartate kinase	Function	6
K00930	K00930: argB; acetylglutamate kinase	Function	2
K00931	K00931: proB; glutamate 5-kinase	Function	3
K00937	K00937: ppk1; polyphosphate kinase	Function	1
K00940	K00940: ndk, NME; nucleoside-diphosphate kinase	Function	2
K00942	K00942: E2.7.4.8, gmk; guanylate kinase	Function	1
K00943	K00943: tmk, DTYMK; dTMP kinase	Function	1
K00944	K00944: AK3; nucleoside-triphosphate--adenylate kinase	Function	1
K00945	K00945: cmk; CMP/dCMP kinase	Function	1
K00948	K00948: PRPS, prsA; ribose-phosphate pyrophosphokinase	Function	1
	lvl1: 03_Superpathway of thiosulfate metabolism (Desulfovibrio sulfodismutans)	1	3
	lvl2: nan	2	3
K00955	K00955: cysNC; bifunctional enzyme CysN/CysC	Function	11
	lvl2: Chemoautotrophic oxidation of sulfur compounds	2	3
	lvl3: Superpathway of sulfur metabolism (Desulfocapsa sulfoexigens)	3	2
	lvl3: Sulfate reduction (dissimilatory)	3	2
	lvl3: Sulfite oxidation	3	2
	lvl3: Sulfur disproportionation	3	2
	lvl3: Thiosulfate disproportionation	3	4
K00957	K00957: cysD; sulfate adenylyltransferase subunit 2	Function	9
K00962	K00962: pnp, PNPT1; polyribonucleotide nucleotidyltransferase	Function	2
K00974	K00974: cca; tRNA nucleotidyltransferase (CCA-adding enzyme)	Function	1
K00978	K00978: rfbF; glucose-1-phosphate cytidylyltransferase	Function	2
K00979	K00979: kdsB; 3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase)	Function	2
K01000	K01000: mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase	Function	2
K01006	K01006: ppdK; pyruvate, orthophosphate dikinase	Function	7
	lvl2: Gluconeogenesis	2	5
K01007	K01007: pps, ppsA; pyruvate, water dikinase	Function	8
K01011	K01011: TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase	Function	3
K01028	K01028: E2.8.3.5A, scoA; 3-oxoacid CoA-transferase subunit A	Function	1
K01029	K01029: E2.8.3.5B, scoB; 3-oxoacid CoA-transferase subunit B	Function	1
K01039	K01039: gctA; glutaconate CoA-transferase, subunit A	Function	6
K01040	K01040: gctB; glutaconate CoA-transferase, subunit B	Function	1
	lvl2: Polysaccharide lyase	2	3
K01046	K01046: lip, TGL2; triacylglycerol lipase	Function	1
	lvl2: Cellular response to osmotic stress	2	32
K01048	K01048: pldB; lysophospholipase	Function	2
K01057	K01057: PGLS, pgl, devB; 6-phosphogluconolactonase	Function	1
K01070	K01070: frmB, ESD, fghA; S-formylglutathione hydrolase	Function	1
K01079	K01079: serB, PSPH; phosphoserine phosphatase	Function	1
K01087	K01087: otsB; trehalose 6-phosphate phosphatase	Function	3
K01129	K01129: dgt; dGTPase	Function	1
K01139	K01139: spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	Function	1
K01178	K01178: SGA1; glucoamylase	Function	2
K01182	K01182: IMA, malL; oligo-1,6-glucosidase	Function	3
K01193	K01193: INV, sacA; beta-fructofuranosidase	Function	4
	lvl3: Sucrose	3	3
K01199	K01199: EGLC; glucan endo-1,3-beta-D-glucosidase	Function	2
K01207	K01207: nagZ; beta-N-acetylhexosaminidase	Function	2
	lvl2: Chitin	2	1
K01214	K01214: ISA, treX; isoamylase	Function	1
K01236	K01236: treZ, glgZ; maltooligosyltrehalose trehalohydrolase	Function	1
K01241	K01241: amn; AMP nucleosidase	Function	1
K01243	K01243: mtnN, mtn, pfs; adenosylhomocysteine nucleosidase	Function	1
K01251	K01251: E3.3.1.1, ahcY; adenosylhomocysteinase	Function	2
K01259	K01259: pip; proline iminopeptidase	Function	1
	lvl2: Carbohydrate esterase	2	3
K01286	K01286: E3.4.16.4; D-alanyl-D-alanine carboxypeptidase	Function	2
	lvl3: Oxaloacetate to aspartate and asparagine	3	8
K01303	K01303: APEH; acylaminoacyl-peptidase	Function	1
K01424	K01424: E3.5.1.1, ansA, ansB; L-asparaginase	Function	2
K01428	K01428: ureC; urease subunit alpha	Function	2
K01429	K01429: ureB; urease subunit beta	Function	2
K01430	K01430: ureA; urease subunit gamma	Function	2
K01438	K01438: argE; acetylornithine deacetylase	Function	2
K01439	K01439: dapE; succinyl-diaminopimelate desuccinylase	Function	2
K01448	K01448: amiABC; N-acetylmuramoyl-L-alanine amidase	Function	1
K01458	K01458: hutG; N-formylglutamate deformylase	Function	1
K01465	K01465: URA4, pyrC; dihydroorotase	Function	1
K01468	K01468: hutI, AMDHD1; imidazolonepropionase	Function	2
K01470	K01470: E3.5.2.10; creatinine amidohydrolase	Function	1
K01473	K01473: hyuA; N-methylhydantoinase A	Function	3
	lvl2: BTEX and related aromatics degradation	2	2
K01477	K01477: alc, ALLC; allantoicase	Function	2
	lvl2: Degradation of pyrimidine bases	2	2
K01483	K01483: allA; ureidoglycolate lyase	Function	1
K01485	K01485: codA; cytosine/creatinine deaminase	Function	3
K01487	K01487: E3.5.4.3, guaD; guanine deaminase	Function	2
	lvl2: Degradation of purine bases	2	4
K01491	K01491: folD; methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase	Function	2
	lvl2: Formaldehyde oxidation (tetrahydrofolate pathway)	2	1
K01494	K01494: dcd; dCTP deaminase	Function	1
K01496	K01496: hisI; phosphoribosyl-AMP cyclohydrolase	Function	2
K01515	K01515: nudF; ADP-ribose pyrophosphatase	Function	1
K01519	K01519: ITPA; inosine triphosphate pyrophosphatase	Function	2
K01520	K01520: dut, DUT; dUTP pyrophosphatase	Function	1
K01523	K01523: hisE; phosphoribosyl-ATP pyrophosphohydrolase	Function	1
K01524	K01524: ppx-gppA; exopolyphosphatase / guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase	Function	1
K01525	K01525: apaH; bis(5'-nucleosyl)-tetraphosphatase (symmetrical)	Function	1
K01555	K01555: FAH, fahA; fumarylacetoacetase	Function	2
K01557	K01557: FAHD1; acylpyruvate hydrolase	Function	2
K01581	K01581: E4.1.1.17, ODC1, speC, speF; ornithine decarboxylase	Function	1
K01584	K01584: adiA; arginine decarboxylase	Function	3
K01585	K01585: speA; arginine decarboxylase	Function	3
K01586	K01586: lysA; diaminopimelate decarboxylase	Function	2
K01588	K01588: purE; 5-(carboxyamino)imidazole ribonucleotide mutase	Function	1
K01589	K01589: purK; 5-(carboxyamino)imidazole ribonucleotide synthase	Function	1
K01591	K01591: pyrF; orotidine-5'-phosphate decarboxylase	Function	1
	lvl2: Replenishment of TCA cycle intermediates (necessary because some intermediates serve as precursors for biosysnthesis)	2	4
K01595	K01595: ppc; phosphoenolpyruvate carboxylase	Function	3
K01609	K01609: trpC; indole-3-glycerol phosphate synthase	Function	1
K01610	K01610: E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP)	Function	2
K01611	K01611: speD, AMD1; S-adenosylmethionine decarboxylase	Function	2
	lvl2: Chlorinated aromatics degradation	2	2
K01617	K01617: dmpH, xylI, nahK; 2-oxo-3-hexenedioate decarboxylase	Function	1
K01621	K01621: xfp, xpk; xylulose-5-phosphate/fructose-6-phosphate phosphoketolase	Function	1
K01624	K01624: FBA, fbaA; fructose-bisphosphate aldolase, class II	Function	5
K01625	K01625: eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase	Function	3
K01626	K01626: E2.5.1.54, aroF, aroG, aroH; 3-deoxy-7-phosphoheptulonate synthase	Function	2
K01627	K01627: kdsA; 2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase)	Function	3
K01631	K01631: dgoA; 2-dehydro-3-deoxyphosphogalactonate aldolase	Function	1
K01637	K01637: E4.1.3.1, aceA; isocitrate lyase	Function	1
K01638	K01638: aceB, glcB; malate synthase	Function	1
K01640	K01640: E4.1.3.4, HMGCL, hmgL; hydroxymethylglutaryl-CoA lyase	Function	1
K01649	K01649: leuA, IMS; 2-isopropylmalate synthase	Function	1
K01652	K01652: E2.2.1.6L, ilvB, ilvG, ilvI; acetolactate synthase I/II/III large subunit	Function	2
K01653	K01653: E2.2.1.6S, ilvH, ilvN; acetolactate synthase I/III small subunit	Function	2
K01657	K01657: trpE; anthranilate synthase component I	Function	2
K01658	K01658: trpG; anthranilate synthase component II	Function	8
K01676	K01676: E4.2.1.2A, fumA, fumB; fumarate hydratase, class I	Function	3
K01679	K01679: E4.2.1.2B, fumC, FH; fumarate hydratase, class II	Function	3
K01681	K01681: ACO, acnA; aconitate hydratase	Function	4
	lvl2: Regulation of translation in response to oxidative stress	2	2
K01682	K01682: acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase	Function	3
K01684	K01684: dgoD; galactonate dehydratase	Function	1
K01687	K01687: ilvD; dihydroxy-acid dehydratase	Function	3
K01689	K01689: ENO, eno; enolase	Function	9
	lvl2: Fatty acid beta-oxidation IV (unsaturated)	2	4
K01693	K01693: hisB; imidazoleglycerol-phosphate dehydratase	Function	3
K01695	K01695: trpA; tryptophan synthase alpha chain	Function	3
K01696	K01696: trpB; tryptophan synthase beta chain	Function	4
K01702	K01702: LEU1; 3-isopropylmalate dehydratase	Function	1
K01704	K01704: leuD, IPMI-S; 3-isopropylmalate/(R)-2-methylmalate dehydratase small subunit	Function	2
K01712	K01712: hutU, UROC1; urocanate hydratase	Function	2
K01714	K01714: dapA; 4-hydroxy-tetrahydrodipicolinate synthase	Function	1
K01729	K01729: algL; poly(beta-D-mannuronate) lyase	Function	2
K01735	K01735: aroB; 3-dehydroquinate synthase	Function	1
K01736	K01736: aroC; chorismate synthase	Function	1
K01738	K01738: cysK; cysteine synthase	Function	2
	lvl2: Lysine degradation X	2	2
K01745	K01745: hutH, HAL; histidine ammonia-lyase	Function	2
K01752	K01752: E4.3.1.17, sdaA, sdaB, tdcG; L-serine dehydratase	Function	2
K01754	K01754: E4.3.1.19, ilvA, tdcB; threonine dehydratase	Function	2
K01755	K01755: argH, ASL; argininosuccinate lyase	Function	2
K01756	K01756: purB, ADSL; adenylosuccinate lyase	Function	2
K01760	K01760: metC; cysteine-S-conjugate beta-lyase	Function	4
K01761	K01761: E4.4.1.11; methionine-gamma-lyase	Function	2
K01768	K01768: E4.6.1.1; adenylate cyclase	Function	1
K01776	K01776: murI; glutamate racemase	Function	3
	lvl2: D-glutamine and D-glutamate metabolism	2	4
K01778	K01778: dapF; diaminopimelate epimerase	Function	1
