	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_053504_20	NC_053504	NC_053504	20	19721	22234	1	E			YP_009197016.1	YP_009197016.1 minor tail protein [Mycobacterium phage Snenia]	True	0.947	1665.0	0.0													VOG04076	sp|Q05240|VG31_BPML5 Gene 31 protein; Xu	Xu	0	False	
NC_053504_21	NC_053504	NC_053504	21	22244	23461	1	E			YP_009197017.1	YP_009197017.1 minor tail protein [Mycobacterium phage Snenia]	True	0.909	771.0	4.729000000000001e-251													VOG08021	sp|Q05241|VG32_BPML5 Gene 32 protein; Xu	Xu	0	False	
NC_053504_22	NC_053504	NC_053504	22	23491	23874	1	E			YP_009197018.1	YP_009197018.1 head protein [Mycobacterium phage Snenia]	False	0.91	244.0	6.444e-74													VOG04042	REFSEQ head protein; Xu	Xu	0	False	
NC_053504_23	NC_053504	NC_053504	23	23886	24827	1	E			YP_009197019.1	YP_009197019.1 minor tail protein [Mycobacterium phage Snenia]	True	1.0	665.0	3.038e-216													VOG00204	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_24	NC_053504	NC_053504	24	24852	24959	1	E			YP_009202412.1	YP_009202412.1 hypothetical protein AVU99_gp025 [Mycobacterium phage Lolly9]	False	0.893	68.0	1.392e-14													VOG15648	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_25	NC_053504	NC_053504	25	24959	26431	1	C	K03791	putative chitinase	YP_009197021.1	YP_009197021.1 endolysin [Mycobacterium phage Snenia]	True	1.0	1040.0	0.0								D-alanyl-D-alanine carboxypeptidase [PF13539.9]; Chitinase class I [PF00182.22]	GH19	GH19 chitinase (EC 3.2.1.14); lysozyme (EC 3.2.1.17); [reducing end] chitinase (EC 3.2.1.201)	3.2.1.14,3.2.1.17	GH19.hmm				0	False	
NC_053504_26	NC_053504	NC_053504	26	26431	26847	1	D			YP_009197022.1	YP_009197022.1 holin [Mycobacterium phage Snenia]	False	0.931	271.0	2.743e-83								Mycobacterial 2 TMS Phage Holin (M2 Hol) Family [PF16081.8]					VOG03716	sp|O64204|HOLIN_BPMD2 Holin; XhXp	Xp;Xh	0	False	
NC_053504_27	NC_053504	NC_053504	27	26847	27890	1	E			YP_009197023.1	YP_009197023.1 lysin B [Mycobacterium phage Snenia]	True	1.0	753.0	4.5160000000000006e-246													VOG00985	sp|O64205|LYSB_BPMD2 Endolysin B; XhXp	Xp;Xh	0	False	
NC_053504_28	NC_053504	NC_053504	28	27904	28368	1	E			YP_009197024.1	YP_009197024.1 holin [Mycobacterium phage Snenia]	False	0.938	305.0	9.553e-95													VOG15649	REFSEQ holin; Xu	Xu	0	False	
NC_053504_29	NC_053504	NC_053504	29	28371	28790	1	E			YP_009197025.1	YP_009197025.1 hypothetical protein AVU96_gp030 [Mycobacterium phage Snenia]	False	1.0	296.0	6.61e-92													VOG08024	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_30	NC_053504	NC_053504	30	28781	29047	1	E			YP_009197026.1	YP_009197026.1 NrdH-like glutaredoxin [Mycobacterium phage Snenia]	False	1.0	189.0	1.151e-55																0	False	
NC_053504_31	NC_053504	NC_053504	31	29358	29687	-1	E			YP_010012490.1	YP_010012490.1 hypothetical protein J4T93_gp032 [Mycobacterium phage Lumos]	False	0.956	185.0	5.523e-54													VOG10501	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_32	NC_053504	NC_053504	32	29644	30384	-1	C	K07074	uncharacterized protein	YP_010012491.1	YP_010012491.1 nucleotidyltransferase [Mycobacterium phage Lumos]	True	0.978	509.0	1.124e-163								RNA repair pathway DNA polymerase beta family [PF10127.12]					VOG01053	sp|P39242|Y05G_BPT4 Uncharacterized 38.9 kDa protein in nrdC-mobD intergenic region; Xu	Xu	0	False	
NC_053504_33	NC_053504	NC_053504	33	30481	30918	-1	C	K26249	nucleoid-associated protein Lsr2	YP_010012492.1	YP_010012492.1 nucloid associated Lsr2-like [Mycobacterium phage Lumos]	False	0.924	283.0	4.0510000000000005e-87								Lsr2 [PF11774.11]					VOG08198	sp|P24094|LSR2_MYCLE Nucleoid-associated protein Lsr2; Xu	Xu	0	False	
NC_053504_34	NC_053504	NC_053504	34	31005	31388	-1	E			YP_010012493.1	YP_010012493.1 hypothetical protein J4T93_gp035 [Mycobacterium phage Lumos]	False	0.894	239.0	2.8530000000000004e-72													VOG15650	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_35	NC_053504	NC_053504	35	31895	33187	1	C	K14059	integrase	YP_010012494.1	YP_010012494.1 integrase [Mycobacterium phage Lumos]	True	0.992	902.0	3.037e-296								Phage integrase family [PF00589.25]; Phage integrase, N-terminal SAM-like domain [PF14659.9]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	False	V
NC_053504_36	NC_053504	NC_053504	36	33184	33765	-1	E			YP_010012495.1	YP_010012495.1 hypothetical protein J4T93_gp037 [Mycobacterium phage Lumos]	True	0.982	400.0	7.921e-127													VOG01678	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_37	NC_053504	NC_053504	37	34130	34549	-1	E			YP_010012496.1	YP_010012496.1 transcriptional repressor [Mycobacterium phage Lumos]	False	0.922	267.0	1.273e-81																0	False	
NC_053504_38	NC_053504	NC_053504	38	34652	34951	1	E			YP_010012497.1	YP_010012497.1 transcriptional repressor [Mycobacterium phage Lumos]	False	0.957	201.0	7.985999999999999e-60																0	False	
NC_053504_39	NC_053504	NC_053504	39	34948	35163	1	E			YP_010012498.1	YP_010012498.1 HTH DNA binding protein [Mycobacterium phage Lumos]	False	0.946	143.0	3.136e-40																0	False	
NC_053504_40	NC_053504	NC_053504	40	35160	35555	1	E			YP_010012499.1	YP_010012499.1 hypothetical protein J4T93_gp041 [Mycobacterium phage Lumos]	False	0.979	273.0	7.590000000000002e-84													VOG00043	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_41	NC_053504	NC_053504	41	35643	36050	1	E			YP_010012500.1	YP_010012500.1 hypothetical protein J4T93_gp042 [Mycobacterium phage Lumos]	False	0.985	283.0	2.504e-87													VOG00247	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_42	NC_053504	NC_053504	42	36473	36835	1	E			YP_010012501.1	YP_010012501.1 hypothetical protein J4T93_gp043 [Mycobacterium phage Lumos]	False	1.0	257.0	1.365e-78													VOG15651	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_43	NC_053504	NC_053504	43	36886	37047	1	E			YP_010012502.1	YP_010012502.1 hypothetical protein J4T93_gp044 [Mycobacterium phage Lumos]	False	1.0	116.0	3.913e-31													VOG29162	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_44	NC_053504	NC_053504	44	37019	37828	1	D			YP_010012503.1	YP_010012503.1 metallo-phosphoesterase [Mycobacterium phage Lumos]	True	1.0	599.0	2.761e-194								Calcineurin-like phosphoesterase superfamily domain [PF12850.10]					VOG00211	sp|Q5UQ73|YL509_MIMIV Uncharacterized protein L509; Xu	Xu	0	False	
NC_053504_45	NC_053504	NC_053504	45	37828	38046	1	E			YP_009197040.1	YP_009197040.1 hypothetical protein AVU96_gp045 [Mycobacterium phage Snenia]	False	0.979	151.0	8.048e-43													VOG06447	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_46	NC_053504	NC_053504	46	38036	38350	1	E			YP_009197041.1	YP_009197041.1 hypothetical protein AVU96_gp046 [Mycobacterium phage Snenia]	False	0.898	197.0	3.3010000000000005e-58													VOG15653	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_47	NC_053504	NC_053504	47	38573	39505	1	E			YP_009197043.1	YP_009197043.1 lipoprotein [Mycobacterium phage Snenia]	True	0.926	602.0	1.118e-194													VOG01466	sp|Q5UP73|YR614_MIMIV Putative band 7 family protein R614; Xu	Xu	0	False	
NC_053504_48	NC_053504	NC_053504	48	39677	40072	1	E			YP_009197044.1	YP_009197044.1 hypothetical protein AVU96_gp130 [Mycobacterium phage Snenia]	False	0.925	256.0	4.372e-78													VOG08216	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_49	NC_053504	NC_053504	49	40069	40314	1	E			YP_009197045.1	YP_009197045.1 hypothetical protein AVU96_gp129 [Mycobacterium phage Snenia]	False	0.844	144.0	3.7599999999999994e-40													VOG02420	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_50	NC_053504	NC_053504	50	40415	40573	1	E			YP_009197046.1	YP_009197046.1 hypothetical protein AVU96_gp128 [Mycobacterium phage Snenia]	False	0.955	107.0	7.509e-28													VOG08239	sp|Q05273|VG60_BPML5 Gene 60 protein; Xu	Xu	0	False	
NC_053504_51	NC_053504	NC_053504	51	40570	40803	1	E			YP_009197047.1	YP_009197047.1 hypothetical protein AVU96_gp127 [Mycobacterium phage Snenia]	False	0.983	162.0	1.464e-46													VOG01872	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_52	NC_053504	NC_053504	52	40815	42254	1	D			YP_009197048.1	YP_009197048.1 RNA-binding protein [Mycobacterium phage Snenia]	True	0.961	970.0	1.65e-318								Domain of unknown function (DUF2828) [PF11443.11]					VOG01989	sp|Q5UNY4|YL728_MIMIV Uncharacterized protein L728; Xu	Xu	0	False	
NC_053504_53	NC_053504	NC_053504	53	42636	42977	1	E			YP_009197049.1	YP_009197049.1 secreted protein [Mycobacterium phage Snenia]	False	0.986	237.0	5.124e-72													VOG08284	REFSEQ secreted protein; Xu	Xu	0	False	
NC_053504_54	NC_053504	NC_053504	54	42970	43287	1	E			YP_010012643.1	YP_010012643.1 hypothetical protein J4T94_gp124 [Mycobacterium phage Krypton555]	False	0.969	216.0	6.508e-65													VOG15654	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_55	NC_053504	NC_053504	55	43414	43590	1	E			YP_009197052.1	YP_009197052.1 hypothetical protein AVU96_gp122 [Mycobacterium phage Snenia]	False	1.0	125.0	4.741e-34													VOG06185	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_56	NC_053504	NC_053504	56	43580	43771	1	E			YP_010012646.1	YP_010012646.1 hypothetical protein J4T94_gp121 [Mycobacterium phage Krypton555]	False	1.0	139.0	4.965e-39													VOG15656	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_57	NC_053504	NC_053504	57	44011	44748	1	E			YP_009197054.1	YP_009197054.1 exonuclease [Mycobacterium phage Snenia]	True	0.978	507.0	7.113000000000001e-163																0	False	
NC_053504_58	NC_053504	NC_053504	58	44742	45527	1	D			YP_009197055.1	YP_009197055.1 ssDNA binding protein, ERF family [Mycobacterium phage Snenia]	True	0.945	520.0	4.584e-167								ERF superfamily [PF04404.15]					VOG08218	sp|P04892|ERF_BPP22 Essential recombination function protein; Xh	Xh	0	False	
NC_053504_59	NC_053504	NC_053504	59	45527	45799	1	E			YP_009197056.1	YP_009197056.1 Erf-like ssDNA annealing protein [Mycobacterium phage Snenia]	False	1.0	207.0	6.123e-62													VOG15655	REFSEQ Erf-like ssDNA annealing protein; Xu	Xu	0	False	
NC_053504_60	NC_053504	NC_053504	60	45796	46113	1	E			YP_010012522.1	YP_010012522.1 ParB-like nuclease domain protein [Mycobacterium phage Lumos]	False	1.0	226.0	3.306e-68													VOG01004	REFSEQ ParB-like nuclease domain protein; Xu	Xu	0	False	
NC_053504_61	NC_053504	NC_053504	61	46106	46477	1	E			YP_010012523.1	YP_010012523.1 hypothetical protein J4T93_gp113 [Mycobacterium phage Lumos]	False	0.919	239.0	3.227e-72													VOG01103	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_62	NC_053504	NC_053504	62	46548	46691	-1	E																								0	False	
NC_053504_63	NC_053504	NC_053504	63	46777	47238	1	E			YP_010012525.1	YP_010012525.1 hypothetical protein J4T93_gp111 [Mycobacterium phage Lumos]	False	1.0	331.0	1.5339999999999997e-103													VOG03785	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_64	NC_053504	NC_053504	64	47231	47911	1	E			YP_010012526.1	YP_010012526.1 hypothetical protein J4T93_gp110 [Mycobacterium phage Lumos]	True	0.995	477.0	5.396e-153																0	False	
NC_053504_65	NC_053504	NC_053504	65	47908	49173	1	C	K02314	replicative DNA helicase [EC:5.6.2.3]	YP_010012527.1	YP_010012527.1 DnaB-like replicative helicase [Mycobacterium phage Lumos]	True	0.943	835.0	6.820000000000001e-273								DnaB-like helicase C terminal domain [PF03796.18]; DnaB-like helicase N terminal domain [PF00772.24]; KaiC [PF06745.16]; AAA domain [PF13481.9]; Divergent DnaB-like ATPase [PF20307.1]					VOG04360	sp|P04530|HELIC_BPT4 DnaB-like replicative helicase; XhXr	Xr;Xh	0	False	V
NC_053504_66	NC_053504	NC_053504	66	49170	49451	1	D			YP_010012528.1	YP_010012528.1 transcriptional regulator WhiB-like [Mycobacterium phage Lumos]	False	1.0	211.0	4.13e-63								Transcription factor WhiB [PF02467.19]								0	False	
NC_053504_67	NC_053504	NC_053504	67	49756	49905	1	E			YP_010012531.1	YP_010012531.1 hypothetical protein J4T93_gp105 [Mycobacterium phage Lumos]	False	1.0	107.0	6.424e-28													VOG15658	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_68	NC_053504	NC_053504	68	49890	50750	1	C	K00948	ribose-phosphate pyrophosphokinase [EC:2.7.6.1]	YP_010012532.1	YP_010012532.1 ribose-phosphate pyrophosphokinase [Mycobacterium phage Lumos]	True	0.988	598.0	1.161e-193								Phosphoribosyl synthetase-associated domain [PF14572.9]					VOG07355	sp|Q0C5A1|KPRS_HYPNA Ribose-phosphate pyrophosphokinase; XhXr	Xr;Xh	0	False	VM
NC_053504_69	NC_053504	NC_053504	69	50747	52222	1	C	K03462	nicotinamide phosphoribosyltransferase [EC:2.4.2.12]	YP_010012533.1	YP_010012533.1 nicotinamide phosphoribosyl transferase [Mycobacterium phage Lumos]	True	0.984	1021.0	0.0								Nicotinate phosphoribosyltransferase (NAPRTase) family [PF04095.19]; Nicotinamide phosphoribosyltransferase, N-terminal domain [PF18127.4]					VOG00801	sp|Q99KQ4|NAMPT_MOUSE Nicotinamide phosphoribosyltransferase; Xh	Xh	0	False	MK
NC_053504_70	NC_053504	NC_053504	70	52309	53247	1	C	K26036	Escherichia phage polynucleotide kinase [EC:2.7.1.78 3.1.3.34]	YP_009197069.1	YP_009197069.1 polynucleotide kinase [Mycobacterium phage Snenia]	True	0.994	657.0	1.584e-213								AAA domain [PF13671.9]; Zeta toxin [PF06414.15]; Chromatin associated protein KTI12 [PF08433.13]; HAD superfamily, subfamily IIIB (Acid phosphatase) [PF03767.17]; Chloramphenicol phosphotransferase-like protein [PF07931.15]					VOG07198	sp|P06855|KIPN_BPT4 Polynucleotide kinase; XhXp	Xp;Xh	0	False	
NC_053504_71	NC_053504	NC_053504	71	53247	53429	1	E			YP_010012535.1	YP_010012535.1 hypothetical protein J4T93_gp101 [Mycobacterium phage Lumos]	False	0.972	125.0	3.826e-34													VOG15659	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_72	NC_053504	NC_053504	72	53469	53822	1	C	K01160	crossover junction endodeoxyribonuclease RusA [EC:3.1.21.10]	YP_008408735.1	YP_008408735.1 RusA-like Holliday junction resolvase [Mycobacterium phage Whirlwind]	False	0.986	246.0	8.183e-75								Endodeoxyribonuclease RusA [PF05866.14]								0	False	
NC_053504_73	NC_053504	NC_053504	73	53791	54060	1	C	K18955	WhiB family transcriptional regulator, redox-sensing transcriptional regulator	YP_009197072.1	YP_009197072.1 WhiB transcriptional factor [Mycobacterium phage Snenia]	False	1.0	193.0	3.73e-57								Transcription factor WhiB [PF02467.19]					VOG01259	REFSEQ transcriptional regulator WhiB-like; Xu	Xu	0	False	
NC_053504_74	NC_053504	NC_053504	74	54057	54380	1	C	K18955	WhiB family transcriptional regulator, redox-sensing transcriptional regulator	YP_009197073.1	YP_009197073.1 WhiB transcriptional factor [Mycobacterium phage Snenia]	False	1.0	236.0	9.857e-72								Transcription factor WhiB [PF02467.19]								0	False	
NC_053504_75	NC_053504	NC_053504	75	54370	54609	1	E			YP_009197074.1	YP_009197074.1 hypothetical protein AVU96_gp100 [Mycobacterium phage Snenia]	False	1.0	175.0	3.442e-51													VOG03214	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_76	NC_053504	NC_053504	76	54599	54853	1	E			YP_009197075.1	YP_009197075.1 hypothetical protein AVU96_gp099 [Mycobacterium phage Snenia]	False	0.985	177.0	1.246e-51													VOG29146	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_77	NC_053504	NC_053504	77	54826	55410	1	E			YP_010012540.1	YP_010012540.1 DNA binding protein [Mycobacterium phage Lumos]	True	0.988	407.0	3.894e-129													VOG00864	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_78	NC_053504	NC_053504	78	55403	55786	1	C	K03111	single-strand DNA-binding protein	YP_009197077.1	YP_009197077.1 single strand DNA binding protein [Mycobacterium phage Snenia]	False	0.974	263.0	1.224e-80								Single-strand binding protein family [PF00436.28]					VOG00906	sp|O21902|SSB_BPLSK SSB protein; Xh	Xh	0	False	
NC_053504_79	NC_053504	NC_053504	79	56026	57324	1	D			YP_009197079.1	YP_009197079.1 RNA ligase [Mycobacterium phage Snenia]	True	0.989	904.0	1.296e-296								RNA ligase [PF09414.13]					VOG00459	sp|P32277|RLIG2_BPT4 RNA ligase 2; Xh	Xh	0	False	
NC_053504_80	NC_053504	NC_053504	80	57324	57974	1	C	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	YP_009197080.1	YP_009197080.1 head maturation protease [Mycobacterium phage Snenia]	True	0.972	445.0	7.836e-142	MER1016289	S14	MER1016289 - family S14 unassigned peptidases () [S14.UPW]#S14#{peptidase unit: 51-214}~source S5XYD9~	False	347.0	1.333e-107	0.994	Clp protease [PF00574.26]					VOG07465	sp|P03711|SCAF_LAMBD Capsid assembly protease C; XhXs	Xh;Xs	0	False	VP
NC_053504_81	NC_053504	NC_053504	81	57974	58519	1	E			YP_009197081.1	YP_009197081.1 hypothetical protein AVU96_gp093 [Mycobacterium phage Snenia]	True	0.936	357.0	2.807e-112													VOG15661	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_82	NC_053504	NC_053504	82	58621	58851	1	E			YP_009197083.1	YP_009197083.1 hypothetical protein AVU96_gp091 [Mycobacterium phage Snenia]	False	1.0	168.0	1.659e-48													VOG04935	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_83	NC_053504	NC_053504	83	58844	59182	1	E			YP_009197084.1	YP_009197084.1 hypothetical protein AVU96_gp090 [Mycobacterium phage Snenia]	False	1.0	241.0	2.841e-73																0	False	
NC_053504_84	NC_053504	NC_053504	84	59232	59639	1	D			YP_009197085.1	YP_009197085.1 HNH endonuclease [Mycobacterium phage Snenia]	False	1.0	306.0	1.481e-95								HNH endonuclease [PF13392.9]								0	False	
NC_053504_85	NC_053504	NC_053504	85	59726	59995	1	E			YP_009197086.1	YP_009197086.1 hypothetical protein AVU96_gp088 [Mycobacterium phage Snenia]	False	1.0	197.0	1.5790000000000001e-58													VOG03554	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_86	NC_053504	NC_053504	86	59973	60314	1	D			YP_009197087.1	YP_009197087.1 nucleotide kinase [Mycobacterium phage Snenia]	False	0.979	235.0	2.487e-71								Protein of unknwon function (DUF3310) [PF11753.11]					VOG26043	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_87	NC_053504	NC_053504	87	60311	61093	1	D			YP_009197088.1	YP_009197088.1 DNA polymerase exonuclease subunit [Mycobacterium phage Snenia]	True	0.993	548.0	1.138e-176								RNase_H superfamily [PF13482.9]					VOG01302	sp|P00581|DPOL_BPT7 DNA-directed DNA polymerase; XhXr	Xr;Xh	0	False	V
NC_053504_88	NC_053504	NC_053504	88	61093	61227	1	D			YP_010012553.1	YP_010012553.1 hypothetical protein J4T93_gp083 [Mycobacterium phage Lumos]	False	0.972	93.0	4.526e-23								Gene product 63 [PF17471.5]								0	False	
NC_053504_89	NC_053504	NC_053504	89	61227	61469	1	E			YP_010012554.1	YP_010012554.1 hypothetical protein J4T93_gp082 [Mycobacterium phage Lumos]	False	1.0	182.0	1.6709999999999998e-53																0	False	
NC_053504_90	NC_053504	NC_053504	90	61487	61663	1	E			YP_010012685.1	YP_010012685.1 hypothetical protein J4T94_gp082 [Mycobacterium phage Krypton555]	False	0.846	104.0	9.422e-27													VOG08043	sp|Q05293|VG78_BPML5 Gene 78 protein; Xu	Xu	0	False	
NC_053504_91	NC_053504	NC_053504	91	61620	62039	1	E			YP_010012555.1	YP_010012555.1 HNH endonuclease [Mycobacterium phage Lumos]	False	1.0	298.0	1.869e-92																0	False	
NC_053504_92	NC_053504	NC_053504	92	62039	62269	1	E			YP_010012556.1	YP_010012556.1 hypothetical protein J4T93_gp080 [Mycobacterium phage Lumos]	False	0.957	155.0	3.024e-44													VOG09278	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_93	NC_053504	NC_053504	93	62365	62622	1	E			YP_010012558.1	YP_010012558.1 hypothetical protein J4T93_gp078 [Mycobacterium phage Lumos]	False	0.981	178.0	5.07e-52													VOG15663	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_94	NC_053504	NC_053504	94	62887	63090	1	E			YP_010012560.1	YP_010012560.1 hypothetical protein J4T93_gp076 [Mycobacterium phage Lumos]	False	0.927	132.0	1.821e-36													VOG15668	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_053504_95	NC_053504	NC_053504	95	63236	63460	1	E			YP_009197097.1	YP_009197097.1 hypothetical protein AVU96_gp077 [Mycobacterium phage Snenia]	False	1.0	168.0	1.093e-48													VOG08611	REFSEQ mobile element MPME; Xu	Xu	0	False	
