	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_028660_NC_028660_20	NC_028660	NC_028660	20	13341	14861	-1	D										Type III restriction enzyme, res subunit [PF04851.18]; Helicase conserved C-terminal domain [PF00271.34]; DEAD/DEAH box helicase [PF00270.32]					1
NC_028660_NC_028660_21	NC_028660	NC_028660	21	14855	15241	-1	E															0
NC_028660_NC_028660_22	NC_028660	NC_028660	22	15763	15966	-1	D										Cro [PF09048.13]					0
NC_028660_NC_028660_23	NC_028660	NC_028660	23	16062	16478	1	D			MER0059054	S24	MER0059054 - phage lambda repressor protein (Shigella dysenteriae) [S24.002]#S24#{peptidase unit: 103-236}~source ABB62031~	False	1.0	65.0	2.268e-11	Helix-turn-helix [PF01381.25]					0
NC_028660_NC_028660_24	NC_028660	NC_028660	24	16563	16799	-1	E															0
NC_028660_NC_028660_25	NC_028660	NC_028660	25	16873	18342	1	C	K07317	adenine-specific DNA-methyltransferase [EC:2.1.1.72]								N-6 DNA Methylase [PF02384.19]; Eco57I restriction-modification methylase [PF07669.14]; Ribosomal RNA adenine dimethylase [PF00398.23]					0
NC_028660_NC_028660_26	NC_028660	NC_028660	26	18339	19292	1	D										BsuBI/PstI restriction endonuclease domain [PF06616.14]; BsuBI/PstI restriction endonuclease HTH domain [PF17728.4]					0
NC_028660_NC_028660_27	NC_028660	NC_028660	27	20046	20693	1	D										Phage regulatory protein Rha (Phage_pRha) [PF09669.13]					0
NC_028660_NC_028660_28	NC_028660	NC_028660	28	20949	21377	1	D										ORF6N domain [PF10543.12]					0
NC_028660_NC_028660_29	NC_028660	NC_028660	29	21394	21627	1	E															0
NC_028660_NC_028660_30	NC_028660	NC_028660	30	21698	21910	1	E															0
NC_028660_NC_028660_31	NC_028660	NC_028660	31	21998	22204	1	E															0
NC_028660_NC_028660_32	NC_028660	NC_028660	32	22225	22893	1	E															0
NC_028660_NC_028660_33	NC_028660	NC_028660	33	22997	23476	1	C	K07455	recombination protein RecT								RecT family [PF03837.17]					0
NC_028660_NC_028660_34	NC_028660	NC_028660	34	23473	24162	1	C	K01143	Enterobacteriaceae phage exonuclease [EC:3.1.11.3]								YqaJ-like viral recombinase domain [PF09588.13]; Viral alkaline exonuclease [PF01771.20]					0
NC_028660_NC_028660_35	NC_028660	NC_028660	35	24162	24413	1	E															0
NC_028660_NC_028660_36	NC_028660	NC_028660	36	24410	24748	1	E															0
NC_028660_NC_028660_37	NC_028660	NC_028660	37	24824	25210	1	E															0
NC_028660_NC_028660_38	NC_028660	NC_028660	38	25236	25763	1	D										Uncharacterized conserved protein (DUF2303) [PF10065.12]					0
NC_028660_NC_028660_39	NC_028660	NC_028660	39	25801	26058	1	D										Uncharacterized conserved protein (DUF2303) [PF10065.12]					0
NC_028660_NC_028660_40	NC_028660	NC_028660	40	26135	26293	1	E															0
NC_028660_NC_028660_41	NC_028660	NC_028660	41	26683	27408	1	D										Ead/Ea22-like protein [PF13935.9]					0
NC_028660_NC_028660_42	NC_028660	NC_028660	42	27488	27814	1	D										Ead/Ea22-like protein [PF13935.9]					0
NC_028660_NC_028660_43	NC_028660	NC_028660	43	27816	28007	1	E															0
NC_028660_NC_028660_44	NC_028660	NC_028660	44	28010	28756	1	E															0
NC_028660_NC_028660_45	NC_028660	NC_028660	45	29263	29892	1	C	K07741	anti-repressor protein								AntA/AntB antirepressor [PF08346.15]					0
NC_028660_NC_028660_46	NC_028660	NC_028660	46	29955	30386	1	E															0
NC_028660_NC_028660_47	NC_028660	NC_028660	47	30383	31009	1	D										MT-A70 [PF05063.17]					0
NC_028660_NC_028660_48	NC_028660	NC_028660	48	30969	31181	1	D										Protein of unknown function (DUF1382) [PF07131.14]					0
NC_028660_NC_028660_49	NC_028660	NC_028660	49	31217	31444	1	E															0
NC_028660_NC_028660_50	NC_028660	NC_028660	50	31716	31949	1	E															0
NC_028660_NC_028660_51	NC_028660	NC_028660	51	32235	32519	1	D										Putative excisionase (DUF1233) [PF06806.15]					0
NC_028660_NC_028660_52	NC_028660	NC_028660	52	32572	32709	1	D										Arm DNA-binding domain [PF12167.11]					0
NC_028660_NC_028660_53	NC_028660	NC_028660	53	32862	33884	1	C	K14059	integrase								Phage integrase family [PF00589.25]					0
NC_028660_NC_028660_54	NC_028660	NC_028660	54	34239	34355	1	E															0
NC_028660_NC_028660_55	NC_028660	NC_028660	55	34421	35392	-1	D										Large polyvalent protein associated domain 38 [PF18857.4]					0
NC_028660_NC_028660_56	NC_028660	NC_028660	56	35413	36369	-1	E															0
NC_028660_NC_028660_57	NC_028660	NC_028660	57	36419	37315	-1	E															0
NC_028660_NC_028660_58	NC_028660	NC_028660	58	37269	38873	-1	D										Phage MuF-C-terminal domain [PF18819.4]; Large polyvalent protein-associated domain 1 [PF18796.4]					0
NC_028660_NC_028660_59	NC_028660	NC_028660	59	38870	39190	-1	E															0
NC_028660_NC_028660_60	NC_028660	NC_028660	60	39142	40302	-1	D										Large polyvalent protein-associated domain 5 [PF18799.4]					0
NC_028660_NC_028660_61	NC_028660	NC_028660	61	40256	42328	-1	E															0
NC_028660_NC_028660_62	NC_028660	NC_028660	62	42575	42808	-1	E															0
NC_028660_NC_028660_63	NC_028660	NC_028660	63	42878	43273	-1	E															0
NC_028660_NC_028660_64	NC_028660	NC_028660	64	43437	43871	-1	E															0
NC_028660_NC_028660_65	NC_028660	NC_028660	65	43922	44146	-1	E															0
NC_028660_NC_028660_66	NC_028660	NC_028660	66	44157	44408	-1	E															0
NC_028660_NC_028660_67	NC_028660	NC_028660	67	44418	44864	-1	E															0
NC_028660_NC_028660_68	NC_028660	NC_028660	68	44867	45382	-1	E															0
NC_028660_NC_028660_69	NC_028660	NC_028660	69	45372	45524	-1	E															0
NC_028660_NC_028660_70	NC_028660	NC_028660	70	45618	46019	-1	E															0
NC_028660_NC_028660_71	NC_028660	NC_028660	71	46076	46216	-1	D										Hok/gef family [PF01848.19]					0
NC_028660_NC_028660_72	NC_028660	NC_028660	72	46449	47183	-1	D										Enterobacterial Ail/Lom protein [PF06316.14]					0
NC_028660_NC_028660_73	NC_028660	NC_028660	73	47275	47892	-1	E															0
NC_028660_NC_028660_74	NC_028660	NC_028660	74	47898	48176	-1	E															0
NC_028660_NC_028660_75	NC_028660	NC_028660	75	48180	49460	-1	D										Domain of unknown function (DUF1983) [PF09327.14]					0
NC_028660_NC_028660_76	NC_028660	NC_028660	76	49457	51148	-1	E															0
NC_028660_NC_028660_77	NC_028660	NC_028660	77	51318	51830	-1	D										Phage tail fibre adhesin Gp38 [PF05268.14]					0
NC_028660_NC_028660_78	NC_028660	NC_028660	78	52050	54149	-1	D										Prophage tail fibre N-terminal [PF08400.13]; Collagen triple helix repeat (20 copies) [PF01391.21]; Phage tail fibre repeat [PF03406.16]					0
NC_028660_NC_028660_79	NC_028660	NC_028660	79	54150	54503	-1	D										Family of unknown function (DUF6682) [PF20387.1]					0
NC_028660_NC_028660_80	NC_028660	NC_028660	80	54599	54799	-1	D										Family of unknown function (DUF6682) [PF20387.1]					0
NC_028660_NC_028660_81	NC_028660	NC_028660	81	54799	55362	-1	E															0
NC_028660_NC_028660_82	NC_028660	NC_028660	82	55346	55807	-1	E															0
NC_028660_NC_028660_83	NC_028660	NC_028660	83	55857	56156	-1	E															0
NC_028660_NC_028660_84	NC_028660	NC_028660	84	56322	57266	-1	D										Protein of unknown function (DUF4043) [PF13252.9]					0
NC_028660_NC_028660_85	NC_028660	NC_028660	85	57256	57519	-1	E															0
NC_028660_NC_028660_86	NC_028660	NC_028660	86	57543	58550	-1	E															0
NC_028660_NC_028660_87	NC_028660	NC_028660	87	58886	60565	-1	D										Phage P22-like portal protein [PF16510.8]					0
NC_028660_NC_028660_88	NC_028660	NC_028660	88	60543	60812	-1	E															0
NC_028660_NC_028660_89	NC_028660	NC_028660	89	60760	60852	-1	E															0
NC_028660_NC_028660_90	NC_028660	NC_028660	90	60852	61034	-1	E															0
