	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_007497_NC_007497_59	NC_007497	NC_007497	59	36251	36529	-1	D										Protein of unknown function (DUF4035) [PF13227.9]					0
NC_007497_NC_007497_60	NC_007497	NC_007497	60	36526	36990	-1	D										Phage tail assembly chaperone [PF06222.14]					0
NC_007497_NC_007497_61	NC_007497	NC_007497	61	37019	37483	-1	D										Lambda phage tail tube protein, TTP [PF16461.8]					0
NC_007497_NC_007497_62	NC_007497	NC_007497	62	37540	37884	-1	E															0
NC_007497_NC_007497_63	NC_007497	NC_007497	63	37881	38303	-1	D										Bacteriophage HK97-gp10, putative tail-component [PF04883.15]					0
NC_007497_NC_007497_64	NC_007497	NC_007497	64	38296	38625	-1	D										Phage head-tail joining protein [PF05521.14]					0
NC_007497_NC_007497_65	NC_007497	NC_007497	65	38628	38969	-1	D										Phage gp6-like head-tail connector protein [PF05135.16]					0
NC_007497_NC_007497_66	NC_007497	NC_007497	66	38973	39137	-1	E															0
NC_007497_NC_007497_67	NC_007497	NC_007497	67	39211	40488	-1	D										Phage capsid family [PF05065.16]					0
NC_007497_NC_007497_68	NC_007497	NC_007497	68	40493	41335	-1	C	K01358	ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]	MER0108362	S14	MER0108362 - family S14 non-peptidase homologues (Burkholderia multivorans) [S14.UNW]#S14#{peptidase unit: 1-208}~source BAG46486~	True	0.93	407.0	2.059e-127	Clp protease [PF00574.26]; Serine dehydrogenase proteinase [PF01972.19]					0
NC_007497_NC_007497_69	NC_007497	NC_007497	69	41313	42608	-1	D										Phage portal protein [PF04860.15]					0
NC_007497_NC_007497_70	NC_007497	NC_007497	70	42616	44328	-1	D										Terminase large subunit, endonuclease domain [PF20441.1]; Terminase large subunit, ATPase domain [PF03354.18]					0
NC_007497_NC_007497_71	NC_007497	NC_007497	71	44328	44807	-1	C	K07474	phage terminase small subunit								Terminase small subunit [PF03592.19]					0
