	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_020840_NC_020840_38	NC_020840	NC_020840	38	25156	25623	-1	D										Lambda phage tail tube protein, TTP [PF16461.8]					0
NC_020840_NC_020840_39	NC_020840	NC_020840	39	25623	26039	-1	D										Protein of unknown function (DUF3168) [PF11367.11]					0
NC_020840_NC_020840_40	NC_020840	NC_020840	40	26036	26584	-1	E															0
NC_020840_NC_020840_41	NC_020840	NC_020840	41	26588	26953	-1	D										Phage head-tail joining protein [PF05521.14]					0
NC_020840_NC_020840_42	NC_020840	NC_020840	42	26950	27657	-1	E															0
NC_020840_NC_020840_43	NC_020840	NC_020840	43	27651	28352	-1	E															0
NC_020840_NC_020840_44	NC_020840	NC_020840	44	28291	28917	-1	D										Methyltransferase FkbM domain [PF05050.15]					0
NC_020840_NC_020840_45	NC_020840	NC_020840	45	28914	29651	-1	E															0
NC_020840_NC_020840_46	NC_020840	NC_020840	46	29676	30254	-1	E															0
NC_020840_NC_020840_47	NC_020840	NC_020840	47	30232	30828	-1	E															0
NC_020840_NC_020840_48	NC_020840	NC_020840	48	30839	31450	-1	D										Glycosyltransferase GT-D fold [PF08759.14]	GT101	GT101 beta-glucosyltransferase (EC 2.4.1.-)		GT101.hmm	0
NC_020840_NC_020840_49	NC_020840	NC_020840	49	31507	32160	-1	E															0
NC_020840_NC_020840_50	NC_020840	NC_020840	50	32653	33219	-1	E															0
NC_020840_NC_020840_51	NC_020840	NC_020840	51	33291	34592	-1	D										Phage capsid family [PF05065.16]					0
NC_020840_NC_020840_52	NC_020840	NC_020840	52	34589	35368	-1	C	K06904	uncharacterized protein	MER1076996	S78	MER1076996 - family S78 unassigned peptidases () [S78.UPW]#S78#{peptidase unit: 42-177}~source M4QSU2~	False	1.0	292.0	9.408e-88	Caudovirus prohead serine protease [PF04586.20]					0
NC_020840_NC_020840_53	NC_020840	NC_020840	53	35358	36656	-1	D										Phage portal protein [PF04860.15]					0
NC_020840_NC_020840_54	NC_020840	NC_020840	54	36653	38449	-1	D										Terminase large subunit, endonuclease domain [PF20441.1]; Terminase large subunit, ATPase domain [PF03354.18]					0
NC_020840_NC_020840_55	NC_020840	NC_020840	55	38446	38916	-1	D										Phage terminase, small subunit [PF05119.15]					0
