Target Name	ID	EC value	E-Value (sequence)	Score (domain)
CP001157.1_1180715_1182091_+	phrog_10544		1.1e-30	103.6
CP001157.1_3410488_3411864_+	phrog_10544		1.2e-30	102.8
CP001157.1_1810075_1811451_+	phrog_10544		1.5e-28	96.6
CP001157.1_1816998_1818374_-	phrog_10544		1.5e-28	96.6
CP001157.1_3237134_3238510_-	phrog_10544		8.5e-28	94.1
CP001157.1_906684_907433_+	phrog_10603		8.4e-54	180.0
CP001157.1_3705943_3706821_+	phrog_10624		2.1e-24	82.1
CP001157.1_65145_67871_-	phrog_107		5.6e-37	124.5
CP001157.1_1556859_1557956_+	phrog_10727		1.7e-42	140.8
CP001157.1_4691194_4692624_-	phrog_1075		1.6e-65	218.2
CP001157.1_3734162_3734428_-	phrog_1076		2.6e-11	40.3
CP001157.1_289523_289924_+	phrog_10772		1.3e-28	55.0
CP001157.1_2141114_2141992_+	phrog_10776		1.2e-21	74.1
CP001157.1_691634_692542_-	phrog_10776		5e-21	72.1
CP001157.1_4016177_4017643_+	phrog_10776		3.7e-17	58.6
CP001157.1_1496607_1497422_+	phrog_10776		6.2e-11	38.8
CP001157.1_4298743_4301688_+	phrog_10912		1.2e-39	132.6
CP001157.1_2532486_2534288_+	phrog_10912		4.1e-33	111.9
CP001157.1_4660087_4661172_+	phrog_10912		7.8e-32	106.9
CP001157.1_1303969_1305984_-	phrog_10912		3.3e-31	102.4
CP001157.1_5168583_5170142_+	phrog_10912		3.7e-28	90.0
CP001157.1_4007087_4008367_+	phrog_10948		5.5e-126	417.2
CP001157.1_3575956_3577254_-	phrog_10948		8.5e-49	162.5
CP001157.1_853443_854135_-	phrog_10948		3.4e-36	122.3
CP001157.1_4914960_4916351_+	phrog_10948		4.5e-31	103.6
CP001157.1_1109190_1110935_-	phrog_10948		2.1e-22	76.5
CP001157.1_3797234_3797776_-	phrog_11		1e-48	162.8
CP001157.1_3607636_3608505_-	phrog_1112		5e-17	56.8
CP001157.1_5353620_5354573_-	phrog_11123		3.6e-09	32.6
CP001157.1_3518219_3519454_-	phrog_11129		1e-153	456.0
CP001157.1_3518219_3519454_-	phrog_11129		1e-153	56.8
CP001157.1_2177647_2178690_+	phrog_11145		7.2e-56	186.8
CP001157.1_2803311_2804342_-	phrog_11145		1.3e-53	179.4
CP001157.1_2755977_2756999_+	phrog_11145		5.1e-51	170.8
CP001157.1_3440073_3441089_-	phrog_11145		1.2e-49	165.5
CP001157.1_1171901_1172893_-	phrog_11145		6.6e-49	164.0
CP001157.1_4283900_4285741_-	phrog_11199		7.4e-177	585.9
CP001157.1_804043_806127_+	phrog_11199		4.9e-102	339.5
CP001157.1_4383677_4385380_+	phrog_11199		6.9e-93	308.6
CP001157.1_5076837_5078774_+	phrog_11199		8.2e-74	244.3
CP001157.1_4364501_4364767_-	phrog_11199		4.6e-15	52.0
CP001157.1_1708222_1708623_+	phrog_11202		1.4e-10	38.2
CP001157.1_5359086_5359403_-	phrog_11214		2.8e-22	75.6
CP001157.1_4192061_4192378_+	phrog_11214		7.3e-22	74.3
CP001157.1_3526547_3527521_-	phrog_11275		1.5e-42	142.4
CP001157.1_4263261_4264217_-	phrog_11275		7.7e-25	84.0
CP001157.1_4149369_4150154_-	phrog_11275		2.6e-24	82.3
CP001157.1_2018454_2019383_-	phrog_11275		3.1e-22	76.4
CP001157.1_5223207_5224091_-	phrog_11275		2.4e-22	75.7
CP001157.1_4706385_4708019_-	phrog_11383		3e-129	427.7
CP001157.1_1258768_1259919_-	phrog_11383		1.9e-94	313.8
CP001157.1_1334230_1335651_+	phrog_11383		1.3e-100	295.2
CP001157.1_1334230_1335651_+	phrog_11383		1.3e-100	37.3
CP001157.1_3774511_3777234_-	phrog_1139		0	1203.3
CP001157.1_677269_680595_-	phrog_11436		1.2e-24	84.2
CP001157.1_4599173_4600486_+	phrog_11493		5.6e-76	252.3
CP001157.1_3306480_3307646_-	phrog_11493		2.6e-67	224.6
CP001157.1_3362899_3363948_-	phrog_11528		1.4e-95	317.2
CP001157.1_205981_207201_+	phrog_11528		3.4e-80	266.7
CP001157.1_3765857_3766756_-	phrog_11528		4e-75	248.9
CP001157.1_4891715_4893229_-	phrog_11528		1.9e-27	92.4
CP001157.1_2949468_2949983_+	phrog_11596		3.5e-07	27.4
CP001157.1_1133994_1134509_-	phrog_11596		4.4e-07	26.8
CP001157.1_2041286_2041642_+	phrog_11671		3.6e-39	131.4
CP001157.1_224578_225048_-	phrog_11671		1.7e-29	99.9
CP001157.1_956336_956752_-	phrog_11671		2.2e-23	80.1
CP001157.1_4695453_4695911_+	phrog_11671		3.7e-22	75.5
CP001157.1_5021103_5021504_-	phrog_11671		1.1e-12	44.7
CP001157.1_3764460_3765824_-	phrog_11787		2.7e-86	166.9
CP001157.1_3764460_3765824_-	phrog_11787		2.7e-86	118.0
CP001157.1_737146_738231_-	phrog_11787		1.6e-35	109.0
CP001157.1_3232864_3233601_+	phrog_11796		6.7e-11	39.3
CP001157.1_4523252_4524715_-	phrog_11796		1.2e-11	25.6
CP001157.1_2690546_2693860_+	phrog_11823		3.8e-182	604.1
CP001157.1_4965547_4967208_+	phrog_11823		3.3e-179	593.9
CP001157.1_4973310_4975379_+	phrog_11823		4.8e-167	553.7
CP001157.1_2951210_2953714_-	phrog_11823		3.3e-159	528.4
CP001157.1_1113129_1114889_-	phrog_11823		1.6e-154	512.9
CP001157.1_528948_529514_+	phrog_1185		2.7e-11	40.7
CP001157.1_4508986_4509603_-	phrog_1185		6.1e-07	25.9
CP001157.1_4020644_4022224_-	phrog_11956		1.9e-245	811.7
CP001157.1_3390919_3391626_+	phrog_11956		1.3e-08	30.3
CP001157.1_1504329_1504778_-	phrog_11961		5.1e-10	36.8
CP001157.1_1715349_1715756_+	phrog_11961		6.3e-10	36.3
CP001157.1_3357944_3358390_-	phrog_11961		3e-09	34.1
CP001157.1_3315488_3315766_+	phrog_11961		2.3e-07	28.0
CP001157.1_1422413_1422898_-	phrog_11961		1.9e-06	25.0
CP001157.1_1302428_1303369_+	phrog_1198		6.2e-23	78.3
CP001157.1_2919880_2920314_+	phrog_1198		2.4e-19	67.3
CP001157.1_2834609_2835415_-	phrog_1198		5.4e-16	55.9
CP001157.1_4010584_4011141_+	phrog_1198		2.5e-14	50.2
CP001157.1_2054438_2055079_-	phrog_1198		2.6e-13	46.2
CP001157.1_3744719_3745774_+	phrog_1207		9.3e-125	412.4
CP001157.1_718348_719640_+	phrog_1211		2.4e-143	475.2
CP001157.1_4561468_4561749_-	phrog_1213		5.1e-13	45.9
CP001157.1_2353884_2355551_+	phrog_12136		9.3e-233	771.1
CP001157.1_1326153_1326851_+	phrog_12143		5.8e-63	209.5
CP001157.1_2138269_2138868_+	phrog_12156		1.2e-19	67.5
CP001157.1_2138893_2139750_+	phrog_12156		2.4e-16	56.7
CP001157.1_3352438_3353142_-	phrog_12179		2e-84	280.2
CP001157.1_2048085_2048711_+	phrog_12179		3.3e-80	266.4
CP001157.1_3583329_3584102_+	phrog_12179		6.1e-40	133.5
CP001157.1_4786870_4787874_+	phrog_12197		2.5e-88	292.7
CP001157.1_4293492_4294535_-	phrog_12197		3.5e-88	292.2
CP001157.1_2703368_2704366_+	phrog_12197		1.3e-87	291.1
CP001157.1_5104173_5106044_+	phrog_12197		6.6e-99	171.1
CP001157.1_5104173_5106044_+	phrog_12197		6.6e-99	162.8
CP001157.1_3799528_3800358_-	phrog_1224		1.1e-105	350.8
CP001157.1_2280220_2280564_-	phrog_1230		1.1e-25	87.6
CP001157.1_4552672_4555410_+	phrog_12316		9.5e-183	605.8
CP001157.1_237818_241405_+	phrog_12316		1.9e-179	595.6
CP001157.1_2290021_2292735_-	phrog_12316		2.8e-171	568.5
CP001157.1_1830880_1833066_+	phrog_12316		1.6e-136	453.5
CP001157.1_2097217_2100273_-	phrog_12316		2.5e-135	449.2
CP001157.1_1460155_1460619_+	phrog_12429		1.8e-36	123.0
CP001157.1_3091958_3092404_+	phrog_12429		6.9e-36	121.2
CP001157.1_2647181_2647651_-	phrog_12429		2.2e-07	28.1
CP001157.1_3175795_3176289_-	phrog_12429		2.5e-07	27.4
CP001157.1_4002973_4003716_-	phrog_12437		5.8e-116	382.6
CP001157.1_4731278_4731901_+	phrog_1249		1.5e-22	76.8
CP001157.1_4269046_4269471_-	phrog_1249		1.5e-17	60.5
CP001157.1_463555_464853_+	phrog_1249		5.5e-12	39.9
CP001157.1_3568877_3570616_+	phrog_1249		4e-11	38.8
CP001157.1_2236509_2236955_+	phrog_1249		3e-10	37.5
CP001157.1_4359191_4359760_+	phrog_125		2.4e-52	174.3
CP001157.1_3800355_3800687_-	phrog_126		1.2e-33	112.1
CP001157.1_2870959_2873043_-	phrog_12657		3e-229	759.2
CP001157.1_3769855_3770916_-	phrog_1268		1.1e-77	258.2
CP001157.1_1129221_1132004_+	phrog_12710		2.3e-216	718.1
CP001157.1_1115343_1118177_-	phrog_12710		5e-270	641.6
CP001157.1_1115343_1118177_-	phrog_12710		5e-270	250.7
CP001157.1_847763_850471_-	phrog_12710		1.9e-142	249.2
CP001157.1_847763_850471_-	phrog_12710		1.9e-142	117.2
CP001157.1_4090290_4091504_-	phrog_12787		2.5e-148	490.8
CP001157.1_154365_155573_+	phrog_12787		8.3e-121	400.9
CP001157.1_2095267_2097081_+	phrog_12787		1.2e-109	364.0
CP001157.1_1654905_1656719_+	phrog_12787		1.2e-109	364.0
CP001157.1_3961166_3962515_+	phrog_12787		3.9e-87	289.2
CP001157.1_4343064_4343387_-	phrog_12886		1.2e-23	79.5
CP001157.1_5162704_5162964_-	phrog_12886		3.1e-20	68.6
CP001157.1_3782171_3782398_-	phrog_12925		2e-07	27.5
CP001157.1_3378710_3379279_-	phrog_12933		5.1e-21	71.9
CP001157.1_1768223_1768732_+	phrog_12933		4.3e-10	35.6
CP001157.1_2996805_2997275_-	phrog_12933		1.5e-07	27.5
CP001157.1_4339532_4340095_-	phrog_12942		8.7e-45	149.3
CP001157.1_3705943_3706821_+	phrog_12965		6.7e-23	77.4
CP001157.1_3028710_3029018_-	phrog_12965		2.5e-10	37.7
CP001157.1_3324996_3325304_+	phrog_12965		2.9e-10	37.5
CP001157.1_3302914_3303885_+	phrog_130		1.4e-14	38.3
CP001157.1_656092_656370_-	phrog_13024		1.3e-18	63.9
CP001157.1_1792609_1793949_+	phrog_13024		1.9e-07	27.2
CP001157.1_1144779_1145792_-	phrog_13066		5.2e-73	242.7
CP001157.1_3366436_3367209_-	phrog_13070		9.9e-106	349.9
CP001157.1_3674019_3674477_-	phrog_13076		2.8e-13	46.4
CP001157.1_85869_86354_+	phrog_13084		1.4e-30	103.4
CP001157.1_4342028_4342432_-	phrog_13084		1.9e-29	99.1
CP001157.1_3480390_3481277_-	phrog_13155		4.5e-89	295.2
CP001157.1_4386245_4387135_+	phrog_1319		4.9e-34	113.2
CP001157.1_1016350_1017243_-	phrog_1319		2.5e-33	112.0
CP001157.1_3466775_3467713_-	phrog_1319		3.2e-23	77.8
CP001157.1_2381349_2381969_+	phrog_13212		1.9e-17	60.6
CP001157.1_3243551_3244324_+	phrog_13212		3.6e-13	44.1
CP001157.1_2159229_2160026_+	phrog_13212		4.9e-13	43.3
CP001157.1_2789406_2791358_-	phrog_13226		6e-163	541.0
CP001157.1_1427388_1429994_+	phrog_13226		4e-165	538.6
CP001157.1_1593363_1593800_-	phrog_13280		1.8e-08	31.1
CP001157.1_4844188_4844994_+	phrog_13291		7.1e-18	61.4
CP001157.1_792525_793790_+	phrog_13417		3.3e-122	405.9
CP001157.1_275395_275850_-	phrog_135		1.6e-53	178.3
CP001157.1_1146910_1147638_+	phrog_13502		6.3e-90	298.3
CP001157.1_2906459_2909380_-	phrog_1358		1.8e-94	314.0
CP001157.1_2972011_2973336_-	phrog_13642		3e-72	173.6
CP001157.1_1409710_1410915_+	phrog_13642		3.9e-68	156.8
CP001157.1_5240773_5241924_+	phrog_13642		1.1e-41	102.8
CP001157.1_3461686_3462924_+	phrog_13642		4.4e-39	87.1
CP001157.1_182917_184020_+	phrog_13642		4.3e-34	82.1
CP001157.1_1486322_1487143_-	phrog_1368		3.1e-09	32.3
CP001157.1_3132122_3132898_-	phrog_1368		9.1e-07	25.4
CP001157.1_1347340_1348143_+	phrog_1368		6.8e-07	25.1
CP001157.1_3685959_3686369_-	phrog_13721		4.9e-36	120.6
CP001157.1_5289246_5291081_-	phrog_13807		6e-228	754.5
CP001157.1_4232038_4232325_+	phrog_1381		2.1e-32	108.1
CP001157.1_2846625_2846942_+	phrog_1381		1.4e-30	102.9
CP001157.1_4774281_4774895_+	phrog_1383		2.5e-21	70.2
CP001157.1_1944774_1945238_+	phrog_13877		6.1e-18	62.4
CP001157.1_4006196_4006996_+	phrog_13930		1.8e-33	112.8
CP001157.1_720260_722845_+	phrog_13933		5.5e-216	715.8
CP001157.1_75358_75696_-	phrog_1395		1.5e-39	132.1
CP001157.1_3146040_3147035_-	phrog_13987		1.7e-09	34.6
CP001157.1_366847_367839_+	phrog_13987		2.3e-07	27.8
CP001157.1_4004263_4004514_-	phrog_14130		1.8e-35	117.6
CP001157.1_4641019_4641774_+	phrog_14147		7.5e-50	166.3
CP001157.1_5291096_5291860_-	phrog_14147		2.7e-49	164.1
CP001157.1_542275_543054_-	phrog_14147		6.8e-31	104.7
CP001157.1_4070259_4071053_-	phrog_14201		3.1e-72	239.5
CP001157.1_1239009_1239857_+	phrog_14201		3e-22	76.3
CP001157.1_4948799_4949677_+	phrog_14201		4.6e-14	48.8
CP001157.1_2471712_2473238_+	phrog_1423		3.2e-91	303.7
CP001157.1_1859454_1860833_+	phrog_1423		2.5e-86	287.6
CP001157.1_1315260_1316951_+	phrog_1423		7.2e-86	286.0
CP001157.1_2457641_2459158_+	phrog_1423		7.9e-86	285.9
CP001157.1_4679755_4681122_-	phrog_1423		7.6e-85	281.9
CP001157.1_4004664_4006040_-	phrog_14241		4.5e-226	747.5
CP001157.1_4336218_4337345_-	phrog_14336		1.7e-123	409.0
CP001157.1_210937_211878_+	phrog_14336		8.6e-99	177.4
CP001157.1_210937_211878_+	phrog_14336		8.6e-99	149.7
CP001157.1_1786125_1786475_-	phrog_144		3.4e-10	37.4
CP001157.1_4003719_4004255_-	phrog_14420		7.9e-39	129.7
CP001157.1_4340284_4341957_+	phrog_14451		1.4e-146	485.7
CP001157.1_2990377_2991183_+	phrog_1450		6.6e-25	80.9
CP001157.1_2371840_2372721_+	phrog_1450		4.8e-17	59.6
CP001157.1_1618795_1619811_-	phrog_1450		9.4e-13	45.2
CP001157.1_4745793_4746554_-	phrog_14537		2.5e-30	102.3
CP001157.1_1344961_1345920_-	phrog_14544		2e-125	415.1
CP001157.1_1454808_1457018_+	phrog_14556		8.2e-26	39.0
CP001157.1_1274469_1275062_-	phrog_14703		7.5e-53	176.1
CP001157.1_3593423_3593851_-	phrog_14750		1.3e-08	31.3
CP001157.1_3171942_3173243_+	phrog_14837		1.6e-29	99.7
CP001157.1_310311_311534_-	phrog_14837		1.3e-08	30.1
CP001157.1_462255_463514_+	phrog_14842		3.5e-61	161.5
CP001157.1_3968010_3969170_+	phrog_14842		7.7e-23	75.9
CP001157.1_462255_463514_+	phrog_14842		3.5e-61	37.2
CP001157.1_4155614_4157206_+	phrog_1493		5.3e-12	42.5
CP001157.1_2282269_2283981_-	phrog_1493		4.4e-10	36.9
CP001157.1_394457_394915_-	phrog_14937		1.8e-12	43.8
CP001157.1_3027821_3028228_+	phrog_14937		3.7e-11	40.5
CP001157.1_2502682_2503110_-	phrog_14937		3e-10	37.2
CP001157.1_4557253_4557657_-	phrog_14937		1.9e-08	30.2
CP001157.1_5086268_5086813_+	phrog_14937		4.3e-07	25.4
CP001157.1_1878065_1880683_+	phrog_14943		2.1e-108	359.3
CP001157.1_1668574_1669572_-	phrog_14943		3.7e-12	38.2
CP001157.1_1521105_1523552_-	phrog_15032		7.6e-275	911.0
CP001157.1_1014099_1015250_-	phrog_15032		3.2e-20	68.7
CP001157.1_5019900_5021081_-	phrog_15032		9.9e-15	49.8
CP001157.1_2495582_2496769_-	phrog_15032		4.9e-10	34.1
CP001157.1_4733112_4734590_-	phrog_15086		8.1e-71	235.6
CP001157.1_2310600_2311931_-	phrog_15086		4.1e-53	178.2
CP001157.1_2118693_2119904_-	phrog_15086		8.7e-28	94.6
CP001157.1_1637664_1637942_+	phrog_151		8.4e-19	65.4
CP001157.1_2046355_2046633_-	phrog_151		8.4e-19	65.4
CP001157.1_932108_932392_-	phrog_151		6.5e-14	49.3
CP001157.1_4104384_4104668_-	phrog_151		3.9e-14	49.3
CP001157.1_4222281_4222565_-	phrog_151		3.9e-14	49.3
CP001157.1_2757844_2758788_+	phrog_15334		9e-36	120.8
CP001157.1_1752797_1753768_+	phrog_15334		1.1e-29	100.9
CP001157.1_5068941_5070884_+	phrog_15334		2.4e-15	49.8
CP001157.1_1175941_1176867_+	phrog_15334		5.7e-09	28.3
CP001157.1_4605050_4606846_+	phrog_15344		2.6e-189	626.7
CP001157.1_3722026_3722700_-	phrog_1550		1.7e-67	224.5
CP001157.1_4655448_4656902_-	phrog_1550		5.7e-13	45.1
CP001157.1_1376316_1377536_+	phrog_1550		6.1e-07	26.1
CP001157.1_3842998_3843624_+	phrog_15516		2.9e-16	55.8
CP001157.1_1337604_1338455_+	phrog_15562		1.3e-44	148.9
CP001157.1_4968374_4970443_-	phrog_15577		8.8e-177	584.7
CP001157.1_3315956_3317410_-	phrog_15577		3.4e-160	530.7
CP001157.1_869585_871018_+	phrog_15577		1.9e-121	402.9
CP001157.1_1825049_1826548_-	phrog_15577		1.3e-117	390.2
CP001157.1_1397453_1398901_+	phrog_15577		1.2e-108	360.6
CP001157.1_2362163_2364556_+	phrog_15585		0	1227.1
CP001157.1_1352518_1354920_-	phrog_15585		1.5e-225	748.0
CP001157.1_4120027_4122447_-	phrog_15585		2.9e-08	28.5
CP001157.1_4113637_4114758_-	phrog_15591		2.2e-95	316.0
CP001157.1_4767396_4768421_-	phrog_15614		7.9e-171	563.9
CP001157.1_4688057_4689103_-	phrog_15632		2.9e-170	562.5
CP001157.1_2900319_2901305_+	phrog_15632		1.9e-12	40.6
CP001157.1_532586_533776_-	phrog_1569		4.7e-132	437.6
CP001157.1_929907_930767_-	phrog_157		1e-114	380.2
CP001157.1_4102343_4103203_-	phrog_157		8.3e-115	379.7
CP001157.1_4220240_4221100_-	phrog_157		8.3e-115	379.7
CP001157.1_1637939_1638799_+	phrog_157		1.4e-114	379.7
CP001157.1_2045498_2046358_-	phrog_157		3.4e-114	378.4
CP001157.1_188341_188874_+	phrog_15758		3.9e-67	222.6
CP001157.1_4934564_4935466_-	phrog_1577		1.3e-74	247.6
CP001157.1_4933698_4934567_-	phrog_1577		6.4e-63	209.3
CP001157.1_3281869_3282693_+	phrog_1577		1.9e-57	191.9
CP001157.1_3282704_3283576_+	phrog_1577		3.7e-56	187.6
CP001157.1_127361_128050_-	phrog_1577		3.7e-42	141.7
CP001157.1_629890_630594_-	phrog_15845		2.3e-40	135.6
CP001157.1_631022_631702_-	phrog_15845		2.1e-39	132.5
CP001157.1_3730933_3731457_-	phrog_159		7.8e-28	93.6
CP001157.1_668227_668598_+	phrog_15908		8.4e-24	80.3
CP001157.1_2954397_2955926_+	phrog_1599		4.7e-68	225.8
CP001157.1_4163868_4164518_-	phrog_1599		3.7e-31	104.8
CP001157.1_2285173_2289648_-	phrog_16		7.2e-49	164.3
CP001157.1_1509842_1511518_+	phrog_16		3.5e-37	122.2
CP001157.1_1898037_1899356_+	phrog_16		2.2e-36	116.8
CP001157.1_332909_334582_-	phrog_16		2.1e-36	116.6
CP001157.1_1076174_1077799_-	phrog_16		3.2e-35	116.6
CP001157.1_4882933_4883727_-	phrog_160		1.1e-118	392.3
CP001157.1_4535043_4536797_-	phrog_1601		1.1e-95	317.9
CP001157.1_2856494_2856982_-	phrog_16087		4.2e-18	62.5
CP001157.1_2847265_2848968_+	phrog_16088		6.2e-141	468.0
CP001157.1_101_1537_+	phrog_16091		2e-07	27.2
CP001157.1_2902799_2904079_-	phrog_16140		2.2e-203	672.8
CP001157.1_4719655_4720272_-	phrog_16154		1.5e-47	158.2
CP001157.1_364210_365103_+	phrog_16249		2.1e-60	201.2
CP001157.1_427293_427856_-	phrog_16249		1.3e-25	87.4
CP001157.1_996359_996577_+	phrog_16249		7.2e-07	26.4
CP001157.1_4265945_4266178_+	phrog_16286		4.4e-07	26.6
CP001157.1_5337253_5338041_-	phrog_164		4.7e-68	226.3
CP001157.1_4577517_4578287_-	phrog_164		2.7e-51	171.2
CP001157.1_3667177_3667815_-	phrog_164		4.2e-50	167.0
CP001157.1_3586118_3586933_+	phrog_164		4.1e-35	118.0
CP001157.1_3155688_3156527_-	phrog_164		5.5e-29	98.6
CP001157.1_2365188_2367062_+	phrog_16409		1.7e-23	79.2
CP001157.1_158995_159876_+	phrog_16409		1.9e-21	73.0
CP001157.1_2991864_2992142_+	phrog_16409		5.2e-19	66.1
CP001157.1_4751246_4752412_+	phrog_16409		5.7e-30	54.8
CP001157.1_4751246_4752412_+	phrog_16409		5.7e-30	44.5
CP001157.1_1867449_1868387_-	phrog_16448		2.3e-31	105.8
CP001157.1_3880780_3881901_+	phrog_16448		1.7e-27	92.8
CP001157.1_3364046_3364891_+	phrog_16448		8.7e-12	39.9
CP001157.1_713357_714658_+	phrog_16468		7.7e-26	88.2
CP001157.1_387578_388333_+	phrog_1649		2.8e-43	145.3
CP001157.1_4495156_4496292_+	phrog_1649		1.3e-11	36.0
CP001157.1_3356649_3357473_-	phrog_1649		3.9e-08	28.4
CP001157.1_1925842_1926408_+	phrog_1663		7e-66	218.8
CP001157.1_1449962_1450816_-	phrog_16641		3.7e-29	98.6
CP001157.1_4876421_4877533_+	phrog_16641		1.2e-15	52.2
CP001157.1_4463868_4464074_+	phrog_16647		9.7e-20	67.0
CP001157.1_3490523_3491770_-	phrog_16655		1.1e-94	314.1
CP001157.1_3174271_3174693_-	phrog_16693		2e-36	122.2
CP001157.1_3739719_3740072_+	phrog_16693		3.1e-24	82.1
CP001157.1_3959650_3960006_+	phrog_16693		5.8e-16	55.2
CP001157.1_5173858_5174301_+	phrog_16693		5.2e-13	45.6
CP001157.1_3024969_3025397_-	phrog_16693		6.7e-12	42.5
CP001157.1_3567105_3568874_+	phrog_16728		2e-217	719.9
CP001157.1_3729252_3730310_-	phrog_168		2.7e-18	62.8
CP001157.1_1818534_1819382_+	phrog_16914		3.4e-15	52.5
CP001157.1_3398745_3400073_-	phrog_16930		5.7e-108	358.0
CP001157.1_894107_895408_-	phrog_16930		2.1e-105	350.3
CP001157.1_3225516_3226841_-	phrog_16930		3.6e-89	297.0
CP001157.1_4992876_4994144_-	phrog_16930		1.5e-58	194.9
CP001157.1_578828_579565_-	phrog_16932		3e-09	33.2
CP001157.1_4860392_4860811_-	phrog_16981		1.9e-15	53.2
CP001157.1_65145_67871_-	phrog_17		6.9e-139	461.4
CP001157.1_854763_855773_-	phrog_170		7.6e-74	245.4
CP001157.1_2922224_2923594_+	phrog_1703		1.7e-176	584.7
CP001157.1_2122461_2123819_-	phrog_1703		2.7e-35	119.3
CP001157.1_3864073_3865425_-	phrog_1703		3e-23	78.6
CP001157.1_3258184_3259005_+	phrog_17128		1.1e-56	189.1
CP001157.1_3499977_3501059_-	phrog_1724		1.1e-21	62.0
CP001157.1_2899987_2900322_+	phrog_17249		1.1e-32	109.4
CP001157.1_1534176_1534919_-	phrog_17293		3e-40	133.3
CP001157.1_4011150_4011668_+	phrog_17304		8.4e-10	31.7
CP001157.1_4017656_4018132_-	phrog_174		8.3e-22	72.1
CP001157.1_638498_639601_+	phrog_174		2e-18	58.2
CP001157.1_2328054_2328680_+	phrog_1740		5.4e-40	134.8
CP001157.1_368058_368813_+	phrog_1740		8.2e-22	75.1
CP001157.1_4563048_4563566_-	phrog_1740		1.1e-20	70.7
CP001157.1_2621897_2622439_+	phrog_1740		7.5e-20	68.6
CP001157.1_4788803_4789285_+	phrog_1740		2.1e-19	66.5
CP001157.1_2920387_2921505_+	phrog_1741		3.7e-170	563.0
CP001157.1_933562_934983_-	phrog_17467		9.6e-15	50.1
CP001157.1_2318198_2320801_+	phrog_17467		3.9e-16	43.8
CP001157.1_3501817_3503241_-	phrog_17467		6.9e-12	40.2
CP001157.1_1991087_1993774_-	phrog_17467		7.6e-13	28.4
CP001157.1_3071469_3072401_-	phrog_17492		3e-20	69.7
CP001157.1_4710249_4711106_-	phrog_17492		1.9e-12	43.4
CP001157.1_4880402_4881298_-	phrog_17492		2.6e-12	42.8
CP001157.1_576663_577559_-	phrog_17492		1e-08	26.2
CP001157.1_945059_945691_+	phrog_1750		8.8e-80	263.5
CP001157.1_4031094_4031576_-	phrog_1758		8.2e-15	51.5
CP001157.1_2921502_2922125_+	phrog_1769		1.3e-39	133.3
CP001157.1_4681573_4681923_-	phrog_17776		1.7e-52	172.8
CP001157.1_4089511_4089834_-	phrog_17776		1.3e-40	134.8
CP001157.1_153037_153360_+	phrog_17776		2e-31	105.9
CP001157.1_5276156_5277439_+	phrog_17800		8.7e-53	176.2
CP001157.1_5228812_5230068_+	phrog_17800		1.6e-38	129.3
CP001157.1_2380201_2381352_+	phrog_17800		8.3e-15	51.8
CP001157.1_1967872_1968441_-	phrog_17823		1.4e-34	115.7
CP001157.1_1369650_1370117_+	phrog_17858		2.2e-46	154.7
CP001157.1_525836_527281_+	phrog_17878		3e-82	273.9
CP001157.1_3815925_3817085_-	phrog_17878		5.7e-65	216.1
CP001157.1_2478916_2480157_-	phrog_17878		7.8e-43	143.8
CP001157.1_4245349_4246326_-	phrog_17890		4.1e-60	192.3
CP001157.1_1200342_1201457_+	phrog_17890		3.5e-08	29.5
