ID	GIC31_complete	JQGI01_HUD	RW2_complete	S17	SH31	gsA_SM152B	gsB_3841	gsC_SM41	gsD_SM51	gsE_BIHB1217
K00500	1	1	1	1	1	1	1	1	1	1
K00525	1	1	1	1	1	1	1	1	1	1
K00526	1	1	1	1	1	1	1	1	1	1
K00529	0	0	0	1	1	1	1	1	1	1
K00547	0	0	0	0	0	1	1	1	1	1
K00548	0	1	0	0	0	1	1	1	1	1
K00558	0	1	0	1	1	1	1	1	1	1
K00560	1	1	1	1	1	1	1	1	1	1
K00567	1	1	1	1	1	1	1	1	1	1
K00568	0	1	0	0	1	1	1	1	1	1
K00577	1	0	0	0	0	0	0	0	0	0
K00588	1	1	1	1	1	1	1	1	1	1
K00600	1	1	1	1	1	1	1	1	1	1
K00602	1	1	1	1	1	1	1	1	1	1
K00605	1	1	1	1	1	1	1	1	1	1
K00609	1	1	1	1	1	1	1	1	1	1
K00611	1	1	1	1	1	1	1	1	1	1
K00615	1	1	1	0	1	1	1	1	1	1
K00616	0	0	0	0	0	1	1	1	1	1
K00619	0	0	0	0	1	1	1	1	1	1
K00620	1	1	1	0	0	1	1	1	1	1
K00625	0	0	0	0	0	0	0	0	0	1
K00626	0	0	0	0	0	1	1	1	1	1
K00632	1	1	1	1	1	1	1	1	1	1
K00634	1	1	1	1	1	0	0	0	0	0
K00639	1	1	1	1	1	1	1	1	1	1
K00640	1	1	1	1	1	1	1	1	1	1
K00641	0	0	0	0	0	0	1	1	0	1
K00643	0	0	0	0	0	1	1	1	1	1
K00651	0	1	0	0	0	1	1	1	1	1
K00656	1	1	1	1	1	0	0	0	0	0
K00657	0	0	0	0	0	1	1	1	1	1
K00658	1	1	1	1	1	1	1	1	1	1
K00677	0	0	0	0	0	1	1	1	1	1
K00681	0	1	0	0	0	1	1	1	1	1
K00688	1	1	1	1	1	1	1	1	1	1
K00689	0	0	0	1	1	0	0	0	0	0
K00691	1	1	1	1	1	0	0	0	0	0
K00694	0	0	0	0	0	1	1	1	1	1
K00697	0	0	0	0	0	1	1	1	1	1
K00700	0	0	0	0	0	1	1	1	1	1
K00703	1	1	1	1	1	1	1	1	1	1
K00705	0	0	0	0	0	1	1	1	1	1
K00721	0	0	0	0	0	1	1	1	1	1
K00748	0	0	0	0	0	1	1	1	1	1
K00750	0	0	0	0	0	1	1	1	1	1
K00752	0	0	0	0	1	0	0	0	0	0
K00756	1	1	1	1	1	0	0	0	0	0
K00758	0	1	0	0	0	1	1	1	1	1
K00759	1	1	1	1	1	1	1	1	1	1
K00760	0	0	0	0	0	1	1	1	1	1
K00761	1	1	1	1	1	1	1	1	1	1
K00762	1	1	1	1	1	1	1	1	1	1
K00764	1	1	1	1	1	1	1	1	1	1
K00765	1	1	1	1	1	1	1	1	1	1
K00766	1	1	1	1	1	1	1	1	1	1
K00769	0	0	0	0	0	1	1	1	1	1
K00789	1	1	1	1	1	1	1	1	1	1
K00790	1	1	1	1	1	1	1	1	1	1
K00794	1	1	1	1	1	1	1	1	1	1
K00797	0	1	0	1	1	1	1	1	1	1
K00799	0	1	0	0	0	1	1	1	1	1
K00800	1	1	1	1	1	1	1	1	1	1
K00812	1	1	1	0	0	1	1	1	1	1
K00813	0	0	0	0	0	1	1	1	0	1
K00817	1	1	1	1	1	1	1	1	1	1
K00819	1	1	1	1	1	1	1	1	1	1
K00820	1	1	1	1	1	1	1	1	1	1
K00821	1	1	1	0	0	1	1	1	1	1
K00822	0	0	0	0	0	1	1	1	1	1
K00824	0	0	0	0	0	1	1	1	1	1
K00826	1	1	1	1	1	1	1	1	1	1
K00830	0	0	0	0	0	0	0	0	0	1
K00831	1	1	1	1	1	1	1	1	1	1
K00832	0	0	0	0	0	0	0	1	1	0
K00845	0	0	0	0	0	1	1	1	1	1
K00847	1	1	1	1	1	1	1	1	1	1
K00849	0	1	1	1	1	0	0	0	0	0
K00850	1	1	1	1	1	0	0	0	0	0
K00853	0	0	1	0	1	0	0	0	0	0
K00854	0	0	0	0	0	1	1	1	1	1
K00857	1	1	1	1	1	1	1	1	1	1
K00865	1	1	1	1	1	0	0	0	0	0
K00873	1	1	1	1	1	1	1	1	1	1
K00874	0	0	0	0	0	1	1	1	1	1
K00875	0	0	0	0	0	1	1	1	1	1
K00876	1	1	1	1	1	0	0	1	0	0
K00880	0	1	0	0	0	1	1	1	1	1
K00883	0	0	0	0	0	1	1	1	1	1
K00887	1	1	1	1	1	1	1	1	1	1
K00891	1	1	1	1	1	0	0	0	0	0
K00892	0	1	0	0	0	0	0	0	0	0
K00899	1	1	1	1	1	0	0	0	0	0
K00912	0	0	0	0	0	1	1	1	1	1
K00925	1	1	1	1	1	1	1	1	1	1
K00926	1	1	1	1	1	0	0	0	0	1
K00927	1	1	1	1	1	1	1	1	1	1
K00928	1	1	1	1	1	1	1	1	1	1
K00930	1	1	1	0	0	1	1	1	1	1
K00931	0	1	0	0	0	1	1	1	1	1
K00937	1	1	1	1	1	1	1	1	1	1
K00939	1	1	1	1	1	1	1	1	1	1
K00940	1	1	1	1	1	1	1	1	1	1
K00942	1	1	1	1	1	1	1	1	1	1
K00943	1	1	1	1	1	1	1	1	1	1
K00945	0	0	0	0	0	1	1	1	1	1
K00948	1	1	1	1	1	1	1	1	1	1
K00956	0	0	0	0	0	1	1	1	1	1
K00957	0	0	0	0	0	1	1	1	1	1
K00962	1	1	1	1	1	1	1	1	1	1
K00963	0	1	0	0	0	0	0	0	0	0
K00971	0	0	0	0	0	1	1	1	1	1
K00974	1	1	1	1	1	0	0	0	0	0
K00975	1	1	1	1	1	1	1	1	1	1
K00978	0	0	0	0	0	0	1	1	0	0
K00979	0	0	0	0	0	1	1	1	1	1
K00998	0	1	0	0	0	0	0	0	0	0
K01000	1	1	1	1	1	1	1	1	1	1
K01006	0	0	0	0	0	1	1	1	1	1
K01007	0	1	0	0	0	0	0	0	0	0
K01011	1	1	1	1	1	1	1	1	1	1
K01026	0	1	0	0	0	1	1	1	1	1
K01040	0	0	0	0	0	0	0	1	1	0
K01046	1	1	1	1	1	1	1	1	1	1
K01048	0	1	0	0	0	1	1	1	1	1
K01057	0	0	0	0	0	1	1	1	1	1
K01070	0	0	0	0	0	1	1	1	1	1
K01079	0	1	0	0	0	1	1	1	1	1
K01087	0	0	0	0	0	1	1	1	1	1
K01089	0	1	0	0	0	0	0	0	0	0
K01115	0	0	0	0	0	1	1	0	0	0
K01119	1	1	1	1	0	1	1	1	1	1
K01129	0	0	0	0	0	1	1	1	1	1
K01139	1	1	1	1	1	1	1	1	1	1
K01176	1	1	1	1	1	0	0	0	0	0
K01178	0	0	0	0	0	0	0	1	0	1
K01181	0	0	0	0	0	1	1	1	1	1
K01182	1	1	1	1	1	1	1	1	1	1
K01184	0	0	0	0	0	1	1	1	1	1
K01185	0	0	0	0	0	1	1	1	1	1
K01186	0	0	0	0	0	1	1	1	1	1
K01190	0	0	0	0	0	1	1	1	1	1
K01191	0	0	0	0	0	1	1	1	1	1
K01192	0	0	0	0	0	1	1	1	1	1
K01193	1	1	1	1	1	1	1	1	1	1
K01198	0	0	1	0	1	1	1	1	1	1
K01200	1	1	1	1	1	0	0	0	0	0
K01206	0	0	0	0	0	1	1	1	1	1
K01207	1	1	1	1	1	1	1	1	1	1
K01208	1	1	1	1	1	0	1	0	0	0
K01209	0	0	1	0	1	1	1	1	1	1
K01214	0	0	0	0	0	1	1	1	1	1
K01217	0	0	0	0	0	1	1	1	1	1
K01218	0	0	0	0	0	1	1	1	1	1
K01222	1	1	1	1	1	0	0	0	0	0
K01223	1	1	1	1	1	0	0	0	0	0
K01226	1	1	1	1	1	0	0	0	0	0
K01228	0	0	0	0	0	0	1	0	0	0
K01232	1	1	1	0	0	0	0	0	0	0
K01233	0	0	0	0	0	0	0	1	0	0
K01236	0	0	0	0	0	1	1	1	1	1
K01239	0	0	0	0	0	1	1	1	1	1
K01240	0	1	0	0	0	1	1	1	1	1
K01241	0	0	0	0	0	1	1	1	1	1
K01243	1	1	1	1	1	1	1	1	1	1
K01247	1	1	1	0	0	1	1	1	1	1
K01251	0	0	0	0	0	1	1	1	1	1
K01259	0	0	0	0	0	1	1	1	1	1
K01270	0	0	1	0	0	0	0	0	0	0
K01286	1	1	1	1	1	1	1	1	1	1
K01424	1	1	1	1	1	0	0	0	0	0
K01425	1	0	1	0	1	1	1	1	1	1
K01426	1	1	1	1	1	1	1	1	1	1
K01428	0	0	0	0	0	1	1	1	1	1
K01429	0	0	0	0	0	1	1	1	1	1
K01430	0	0	0	0	0	1	1	1	1	1
K01432	0	0	0	0	0	1	1	1	1	0
K01438	0	0	0	0	0	1	1	1	1	1
K01439	0	0	0	0	0	1	1	1	1	1
K01443	1	1	1	1	1	1	1	1	1	1
K01448	1	1	1	1	1	1	1	1	1	1
K01449	0	0	0	0	0	1	1	1	1	1
K01451	0	0	0	0	0	1	1	1	1	1
K01452	1	0	0	0	0	0	0	0	0	0
K01457	0	0	0	0	0	1	1	1	1	1
K01458	0	0	0	0	0	1	1	1	1	1
K01464	0	0	0	0	0	1	1	1	1	1
K01465	1	1	1	1	1	1	1	1	1	1
K01466	0	0	0	0	0	1	1	1	1	1
K01468	0	0	0	0	0	1	1	1	1	1
K01470	0	0	0	0	0	1	1	1	1	1
K01473	0	0	0	0	0	1	1	1	1	1
K01474	0	0	0	0	0	1	1	1	1	1
K01476	1	1	1	1	1	1	1	1	1	1
K01478	1	1	1	1	1	0	0	0	0	1
K01480	1	1	1	1	1	1	1	1	1	1
K01483	0	0	0	0	0	1	1	1	1	1
K01485	0	1	0	0	0	1	1	1	1	1
K01486	1	1	1	1	1	1	1	1	1	1
K01487	0	0	0	0	0	1	1	1	1	1
K01488	0	0	0	0	0	1	0	1	0	0
K01489	1	1	1	1	1	1	1	1	1	1
K01491	1	1	1	1	1	1	1	1	1	1
K01493	1	1	1	1	1	1	0	0	0	0
K01494	0	0	0	1	0	1	1	1	1	1
K01496	0	0	0	0	0	1	1	1	1	1
K01501	0	1	0	0	0	1	1	1	1	1
K01515	1	1	1	1	1	0	0	0	0	0
K01517	0	0	0	0	0	0	0	1	1	1
K01519	1	1	1	1	1	1	1	1	1	1
K01520	0	1	0	0	0	1	1	1	1	1
K01523	1	1	1	1	1	1	1	1	1	1
K01524	1	1	1	1	1	1	1	1	1	1
K01556	1	1	1	1	1	0	0	0	0	0
K01574	0	0	0	0	0	1	1	1	1	0
K01580	0	1	0	0	0	0	0	0	0	0
K01581	0	0	0	0	0	1	1	1	1	1
K01584	0	0	0	0	0	1	0	0	1	1
K01585	1	1	1	1	1	1	0	0	1	0
K01586	1	1	1	1	1	1	1	1	1	1
K01588	1	1	1	1	1	1	1	1	1	1
K01589	1	1	1	1	1	1	1	1	1	1
K01591	1	1	1	1	1	1	1	1	1	1
K01593	0	0	0	0	0	1	1	1	1	1
K01595	0	0	0	0	0	0	0	0	0	1
K01609	1	1	1	1	1	1	1	1	1	1
K01610	1	1	1	1	1	1	1	1	1	1
K01611	1	1	1	1	1	0	0	0	0	0
K01617	0	0	0	0	0	1	0	0	0	0
K01619	1	1	1	1	1	1	1	1	1	1
K01620	1	1	1	1	1	1	1	1	1	1
K01621	0	0	0	0	0	1	1	1	1	1
K01623	0	0	0	0	0	1	1	1	1	1
K01624	0	0	0	0	0	1	1	1	1	1
K01625	0	0	0	0	0	1	1	1	1	1
K01626	0	1	0	0	0	0	0	1	0	0
K01627	0	0	0	0	0	1	1	1	1	1
K01631	0	0	0	0	0	1	1	1	1	1
K01637	1	1	1	1	1	1	1	1	1	1
K01638	1	1	1	1	1	1	1	1	1	1
K01649	0	0	0	0	0	1	1	1	1	1
K01652	0	1	0	0	0	1	1	1	1	1
K01653	0	0	0	0	0	1	1	1	1	1
K01657	1	1	1	1	1	0	0	0	0	0
K01658	1	1	0	1	1	0	0	0	0	0
K01674	0	0	0	0	0	0	0	1	0	0
K01676	0	1	0	0	0	1	1	1	1	1
K01679	1	1	1	1	1	1	1	1	1	1
K01681	1	1	1	1	1	1	1	1	1	1
K01684	0	0	0	0	0	1	1	1	1	1
K01685	0	0	0	0	0	1	1	1	1	1
K01686	0	1	0	0	0	1	1	1	1	1
K01687	0	1	0	0	0	1	1	1	1	1
K01689	1	1	1	1	1	1	1	1	1	1
K01692	0	0	0	0	0	1	0	1	0	0
K01693	1	1	1	1	1	1	1	1	1	1
K01695	1	1	1	1	1	1	1	1	1	1
K01696	1	1	1	1	1	1	1	1	1	1
K01702	0	0	0	0	0	1	1	1	1	1
K01711	1	0	0	1	0	1	1	1	1	1
K01712	0	1	0	0	0	1	1	1	1	1
K01713	0	0	0	0	0	0	0	1	1	0
K01714	1	1	1	1	1	1	1	1	1	1
K01721	0	0	0	0	0	1	1	1	1	1
K01728	1	1	1	0	1	0	0	0	0	0
K01735	1	1	1	1	1	1	1	1	1	1
K01736	1	1	1	1	1	1	1	1	1	1
K01738	1	1	1	1	1	1	1	1	1	1
K01740	0	0	0	0	0	1	1	1	1	1
K01744	0	1	0	0	0	0	1	0	0	1
K01745	0	0	0	0	0	1	1	1	1	1
K01750	0	0	0	0	0	1	1	1	1	1
K01752	1	1	1	1	1	1	1	1	1	1
K01754	0	0	0	0	0	1	1	1	1	1
K01755	1	1	1	1	1	1	1	1	1	1
K01756	1	1	1	1	1	1	1	1	1	1
K01758	0	1	0	0	0	0	0	0	0	0
K01759	0	0	0	0	0	1	1	1	1	1
K01760	0	0	0	0	0	1	1	1	1	1
K01761	0	0	0	0	0	1	1	1	1	1
K01768	0	0	0	0	0	1	1	1	1	1
K01776	1	1	1	1	1	1	1	1	1	1
K01777	0	0	0	0	0	0	0	1	1	0
K01778	0	0	0	0	0	1	1	1	1	1
K01779	0	1	0	0	0	1	1	1	1	1
K01782	0	0	0	0	0	1	1	1	1	1
K01783	1	1	1	1	1	1	1	1	1	1
K01784	1	1	1	1	1	1	1	1	1	1
K01800	0	0	0	0	0	1	0	1	1	0
K01801	0	0	0	0	0	1	1	1	1	1
K01803	1	1	1	1	1	1	1	1	1	1
K01804	0	0	1	0	1	1	1	0	0	0
K01805	0	1	0	0	0	1	1	1	1	1
K01807	0	1	0	0	0	1	1	1	1	1
K01808	1	1	1	1	1	1	1	1	0	1
K01809	1	0	1	0	0	0	0	0	0	0
K01810	1	1	1	1	1	1	1	1	1	1
K01812	0	0	0	0	0	1	1	1	1	1
K01814	1	1	1	1	1	1	1	1	1	1
K01815	0	0	0	0	0	1	1	1	1	1
K01817	1	1	1	1	1	1	1	1	1	1
K01825	0	1	0	0	0	0	0	0	0	0
K01833	0	0	0	0	0	0	1	0	0	0
K01834	0	0	0	0	0	1	1	1	1	1
K01835	1	1	1	1	1	1	1	1	1	1
K01838	1	1	1	1	1	1	1	1	1	1
K01839	1	1	1	1	1	1	1	1	1	1
K01840	1	1	1	1	1	1	1	1	1	1
K01843	0	0	0	0	0	1	1	1	1	1
K01847	0	0	0	0	0	1	1	1	1	1
K01856	0	0	0	0	0	0	0	0	0	1
K01895	1	1	1	1	1	1	1	1	1	1
K01897	0	1	0	0	0	0	0	0	0	0
K01899	0	0	0	0	0	1	1	1	1	1
K01902	1	1	1	1	1	0	0	0	0	0
K01903	1	1	1	1	1	1	1	1	1	1
K01912	0	0	0	1	1	0	0	0	0	0
K01914	1	1	1	1	1	0	0	0	0	0
K01915	1	1	1	1	1	1	1	1	1	1
K01921	1	1	1	1	1	1	1	1	1	1
K01923	1	1	1	1	1	1	1	1	1	1
K01924	1	1	1	1	1	1	1	1	1	1
K01925	1	1	1	1	1	1	1	1	1	1
K01928	1	1	1	1	1	1	1	1	1	1
K01929	1	1	1	1	1	1	1	1	1	1
K01933	1	1	1	1	1	0	0	0	0	0
K01937	1	1	1	1	1	1	1	1	1	1
K01938	1	1	1	1	1	1	1	1	1	1
K01939	1	1	1	1	1	1	1	1	1	1
K01940	1	1	1	1	1	1	1	1	1	1
K01941	0	0	0	0	0	1	1	1	1	1
K01945	1	1	1	1	1	1	1	1	1	1
K01951	1	1	1	1	1	1	1	1	1	1
K01953	1	1	1	0	0	0	1	1	1	1
K01955	1	1	1	1	1	1	1	1	1	1
K01956	1	1	1	1	1	1	1	1	1	1
K01958	1	1	1	1	1	1	1	1	1	1
K01965	0	0	0	0	0	1	1	1	1	1
K01966	0	0	0	0	0	1	1	1	1	1
K01968	0	0	0	0	0	1	1	1	1	1
K01969	0	0	0	0	0	1	1	1	1	1
K01989	0	0	0	0	0	1	1	1	1	1
K01990	1	1	1	1	1	1	1	1	1	1
K01995	0	1	0	0	0	1	1	1	1	1
K01996	0	0	0	0	0	1	1	1	1	1
K01997	0	0	0	0	0	1	1	1	1	1
K01998	0	1	0	0	0	1	1	1	1	1
K01999	0	1	0	0	0	1	1	1	1	1
K02000	0	1	0	0	0	1	1	1	1	1
K02001	0	1	0	0	0	1	1	1	1	1
K02002	0	0	0	0	0	1	1	1	1	1
K02003	1	1	1	1	1	1	1	1	1	1
K02004	1	1	1	1	1	1	1	1	1	1
K02010	1	1	1	1	1	1	1	1	1	1
K02011	1	1	1	1	1	1	1	1	1	1
K02012	1	1	1	1	1	1	1	1	1	1
K02013	0	1	0	0	1	1	1	1	1	1
K02015	1	1	1	1	1	1	1	1	1	1
K02016	1	1	1	1	1	1	1	1	1	1
K02017	0	0	0	0	0	1	1	1	1	1
K02018	1	1	1	1	0	1	1	1	1	1
K02020	1	1	1	1	0	1	1	1	1	1
K02025	1	1	0	1	1	1	1	1	1	1
K02026	1	1	0	1	1	1	1	1	1	1
K02027	1	1	0	1	1	1	1	1	1	1
K02028	1	1	1	1	1	1	1	1	1	1
K02029	1	1	1	1	1	1	1	1	1	1
K02030	0	0	0	0	0	1	1	1	1	1
K02031	0	1	0	0	1	1	1	1	1	1
K02032	1	1	1	1	1	1	1	1	1	1
K02033	1	1	1	1	1	1	1	1	1	1
K02034	1	1	1	1	1	1	1	1	1	1
K02035	0	0	0	0	1	1	1	1	1	1
K02036	1	1	1	1	1	1	1	1	1	1
K02037	1	1	1	1	1	1	1	1	1	1
K02038	1	1	1	1	1	1	1	1	1	1
K02040	1	1	1	1	1	1	1	1	1	1
K02041	0	0	0	0	0	1	1	1	1	1
K02042	0	0	0	0	0	1	1	1	1	1
K02044	0	0	0	0	0	1	1	1	1	1
K02045	0	1	0	0	0	1	1	1	1	1
K02046	0	0	0	0	0	1	1	1	1	1
K02047	0	0	0	0	0	1	1	1	1	1
K02049	0	0	0	0	0	1	1	1	1	1
K02050	0	0	0	0	0	1	1	1	1	1
K02051	0	0	0	0	0	1	1	1	1	1
K02052	0	0	0	0	0	1	1	1	1	1
K02053	1	1	1	1	1	1	1	1	1	1
K02054	1	1	1	1	1	1	1	1	1	1
K02055	0	0	0	0	0	1	1	1	1	1
K02056	0	0	0	0	0	1	1	1	1	1
K02057	0	1	0	0	0	1	1	1	1	1
K02058	1	1	1	0	0	1	1	1	1	1
K02065	0	0	0	0	0	1	1	1	1	1
K02066	0	0	0	0	0	1	1	1	1	1
K02067	0	0	0	0	0	1	1	1	1	1
K02068	1	1	1	1	1	0	0	0	0	0
K02069	1	1	1	1	1	0	0	0	0	0
K02071	1	1	1	1	1	1	1	1	1	1
K02072	1	1	1	1	1	1	1	1	1	1
K02073	1	1	1	1	1	1	1	1	1	1
K02074	0	0	0	0	0	1	1	1	1	1
K02075	0	0	0	0	0	1	1	1	1	1
K02077	0	0	0	0	0	1	1	1	1	1
K02193	1	1	0	0	1	1	1	1	1	1
K02194	0	0	0	0	0	1	1	1	1	1
K02195	0	0	0	0	0	1	1	1	1	1
K02196	0	0	0	0	0	1	1	1	1	1
K02204	1	1	1	0	0	1	1	1	1	1
K02236	1	1	1	1	1	0	0	0	0	0
K02257	1	1	1	1	1	1	1	1	1	1
K02294	0	0	0	0	0	1	1	1	1	1
K02316	1	1	1	1	1	1	1	1	1	1
K02335	1	1	1	1	1	1	1	1	1	1
K02337	1	1	1	1	1	1	1	1	1	1
K02338	1	1	1	1	1	1	1	1	1	1
K02339	0	1	0	0	0	1	1	1	1	1
K02340	1	1	1	1	1	1	1	1	1	1
K02341	1	1	1	1	1	1	1	1	1	1
K02342	1	1	1	1	1	1	1	1	1	1
K02343	1	1	1	1	1	1	1	1	1	1
K02364	0	0	0	0	0	0	1	0	0	1
K02372	1	1	1	1	1	1	1	1	1	1
K02377	1	0	0	1	0	1	1	1	1	1
K02424	1	1	1	1	1	1	1	1	1	1
K02427	0	0	0	0	0	1	1	1	1	1
K02439	1	1	1	0	1	1	1	1	1	1
K02445	0	1	0	0	0	0	0	0	0	0
K02446	1	1	1	1	1	0	0	0	0	0
K02472	1	1	1	1	1	0	0	0	0	0
K02474	0	0	1	1	1	0	0	0	0	0
K02478	1	1	1	1	1	0	0	0	0	0
K02480	0	0	0	0	0	1	1	1	1	1
K02482	0	0	0	0	0	0	1	1	1	0
K02484	0	1	1	0	1	0	0	0	0	1
K02486	0	0	0	0	0	1	1	1	1	1
K02491	1	1	1	1	1	1	0	0	0	0
K02493	1	1	1	1	1	1	1	1	1	1
K02500	1	1	1	1	1	1	1	1	1	1
K02501	1	1	1	1	1	1	1	1	1	1
K02502	1	1	1	1	1	1	1	1	1	1
K02509	0	0	0	0	0	1	0	1	1	0
K02510	0	1	1	0	0	1	1	1	1	1
K02517	0	0	0	0	0	1	1	1	1	1
K02523	0	0	0	0	0	1	1	1	1	1
K02532	0	0	1	0	0	0	0	0	0	0
K02533	0	0	0	0	0	1	1	1	1	1
K02535	0	0	0	0	0	1	1	1	1	1
K02536	0	1	0	0	0	1	1	1	1	1
K02554	0	0	0	0	0	1	1	1	1	1
K02560	0	1	0	0	0	0	0	0	0	0
K02563	1	1	1	1	1	1	1	1	1	1
K02575	0	1	1	1	0	1	1	1	1	1
K02586	0	0	0	0	0	1	1	1	1	1
K02588	0	0	0	0	0	1	1	1	0	1
K02591	0	0	0	0	0	1	1	1	1	1
K02636	1	1	1	1	1	1	1	1	1	1
K02687	1	1	1	1	1	1	1	1	1	1
K02757	1	1	1	1	1	0	0	0	0	0
K02759	1	1	1	1	1	0	0	0	0	0
K02760	1	1	1	1	1	0	0	0	0	0
