	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000464.1_18	QGNH01000464.1	QGNH01000464.1	18	13643	14722	1	E															0	False	
QGNH01000464.1_19	QGNH01000464.1	QGNH01000464.1	19	14722	15696	1	E															0	False	
QGNH01000464.1_20	QGNH01000464.1	QGNH01000464.1	20	15769	15972	-1	E															0	False	
QGNH01000464.1_21	QGNH01000464.1	QGNH01000464.1	21	15994	16224	-1	E															0	False	
QGNH01000464.1_22	QGNH01000464.1	QGNH01000464.1	22	16282	16641	-1	E															0	False	
QGNH01000464.1_23	QGNH01000464.1	QGNH01000464.1	23	16887	17420	1	E															0	False	
QGNH01000464.1_24	QGNH01000464.1	QGNH01000464.1	24	17457	19604	1	E															0	False	
QGNH01000464.1_25	QGNH01000464.1	QGNH01000464.1	25	19615	19950	1	E															0	False	
QGNH01000464.1_26	QGNH01000464.1	QGNH01000464.1	26	20242	23076	1	E	YP_024939.1	YP_024939.1 tail fiber protein [Burkholderia phage BcepC6B]	False	0.293	76.0	1.108e-12									0	False	
QGNH01000464.1_27	QGNH01000464.1	QGNH01000464.1	27	23359	23814	1	E															0	False	
QGNH01000464.1_28	QGNH01000464.1	QGNH01000464.1	28	23863	24114	1	E															0	False	
QGNH01000464.1_29	QGNH01000464.1	QGNH01000464.1	29	24074	24298	1	D	YP_008239477.1	YP_008239477.1 hypothetical protein SP058_00365 [Salmonella phage FSL SP-058]	False	0.467	60.0	4.267e-11	Family of unknown function (DUF6582) [PF20223.1]					VOG12668	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000464.1_30	QGNH01000464.1	QGNH01000464.1	30	24295	24510	1	E															0	False	
QGNH01000464.1_31	QGNH01000464.1	QGNH01000464.1	31	24529	24780	1	E															0	False	
QGNH01000464.1_32	QGNH01000464.1	QGNH01000464.1	32	24809	24922	1	E															0	False	
QGNH01000464.1_33	QGNH01000464.1	QGNH01000464.1	33	24936	25145	1	E															0	False	
QGNH01000464.1_34	QGNH01000464.1	QGNH01000464.1	34	25164	26327	1	E	YP_007672654.1	YP_007672654.1 hypothetical protein PROG_00001, partial [Prochlorococcus phage P-SSP10]	False	0.469	62.0	5.454e-09									0	False	
QGNH01000464.1_35	QGNH01000464.1	QGNH01000464.1	35	26381	26785	1	D	YP_009104271.1	YP_009104271.1 putative lysozyme [Idiomarinaceae phage Phi1M2-2]	False	0.503	115.0	4.603e-29	Phage lysozyme [PF00959.22]	GH24	GH24 lysozyme (EC 3.2.1.17)	3.2.1.17	GH24.hmm				0	False	
QGNH01000464.1_36	QGNH01000464.1	QGNH01000464.1	36	26789	27202	1	E												VOG00231	sp|Q9T1Q4|VP44_BPAPS Putative nuclease p44; Xu	Xu	0	False	
QGNH01000464.1_37	QGNH01000464.1	QGNH01000464.1	37	27303	27512	-1	E															0	False	
QGNH01000464.1_38	QGNH01000464.1	QGNH01000464.1	38	27509	27805	-1	E	YP_008771476.1	YP_008771476.1 hypothetical protein Grass_110 [Bacillus phage Grass]	False	0.59	98.0	1.039e-23						VOG00485	sp|Q38441|YOR5_BPSPP Uncharacterized 10.3 kDa protein in GP2-GP6 intergenic region; Xu	Xu	0	False	
QGNH01000464.1_39	QGNH01000464.1	QGNH01000464.1	39	27882	28112	-1	E															0	False	
QGNH01000464.1_40	QGNH01000464.1	QGNH01000464.1	40	28116	29870	-1	D	YP_007674015.1	YP_007674015.1 helicase [Vibrio phage pYD21-A]	False	0.323	249.0	1.351e-68	Type III restriction enzyme, res subunit [PF04851.18]; Helicase conserved C-terminal domain [PF00271.34]					VOG00542	REFSEQ double zinc ribbon protein; Xu	Xu	1	False	
QGNH01000464.1_41	QGNH01000464.1	QGNH01000464.1	41	29884	30141	-1	E															0	False	
QGNH01000464.1_42	QGNH01000464.1	QGNH01000464.1	42	30125	30451	-1	E															0	False	
QGNH01000464.1_43	QGNH01000464.1	QGNH01000464.1	43	30448	30612	-1	E															0	False	
QGNH01000464.1_44	QGNH01000464.1	QGNH01000464.1	44	30609	31259	-1	D	YP_010719958.1	YP_010719958.1 hypothetical protein P6F36_gp01 [Stenotrophomonas phage vB_SM_ytsc_ply2008005c]	False	0.362	126.0	1.6630000000000002e-31	YqaJ-like viral recombinase domain [PF09588.13]					VOG00332	sp|Q8QL42|Y207_SIRV1 Uncharacterized protein 207; Xu	Xu	0	False	
QGNH01000464.1_45	QGNH01000464.1	QGNH01000464.1	45	31319	32155	-1	E															0	False	
QGNH01000464.1_46	QGNH01000464.1	QGNH01000464.1	46	32159	32605	-1	E															0	False	
QGNH01000464.1_47	QGNH01000464.1	QGNH01000464.1	47	32621	32812	-1	E															0	False	F
QGNH01000464.1_48	QGNH01000464.1	QGNH01000464.1	48	32871	33101	-1	E															0	False	F
QGNH01000464.1_49	QGNH01000464.1	QGNH01000464.1	49	33098	33217	-1	E															0	False	F
QGNH01000464.1_50	QGNH01000464.1	QGNH01000464.1	50	33351	33938	-1	E	YP_224273.1	YP_224273.1 single strand DNA binding protein [Listonella phage phiHSIC]	False	0.302	70.0	1.182e-12									0	False	F
QGNH01000464.1_51	QGNH01000464.1	QGNH01000464.1	51	33941	34606	-1	E	YP_009043577.1	YP_009043577.1 Sak4-like ssDNA annealing protein [Pseudomonas phage phiPSA1]	False	0.446	178.0	2.205e-49						VOG00709	sp|O31907|YORG_BACSU SPbeta prophage-derived uncharacterized protein YorG; Xu	Xu	0	False	F
QGNH01000464.1_52	QGNH01000464.1	QGNH01000464.1	52	34603	34803	-1	E															0	False	F
QGNH01000464.1_53	QGNH01000464.1	QGNH01000464.1	53	34803	35219	-1	E															0	False	F
QGNH01000464.1_54	QGNH01000464.1	QGNH01000464.1	54	35343	35528	1	E															0	False	F
QGNH01000464.1_55	QGNH01000464.1	QGNH01000464.1	55	35515	35859	1	E															0	False	F
QGNH01000464.1_56	QGNH01000464.1	QGNH01000464.1	56	35860	36060	1	E															0	False	F
QGNH01000464.1_57	QGNH01000464.1	QGNH01000464.1	57	36061	36270	1	E															0	False	F
QGNH01000464.1_58	QGNH01000464.1	QGNH01000464.1	58	36233	36514	1	E															0	False	F
QGNH01000464.1_59	QGNH01000464.1	QGNH01000464.1	59	36635	36844	1	E															0	False	F
QGNH01000464.1_60	QGNH01000464.1	QGNH01000464.1	60	37114	37350	1	E															0	False	F
QGNH01000464.1_61	QGNH01000464.1	QGNH01000464.1	61	37353	37709	1	D	YP_009613818.1	YP_009613818.1 replication initiation protein [Acinetobacter phage AB1]	False	0.501	89.0	3.596e-20	Helix-turn-helix domain [PF13730.9]								0	False	F
