	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_027981_NC_027981_24	NC_027981	NC_027981	24	16882	17226	1	D										Phage tail assembly chaperone proteins, E, or 41 or 14 [PF10109.12]					0
NC_027981_NC_027981_25	NC_027981	NC_027981	25	17398	20463	1	D										Phage-related minor tail protein [PF10145.12]					0
NC_027981_NC_027981_26	NC_027981	NC_027981	26	20453	20941	1	C	K06906	uncharacterized protein								Phage P2 GpU [PF06995.14]					0
NC_027981_NC_027981_27	NC_027981	NC_027981	27	20958	21137	1	D										Phage Tail Protein X [PF05489.15]					0
NC_027981_NC_027981_28	NC_027981	NC_027981	28	21141	22106	1	C	K06905	uncharacterized protein								Phage tail baseplate hub (GPD) [PF05954.14]					0
NC_027981_NC_027981_29	NC_027981	NC_027981	29	22224	22901	1	D										Domain of unknown function (DUF4875) [PF16175.8]					0
NC_027981_NC_027981_30	NC_027981	NC_027981	30	22928	23137	-1	E															0
NC_027981_NC_027981_31	NC_027981	NC_027981	31	23264	23686	-1	E															0
NC_027981_NC_027981_32	NC_027981	NC_027981	32	23683	23979	-1	E															0
NC_027981_NC_027981_33	NC_027981	NC_027981	33	23983	24207	-1	E															0
NC_027981_NC_027981_34	NC_027981	NC_027981	34	24217	25179	-1	D										3'-5' exoribonuclease Rv2179c-like domain [PF16473.8]					0
NC_027981_NC_027981_35	NC_027981	NC_027981	35	25176	25415	-1	E															0
NC_027981_NC_027981_36	NC_027981	NC_027981	36	25409	25651	-1	E															0
NC_027981_NC_027981_37	NC_027981	NC_027981	37	25638	25865	-1	E															0
NC_027981_NC_027981_38	NC_027981	NC_027981	38	25876	26022	-1	E															0
NC_027981_NC_027981_39	NC_027981	NC_027981	39	26119	26373	-1	E															0
NC_027981_NC_027981_40	NC_027981	NC_027981	40	26366	27007	-1	C	K03496	chromosome partitioning protein								VirC1 protein [PF07015.14]; AAA domain [PF13614.9]; ATPase MipZ [PF09140.14]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.26]; Cellulose biosynthesis protein BcsQ [PF06564.15]; NUBPL iron-transfer P-loop NTPase [PF10609.12]; Anion-transporting ATPase [PF02374.18]					0
NC_027981_NC_027981_41	NC_027981	NC_027981	41	27688	29355	1	D										Telomere resolvase [PF16684.8]					0
NC_027981_NC_027981_42	NC_027981	NC_027981	42	29394	29618	-1	E															0
NC_027981_NC_027981_43	NC_027981	NC_027981	43	29950	30309	1	D										Helix-turn-helix domain [PF12844.10]; Helix-turn-helix [PF01381.25]					0
NC_027981_NC_027981_44	NC_027981	NC_027981	44	30316	33615	-1	D										Origin of replication binding protein [PF02399.18]; Primase C terminal 2 (PriCT-2) [PF08707.14]; Toprim domain [PF13362.9]; Toprim-like [PF13155.9]					0
NC_027981_NC_027981_45	NC_027981	NC_027981	45	33809	33913	-1	E															0
NC_027981_NC_027981_46	NC_027981	NC_027981	46	33985	34644	-1	D			MER0035767	S24	MER0035767 - family S24 non-peptidase homologues () [S24.UNW]#S24#{peptidase unit: 91-224}~source Q8H9Q9~	False	0.7	190.0	2.2189999999999997e-53	Peptidase S24-like [PF00717.26]; Helix-turn-helix [PF01381.25]					0
NC_027981_NC_027981_47	NC_027981	NC_027981	47	34777	35385	1	E															0
NC_027981_NC_027981_48	NC_027981	NC_027981	48	35577	35804	1	D										Prokaryotic dksA/traR C4-type zinc finger [PF01258.20]					0
NC_027981_NC_027981_49	NC_027981	NC_027981	49	36074	36382	1	E															0
NC_027981_NC_027981_50	NC_027981	NC_027981	50	36416	37345	1	C	K03554	recombination associated protein RdgC								Putative exonuclease, RdgC [PF04381.15]					0
NC_027981_NC_027981_51	NC_027981	NC_027981	51	37400	37969	1	E															0
NC_027981_NC_027981_52	NC_027981	NC_027981	52	37966	38385	1	E															1
NC_027981_NC_027981_53	NC_027981	NC_027981	53	38385	38975	1	E															0
NC_027981_NC_027981_54	NC_027981	NC_027981	54	38981	39142	1	E															0
NC_027981_NC_027981_55	NC_027981	NC_027981	55	39139	39333	1	E															0
NC_027981_NC_027981_56	NC_027981	NC_027981	56	39749	40240	1	D										DNA methylase [PF01555.21]					0
NC_027981_NC_027981_57	NC_027981	NC_027981	57	40197	40811	1	D										DNA methylase [PF01555.21]					0
NC_027981_NC_027981_58	NC_027981	NC_027981	58	40895	41164	1	E															0
NC_027981_NC_027981_59	NC_027981	NC_027981	59	41161	41718	1	D										Glycosyl hydrolase 108 [PF05838.15]; Predicted Peptidoglycan domain [PF09374.13]	GH108	GH108 N-acetylmuramidase (EC 3.2.1.17)	3.2.1.17	GH108.hmm	0
NC_027981_NC_027981_60	NC_027981	NC_027981	60	41734	42276	1	E															0
NC_027981_NC_027981_61	NC_027981	NC_027981	61	42402	42584	1	E															0
