	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
KC117376_KC117376.1_77	KC117376	KC117376.1	77	52871	54235	-1	E				0
KC117376_KC117376.1_78	KC117376	KC117376.1	78	54399	54677	-1	E				0
KC117376_KC117376.1_79	KC117376	KC117376.1	79	54670	54939	-1	E				0
KC117376_KC117376.1_80	KC117376	KC117376.1	80	54936	55115	-1	E				0
KC117376_KC117376.1_81	KC117376	KC117376.1	81	55318	55776	-1	E				0
KC117376_KC117376.1_82	KC117376	KC117376.1	82	55781	56080	-1	E				0
KC117376_KC117376.1_83	KC117376	KC117376.1	83	56220	57128	-1	E				1
KC117376_KC117376.1_84	KC117376	KC117376.1	84	57225	57914	-1	E				0
KC117376_KC117376.1_85	KC117376	KC117376.1	85	57907	58095	-1	E				0
KC117376_KC117376.1_86	KC117376	KC117376.1	86	58037	60835	-1	E				0
KC117376_KC117376.1_87	KC117376	KC117376.1	87	60867	61106	-1	E				0
KC117376_KC117376.1_88	KC117376	KC117376.1	88	61257	61430	-1	E				0
KC117376_KC117376.1_89	KC117376	KC117376.1	89	61430	62221	-1	E				0
KC117376_KC117376.1_90	KC117376	KC117376.1	90	62236	62370	-1	E				1
KC117376_KC117376.1_91	KC117376	KC117376.1	91	62367	62603	-1	E				0
KC117376_KC117376.1_92	KC117376	KC117376.1	92	62600	62890	-1	E				0
KC117376_KC117376.1_93	KC117376	KC117376.1	93	62997	63320	-1	E				0
KC117376_KC117376.1_94	KC117376	KC117376.1	94	63313	63591	-1	E				0
KC117376_KC117376.1_95	KC117376	KC117376.1	95	63591	64019	-1	E				0
KC117376_KC117376.1_96	KC117376	KC117376.1	96	64085	65143	-1	E				0
KC117376_KC117376.1_97	KC117376	KC117376.1	97	65423	66004	1	E				0
KC117376_KC117376.1_98	KC117376	KC117376.1	98	67146	67907	-1	E				0
KC117376_KC117376.1_99	KC117376	KC117376.1	99	68253	68525	1	E				0
