ID	FragGeneScan_GIC31	FragGeneScan_DJ	FragGeneScan_RW1	FragGeneScan_Rleg	FragGeneScan_RW2
COG0091	1.0	1.0	0.0	1.0	1.0
COG0092	1.0	1.0	0.0	1.0	1.0
COG0093	1.0	1.0	0.0	1.0	1.0
COG0094	1.0	1.0	0.0	1.0	1.0
COG0095	1.0	0.0	0.0	0.0	1.0
COG0096	1.0	1.0	0.0	1.0	1.0
COG0097	1.0	1.0	0.0	1.0	1.0
COG0098	1.0	1.0	0.0	1.0	1.0
COG0099	1.0	1.0	0.0	1.0	1.0
COG0100	1.0	1.0	0.0	1.0	1.0
COG0101	1.0	1.0	0.0	1.0	1.0
COG0102	1.0	1.0	0.0	1.0	1.0
COG0103	1.0	1.0	0.0	1.0	1.0
COG0104	1.0	1.0	0.0	1.0	1.0
COG0105	1.0	1.0	0.0	1.0	1.0
COG0106	1.0	1.0	0.0	1.0	1.0
COG0107	1.0	1.0	0.0	1.0	1.0
COG0108	0.0	1.0	0.0	1.0	0.0
COG0109	1.0	1.0	0.0	1.0	1.0
COG0110	1.0	1.0	0.0	1.0	1.0
COG0111	1.0	1.0	1.0	1.0	1.0
COG0112	1.0	1.0	0.0	1.0	1.0
COG0113	1.0	1.0	0.0	1.0	1.0
COG0114	1.0	1.0	0.0	1.0	1.0
COG0115	1.0	1.0	1.0	1.0	1.0
COG0116	1.0	1.0	0.0	0.0	1.0
COG0118	1.0	1.0	0.0	1.0	1.0
COG0119	0.0	1.0	0.0	1.0	0.0
COG0120	0.0	1.0	0.0	1.0	0.0
COG0121	0.0	1.0	0.0	1.0	0.0
COG0122	1.0	0.0	0.0	1.0	1.0
COG0123	1.0	1.0	0.0	1.0	1.0
COG0124	1.0	1.0	1.0	1.0	1.0
COG0125	1.0	1.0	1.0	1.0	1.0
COG0126	1.0	1.0	0.0	1.0	1.0
COG0127	1.0	1.0	0.0	1.0	1.0
COG0128	1.0	1.0	0.0	1.0	1.0
COG0129	0.0	1.0	1.0	1.0	0.0
COG0130	1.0	1.0	0.0	1.0	1.0
COG0131	1.0	1.0	0.0	1.0	1.0
COG0132	0.0	1.0	0.0	0.0	0.0
COG0133	1.0	1.0	0.0	1.0	1.0
COG0134	1.0	1.0	0.0	1.0	1.0
COG0135	1.0	1.0	0.0	1.0	1.0
COG0136	1.0	1.0	1.0	1.0	1.0
COG0137	1.0	1.0	0.0	1.0	1.0
COG0138	1.0	1.0	0.0	1.0	1.0
COG0139	1.0	1.0	0.0	1.0	1.0
COG0140	1.0	1.0	0.0	1.0	1.0
COG0141	1.0	1.0	0.0	1.0	1.0
COG0142	1.0	1.0	0.0	1.0	1.0
COG0143	1.0	1.0	0.0	1.0	1.0
COG0144	1.0	1.0	0.0	1.0	1.0
COG0145	0.0	1.0	0.0	1.0	0.0
COG0146	0.0	1.0	0.0	1.0	0.0
COG0147	1.0	1.0	0.0	1.0	1.0
COG0148	1.0	1.0	1.0	1.0	1.0
COG0149	1.0	1.0	0.0	1.0	1.0
COG0150	1.0	1.0	0.0	1.0	1.0
COG0151	1.0	1.0	0.0	1.0	1.0
COG0152	1.0	1.0	0.0	1.0	1.0
COG0153	0.0	0.0	0.0	0.0	1.0
COG0154	1.0	1.0	0.0	1.0	1.0
COG0155	0.0	1.0	0.0	1.0	0.0
COG0156	1.0	1.0	0.0	1.0	1.0
COG0157	1.0	1.0	0.0	1.0	1.0
COG0158	0.0	1.0	0.0	0.0	0.0
COG0159	1.0	1.0	0.0	1.0	1.0
COG0160	0.0	1.0	0.0	1.0	0.0
COG0161	0.0	1.0	0.0	1.0	0.0
COG0162	1.0	1.0	0.0	1.0	1.0
COG0163	0.0	1.0	0.0	1.0	0.0
COG0164	1.0	1.0	0.0	1.0	1.0
COG0165	1.0	1.0	0.0	1.0	1.0
COG0166	1.0	1.0	0.0	1.0	1.0
COG0167	1.0	1.0	0.0	1.0	1.0
COG0168	1.0	1.0	0.0	0.0	1.0
COG0169	1.0	1.0	0.0	1.0	1.0
COG0170	1.0	0.0	0.0	0.0	1.0
COG0171	1.0	1.0	0.0	1.0	1.0
COG0172	1.0	1.0	0.0	1.0	1.0
COG0173	1.0	1.0	0.0	1.0	1.0
COG0174	1.0	1.0	0.0	1.0	1.0
COG0175	1.0	1.0	0.0	1.0	1.0
COG0176	1.0	1.0	0.0	1.0	1.0
COG0177	1.0	1.0	0.0	0.0	1.0
COG0178	1.0	1.0	0.0	1.0	1.0
COG0179	1.0	1.0	1.0	1.0	1.0
COG0180	1.0	1.0	1.0	1.0	1.0
COG0181	1.0	1.0	0.0	1.0	1.0
COG0182	1.0	1.0	0.0	0.0	1.0
COG0183	1.0	1.0	0.0	1.0	1.0
COG0184	1.0	1.0	0.0	1.0	1.0
COG0185	1.0	1.0	0.0	1.0	1.0
COG0186	1.0	1.0	0.0	1.0	1.0
COG0187	1.0	1.0	0.0	1.0	1.0
COG0188	1.0	1.0	0.0	1.0	1.0
COG0189	1.0	1.0	0.0	1.0	1.0
COG0190	1.0	1.0	0.0	1.0	1.0
COG0191	1.0	1.0	0.0	1.0	1.0
COG0192	1.0	1.0	0.0	1.0	1.0
COG0193	1.0	1.0	1.0	1.0	1.0
COG0194	1.0	1.0	0.0	1.0	1.0
COG0195	1.0	1.0	0.0	1.0	1.0
COG0196	1.0	1.0	0.0	1.0	1.0
COG0197	1.0	1.0	0.0	1.0	1.0
COG0198	1.0	1.0	0.0	1.0	1.0
COG0199	1.0	1.0	0.0	1.0	1.0
COG0200	1.0	1.0	0.0	1.0	1.0
COG0201	1.0	1.0	0.0	1.0	1.0
COG0202	1.0	1.0	0.0	1.0	1.0
COG0203	1.0	1.0	0.0	1.0	1.0
COG0204	1.0	1.0	0.0	1.0	1.0
COG0205	1.0	0.0	0.0	1.0	1.0
COG0206	1.0	1.0	0.0	1.0	1.0
COG0207	1.0	1.0	0.0	1.0	1.0
COG0208	1.0	1.0	0.0	1.0	1.0
COG0209	1.0	1.0	0.0	1.0	1.0
COG0210	1.0	1.0	0.0	1.0	1.0
COG0211	1.0	1.0	0.0	1.0	1.0
COG0212	1.0	1.0	0.0	1.0	1.0
COG0213	1.0	0.0	1.0	1.0	1.0
COG0214	1.0	0.0	0.0	0.0	1.0
COG0215	1.0	1.0	0.0	1.0	1.0
COG0216	1.0	1.0	0.0	1.0	1.0
COG0217	1.0	1.0	0.0	1.0	1.0
COG0218	1.0	1.0	0.0	1.0	1.0
COG0219	1.0	1.0	0.0	1.0	1.0
COG0220	1.0	1.0	0.0	1.0	1.0
COG0221	0.0	1.0	0.0	1.0	0.0
COG0222	1.0	1.0	1.0	1.0	1.0
COG0223	1.0	1.0	0.0	1.0	1.0
COG0224	1.0	1.0	0.0	1.0	1.0
COG0226	1.0	1.0	0.0	1.0	1.0
COG0227	1.0	1.0	0.0	1.0	0.0
COG0228	1.0	1.0	0.0	1.0	1.0
COG0229	1.0	1.0	0.0	1.0	1.0
COG0230	1.0	1.0	0.0	0.0	1.0
COG0231	1.0	1.0	0.0	1.0	1.0
COG0232	0.0	1.0	0.0	1.0	0.0
COG0233	1.0	1.0	0.0	1.0	1.0
COG0234	1.0	1.0	0.0	1.0	1.0
COG0235	1.0	1.0	0.0	1.0	1.0
COG0237	1.0	1.0	0.0	1.0	1.0
COG0238	1.0	1.0	0.0	1.0	1.0
COG0239	1.0	1.0	0.0	1.0	1.0
COG0240	1.0	1.0	0.0	1.0	1.0
COG0241	0.0	1.0	0.0	0.0	0.0
COG0242	1.0	1.0	0.0	1.0	1.0
COG0244	1.0	1.0	1.0	1.0	1.0
COG0245	1.0	1.0	0.0	1.0	1.0
COG0246	1.0	1.0	0.0	1.0	1.0
COG0248	1.0	1.0	0.0	1.0	1.0
COG0249	1.0	1.0	0.0	1.0	1.0
COG0250	1.0	1.0	1.0	1.0	1.0
COG0251	0.0	1.0	1.0	1.0	0.0
COG0252	1.0	1.0	0.0	0.0	1.0
COG0253	0.0	1.0	0.0	1.0	0.0
COG0254	1.0	1.0	0.0	1.0	1.0
COG0255	0.0	1.0	0.0	1.0	0.0
COG0256	1.0	1.0	0.0	1.0	1.0
COG0258	1.0	0.0	0.0	0.0	1.0
COG0259	0.0	1.0	0.0	1.0	0.0
COG0260	1.0	1.0	0.0	1.0	1.0
COG0261	1.0	1.0	0.0	1.0	1.0
COG0262	1.0	1.0	0.0	1.0	1.0
COG0263	0.0	1.0	0.0	1.0	0.0
COG0264	1.0	1.0	0.0	1.0	1.0
COG0265	1.0	1.0	0.0	1.0	1.0
COG0266	1.0	1.0	0.0	1.0	1.0
COG0267	1.0	1.0	0.0	1.0	1.0
COG0268	1.0	1.0	0.0	1.0	1.0
COG0270	0.0	0.0	0.0	1.0	0.0
COG0271	0.0	1.0	0.0	1.0	0.0
COG0272	1.0	1.0	0.0	1.0	1.0
COG0274	1.0	0.0	0.0	1.0	1.0
COG0275	1.0	1.0	0.0	1.0	1.0
COG0276	1.0	1.0	0.0	1.0	1.0
COG0277	1.0	1.0	1.0	1.0	1.0
COG0278	1.0	1.0	0.0	1.0	1.0
COG0279	0.0	1.0	0.0	0.0	0.0
COG0280	1.0	1.0	0.0	1.0	1.0
COG0281	1.0	1.0	0.0	1.0	1.0
COG0282	1.0	1.0	1.0	1.0	1.0
COG0283	1.0	1.0	0.0	1.0	1.0
COG0284	1.0	1.0	0.0	1.0	1.0
COG0285	1.0	1.0	0.0	1.0	1.0
COG0286	0.0	1.0	0.0	1.0	1.0
COG0287	0.0	0.0	0.0	1.0	0.0
COG0288	1.0	1.0	0.0	1.0	1.0
COG0289	1.0	1.0	0.0	1.0	1.0
COG0290	1.0	1.0	0.0	1.0	1.0
COG0291	1.0	1.0	0.0	1.0	1.0
COG0292	1.0	1.0	0.0	1.0	1.0
COG0293	0.0	1.0	0.0	1.0	0.0
COG0294	1.0	1.0	0.0	1.0	1.0
COG0295	1.0	0.0	1.0	1.0	1.0
COG0296	0.0	1.0	0.0	1.0	0.0
COG0297	1.0	1.0	0.0	1.0	1.0
COG0298	0.0	1.0	0.0	0.0	0.0
COG0299	1.0	1.0	0.0	0.0	1.0
COG0301	0.0	1.0	0.0	0.0	0.0
COG0302	0.0	1.0	0.0	1.0	0.0
COG0303	0.0	1.0	0.0	1.0	1.0
COG0304	1.0	1.0	0.0	1.0	1.0
COG0305	1.0	1.0	0.0	1.0	1.0
COG0306	0.0	1.0	0.0	1.0	0.0
COG0307	1.0	1.0	1.0	1.0	1.0
COG0308	0.0	1.0	0.0	1.0	0.0
COG0309	0.0	1.0	0.0	0.0	0.0
COG0311	1.0	0.0	0.0	0.0	1.0
COG0312	0.0	1.0	0.0	1.0	0.0
COG0313	1.0	1.0	0.0	1.0	1.0
COG0314	0.0	1.0	0.0	1.0	1.0
COG0315	1.0	1.0	0.0	1.0	1.0
COG0317	1.0	1.0	0.0	1.0	1.0
COG0319	1.0	1.0	0.0	1.0	1.0
COG0320	1.0	1.0	0.0	1.0	1.0
COG0321	0.0	1.0	0.0	1.0	0.0
COG0322	1.0	1.0	0.0	1.0	1.0
COG0323	1.0	1.0	0.0	1.0	1.0
COG0324	1.0	1.0	0.0	0.0	1.0
COG0325	1.0	1.0	0.0	1.0	1.0
COG0326	1.0	1.0	0.0	1.0	1.0
COG0327	0.0	1.0	0.0	0.0	0.0
COG0328	1.0	1.0	0.0	1.0	1.0
COG0329	1.0	1.0	0.0	1.0	1.0
COG0330	0.0	1.0	0.0	1.0	0.0
COG0331	1.0	1.0	0.0	1.0	1.0
COG0332	1.0	0.0	0.0	1.0	1.0
COG0333	0.0	1.0	0.0	1.0	1.0
COG0334	1.0	1.0	0.0	0.0	1.0
COG0335	1.0	1.0	0.0	1.0	1.0
COG0336	1.0	1.0	0.0	1.0	1.0
COG0337	1.0	1.0	0.0	1.0	1.0
COG0339	0.0	1.0	0.0	1.0	0.0
COG0340	1.0	0.0	1.0	1.0	1.0
COG0341	1.0	1.0	0.0	0.0	1.0
COG0342	1.0	1.0	0.0	1.0	1.0
COG0343	1.0	1.0	0.0	1.0	1.0
COG0344	1.0	1.0	0.0	1.0	1.0
COG0345	1.0	1.0	0.0	1.0	1.0
COG0346	1.0	1.0	0.0	1.0	1.0
COG0347	0.0	1.0	0.0	1.0	0.0
COG0348	0.0	1.0	0.0	1.0	0.0
COG0349	0.0	1.0	0.0	1.0	0.0
COG0351	1.0	1.0	0.0	1.0	1.0
COG0352	1.0	1.0	0.0	1.0	1.0
COG0353	1.0	1.0	1.0	1.0	1.0
COG0354	0.0	1.0	0.0	1.0	0.0
COG0355	1.0	1.0	0.0	1.0	1.0
COG0356	1.0	1.0	0.0	1.0	1.0
COG0357	1.0	1.0	0.0	1.0	1.0
COG0358	1.0	1.0	0.0	1.0	1.0
COG0359	1.0	1.0	0.0	1.0	1.0
COG0360	1.0	1.0	0.0	1.0	1.0
COG0361	1.0	1.0	0.0	1.0	1.0
COG0362	0.0	0.0	1.0	1.0	0.0
COG0363	1.0	1.0	0.0	1.0	1.0
COG0364	0.0	1.0	0.0	1.0	0.0
COG0365	1.0	1.0	1.0	1.0	1.0
COG0366	1.0	1.0	0.0	1.0	1.0
COG0367	1.0	1.0	0.0	1.0	1.0
COG0368	0.0	1.0	0.0	1.0	0.0
COG0369	0.0	1.0	0.0	1.0	0.0
COG0370	0.0	1.0	0.0	0.0	0.0
COG0371	1.0	1.0	0.0	1.0	1.0
COG0372	1.0	1.0	0.0	1.0	1.0
COG0373	1.0	1.0	0.0	0.0	1.0
COG0375	0.0	1.0	0.0	0.0	0.0
COG0376	0.0	1.0	0.0	1.0	0.0
COG0377	0.0	1.0	0.0	1.0	0.0
COG0378	0.0	1.0	0.0	1.0	0.0
COG0379	1.0	1.0	0.0	1.0	1.0
COG0380	0.0	1.0	0.0	1.0	0.0
COG0381	1.0	0.0	0.0	0.0	1.0
COG0382	0.0	1.0	0.0	1.0	0.0
COG0383	0.0	0.0	0.0	1.0	1.0
COG0384	0.0	1.0	0.0	1.0	0.0
COG0385	0.0	0.0	0.0	1.0	0.0
COG0387	0.0	0.0	0.0	1.0	0.0
COG0388	0.0	1.0	1.0	1.0	0.0
COG0389	1.0	1.0	0.0	1.0	1.0
COG0390	1.0	0.0	0.0	0.0	1.0
COG0391	1.0	0.0	0.0	0.0	1.0
COG0392	0.0	1.0	0.0	1.0	0.0
COG0394	1.0	1.0	0.0	1.0	1.0
COG0395	1.0	1.0	0.0	1.0	1.0
COG0396	1.0	0.0	0.0	1.0	1.0
COG0397	1.0	1.0	0.0	1.0	1.0
COG0398	1.0	0.0	0.0	0.0	1.0
COG0399	1.0	1.0	0.0	1.0	1.0
COG0400	1.0	1.0	0.0	1.0	1.0
COG0401	0.0	1.0	0.0	0.0	0.0
COG0402	0.0	1.0	0.0	1.0	0.0
COG0403	1.0	1.0	0.0	1.0	1.0
COG0404	1.0	1.0	0.0	1.0	1.0
COG0405	0.0	1.0	0.0	1.0	0.0
COG0406	1.0	1.0	0.0	1.0	1.0
COG0407	1.0	1.0	0.0	1.0	1.0
COG0408	0.0	1.0	0.0	1.0	0.0
COG0409	0.0	1.0	0.0	0.0	0.0
COG0410	0.0	1.0	0.0	1.0	0.0
COG0411	0.0	1.0	0.0	1.0	0.0
COG0412	0.0	1.0	0.0	1.0	0.0
COG0413	1.0	1.0	0.0	1.0	1.0
COG0414	1.0	1.0	0.0	1.0	1.0
COG0415	1.0	1.0	0.0	1.0	1.0
COG0416	1.0	1.0	0.0	1.0	1.0
COG0418	0.0	1.0	0.0	1.0	0.0
COG0419	1.0	1.0	0.0	1.0	1.0
COG0420	1.0	1.0	0.0	1.0	1.0
COG0421	1.0	1.0	0.0	1.0	1.0
COG0422	0.0	1.0	0.0	1.0	0.0
COG0423	0.0	0.0	0.0	1.0	0.0
COG0424	1.0	1.0	1.0	1.0	1.0
COG0425	0.0	1.0	0.0	1.0	0.0
COG0427	0.0	1.0	0.0	1.0	0.0
COG0428	1.0	1.0	0.0	0.0	1.0
COG0429	0.0	1.0	0.0	0.0	0.0
COG0431	1.0	1.0	0.0	1.0	1.0
COG0432	0.0	1.0	0.0	1.0	0.0
COG0433	0.0	0.0	1.0	1.0	0.0
COG0434	0.0	0.0	0.0	1.0	0.0
COG0435	0.0	0.0	0.0	1.0	0.0
COG0436	1.0	1.0	1.0	1.0	1.0
COG0437	0.0	1.0	0.0	0.0	1.0
COG0439	0.0	1.0	0.0	0.0	0.0
COG0440	0.0	1.0	1.0	1.0	0.0
COG0441	1.0	1.0	0.0	1.0	1.0
COG0442	1.0	1.0	0.0	1.0	1.0
COG0443	1.0	1.0	0.0	1.0	1.0
COG0444	1.0	1.0	0.0	1.0	1.0
COG0445	1.0	1.0	0.0	1.0	1.0
COG0447	1.0	0.0	0.0	0.0	1.0
COG0448	1.0	0.0	0.0	1.0	1.0
COG0449	1.0	1.0	0.0	1.0	1.0
COG0452	1.0	1.0	0.0	1.0	1.0
COG0454	1.0	0.0	0.0	1.0	1.0
COG0455	1.0	1.0	0.0	0.0	1.0
COG0456	1.0	1.0	0.0	1.0	1.0
COG0458	1.0	1.0	0.0	1.0	1.0
COG0459	1.0	1.0	0.0	1.0	1.0
COG0460	0.0	1.0	0.0	1.0	0.0
COG0461	1.0	1.0	0.0	1.0	1.0
COG0462	1.0	1.0	1.0	1.0	1.0
COG0464	1.0	1.0	0.0	0.0	1.0
COG0465	1.0	1.0	0.0	1.0	1.0
COG0466	1.0	1.0	0.0	1.0	1.0
COG0467	0.0	0.0	0.0	1.0	0.0
COG0468	1.0	1.0	0.0	1.0	1.0
COG0469	0.0	1.0	0.0	1.0	0.0
COG0470	0.0	1.0	0.0	1.0	0.0
COG0471	1.0	1.0	0.0	1.0	1.0
COG0472	1.0	1.0	0.0	1.0	1.0
COG0473	0.0	1.0	1.0	1.0	0.0
COG0474	1.0	1.0	0.0	1.0	1.0
COG0475	1.0	0.0	0.0	0.0	1.0
COG0476	1.0	1.0	0.0	1.0	1.0
COG0477	1.0	1.0	1.0	1.0	1.0
COG0479	1.0	1.0	1.0	1.0	1.0
COG0480	1.0	1.0	0.0	1.0	1.0
COG0481	1.0	1.0	0.0	1.0	1.0
COG0482	1.0	1.0	0.0	1.0	1.0
COG0483	1.0	1.0	0.0	1.0	1.0
COG0484	1.0	1.0	0.0	1.0	1.0
COG0486	1.0	1.0	0.0	1.0	1.0
COG0488	1.0	1.0	0.0	1.0	1.0
COG0489	1.0	1.0	0.0	1.0	1.0
COG0490	0.0	0.0	0.0	0.0	1.0
COG0491	1.0	1.0	1.0	1.0	1.0
COG0492	1.0	1.0	1.0	1.0	1.0
COG0494	1.0	1.0	0.0	1.0	1.0
COG0495	1.0	1.0	0.0	1.0	1.0
COG0496	0.0	1.0	1.0	1.0	0.0
COG0497	1.0	1.0	0.0	1.0	1.0
COG0498	0.0	1.0	0.0	1.0	0.0
COG0499	0.0	1.0	1.0	1.0	0.0
COG0500	1.0	1.0	0.0	1.0	1.0
COG0501	1.0	1.0	0.0	1.0	1.0
COG0502	0.0	1.0	0.0	0.0	0.0
COG0503	1.0	1.0	0.0	1.0	1.0
COG0504	1.0	1.0	0.0	1.0	1.0
COG0505	1.0	1.0	0.0	1.0	1.0
COG0506	1.0	0.0	0.0	0.0	1.0
COG0507	1.0	1.0	0.0	1.0	1.0
COG0508	1.0	1.0	0.0	1.0	1.0
COG0509	1.0	1.0	0.0	1.0	1.0
COG0510	1.0	0.0	0.0	1.0	1.0
COG0511	1.0	1.0	0.0	1.0	1.0
COG0512	1.0	1.0	0.0	1.0	1.0
COG0513	1.0	1.0	0.0	1.0	1.0
COG0514	1.0	1.0	0.0	1.0	1.0
COG0516	1.0	1.0	0.0	1.0	1.0
COG0517	0.0	1.0	0.0	0.0	0.0
COG0518	0.0	1.0	0.0	1.0	0.0
COG0519	1.0	1.0	0.0	1.0	1.0
COG0520	1.0	1.0	0.0	1.0	1.0
COG0521	0.0	1.0	0.0	1.0	1.0
COG0522	1.0	1.0	0.0	1.0	1.0
COG0523	1.0	1.0	0.0	1.0	1.0
COG0524	1.0	1.0	1.0	1.0	1.0
COG0525	1.0	1.0	0.0	1.0	1.0
COG0526	1.0	1.0	1.0	1.0	1.0
COG0527	1.0	1.0	1.0	1.0	1.0
COG0528	1.0	1.0	0.0	1.0	1.0
COG0529	0.0	1.0	0.0	0.0	0.0
COG0530	1.0	1.0	0.0	0.0	1.0
COG0531	1.0	0.0	1.0	1.0	1.0
COG0532	1.0	1.0	0.0	1.0	1.0
COG0533	1.0	1.0	0.0	1.0	1.0
COG0534	1.0	1.0	0.0	1.0	1.0
COG0535	1.0	1.0	0.0	1.0	1.0
COG0536	1.0	1.0	0.0	1.0	1.0
COG0537	1.0	1.0	0.0	1.0	1.0
COG0538	1.0	0.0	0.0	1.0	1.0
COG0539	1.0	1.0	0.0	1.0	1.0
COG0540	1.0	1.0	0.0	1.0	1.0
COG0541	1.0	1.0	0.0	1.0	1.0
COG0542	1.0	1.0	0.0	1.0	1.0
COG0543	1.0	1.0	0.0	0.0	1.0
COG0544	1.0	1.0	0.0	1.0	1.0
COG0545	0.0	1.0	0.0	0.0	0.0
COG0546	1.0	1.0	0.0	1.0	1.0
COG0547	1.0	1.0	0.0	1.0	1.0
COG0548	1.0	1.0	0.0	1.0	1.0
COG0549	1.0	0.0	0.0	1.0	1.0
COG0550	1.0	1.0	0.0	0.0	1.0
COG0551	1.0	1.0	0.0	0.0	1.0
COG0552	1.0	1.0	0.0	1.0	1.0
COG0553	0.0	1.0	0.0	0.0	0.0
COG0554	1.0	1.0	0.0	1.0	1.0
COG0555	0.0	1.0	0.0	1.0	0.0
COG0556	1.0	1.0	0.0	1.0	1.0
COG0557	1.0	1.0	0.0	1.0	1.0
COG0558	1.0	1.0	0.0	1.0	1.0
COG0559	0.0	1.0	0.0	1.0	0.0
COG0560	0.0	1.0	0.0	1.0	0.0
COG0561	1.0	0.0	0.0	1.0	1.0
COG0563	1.0	1.0	0.0	1.0	1.0
COG0564	1.0	1.0	0.0	1.0	1.0
COG0565	0.0	1.0	0.0	1.0	0.0
COG0566	1.0	1.0	0.0	1.0	1.0
COG0567	1.0	1.0	0.0	1.0	1.0
COG0568	1.0	1.0	0.0	1.0	1.0
COG0569	1.0	1.0	0.0	0.0	1.0
COG0571	1.0	1.0	0.0	1.0	1.0
COG0572	1.0	0.0	0.0	0.0	1.0
COG0573	1.0	0.0	0.0	1.0	1.0
COG0574	0.0	1.0	0.0	1.0	0.0
COG0575	1.0	1.0	0.0	1.0	1.0
COG0576	1.0	1.0	0.0	1.0	1.0
COG0577	0.0	0.0	0.0	1.0	1.0
COG0578	1.0	1.0	0.0	1.0	1.0
COG0579	1.0	1.0	1.0	1.0	1.0
COG0580	1.0	1.0	0.0	1.0	1.0
COG0581	1.0	0.0	0.0	1.0	1.0
COG0582	0.0	1.0	0.0	1.0	0.0
COG0584	1.0	1.0	0.0	1.0	1.0
COG0585	0.0	1.0	0.0	0.0	0.0
COG0586	1.0	1.0	0.0	1.0	1.0
COG0587	1.0	1.0	0.0	1.0	1.0
COG0588	0.0	0.0	0.0	1.0	0.0
COG0589	1.0	1.0	0.0	1.0	1.0
COG0590	1.0	1.0	0.0	1.0	1.0
COG0591	1.0	1.0	1.0	1.0	1.0
COG0592	1.0	1.0	0.0	1.0	1.0
COG0593	1.0	1.0	0.0	1.0	1.0
