	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001363.1_47	QGNH01001363.1	QGNH01001363.1	47	18366	18638	-1	E															0	False	
QGNH01001363.1_48	QGNH01001363.1	QGNH01001363.1	48	18654	20129	-1	E	YP_010668053.1	YP_010668053.1 terminase large subunit [Alteromonas phage ZP6]	False	0.295	187.0	7.614e-49						VOG30053	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001363.1_49	QGNH01001363.1	QGNH01001363.1	49	20134	21279	-1	D	YP_010037893.1	YP_010037893.1 tail protein [Ralstonia phage phiRSP]	False	0.409	78.0	4.44e-14	Phage Tail Collar Domain [PF07484.15]								0	False	
QGNH01001363.1_50	QGNH01001363.1	QGNH01001363.1	50	21289	23619	-1	E	YP_009020993.1	YP_009020993.1 virion structural protein [Dunaliella viridis virus SI2]	False	0.165	62.0	1.756e-08						VOG09681	REFSEQ virion structural protein; Xu	Xu	0	False	
QGNH01001363.1_51	QGNH01001363.1	QGNH01001363.1	51	23622	25619	-1	E															0	False	
QGNH01001363.1_52	QGNH01001363.1	QGNH01001363.1	52	25619	28093	-1	E	YP_005097992.1	YP_005097992.1 head protein [Salmonella phage SPN1S]	False	0.427	66.0	1.586e-09									0	False	
QGNH01001363.1_53	QGNH01001363.1	QGNH01001363.1	53	28093	28554	-1	E															0	False	
QGNH01001363.1_54	QGNH01001363.1	QGNH01001363.1	54	28565	30655	-1	E	YP_009287745.1	YP_009287745.1 tail protein [Enterobacter phage Tyrion]	False	0.198	96.0	4.943e-19						VOG02059	sp|P03747|TUBE2_BPT7 Tail tubular protein gp12; XpXrXs	Xp;Xr;Xs	0	False	VF
QGNH01001363.1_55	QGNH01001363.1	QGNH01001363.1	55	30834	31010	1	E															0	False	F
QGNH01001363.1_56	QGNH01001363.1	QGNH01001363.1	56	30950	31165	1	E															0	False	F
QGNH01001363.1_57	QGNH01001363.1	QGNH01001363.1	57	31166	31735	-1	E															0	False	F
QGNH01001363.1_58	QGNH01001363.1	QGNH01001363.1	58	31781	33220	-1	E															0	False	F
QGNH01001363.1_59	QGNH01001363.1	QGNH01001363.1	59	33234	33917	-1	E															0	False	F
