	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000792.1_11	QGNH01000792.1	QGNH01000792.1	11	8744	9100	-1	E															0	False	
QGNH01000792.1_12	QGNH01000792.1	QGNH01000792.1	12	9145	9624	-1	E															0	False	
QGNH01000792.1_13	QGNH01000792.1	QGNH01000792.1	13	9624	9887	-1	E															0	False	
QGNH01000792.1_14	QGNH01000792.1	QGNH01000792.1	14	9895	10104	-1	E															0	False	
QGNH01000792.1_15	QGNH01000792.1	QGNH01000792.1	15	10144	12291	-1	E															0	False	
QGNH01000792.1_16	QGNH01000792.1	QGNH01000792.1	16	12288	12686	-1	E															0	False	
QGNH01000792.1_17	QGNH01000792.1	QGNH01000792.1	17	12679	13059	-1	E															0	False	
QGNH01000792.1_18	QGNH01000792.1	QGNH01000792.1	18	13131	13499	-1	E															0	False	
QGNH01000792.1_19	QGNH01000792.1	QGNH01000792.1	19	13575	14828	-1	D	YP_355412.1	YP_355412.1 major head protein [Burkholderia phage Bcep176]	False	0.223	86.0	2.588e-16	Phage capsid family [PF05065.16]					VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	V
QGNH01000792.1_20	QGNH01000792.1	QGNH01000792.1	20	15011	15331	-1	E															0	False	F
QGNH01000792.1_21	QGNH01000792.1	QGNH01000792.1	21	15321	15533	-1	D							Helix-turn-helix domain [PF12728.10]								0	False	F
QGNH01000792.1_22	QGNH01000792.1	QGNH01000792.1	22	15606	16295	1	E															1	False	F
QGNH01000792.1_23	QGNH01000792.1	QGNH01000792.1	23	16352	16765	1	E															0	False	F
QGNH01000792.1_24	QGNH01000792.1	QGNH01000792.1	24	16719	16898	1	E															0	False	F
QGNH01000792.1_25	QGNH01000792.1	QGNH01000792.1	25	16985	17140	1	E															0	False	F
QGNH01000792.1_26	QGNH01000792.1	QGNH01000792.1	26	17221	17433	-1	E															0	False	F
QGNH01000792.1_27	QGNH01000792.1	QGNH01000792.1	27	17996	18349	-1	E															0	False	F
QGNH01000792.1_28	QGNH01000792.1	QGNH01000792.1	28	18389	19543	-1	D							Phage integrase family [PF00589.25]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xh;Xr	0	False	VF
QGNH01000792.1_29	QGNH01000792.1	QGNH01000792.1	29	19540	19971	-1	E															0	False	F
