Target Name	ID	EC value	E-Value (sequence)	Score (domain)
LYTG01000102.1_16423_17454_+	K00426		6.1e-34	114.8
LYTG01000091.1_63042_63518_-	K00432		5.7e-82	273.7
LYTG01000029.1_92630_93430_-	K00433		5.9e-82	273.5
LYTG01000098.1_40298_41149_-	K00433		3e-26	89.6
LYTG01000006.1_2646_2798_+	K00433		6.2e-09	33.2
LYTG01000042.1_4635_5408_+	K00435		6.3e-88	291.8
LYTG01000044.1_22716_23555_+	K00453		6.1e-98	325.9
LYTG01000029.1_141633_142709_-	K00491		1.8e-152	505.2
LYTG01000067.1_1862_3424_+	K00500		1e-76	256.2
LYTG01000067.1_7929_9353_+	K00520		2.7e-122	406.8
LYTG01000024.1_236_2512_+	K00525		2e-171	567.8
LYTG01000024.1_3006_4046_+	K00526		2.5e-89	297.6
LYTG01000012.1_39019_39954_-	K00529		8e-22	74.5
LYTG01000028.1_5220_5609_-	K00537		3.6e-36	122.6
LYTG01000093.1_35415_35858_-	K00540		2.2e-24	83.6
LYTG01000106.1_3675_4394_+	K00554		7.1e-123	407.8
LYTG01000066.1_23416_24180_+	K00556		8.3e-83	275.6
LYTG01000111.1_2055_3425_-	K00558		7.9e-73	243.0
LYTG01000002.1_22284_23078_-	K00560		3.4e-153	508.9
LYTG01000056.1_34183_34779_-	K00564		2.2e-60	202.5
LYTG01000098.1_51077_52198_+	K00566		8.3e-171	566.0
LYTG01000087.1_1779_2222_+	K00567		5.5e-50	168.1
LYTG01000091.1_34395_35009_+	K00568		1.9e-20	70.6
LYTG01000108.1_17537_18334_+	K00575		5.9e-87	289.7
LYTG01000099.1_4987_5628_+	K00588		4e-40	135.2
LYTG01000038.1_25664_26917_-	K00600		6.9e-220	730.0
LYTG01000079.1_15184_16704_+	K00602		1.1e-250	831.4
LYTG01000104.1_37989_39374_+	K00604		6e-112	372.3
LYTG01000014.1_5627_6700_-	K00605		1.1e-147	490.8
LYTG01000109.1_5063_5899_+	K00606		3e-115	383.1
LYTG01000104.1_20395_21372_+	K00609		1.3e-115	383.9
LYTG01000043.1_15960_16988_-	K00611		3.5e-150	498.0
LYTG01000011.1_34938_36929_-	K00615		5.2e-212	703.8
LYTG01000047.1_1159_1623_+	K00619		1.2e-10	38.3
LYTG01000102.1_27469_28761_+	K00627		2.5e-155	516.2
LYTG01000013.1_15986_17299_-	K00627		1.6e-137	457.3
LYTG01000028.1_10025_11197_-	K00632		7.7e-158	523.2
LYTG01000013.1_22942_23838_-	K00634		1.9e-120	399.0
LYTG01000012.1_7484_8665_-	K00639		1.9e-170	566.1
LYTG01000058.1_3201_3890_-	K00640		1.1e-95	318.0
LYTG01000105.1_2261_3178_+	K00645		1.4e-99	331.6
LYTG01000099.1_7658_8617_+	K00648		1.8e-126	420.5
LYTG01000083.1_37729_38511_-	K00655		1.3e-56	189.8
LYTG01000108.1_8750_9373_+	K00655		5.4e-56	187.6
LYTG01000083.1_26052_28298_+	K00656		0	1310.4
LYTG01000091.1_42497_43768_+	K00658		2.2e-170	564.9
LYTG01000001.1_35634_36188_+	K00661		1.1e-92	308.2
LYTG01000033.1_26755_27315_-	K00661		1.9e-53	179.4
LYTG01000011.1_6429_7211_-	K00662		1.4e-84	281.7
LYTG01000088.1_37987_39531_+	K00666		7.7e-166	550.6
LYTG01000092.1_5767_7440_+	K00666		3.9e-163	541.6
LYTG01000002.1_58883_60430_+	K00666		3.2e-100	333.5
LYTG01000060.1_15266_16672_+	K00666		3.3e-77	257.5
LYTG01000088.1_6833_9265_+	K00688		0	1067.4
LYTG01000029.1_160629_162263_+	K00689		4.1e-27	80.6
LYTG01000091.1_9090_11387_+	K00691		0	1137.4
LYTG01000088.1_5377_6810_+	K00703		6e-185	613.7
LYTG01000032.1_42363_44219_-	K00752		5.1e-124	412.6
LYTG01000109.1_1656_2777_+	K00754		4.2e-88	293.9
LYTG01000029.1_184928_187099_-	K00754		3.3e-33	72.9
LYTG01000012.1_31109_32410_-	K00756		5e-207	685.7
LYTG01000098.1_33537_34055_+	K00759		6.2e-68	226.8
LYTG01000038.1_17766_18395_-	K00761		4.2e-104	345.9
LYTG01000104.1_29216_29842_+	K00762		6.1e-54	181.0
LYTG01000069.1_7485_8930_-	K00763		1.9e-158	526.5
LYTG01000079.1_12156_13565_+	K00764		6.8e-211	699.1
LYTG01000001.1_28550_29158_+	K00765		8.5e-64	213.5
LYTG01000042.1_12054_13043_-	K00766		1.2e-127	424.0
LYTG01000098.1_18082_18951_+	K00767		2.1e-110	367.2
LYTG01000098.1_22730_23875_+	K00773		7.8e-217	719.9
LYTG01000066.1_1_693_-	K00782		1.2e-42	143.9
LYTG01000060.1_12649_13128_+	K00783		2.4e-59	198.1
LYTG01000013.1_3768_4640_-	K00784		3e-76	254.5
LYTG01000044.1_32365_32997_-	K00788		1.6e-58	195.7
LYTG01000023.1_51422_52630_-	K00789		8.1e-208	688.8
LYTG01000038.1_2439_3740_-	K00790		6.7e-198	655.7
LYTG01000039.1_3322_4584_-	K00790		6.7e-148	490.8
LYTG01000002.1_13409_14359_+	K00791		8e-121	401.7
LYTG01000029.1_127887_128528_-	K00793		5.1e-84	279.6
LYTG01000029.1_126242_126706_-	K00794		3.1e-75	250.3
LYTG01000013.1_32482_33357_-	K00795		1.9e-115	384.4
LYTG01000055.1_9960_10745_+	K00796		8.3e-120	397.7
LYTG01000041.1_1340_2248_-	K00797		4.9e-88	293.2
LYTG01000012.1_20804_21355_-	K00798		7.3e-63	209.7
LYTG01000108.1_20542_21801_+	K00800		3.7e-128	426.2
LYTG01000108.1_14670_15242_+	K00805		3.3e-30	103.2
LYTG01000107.1_25001_25738_+	K00806		9.3e-119	393.8
LYTG01000001.1_30369_31385_+	K00817		1.3e-92	308.7
LYTG01000001.1_37782_38738_-	K00817		1.6e-74	249.0
LYTG01000081.1_5507_6709_+	K00819		1.1e-218	725.7
LYTG01000044.1_90410_92206_-	K00820		1.6e-215	716.1
LYTG01000070.1_11974_13770_-	K00820		3.1e-211	701.9
LYTG01000080.1_7357_8283_+	K00826		1.2e-81	272.6
LYTG01000017.1_10677_11753_-	K00831		9.1e-139	460.9
LYTG01000003.1_1_729_+	K00847		3.4e-51	172.3
LYTG01000002.1_83680_83907_+	K00847		1.3e-15	54.9
LYTG01000033.1_11742_12923_-	K00849		2.3e-140	466.1
LYTG01000020.1_13478_14446_-	K00850		2.6e-113	377.3
LYTG01000033.1_42509_44206_-	K00853		1.4e-223	741.3
LYTG01000038.1_32409_33020_-	K00857		3e-69	231.4
LYTG01000101.1_10584_11381_+	K00858		3e-41	138.9
LYTG01000021.1_4022_4831_+	K00858		6.7e-35	118.3
LYTG01000020.1_555_1160_-	K00859		1.6e-82	275.3
LYTG01000029.1_19409_20926_+	K00864		1.3e-234	777.5
LYTG01000037.1_33762_34865_-	K00865		1.2e-126	421.1
LYTG01000020.1_11640_13382_-	K00873		2.4e-198	658.0
LYTG01000099.1_5642_6283_+	K00876		5.3e-84	279.8
LYTG01000083.1_19692_20300_+	K00876		2.2e-20	70.4
LYTG01000044.1_33802_34593_-	K00878		3.6e-100	333.1
LYTG01000002.1_53788_54717_+	K00882		6.3e-108	358.7
LYTG01000016.1_41753_42034_-	K00887		7.3e-30	101.3
LYTG01000014.1_7183_7668_-	K00891		2.6e-37	126.8
LYTG01000041.1_50917_52071_-	K00899		8.8e-131	435.0
LYTG01000032.1_36123_36818_-	K00903		1.9e-82	274.8
LYTG01000032.1_62045_62866_-	K00903		3.1e-52	174.9
LYTG01000053.1_18130_19071_+	K00919		9.6e-100	331.3
LYTG01000021.1_1044_2264_-	K00925		5.2e-183	607.7
LYTG01000043.1_13453_14415_-	K00926		3.8e-139	462.0
LYTG01000037.1_19257_20219_-	K00926		1.3e-124	414.0
LYTG01000037.1_20216_21016_-	K00926		1.3e-12	35.2
LYTG01000028.1_46628_47812_-	K00927		1.1e-199	662.6
LYTG01000080.1_2718_3977_+	K00928		2.4e-120	400.0
LYTG01000013.1_20703_21794_-	K00929		3.9e-148	490.7
LYTG01000016.1_20650_22815_+	K00937		6.6e-284	941.3
LYTG01000056.1_9781_10431_-	K00939		1.5e-78	261.9
LYTG01000108.1_17022_17438_+	K00940		1.9e-68	228.2
LYTG01000044.1_32975_33805_-	K00941		7.9e-118	391.6
LYTG01000066.1_35254_36078_-	K00941		4.3e-93	310.1
LYTG01000104.1_33550_34197_+	K00942		3.3e-84	280.5
LYTG01000053.1_6549_7190_+	K00943		3.2e-77	257.9
LYTG01000053.1_21990_22946_+	K00948		3.9e-144	478.4
LYTG01000104.1_46830_47417_+	K00949		3.6e-34	116.1
LYTG01000055.1_11100_11603_+	K00950		6.8e-63	210.4
LYTG01000103.1_18557_19051_+	K00954		1.1e-80	267.8
LYTG01000107.1_42429_44651_+	K00962		1.3e-301	1000.0
LYTG01000091.1_17967_18536_+	K00969		1.4e-79	265.2
LYTG01000032.1_21043_22017_-	K00973		1.6e-135	450.3
LYTG01000109.1_2774_3913_+	K00974		9.1e-89	296.1
LYTG01000088.1_3055_4230_+	K00975		3.5e-147	488.3
LYTG01000088.1_4262_5365_+	K00975		2.5e-72	241.3
LYTG01000107.1_25740_26537_+	K00981		2e-62	208.9
LYTG01000093.1_14718_15473_+	K00989		1.4e-127	423.6
LYTG01000058.1_6113_6847_-	K00991		9e-88	292.3
LYTG01000069.1_11558_11935_+	K00997		2.9e-43	146.0
LYTG01000104.1_3368_4327_+	K01000		5.8e-117	388.4
LYTG01000029.1_74224_75225_+	K01005		3.7e-93	311.1
LYTG01000032.1_65371_66294_-	K01005		2.4e-86	288.7
LYTG01000079.1_44167_45147_+	K01005		1.5e-78	262.9
LYTG01000082.1_12114_13328_+	K01005		9.3e-67	223.9
LYTG01000088.1_9279_10097_-	K01011		1.8e-77	258.5
LYTG01000102.1_22827_24443_-	K01046		3.9e-16	56.6
LYTG01000082.1_21914_22822_-	K01054		2.4e-39	132.7
LYTG01000017.1_25144_25956_+	K01055		7.1e-46	154.7
LYTG01000005.1_4418_5335_+	K01055		3.2e-29	95.2
LYTG01000053.1_23000_23560_+	K01056		1.6e-77	258.6
LYTG01000044.1_47467_48417_-	K01066		1.4e-105	351.4
LYTG01000060.1_24577_25659_+	K01066		4.9e-94	313.4
LYTG01000069.1_4396_5331_+	K01066		5.8e-38	128.5
LYTG01000067.1_3464_4453_-	K01066		2.9e-30	103.2
LYTG01000091.1_26842_28242_-	K01069		1.6e-56	189.5
LYTG01000015.1_11_652_-	K01069		1.4e-48	163.5
LYTG01000006.1_31009_31725_-	K01069		1.5e-25	87.6
LYTG01000043.1_3_596_-	K01091		3.7e-32	109.1
LYTG01000102.1_33588_34841_+	K01092		6.7e-84	280.0
LYTG01000067.1_100_735_+	K01118		3.3e-60	201.4
LYTG01000008.1_3880_4593_-	K01126		3.7e-71	237.6
LYTG01000098.1_34243_36432_+	K01139		1.5e-303	1006.3
LYTG01000016.1_23685_24587_-	K01151		6e-112	371.6
LYTG01000107.1_59425_60225_+	K01174		1.2e-49	166.2
LYTG01000016.1_7572_9041_-	K01176		5.1e-87	290.1
LYTG01000041.1_26818_28401_-	K01176		8.8e-87	289.2
LYTG01000065.1_893_2542_+	K01182		9.7e-287	950.7
LYTG01000039.1_23480_25183_-	K01182		4.1e-260	862.5
LYTG01000061.1_42081_43772_+	K01182		2.8e-247	820.2
LYTG01000037.1_4155_5768_-	K01182		1.2e-243	808.2
LYTG01000037.1_14088_15365_+	K01193		7.8e-151	501.2
LYTG01000003.1_2179_3597_+	K01193		1.4e-142	474.0
LYTG01000033.1_35372_36319_-	K01198		2.1e-23	80.1
LYTG01000029.1_145894_148833_-	K01200		1.4e-296	951.5
LYTG01000068.1_2764_4758_+	K01200		1.5e-255	848.2
LYTG01000023.1_28503_30668_-	K01200		4.8e-235	780.1
LYTG01000029.1_145894_148833_-	K01200		1.4e-296	36.9
LYTG01000051.1_7078_10509_+	K01200		2.6e-28	31.5
LYTG01000041.1_20929_22878_-	K01207		1.1e-176	587.0
LYTG01000090.1_13074_14858_-	K01208		5.2e-203	674.0
LYTG01000091.1_3742_5253_+	K01208		1.3e-121	404.6
LYTG01000051.1_7078_10509_+	K01208		6.1e-94	313.1
LYTG01000033.1_38728_40251_-	K01209		1.3e-135	451.3
LYTG01000031.1_31148_32584_+	K01222		1.1e-180	598.8
LYTG01000032.1_48002_49453_+	K01223		1e-235	780.8
LYTG01000063.1_2861_4306_+	K01223		1.5e-229	760.4
LYTG01000006.1_14731_16185_+	K01223		9.3e-225	744.6
LYTG01000063.1_11967_13391_+	K01223		5.6e-163	540.5
LYTG01000029.1_66448_68082_-	K01226		1.6e-260	863.0
LYTG01000099.1_6877_7581_+	K01243		1.1e-83	278.9
LYTG01000024.1_9004_10446_-	K01255		8.7e-163	541.0
LYTG01000063.1_28286_29524_-	K01258		2.1e-145	482.7
LYTG01000013.1_4967_6097_-	K01258		5.1e-117	389.1
LYTG01000031.1_40098_41216_-	K01258		6.3e-99	329.4
LYTG01000023.1_22010_23086_-	K01261		4.3e-152	503.4
LYTG01000017.1_31826_32953_-	K01261		4.3e-123	408.0
LYTG01000056.1_9026_9784_-	K01265		1.9e-102	341.3
LYTG01000083.1_43810_44568_+	K01265		5e-72	240.8
LYTG01000015.1_4449_5465_-	K01269		6.1e-157	519.4
LYTG01000020.1_23379_24473_+	K01271		7.5e-119	395.3
LYTG01000013.1_40337_41407_-	K01271		6.3e-110	365.9
LYTG01000023.1_33288_34739_-	K01274		7.1e-162	537.0
LYTG01000044.1_4188_5249_+	K01286		7.2e-51	171.1
LYTG01000044.1_66729_67766_-	K01297		5.1e-91	303.1
LYTG01000065.1_9392_10399_-	K01297		3.5e-67	224.6
LYTG01000008.1_4605_6071_-	K01299		7e-194	642.8
LYTG01000093.1_20971_23274_+	K01338		0	1011.8
LYTG01000011.1_38579_39199_+	K01356		1.5e-81	271.6
LYTG01000095.1_570_1259_-	K01356		7.6e-34	114.9
LYTG01000028.1_51828_52442_+	K01358		7.6e-103	342.4
LYTG01000016.1_53860_57492_+	K01361		0	1229.2
LYTG01000002.1_9953_11482_+	K01400		5.5e-191	634.4
LYTG01000075.1_15703_16725_-	K01409		3.4e-56	188.6
LYTG01000106.1_15880_16428_+	K01419		1.6e-88	293.5
LYTG01000054.1_81_2483_+	K01421		6.8e-196	379.4
LYTG01000108.1_5580_6587_-	K01424		5.5e-108	359.7
LYTG01000079.1_38800_39741_+	K01425		3e-113	376.8
LYTG01000010.1_2699_4093_-	K01426		4.1e-116	386.6
LYTG01000062.1_22025_23209_-	K01436		4.1e-183	605.7
LYTG01000075.1_1275_2249_-	K01442		6e-94	312.6
LYTG01000079.1_42101_43249_+	K01443		6.9e-134	445.2
LYTG01000024.1_4157_6070_-	K01448		6.8e-66	219.8
LYTG01000078.1_3_1373_+	K01448		3.9e-53	178.3
LYTG01000102.1_24454_24993_-	K01462		2.7e-43	145.8
LYTG01000109.1_976_1659_+	K01463		5e-64	214.1
LYTG01000104.1_21369_22649_+	K01465		2.8e-140	466.2
LYTG01000044.1_97574_98476_-	K01476		2.4e-89	297.8
LYTG01000043.1_17005_18276_-	K01478		5.9e-167	553.4
LYTG01000041.1_462_1343_-	K01480		2.7e-85	284.3
LYTG01000080.1_12396_14105_+	K01486		6.1e-219	725.8
LYTG01000079.1_20572_22272_+	K01486		1.1e-146	487.0
LYTG01000083.1_63788_64195_+	K01489		2.7e-58	195.5
LYTG01000033.1_25738_26136_-	K01489		2.3e-54	182.6
LYTG01000013.1_34895_35731_-	K01491		3.7e-136	451.4
LYTG01000001.1_23987_24562_+	K01493		3.8e-29	99.1
LYTG01000026.1_1866_2138_-	K01512		3.7e-24	83.4
LYTG01000012.1_36570_37100_-	K01515		1.6e-58	196.2
LYTG01000093.1_15470_16060_+	K01519		1.5e-74	248.2
LYTG01000001.1_34272_34580_+	K01523		5.2e-36	121.9
LYTG01000016.1_19118_20653_+	K01524		1.4e-75	252.5
LYTG01000061.1_10897_12966_+	K01531		1.4e-280	930.4
LYTG01000061.1_10446_10907_+	K01531		3e-30	101.8
LYTG01000081.1_8365_10401_+	K01534		3.8e-243	806.6
LYTG01000083.1_55960_57870_-	K01534		2.3e-219	727.7
LYTG01000029.1_153448_155208_-	K01551		6.9e-123	274.6
LYTG01000029.1_153448_155208_-	K01551		6.9e-123	137.5
LYTG01000009.1_13080_14408_-	K01552		3.6e-125	412.9
LYTG01000044.1_21427_22704_+	K01556		5.2e-170	564.9
LYTG01000034.1_2818_3489_+	K01560		7.2e-64	214.1
LYTG01000109.1_6732_7115_+	K01579		4.3e-62	206.3
LYTG01000102.1_31141_32622_-	K01585		2.3e-165	549.8
LYTG01000053.1_5092_6546_+	K01585		1e-74	247.1
LYTG01000080.1_9355_10647_+	K01586		1.8e-134	447.0
LYTG01000079.1_5281_5925_+	K01588		1.1e-85	284.0
LYTG01000079.1_5925_7019_+	K01589		1.6e-154	513.3
LYTG01000104.1_28528_29232_+	K01591		2.7e-63	212.2
LYTG01000088.1_31862_32911_+	K01599		4.2e-129	429.5
LYTG01000042.1_11296_12057_-	K01609		1.1e-92	308.5
LYTG01000023.1_53199_54770_+	K01610		5.8e-243	806.1
LYTG01000019.1_3552_3938_-	K01611		1e-12	45.5
LYTG01000091.1_14089_14874_+	K01613		4.4e-65	217.9
LYTG01000016.1_48587_49273_-	K01619		8.5e-103	341.4
LYTG01000041.1_45912_46970_-	K01620		1.3e-48	163.4
LYTG01000055.1_10738_11103_+	K01633		1.2e-42	143.2
LYTG01000063.1_20031_21305_+	K01637		9.7e-209	401.5
LYTG01000063.1_20031_21305_+	K01637		9.7e-209	295.1
LYTG01000063.1_17479_19671_+	K01638		1.7e-100	334.9
LYTG01000031.1_17491_18822_+	K01657		3.5e-180	598.3
LYTG01000055.1_7186_8565_+	K01657		6.4e-160	531.4
LYTG01000055.1_8562_9146_+	K01658		3.9e-103	342.0
LYTG01000031.1_18819_19397_+	K01658		3e-85	283.3
LYTG01000020.1_9811_10923_-	K01659		4.3e-135	447.5
LYTG01000083.1_47081_47905_-	K01661		3.2e-150	497.7
LYTG01000013.1_30465_32366_-	K01662		5.3e-264	875.1
LYTG01000103.1_5833_7188_+	K01669		6.6e-136	452.2
LYTG01000098.1_45783_46997_+	K01669		9.1e-75	250.3
LYTG01000083.1_52798_53349_+	K01673		6.5e-23	78.9
LYTG01000002.1_18725_20125_+	K01679		2.9e-248	823.5
LYTG01000011.1_24153_26867_-	K01681		0	1447.8
LYTG01000028.1_42983_44284_-	K01689		1.5e-212	704.9
LYTG01000001.1_31372_31959_+	K01693		1.9e-92	306.7
LYTG01000042.1_8815_9582_-	K01695		1.6e-77	258.5
LYTG01000042.1_9579_10763_-	K01696		8.9e-216	715.4
LYTG01000093.1_28297_29277_+	K01698		5.3e-167	554.8
LYTG01000032.1_20091_21140_-	K01710		5e-143	474.9
LYTG01000080.1_4998_5879_+	K01714		4.7e-110	365.7
LYTG01000093.1_27728_28300_+	K01719		2.6e-29	100.0
LYTG01000069.1_9630_9905_+	K01724		2.1e-30	103.6
LYTG01000080.1_11740_12276_-	K01726		6e-62	207.3
LYTG01000065.1_3116_4714_-	K01728		7e-07	25.1
LYTG01000062.1_8640_9053_-	K01734		4.7e-64	213.1
LYTG01000108.1_19502_20551_+	K01735		8.7e-103	342.3
LYTG01000108.1_18336_19508_+	K01736		4.3e-124	412.5
LYTG01000066.1_27837_28292_-	K01737		5e-41	138.3
LYTG01000055.1_6139_7092_+	K01738		1.1e-140	467.3
LYTG01000093.1_26725_27642_+	K01749		1.4e-134	447.0
LYTG01000104.1_50715_51602_+	K01752		7.8e-99	329.7
LYTG01000104.1_50040_50702_+	K01752		3.8e-48	85.1
LYTG01000104.1_50040_50702_+	K01752		3.8e-48	78.5
LYTG01000011.1_1298_2683_+	K01755		3.8e-215	714.1
LYTG01000079.1_7016_8308_+	K01756		3.8e-144	479.3
LYTG01000058.1_5643_6116_-	K01770		1.7e-55	186.1
LYTG01000088.1_32908_33837_+	K01772		2.4e-85	285.1
LYTG01000069.1_11913_12989_+	K01775		7e-131	434.6
LYTG01000080.1_8297_9385_+	K01775		3e-86	287.3
LYTG01000093.1_13904_14731_+	K01776		4.5e-104	346.0
LYTG01000104.1_45408_46064_+	K01783		9e-109	361.9
LYTG01000032.1_63012_64052_+	K01784		5.6e-142	472.1
LYTG01000007.1_20442_21479_+	K01784		1e-33	114.9
LYTG01000024.1_20319_21230_-	K01784		2.2e-15	53.4
LYTG01000032.1_60083_61045_-	K01785		1.6e-105	351.1
LYTG01000033.1_37482_38471_-	K01785		7.2e-105	348.9
LYTG01000033.1_8147_9172_+	K01785		5.6e-89	296.5
LYTG01000032.1_51960_52655_+	K01788		2e-99	329.7
LYTG01000029.1_180652_181752_-	K01791		1.3e-178	593.1
LYTG01000082.1_14396_15247_-	K01792		4.7e-20	68.2
LYTG01000028.1_45857_46609_-	K01803		4.7e-110	365.9
LYTG01000033.1_40296_41783_-	K01804		4.5e-218	722.0
LYTG01000038.1_28411_28851_-	K01808		9.1e-75	248.6
LYTG01000023.1_56115_57518_-	K01810		5.3e-84	280.4
LYTG01000043.1_10929_13271_-	K01811		9.6e-98	325.5
LYTG01000001.1_32521_33240_+	K01814		4.5e-69	231.0
LYTG01000042.1_10745_11281_-	K01817		3.9e-54	181.6
LYTG01000041.1_15945_16133_+	K01821		3.6e-24	83.1
LYTG01000088.1_10195_11922_+	K01835		1.6e-149	497.3
LYTG01000037.1_5819_6475_-	K01838		1.6e-81	271.6
LYTG01000029.1_77086_77751_-	K01838		5.8e-81	269.7
LYTG01000012.1_33262_34428_-	K01839		1.6e-185	615.3
LYTG01000028.1_41575_42537_-	K01840		5.2e-51	171.4
LYTG01000093.1_29274_30578_+	K01845		2.2e-214	710.9
LYTG01000086.1_8234_9532_-	K01845		6.3e-183	607.2
LYTG01000023.1_2219_3490_-	K01866		6.2e-135	448.5
LYTG01000099.1_13411_14490_-	K01867		5.6e-135	448.5
LYTG01000018.1_1512_3449_-	K01868		3.3e-261	866.6
LYTG01000023.1_41168_43570_-	K01869		0	1308.7
LYTG01000104.1_14089_16815_+	K01870		0	1041.0
LYTG01000099.1_1_2673_+	K01872		0	1101.3
LYTG01000093.1_30902_33553_+	K01873		0	1289.5
