	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000413.1_11	QGNH01000413.1	QGNH01000413.1	11	16401	16664	1	E																		0	False	
QGNH01000413.1_12	QGNH01000413.1	QGNH01000413.1	12	16661	17164	-1	E	YP_010678872.1	YP_010678872.1 RusA-like Holliday junction resolvase [Pseudomonas phage vB_PaeM_PA5oct]	False	0.364	102.0	7.600999999999999e-24									VOG00684	sp|O48499|D14_BPT5 Protein D14; Xh	Xh	0	False	
QGNH01000413.1_13	QGNH01000413.1	QGNH01000413.1	13	17154	17642	-1	E	YP_009223806.1	YP_009223806.1 HNH endonuclease [Geobacillus virus E3]	False	0.371	83.0	1.569e-17												0	False	
QGNH01000413.1_14	QGNH01000413.1	QGNH01000413.1	14	17907	18557	1	E																		0	False	
QGNH01000413.1_15	QGNH01000413.1	QGNH01000413.1	15	18581	19420	1	E																		0	False	
QGNH01000413.1_16	QGNH01000413.1	QGNH01000413.1	16	19427	19645	-1	E																		0	False	
QGNH01000413.1_17	QGNH01000413.1	QGNH01000413.1	17	19642	20526	-1	D	YP_009612351.1	YP_009612351.1 baseplate hub [Agrobacterium phage Atu_ph07]	False	0.473	240.0	1.5960000000000002e-69								T4 bacteriophage base plate protein [PF12322.11]	VOG00549	sp|P17173|TAP51_BPT4 Baseplate hub assembly protein gp51; XhXs	Xh;Xs	0	False	V
QGNH01000413.1_18	QGNH01000413.1	QGNH01000413.1	18	20650	22500	1	E	YP_009611862.1	YP_009611862.1 hypothetical protein FDI40_gp197 [Agrobacterium phage Atu_ph07]	False	0.213	110.0	2.761e-23												0	False	
QGNH01000413.1_19	QGNH01000413.1	QGNH01000413.1	19	22469	22735	1	E																		0	False	
QGNH01000413.1_20	QGNH01000413.1	QGNH01000413.1	20	22786	24555	1	D	YP_009611863.1	YP_009611863.1 portal protein [Agrobacterium phage Atu_ph07]	True	0.509	544.0	4.196e-169								Bacteriophage T4-like portal protein (Gp20) [PF07230.14]	VOG00778	sp|E1XTG6|PORTL_BPSAV Portal protein; XhXpXrXs	Xp;Xh;Xs;Xr	0	False	VF
QGNH01000413.1_21	QGNH01000413.1	QGNH01000413.1	21	24565	24783	1	E															VOG11615	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000413.1_22	QGNH01000413.1	QGNH01000413.1	22	24929	25813	1	E																		0	False	F
QGNH01000413.1_23	QGNH01000413.1	QGNH01000413.1	23	25827	26456	1	D	YP_010678883.1	YP_010678883.1 head maturation protease [Pseudomonas phage vB_PaeM_PA5oct]	False	0.614	224.0	1.9240000000000002e-65	MER1359059	S77	MER1359059 - family S77 non-peptidase homologues (Methylotenera sp.) [S77.UNW]#S77#{peptidase unit: 7-170}~source PPD55706~	False	163.0	5.27e-44	0.578	Prohead core protein serine protease [PF03420.16]	VOG00647	sp|P06807|PCPP_BPT4 Prohead core protein protease; XhXs	Xh;Xs	0	False	VPF
QGNH01000413.1_24	QGNH01000413.1	QGNH01000413.1	24	26470	27708	1	E	YP_009611879.1	YP_009611879.1 DNA double-strand break repair Rad50 ATPase [Agrobacterium phage Atu_ph07]	False	0.357	243.0	1.265e-68									VOG11614	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01000413.1_25	QGNH01000413.1	QGNH01000413.1	25	27724	28161	1	E	YP_009611880.1	YP_009611880.1 major head protein [Agrobacterium phage Atu_ph07]	False	0.664	195.0	1.525e-56												0	False	F
