	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001555.1_18	QGNH01001555.1	QGNH01001555.1	18	8468	8854	-1	E															0	False	
QGNH01001555.1_19	QGNH01001555.1	QGNH01001555.1	19	8857	9357	-1	E															0	False	
QGNH01001555.1_20	QGNH01001555.1	QGNH01001555.1	20	9451	10044	-1	E															0	False	
QGNH01001555.1_21	QGNH01001555.1	QGNH01001555.1	21	10053	10544	-1	E															0	False	
QGNH01001555.1_22	QGNH01001555.1	QGNH01001555.1	22	10557	11759	-1	D	YP_024911.1	YP_024911.1 tail fiber protein [Burkholderia phage BcepB1A]	False	0.345	73.0	2.806e-12	Protein of unknown function (DUF1565) [PF07602.14]								0	False	
QGNH01001555.1_23	QGNH01001555.1	QGNH01001555.1	23	11770	12516	-1	D	YP_024913.1	YP_024913.1 structural protein [Burkholderia phage BcepB1A]	False	0.453	179.0	2.454e-49	Protein of unknown function (DUF2612) [PF11041.11]								0	False	
QGNH01001555.1_24	QGNH01001555.1	QGNH01001555.1	24	12516	13001	-1	D	YP_008873228.1	YP_008873228.1 HNH endonuclease [Pseudomonas phage PPpW-3]	False	0.444	127.0	8.079e-33	HNH endonuclease [PF13392.9]					VOG00011	sp|P03795|Y28_BPT7 Protein 2.8; Xu	Xu	0	False	F
QGNH01001555.1_25	QGNH01001555.1	QGNH01001555.1	25	13043	14254	-1	E	YP_024914.1	YP_024914.1 gp08 W [Burkholderia phage BcepB1A]	False	0.399	276.0	5.6339999999999995e-80						VOG00521	sp|P51767|BPJ_BPP2 Baseplate protein J; XhXs	Xh;Xs	0	False	VF
QGNH01001555.1_26	QGNH01001555.1	QGNH01001555.1	26	14251	14616	-1	E	YP_009103318.1	YP_009103318.1 P2 gpW-like protein [Shewanella sp. phage 1/41]	False	0.353	61.0	1.56e-10									0	False	F
QGNH01001555.1_27	QGNH01001555.1	QGNH01001555.1	27	14616	15317	-1	D	YP_024916.1	YP_024916.1 baseplate spike [Burkholderia phage BcepB1A]	False	0.488	143.0	6.094e-37	Phage protein Gp138 N-terminal domain [PF18352.4]					VOG00324	sp|P31340|SPIKE_BPP2 Spike protein; XhXpXs	Xh;Xs;Xp	0	False	VF
QGNH01001555.1_28	QGNH01001555.1	QGNH01001555.1	28	15314	16195	-1	E	YP_009103316.1	YP_009103316.1 P2 gpD-like protein [Shewanella sp. phage 1/41]	False	0.292	121.0	1.368e-28						VOG01442	REFSEQ baseplate hub; Xu	Xu	0	False	F
QGNH01001555.1_29	QGNH01001555.1	QGNH01001555.1	29	16195	16620	-1	E	YP_024918.1	YP_024918.1 virion structural protein [Burkholderia phage BcepB1A]	False	0.414	78.0	3.201e-16						VOG00258	REFSEQ virion structural protein; Xu	Xu	0	False	F
QGNH01001555.1_30	QGNH01001555.1	QGNH01001555.1	30	16620	17369	-1	E	YP_024919.1	YP_024919.1 tail fiber protein [Burkholderia phage BcepB1A]	False	0.354	93.0	8.964000000000001e-20						VOG04187	REFSEQ tail fiber protein; Xu	Xu	0	False	F
QGNH01001555.1_31	QGNH01001555.1	QGNH01001555.1	31	17375	17716	-1	E															0	False	F
