	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	heme_regulatory_motif_count
NC_048668_NC_048668_23	NC_048668	NC_048668	23	21928	23130	1	D										phiKZ-like phage internal head proteins [PF12699.10]	0
NC_048668_NC_048668_24	NC_048668	NC_048668	24	23133	24314	1	D										phiKZ-like phage internal head proteins [PF12699.10]	0
NC_048668_NC_048668_25	NC_048668	NC_048668	25	24316	24819	1	E											0
NC_048668_NC_048668_26	NC_048668	NC_048668	26	24887	25552	1	E											0
NC_048668_NC_048668_27	NC_048668	NC_048668	27	25611	26717	1	E											0
NC_048668_NC_048668_28	NC_048668	NC_048668	28	26806	27660	1	E											0
NC_048668_NC_048668_29	NC_048668	NC_048668	29	27638	28357	1	E											0
NC_048668_NC_048668_30	NC_048668	NC_048668	30	28363	29715	1	E											0
NC_048668_NC_048668_31	NC_048668	NC_048668	31	29712	30281	1	E											0
NC_048668_NC_048668_32	NC_048668	NC_048668	32	30278	31489	1	E											0
NC_048668_NC_048668_33	NC_048668	NC_048668	33	31665	32219	1	E											0
NC_048668_NC_048668_34	NC_048668	NC_048668	34	32167	33006	1	E											0
NC_048668_NC_048668_35	NC_048668	NC_048668	35	33073	33255	1	E											0
NC_048668_NC_048668_36	NC_048668	NC_048668	36	33313	33882	1	E											0
NC_048668_NC_048668_37	NC_048668	NC_048668	37	34177	35478	-1	D										Divergent DnaB-like ATPase [PF20307.1]	0
NC_048668_NC_048668_38	NC_048668	NC_048668	38	35567	36133	1	E											0
NC_048668_NC_048668_39	NC_048668	NC_048668	39	36254	38542	1	E											0
NC_048668_NC_048668_40	NC_048668	NC_048668	40	38764	39801	1	E											0
NC_048668_NC_048668_41	NC_048668	NC_048668	41	39819	41432	1	E											0
NC_048668_NC_048668_42	NC_048668	NC_048668	42	41465	43648	1	E											0
NC_048668_NC_048668_43	NC_048668	NC_048668	43	43731	44096	1	E											0
NC_048668_NC_048668_44	NC_048668	NC_048668	44	44161	45069	-1	E											0
NC_048668_NC_048668_45	NC_048668	NC_048668	45	45071	45421	-1	E											0
NC_048668_NC_048668_46	NC_048668	NC_048668	46	45450	46961	-1	E											0
NC_048668_NC_048668_47	NC_048668	NC_048668	47	47015	49585	1	E											0
NC_048668_NC_048668_48	NC_048668	NC_048668	48	49652	50491	1	E											0
NC_048668_NC_048668_49	NC_048668	NC_048668	49	50627	51160	1	E											0
NC_048668_NC_048668_50	NC_048668	NC_048668	50	51263	51868	1	E											0
NC_048668_NC_048668_51	NC_048668	NC_048668	51	51936	52202	1	E											0
NC_048668_NC_048668_52	NC_048668	NC_048668	52	52219	53367	1	E											0
NC_048668_NC_048668_53	NC_048668	NC_048668	53	53450	54094	1	E											0
NC_048668_NC_048668_54	NC_048668	NC_048668	54	54034	54684	1	C	K00943	dTMP kinase [EC:2.7.4.9]								Thymidylate kinase [PF02223.20]	0
NC_048668_NC_048668_55	NC_048668	NC_048668	55	54659	55234	1	E											0
NC_048668_NC_048668_56	NC_048668	NC_048668	56	55260	55868	-1	E											0
NC_048668_NC_048668_57	NC_048668	NC_048668	57	55865	57115	-1	E											0
NC_048668_NC_048668_58	NC_048668	NC_048668	58	57182	57898	1	E											0
NC_048668_NC_048668_59	NC_048668	NC_048668	59	57843	59411	1	E											0
NC_048668_NC_048668_60	NC_048668	NC_048668	60	59423	60388	1	E											0
NC_048668_NC_048668_61	NC_048668	NC_048668	61	60381	60776	1	E											0
NC_048668_NC_048668_62	NC_048668	NC_048668	62	60788	61315	1	E											0
NC_048668_NC_048668_63	NC_048668	NC_048668	63	61368	62351	-1	E											0
NC_048668_NC_048668_64	NC_048668	NC_048668	64	62413	64626	1	E											0
NC_048668_NC_048668_65	NC_048668	NC_048668	65	64589	64894	1	E											0
NC_048668_NC_048668_66	NC_048668	NC_048668	66	64908	65069	1	E											0
NC_048668_NC_048668_67	NC_048668	NC_048668	67	65184	65813	1	E											0
NC_048668_NC_048668_68	NC_048668	NC_048668	68	65820	66515	1	E											0
NC_048668_NC_048668_69	NC_048668	NC_048668	69	66591	66833	1	E											0
NC_048668_NC_048668_70	NC_048668	NC_048668	70	66934	67587	1	E											0
NC_048668_NC_048668_71	NC_048668	NC_048668	71	67628	68236	-1	E											0
NC_048668_NC_048668_72	NC_048668	NC_048668	72	68240	69541	-1	E											0
NC_048668_NC_048668_73	NC_048668	NC_048668	73	69599	70030	1	E											0
NC_048668_NC_048668_74	NC_048668	NC_048668	74	70087	71667	1	D										RNase H [PF00075.27]	0
NC_048668_NC_048668_75	NC_048668	NC_048668	75	71664	72044	1	E											0
NC_048668_NC_048668_76	NC_048668	NC_048668	76	72112	72981	-1	E											0
NC_048668_NC_048668_77	NC_048668	NC_048668	77	73087	74511	1	E											0
NC_048668_NC_048668_78	NC_048668	NC_048668	78	74527	74808	1	E											0
NC_048668_NC_048668_79	NC_048668	NC_048668	79	74824	75318	1	D										YspA, cpYpsA-related SLOG family [PF10686.12]	0
NC_048668_NC_048668_80	NC_048668	NC_048668	80	75275	75874	1	E											0
NC_048668_NC_048668_81	NC_048668	NC_048668	81	75871	76350	1	E											0
NC_048668_NC_048668_82	NC_048668	NC_048668	82	76684	77052	1	E											0
NC_048668_NC_048668_83	NC_048668	NC_048668	83	77088	77600	-1	E											0
NC_048668_NC_048668_84	NC_048668	NC_048668	84	77675	77818	1	E											0
NC_048668_NC_048668_85	NC_048668	NC_048668	85	77763	78188	1	E											0
NC_048668_NC_048668_86	NC_048668	NC_048668	86	78207	78815	1	E											0
NC_048668_NC_048668_87	NC_048668	NC_048668	87	79056	79310	1	E											0
NC_048668_NC_048668_88	NC_048668	NC_048668	88	79314	80384	1	E											0
NC_048668_NC_048668_89	NC_048668	NC_048668	89	80447	81043	1	E											0
NC_048668_NC_048668_90	NC_048668	NC_048668	90	81056	81451	1	E											0
NC_048668_NC_048668_91	NC_048668	NC_048668	91	81463	81879	1	E											0
NC_048668_NC_048668_92	NC_048668	NC_048668	92	81956	82438	-1	E											0
NC_048668_NC_048668_93	NC_048668	NC_048668	93	82395	84125	-1	E											0
NC_048668_NC_048668_94	NC_048668	NC_048668	94	84181	90822	-1	D										Transglycosylase SLT domain [PF01464.23]	0
NC_048668_NC_048668_95	NC_048668	NC_048668	95	90867	91445	1	E											0
NC_048668_NC_048668_96	NC_048668	NC_048668	96	91634	92506	1	E											0
NC_048668_NC_048668_97	NC_048668	NC_048668	97	92536	95898	1	E											0
NC_048668_NC_048668_98	NC_048668	NC_048668	98	95962	96948	1	E											0
NC_048668_NC_048668_99	NC_048668	NC_048668	99	97363	98418	1	E											0
NC_048668_NC_048668_100	NC_048668	NC_048668	100	98487	98672	1	E											0
NC_048668_NC_048668_101	NC_048668	NC_048668	101	98672	100153	1	E											0
NC_048668_NC_048668_102	NC_048668	NC_048668	102	100163	100888	1	E											0
NC_048668_NC_048668_103	NC_048668	NC_048668	103	100891	101208	1	E											0
NC_048668_NC_048668_104	NC_048668	NC_048668	104	101273	101605	1	E											0
NC_048668_NC_048668_105	NC_048668	NC_048668	105	101613	102362	1	D			MER0219577	S80	MER0219577 - family S80 unassigned peptidases () [S80.UPW]#S80#{peptidase unit: 1-287}~source CAG27286~	False	0.291	91.0	7.639e-19	Peptidase S80 family [PF20034.2]	0
NC_048668_NC_048668_106	NC_048668	NC_048668	106	102459	103154	1	E											0
NC_048668_NC_048668_107	NC_048668	NC_048668	107	103236	104021	1	E											0
NC_048668_NC_048668_108	NC_048668	NC_048668	108	104129	104584	1	E											0
NC_048668_NC_048668_109	NC_048668	NC_048668	109	104673	105245	1	E											0
NC_048668_NC_048668_110	NC_048668	NC_048668	110	105469	105894	1	E											0
NC_048668_NC_048668_111	NC_048668	NC_048668	111	105840	106406	1	E											0
NC_048668_NC_048668_112	NC_048668	NC_048668	112	106451	107017	1	E											0
NC_048668_NC_048668_113	NC_048668	NC_048668	113	107123	109339	1	E											0
NC_048668_NC_048668_114	NC_048668	NC_048668	114	109416	110453	1	E											0
NC_048668_NC_048668_115	NC_048668	NC_048668	115	110512	111681	1	E											0
NC_048668_NC_048668_116	NC_048668	NC_048668	116	111723	113855	1	E											0
NC_048668_NC_048668_117	NC_048668	NC_048668	117	113931	115943	1	E											0
NC_048668_NC_048668_118	NC_048668	NC_048668	118	116021	120064	1	D			MER0151063	S74	MER0151063 - Bacillus subtilis phage GA-1 neck appendage CIMCD self-cleaving protein () [S74.002]#S74#{peptidase unit: 620-715}~source Q9FZW3~	False	0.557	76.0	3.271e-12		0
NC_048668_NC_048668_119	NC_048668	NC_048668	119	120140	122335	1	E											0
NC_048668_NC_048668_120	NC_048668	NC_048668	120	122348	122533	1	E											0
NC_048668_NC_048668_121	NC_048668	NC_048668	121	122550	124538	1	E											0
NC_048668_NC_048668_122	NC_048668	NC_048668	122	124627	124728	1	E											0
NC_048668_NC_048668_123	NC_048668	NC_048668	123	124667	125932	1	E											0
NC_048668_NC_048668_124	NC_048668	NC_048668	124	126042	127130	1	E											0
NC_048668_NC_048668_125	NC_048668	NC_048668	125	127209	129026	1	E											0
NC_048668_NC_048668_126	NC_048668	NC_048668	126	129429	129683	1	E											0
NC_048668_NC_048668_127	NC_048668	NC_048668	127	129718	130074	1	E											0
NC_048668_NC_048668_128	NC_048668	NC_048668	128	130130	130711	1	E											0
NC_048668_NC_048668_129	NC_048668	NC_048668	129	130776	130982	1	E											0
NC_048668_NC_048668_130	NC_048668	NC_048668	130	131026	131229	-1	E											0
NC_048668_NC_048668_131	NC_048668	NC_048668	131	131332	131493	1	E											0
NC_048668_NC_048668_132	NC_048668	NC_048668	132	131506	131739	1	E											0
NC_048668_NC_048668_133	NC_048668	NC_048668	133	131717	132037	1	E											0
NC_048668_NC_048668_134	NC_048668	NC_048668	134	132178	134229	1	E											0
NC_048668_NC_048668_135	NC_048668	NC_048668	135	134240	136306	1	E											0
NC_048668_NC_048668_136	NC_048668	NC_048668	136	136464	137606	1	C	K01520	dUTP diphosphatase [EC:3.6.1.23]								dUTPase [PF00692.22]	0
NC_048668_NC_048668_137	NC_048668	NC_048668	137	137669	138247	1	E											0
NC_048668_NC_048668_138	NC_048668	NC_048668	138	138196	138552	1	E											0
NC_048668_NC_048668_139	NC_048668	NC_048668	139	138616	139020	1	E											0
NC_048668_NC_048668_140	NC_048668	NC_048668	140	139036	139521	1	C	K03600	stringent starvation protein B								Stringent starvation protein B [PF04386.16]	0
NC_048668_NC_048668_141	NC_048668	NC_048668	141	139518	139991	1	E											0
NC_048668_NC_048668_142	NC_048668	NC_048668	142	140007	140474	1	E											0
NC_048668_NC_048668_143	NC_048668	NC_048668	143	140490	140621	1	E											0
NC_048668_NC_048668_144	NC_048668	NC_048668	144	140593	140742	1	E											0
NC_048668_NC_048668_145	NC_048668	NC_048668	145	140711	141061	1	E											0
NC_048668_NC_048668_146	NC_048668	NC_048668	146	140999	141301	-1	E											0
NC_048668_NC_048668_147	NC_048668	NC_048668	147	141429	141818	1	E											0
NC_048668_NC_048668_148	NC_048668	NC_048668	148	141823	142062	1	E											0
NC_048668_NC_048668_149	NC_048668	NC_048668	149	142145	142495	1	E											0
NC_048668_NC_048668_150	NC_048668	NC_048668	150	142495	142974	1	E											0
NC_048668_NC_048668_151	NC_048668	NC_048668	151	142971	143453	1	E											0
NC_048668_NC_048668_152	NC_048668	NC_048668	152	143462	143746	1	E											0
NC_048668_NC_048668_153	NC_048668	NC_048668	153	143733	143894	1	E											0
NC_048668_NC_048668_154	NC_048668	NC_048668	154	144151	145032	1	E											0
NC_048668_NC_048668_155	NC_048668	NC_048668	155	145081	145659	1	E											0
NC_048668_NC_048668_156	NC_048668	NC_048668	156	145752	145856	1	E											0
NC_048668_NC_048668_157	NC_048668	NC_048668	157	146147	146416	1	E											0
NC_048668_NC_048668_158	NC_048668	NC_048668	158	146413	146838	1	E											0
NC_048668_NC_048668_159	NC_048668	NC_048668	159	146851	147705	1	C	K00560	thymidylate synthase [EC:2.1.1.45]								Thymidylate synthase [PF00303.22]	0
NC_048668_NC_048668_160	NC_048668	NC_048668	160	147766	148497	1	E											0
NC_048668_NC_048668_161	NC_048668	NC_048668	161	148574	149434	1	E											0
NC_048668_NC_048668_162	NC_048668	NC_048668	162	149486	149929	1	E											0
NC_048668_NC_048668_163	NC_048668	NC_048668	163	150200	150493	1	E											0
NC_048668_NC_048668_164	NC_048668	NC_048668	164	150724	151254	1	E											0
NC_048668_NC_048668_165	NC_048668	NC_048668	165	151270	151710	1	E											0
NC_048668_NC_048668_166	NC_048668	NC_048668	166	151727	152122	1	E											0
NC_048668_NC_048668_167	NC_048668	NC_048668	167	152152	152436	1	E											0
NC_048668_NC_048668_168	NC_048668	NC_048668	168	152433	152717	1	E											0
NC_048668_NC_048668_169	NC_048668	NC_048668	169	152717	153397	1	E											0
NC_048668_NC_048668_170	NC_048668	NC_048668	170	153465	153944	1	E											0
NC_048668_NC_048668_171	NC_048668	NC_048668	171	153963	154487	1	C	K00287	dihydrofolate reductase [EC:1.5.1.3]								Dihydrofolate reductase [PF00186.22]	0
NC_048668_NC_048668_172	NC_048668	NC_048668	172	154507	154839	1	E											0
NC_048668_NC_048668_173	NC_048668	NC_048668	173	154836	154958	1	E											0
NC_048668_NC_048668_174	NC_048668	NC_048668	174	155074	155802	1	E											0
NC_048668_NC_048668_175	NC_048668	NC_048668	175	155861	156319	1	E											0
NC_048668_NC_048668_176	NC_048668	NC_048668	176	156319	156705	1	E											0
NC_048668_NC_048668_177	NC_048668	NC_048668	177	156804	158462	1	E											0
NC_048668_NC_048668_178	NC_048668	NC_048668	178	158580	159134	1	E											0
NC_048668_NC_048668_179	NC_048668	NC_048668	179	159143	159532	1	E											0
NC_048668_NC_048668_180	NC_048668	NC_048668	180	159539	159979	1	E											0
NC_048668_NC_048668_181	NC_048668	NC_048668	181	159990	160445	1	E											0
NC_048668_NC_048668_182	NC_048668	NC_048668	182	160511	160729	1	E											0
NC_048668_NC_048668_183	NC_048668	NC_048668	183	160961	161137	1	E											0
NC_048668_NC_048668_184	NC_048668	NC_048668	184	161112	161465	1	E											0
NC_048668_NC_048668_185	NC_048668	NC_048668	185	161481	161858	1	E											0
NC_048668_NC_048668_186	NC_048668	NC_048668	186	161848	162723	1	C	K08900	mitochondrial chaperone BCS1								ATPase family associated with various cellular activities (AAA) [PF00004.32]; RNA helicase [PF00910.25]	0
NC_048668_NC_048668_187	NC_048668	NC_048668	187	162723	163157	1	E											0
NC_048668_NC_048668_188	NC_048668	NC_048668	188	163154	163546	1	E											0
NC_048668_NC_048668_189	NC_048668	NC_048668	189	163546	163935	1	E											0
NC_048668_NC_048668_190	NC_048668	NC_048668	190	163922	164308	1	E											0
NC_048668_NC_048668_191	NC_048668	NC_048668	191	164308	164577	1	E											0
NC_048668_NC_048668_192	NC_048668	NC_048668	192	164716	165234	1	E											0
NC_048668_NC_048668_193	NC_048668	NC_048668	193	165327	165647	1	E											0
NC_048668_NC_048668_194	NC_048668	NC_048668	194	165723	166175	1	E											0
NC_048668_NC_048668_195	NC_048668	NC_048668	195	166245	166604	1	E											0
NC_048668_NC_048668_196	NC_048668	NC_048668	196	166623	166964	1	E											0
NC_048668_NC_048668_197	NC_048668	NC_048668	197	166961	167326	1	E											0
NC_048668_NC_048668_198	NC_048668	NC_048668	198	167455	168231	1	C	K06217	phosphate starvation-inducible protein PhoH and related proteins								PhoH-like protein [PF02562.19]	0
NC_048668_NC_048668_199	NC_048668	NC_048668	199	168336	168452	1	E											0
NC_048668_NC_048668_200	NC_048668	NC_048668	200	168520	168804	1	E											0
NC_048668_NC_048668_201	NC_048668	NC_048668	201	168806	169135	1	E											0
NC_048668_NC_048668_202	NC_048668	NC_048668	202	169122	169421	1	E											0
NC_048668_NC_048668_203	NC_048668	NC_048668	203	169434	170015	1	C	K00857	thymidine kinase [EC:2.7.1.21]								Thymidine kinase [PF00265.21]	0
NC_048668_NC_048668_204	NC_048668	NC_048668	204	170008	170256	1	E											0
NC_048668_NC_048668_205	NC_048668	NC_048668	205	170355	170795	1	E											0
NC_048668_NC_048668_206	NC_048668	NC_048668	206	170846	171397	1	E											0
NC_048668_NC_048668_207	NC_048668	NC_048668	207	171387	171512	1	E											0
NC_048668_NC_048668_208	NC_048668	NC_048668	208	171634	172095	1	E											0
NC_048668_NC_048668_209	NC_048668	NC_048668	209	172092	173162	1	E											0
NC_048668_NC_048668_210	NC_048668	NC_048668	210	173231	173917	1	D										HD domain [PF13328.9]	0
NC_048668_NC_048668_211	NC_048668	NC_048668	211	173895	174341	1	E											0
NC_048668_NC_048668_212	NC_048668	NC_048668	212	174341	174691	1	E											0
NC_048668_NC_048668_213	NC_048668	NC_048668	213	174693	174869	1	E											0
NC_048668_NC_048668_214	NC_048668	NC_048668	214	174853	175170	1	E											0
NC_048668_NC_048668_215	NC_048668	NC_048668	215	175145	175486	1	E											0
NC_048668_NC_048668_216	NC_048668	NC_048668	216	175488	175946	1	E											0
NC_048668_NC_048668_217	NC_048668	NC_048668	217	176055	176300	1	E											0
NC_048668_NC_048668_218	NC_048668	NC_048668	218	176350	176655	1	E											0
NC_048668_NC_048668_219	NC_048668	NC_048668	219	176749	177096	1	E											0
NC_048668_NC_048668_220	NC_048668	NC_048668	220	177156	177590	1	E											0
NC_048668_NC_048668_221	NC_048668	NC_048668	221	177584	177952	1	E											0
NC_048668_NC_048668_222	NC_048668	NC_048668	222	178019	179290	-1	E											0
NC_048668_NC_048668_223	NC_048668	NC_048668	223	179344	181170	-1	E											0
NC_048668_NC_048668_224	NC_048668	NC_048668	224	181124	181522	-1	E											0
NC_048668_NC_048668_225	NC_048668	NC_048668	225	181599	183665	-1	E											0
NC_048668_NC_048668_226	NC_048668	NC_048668	226	184012	184215	-1	E											0
NC_048668_NC_048668_227	NC_048668	NC_048668	227	184308	184829	1	E											0
NC_048668_NC_048668_228	NC_048668	NC_048668	228	184921	185787	1	E											0
NC_048668_NC_048668_229	NC_048668	NC_048668	229	185798	185968	1	E											0
NC_048668_NC_048668_230	NC_048668	NC_048668	230	185928	186224	1	E											0
NC_048668_NC_048668_231	NC_048668	NC_048668	231	186286	186378	1	E											0
NC_048668_NC_048668_232	NC_048668	NC_048668	232	186731	187330	1	E											0
NC_048668_NC_048668_233	NC_048668	NC_048668	233	187506	187841	1	E											0
NC_048668_NC_048668_234	NC_048668	NC_048668	234	187924	188388	1	E											0
NC_048668_NC_048668_235	NC_048668	NC_048668	235	188452	188625	1	E											0
NC_048668_NC_048668_236	NC_048668	NC_048668	236	188836	189117	1	E											0
NC_048668_NC_048668_237	NC_048668	NC_048668	237	189220	190167	1	E											0
NC_048668_NC_048668_238	NC_048668	NC_048668	238	190238	190681	1	E											0
NC_048668_NC_048668_239	NC_048668	NC_048668	239	190693	190992	1	E											0
NC_048668_NC_048668_240	NC_048668	NC_048668	240	191061	191588	1	E											0
NC_048668_NC_048668_241	NC_048668	NC_048668	241	191585	192049	1	E											0
NC_048668_NC_048668_242	NC_048668	NC_048668	242	192062	192685	1	E											0
NC_048668_NC_048668_243	NC_048668	NC_048668	243	192856	193014	1	E											0
NC_048668_NC_048668_244	NC_048668	NC_048668	244	193026	193295	1	E											0
NC_048668_NC_048668_245	NC_048668	NC_048668	245	193408	193782	1	E											0
NC_048668_NC_048668_246	NC_048668	NC_048668	246	193830	194123	1	E											0
NC_048668_NC_048668_247	NC_048668	NC_048668	247	194134	194553	1	E											0
NC_048668_NC_048668_248	NC_048668	NC_048668	248	194559	194750	1	E											0
NC_048668_NC_048668_249	NC_048668	NC_048668	249	194788	195075	1	E											0
NC_048668_NC_048668_250	NC_048668	NC_048668	250	195137	195334	1	D										NAD-dependent DNA ligase adenylation domain [PF01653.21]	0
NC_048668_NC_048668_251	NC_048668	NC_048668	251	195514	197121	1	C	K01972	DNA ligase (NAD+) [EC:6.5.1.2]								NAD-dependent DNA ligase adenylation domain [PF01653.21]; NAD-dependent DNA ligase OB-fold domain [PF03120.19]; Helix-hairpin-helix motif [PF12826.10]; BRCA1 C Terminus (BRCT) domain [PF00533.29]; NAD-dependent DNA ligase C4 zinc finger domain [PF03119.19]; twin BRCT domain [PF12738.10]	0
NC_048668_NC_048668_252	NC_048668	NC_048668	252	197227	197505	1	E											0
NC_048668_NC_048668_253	NC_048668	NC_048668	253	197507	198439	1	C	K07097	uncharacterized protein									0
NC_048668_NC_048668_254	NC_048668	NC_048668	254	198436	198948	1	E											0
NC_048668_NC_048668_255	NC_048668	NC_048668	255	198970	199167	1	E											0
NC_048668_NC_048668_256	NC_048668	NC_048668	256	199260	199877	1	D										5' nucleotidase, deoxy (Pyrimidine), cytosolic type C protein (NT5C) [PF06941.15]	0
NC_048668_NC_048668_257	NC_048668	NC_048668	257	199953	200624	1	E											0
NC_048668_NC_048668_258	NC_048668	NC_048668	258	200820	201689	-1	E											0
NC_048668_NC_048668_259	NC_048668	NC_048668	259	201682	203760	-1	E											0
NC_048668_NC_048668_260	NC_048668	NC_048668	260	203870	204790	1	E											0
NC_048668_NC_048668_261	NC_048668	NC_048668	261	204823	207381	1	E											0
NC_048668_NC_048668_262	NC_048668	NC_048668	262	207378	209099	1	E											0
NC_048668_NC_048668_263	NC_048668	NC_048668	263	209243	211357	1	E											0
NC_048668_NC_048668_264	NC_048668	NC_048668	264	211470	212462	1	E											0
NC_048668_NC_048668_265	NC_048668	NC_048668	265	212510	213757	-1	E											0
NC_048668_NC_048668_266	NC_048668	NC_048668	266	213891	214223	1	E											0
NC_048668_NC_048668_267	NC_048668	NC_048668	267	214264	214698	1	E											0
NC_048668_NC_048668_268	NC_048668	NC_048668	268	214734	215498	1	C	K09968	uncharacterized protein									0
NC_048668_NC_048668_269	NC_048668	NC_048668	269	215509	215859	1	E											0
NC_048668_NC_048668_270	NC_048668	NC_048668	270	215881	216258	1	E											0
NC_048668_NC_048668_271	NC_048668	NC_048668	271	216324	216500	1	E											0
NC_048668_NC_048668_272	NC_048668	NC_048668	272	216460	216645	1	E											0
NC_048668_NC_048668_273	NC_048668	NC_048668	273	216656	217066	1	E											0
NC_048668_NC_048668_274	NC_048668	NC_048668	274	217292	217639	1	E											0
NC_048668_NC_048668_275	NC_048668	NC_048668	275	217767	218414	1	E											0
NC_048668_NC_048668_276	NC_048668	NC_048668	276	218535	218906	1	E											0
NC_048668_NC_048668_277	NC_048668	NC_048668	277	218947	219204	1	E											0
NC_048668_NC_048668_278	NC_048668	NC_048668	278	219314	219838	1	E											0
NC_048668_NC_048668_279	NC_048668	NC_048668	279	219845	220453	1	E											0
NC_048668_NC_048668_280	NC_048668	NC_048668	280	220514	221092	1	E											0
NC_048668_NC_048668_281	NC_048668	NC_048668	281	221182	221781	1	E											0
NC_048668_NC_048668_282	NC_048668	NC_048668	282	221852	222292	1	E											0
NC_048668_NC_048668_283	NC_048668	NC_048668	283	222289	222750	1	E											0
NC_048668_NC_048668_284	NC_048668	NC_048668	284	222826	222999	1	E											0
NC_048668_NC_048668_285	NC_048668	NC_048668	285	222953	223633	1	E											0
NC_048668_NC_048668_286	NC_048668	NC_048668	286	223674	224507	-1	E											0
NC_048668_NC_048668_287	NC_048668	NC_048668	287	224614	225576	1	E											0
NC_048668_NC_048668_288	NC_048668	NC_048668	288	226063	226455	1	E											0
NC_048668_NC_048668_289	NC_048668	NC_048668	289	226452	226817	1	E											0
NC_048668_NC_048668_290	NC_048668	NC_048668	290	226772	227188	1	E											0
NC_048668_NC_048668_291	NC_048668	NC_048668	291	227198	227677	1	E											0
NC_048668_NC_048668_292	NC_048668	NC_048668	292	227693	228028	1	E											0
NC_048668_NC_048668_293	NC_048668	NC_048668	293	228391	228798	1	E											0
NC_048668_NC_048668_294	NC_048668	NC_048668	294	228795	229235	1	E											0
NC_048668_NC_048668_295	NC_048668	NC_048668	295	229232	229687	1	E											0
NC_048668_NC_048668_296	NC_048668	NC_048668	296	229978	230403	1	D										SH3 fold domain associated with phage DNA polymerases [PF20287.1]	0
NC_048668_NC_048668_297	NC_048668	NC_048668	297	230520	232748	1	D										Divergent Family B DNA polymerase [PF20286.1]	0
NC_048668_NC_048668_298	NC_048668	NC_048668	298	232687	233112	-1	E											0
NC_048668_NC_048668_299	NC_048668	NC_048668	299	233258	233785	-1	E											0
NC_048668_NC_048668_300	NC_048668	NC_048668	300	234074	234931	1	E											0
NC_048668_NC_048668_301	NC_048668	NC_048668	301	235210	235512	1	E											0
NC_048668_NC_048668_302	NC_048668	NC_048668	302	235658	235909	1	E											0
NC_048668_NC_048668_303	NC_048668	NC_048668	303	236011	237318	1	E											0
NC_048668_NC_048668_304	NC_048668	NC_048668	304	237759	238379	1	E											0
NC_048668_NC_048668_305	NC_048668	NC_048668	305	238462	238857	1	E											0
NC_048668_NC_048668_306	NC_048668	NC_048668	306	238854	239417	1	E											0
NC_048668_NC_048668_307	NC_048668	NC_048668	307	239374	240531	1	E											0
NC_048668_NC_048668_308	NC_048668	NC_048668	308	240528	240932	1	E											0
NC_048668_NC_048668_309	NC_048668	NC_048668	309	240936	241760	1	E											0
NC_048668_NC_048668_310	NC_048668	NC_048668	310	241838	242629	1	E											0
NC_048668_NC_048668_311	NC_048668	NC_048668	311	242733	244250	1	E											0
NC_048668_NC_048668_312	NC_048668	NC_048668	312	244283	245776	1	E											0
NC_048668_NC_048668_313	NC_048668	NC_048668	313	245809	247134	1	E											0
NC_048668_NC_048668_314	NC_048668	NC_048668	314	247188	247397	1	E											0
