KO Id	Name	Level	Count
	lvl3: Butanoate metabolism [PATH:ko00650]	3	11
K00135	K00135: gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase	Function	5
	lvl3: Alanine, aspartate and glutamate metabolism [PATH:ko00250]	3	23
	lvl3: Lysine degradation [PATH:ko00310]	3	4
	lvl3: Tyrosine metabolism [PATH:ko00350]	3	6
	lvl3: Nicotinate and nicotinamide metabolism [PATH:ko00760]	3	14
K00138	K00138: aldB; aldehyde dehydrogenase	Function	2
	lvl3: Arginine biosynthesis [PATH:ko00220]	3	17
K00145	K00145: argC; N-acetyl-gamma-glutamyl-phosphate reductase	Function	1
K00148	K00148: fdhA; glutathione-independent formaldehyde dehydrogenase	Function	2
	lvl3: Chloroalkane and chloroalkene degradation [PATH:ko00625]	3	3
K00164	K00164: OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component	Function	1
K00166	K00166: BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit	Function	2
K00167	K00167: BCKDHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit	Function	2
K00208	K00208: fabI; enoyl-[acyl-carrier protein] reductase I	Function	4
K00215	K00215: dapB; 4-hydroxy-tetrahydrodipicolinate reductase	Function	2
	lvl3: Porphyrin and chlorophyll metabolism [PATH:ko00860]	3	16
K00231	K00231: PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase	Function	1
K00239	K00239: sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit	Function	5
	lvl3: Oxidative phosphorylation [PATH:ko00190]	3	27
	lvl3: Legionellosis [PATH:ko05134]	3	5
K00240	K00240: sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit	Function	4
K00241	K00241: sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit	Function	4
	lvl1: Not Included in Pathway or Brite	1	311
	lvl2: Poorly characterized	2	94
	lvl3: Function unknown	3	61
K00243	K00243: K00243; uncharacterized protein	Function	1
K00248	K00248: ACADS, bcd; butyryl-CoA dehydrogenase	Function	5
	lvl3: Fatty acid degradation [PATH:ko00071]	3	4
	lvl3: beta-Alanine metabolism [PATH:ko00410]	3	4
K00259	K00259: ald; alanine dehydrogenase	Function	2
	lvl3: Taurine and hypotaurine metabolism [PATH:ko00430]	3	4
	lvl3: Nitrogen metabolism [PATH:ko00910]	3	8
K00260	K00260: gudB, rocG; glutamate dehydrogenase	Function	4
K00263	K00263: E1.4.1.9; leucine dehydrogenase	Function	2
	lvl3: Valine, leucine and isoleucine biosynthesis [PATH:ko00290]	3	2
K00264	K00264: GLT1; glutamate synthase (NADH)	Function	2
K00265	K00265: gltB; glutamate synthase (NADPH) large chain	Function	3
	lvl3: Peptidases and inhibitors [BR:ko01002]	3	58
K00274	K00274: MAO, aofH; monoamine oxidase	Function	14
	lvl3: Arginine and proline metabolism [PATH:ko00330]	3	14
	lvl3: Phenylalanine metabolism [PATH:ko00360]	3	8
	lvl3: Tryptophan metabolism [PATH:ko00380]	3	9
	lvl3: Isoquinoline alkaloid biosynthesis [PATH:ko00950]	3	2
	lvl3: Drug metabolism - cytochrome P450 [PATH:ko00982]	3	1
	lvl2: Nervous system	2	10
	lvl3: Dopaminergic synapse [PATH:ko04728]	3	1
	lvl3: Serotonergic synapse [PATH:ko04726]	3	1
	lvl3: Parkinson disease [PATH:ko05012]	3	5
	lvl2: Substance dependence	2	3
	lvl3: Cocaine addiction [PATH:ko05030]	3	1
	lvl3: Amphetamine addiction [PATH:ko05031]	3	1
	lvl3: Alcoholism [PATH:ko05034]	3	1
K00278	K00278: nadB; L-aspartate oxidase	Function	2
K00282	K00282: gcvPA; glycine dehydrogenase subunit 1	Function	2
K00283	K00283: gcvPB; glycine dehydrogenase subunit 2	Function	2
K00286	K00286: proC; pyrroline-5-carboxylate reductase	Function	1
	lvl3: Folate biosynthesis [PATH:ko00790]	3	21
K00287	K00287: DHFR, folA; dihydrofolate reductase	Function	3
	lvl3: One carbon pool by folate [PATH:ko00670]	3	10
	lvl2: Drug resistance: antineoplastic	2	5
	lvl3: Antifolate resistance [PATH:ko01523]	3	4
K00301	K00301: E1.5.3.1; sarcosine oxidase	Function	1
K00318	K00318: PRODH, fadM, putB; proline dehydrogenase	Function	1
K00320	K00320: mer; 5,10-methylenetetrahydromethanopterin reductase	Function	1
	lvl2: Unclassified: metabolism	2	141
	lvl3: Enzymes with EC numbers	3	107
K00344	K00344: qor, CRYZ; NADPH:quinone reductase	Function	1
K00364	K00364: E1.7.1.7, guaC; GMP reductase	Function	1
K00372	K00372: nasA; assimilatory nitrate reductase catalytic subunit	Function	1
	lvl3: Transcription factors [BR:ko03000]	3	98
K00375	K00375: K00375; GntR family transcriptional regulator / MocR family aminotransferase	Function	1
K00382	K00382: DLD, lpd, pdhD; dihydrolipoamide dehydrogenase	Function	10
K00383	K00383: GSR, gor; glutathione reductase (NADPH)	Function	3
	lvl3: Thyroid hormone synthesis [PATH:ko04918]	3	2
	lvl3: Selenocompound metabolism [PATH:ko00450]	3	4
K00384	K00384: trxB, TRR; thioredoxin reductase (NADPH)	Function	1
	lvl3: General function prediction only	3	33
K00389	K00389: yidH; putative membrane protein	Function	1
K00425	K00425: cydA; cytochrome bd ubiquinol oxidase subunit I	Function	2
K00426	K00426: cydB; cytochrome bd ubiquinol oxidase subunit II	Function	2
	lvl3: Arachidonic acid metabolism [PATH:ko00590]	3	2
K00432	K00432: gpx, btuE, bsaA; glutathione peroxidase	Function	6
	lvl3: Amyotrophic lateral sclerosis [PATH:ko05014]	3	3
	lvl3: Huntington disease [PATH:ko05016]	3	4
	lvl3: Pathways of neurodegeneration - multiple diseases [PATH:ko05022]	3	5
K00433	K00433: cpo; non-heme chloroperoxidase	Function	1
K00435	K00435: hemQ; hydrogen peroxide-dependent heme synthase	Function	1
K00453	K00453: TDO2, kynA; tryptophan 2,3-dioxygenase	Function	1
K00491	K00491: nos; nitric-oxide synthase, bacterial	Function	2
K00500	K00500: phhA, PAH; phenylalanine-4-hydroxylase	Function	3
K00520	K00520: merA; mercuric reductase	Function	1
K00525	K00525: E1.17.4.1A, nrdA, nrdE; ribonucleoside-diphosphate reductase alpha chain	Function	3
	lvl3: Pyrimidine metabolism [PATH:ko00240]	3	36
	lvl3: DNA repair and recombination proteins [BR:ko03400]	3	68
K00526	K00526: E1.17.4.1B, nrdB, nrdF; ribonucleoside-diphosphate reductase beta chain	Function	3
K00537	K00537: arsC; arsenate reductase (glutaredoxin)	Function	1
	lvl3: Transfer RNA biogenesis [BR:ko03016]	3	65
K00554	K00554: trmD; tRNA (guanine37-N1)-methyltransferase	Function	1
K00556	K00556: trmH; tRNA (guanosine-2'-O-)-methyltransferase	Function	1
K00560	K00560: thyA, TYMS; thymidylate synthase	Function	3
	lvl3: Ribosome biogenesis [BR:ko03009]	3	50
K00564	K00564: rsmC; 16S rRNA (guanine1207-N2)-methyltransferase	Function	1
	lvl1: Genetic Information Processing	1	192
	lvl2: Folding, sorting and degradation	2	39
	lvl3: Sulfur relay system [PATH:ko04122]	3	10
K00566	K00566: mnmA, trmU; tRNA-uridine 2-sulfurtransferase	Function	2
K00567	K00567: ogt, MGMT; methylated-DNA-[protein]-cysteine S-methyltransferase	Function	1
K00575	K00575: cheR; chemotaxis protein methyltransferase CheR	Function	3
	lvl1: Cellular Processes	1	156
	lvl2: Cell motility	2	49
	lvl3: Bacterial chemotaxis [PATH:ko02030]	3	15
	lvl3: Bacterial motility proteins [BR:ko02035]	3	54
	lvl3: Phenylpropanoid biosynthesis [PATH:ko00940]	3	3
K00588	K00588: E2.1.1.104; caffeoyl-CoA O-methyltransferase	Function	3
	lvl3: Stilbenoid, diarylheptanoid and gingerol biosynthesis [PATH:ko00945]	3	1
	lvl3: Flavonoid biosynthesis [PATH:ko00941]	3	1
K00600	K00600: glyA, SHMT; glycine hydroxymethyltransferase	Function	6
	lvl3: Cyanoamino acid metabolism [PATH:ko00460]	3	5
K00602	K00602: purH; phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP cyclohydrolase	Function	4
K00604	K00604: MTFMT, fmt; methionyl-tRNA formyltransferase	Function	2
	lvl2: Translation	2	80
	lvl3: Aminoacyl-tRNA biosynthesis [PATH:ko00970]	3	25
K00605	K00605: gcvT, AMT; aminomethyltransferase	Function	3
K00606	K00606: panB; 3-methyl-2-oxobutanoate hydroxymethyltransferase	Function	1
K00609	K00609: pyrB, PYR2; aspartate carbamoyltransferase catalytic subunit	Function	2
K00611	K00611: OTC, argF, argI; ornithine carbamoyltransferase	Function	1
K00615	K00615: E2.2.1.1, tktA, tktB; transketolase	Function	3
	lvl3: Biosynthesis of ansamycins [PATH:ko01051]	3	1
K00620	K00620: argJ; glutamate N-acetyltransferase / amino-acid N-acetyltransferase	Function	1
K00627	K00627: DLAT, aceF, pdhC; pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase)	Function	3
K00632	K00632: fadA, fadI; acetyl-CoA acyltransferase	Function	6
	lvl3: alpha-Linolenic acid metabolism [PATH:ko00592]	3	2
	lvl3: Geraniol degradation [PATH:ko00281]	3	1
	lvl3: Benzoate degradation [PATH:ko00362]	3	5
	lvl3: Ethylbenzene degradation [PATH:ko00642]	3	1
K00634	K00634: ptb; phosphate butyryltransferase	Function	1
K00639	K00639: kbl, GCAT; glycine C-acetyltransferase	Function	2
	lvl3: Amino acid related enzymes [BR:ko01007]	3	32
	lvl3: Sulfur metabolism [PATH:ko00920]	3	7
K00640	K00640: cysE; serine O-acetyltransferase	Function	3
	lvl2: Cellular community - prokaryotes	2	83
	lvl3: Biofilm formation - Vibrio cholerae [PATH:ko05111]	3	15
K00645	K00645: fabD, MCAT, MCT1; [acyl-carrier-protein] S-malonyltransferase	Function	3
K00648	K00648: fabH; 3-oxoacyl-[acyl-carrier-protein] synthase III	Function	2
K00655	K00655: plsC; 1-acyl-sn-glycerol-3-phosphate acyltransferase	Function	3
K00656	K00656: E2.3.1.54, pflD; formate C-acetyltransferase	Function	3
K00658	K00658: DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase)	Function	3
K00661	K00661: maa; maltose O-acetyltransferase	Function	1
	lvl3: Antimicrobial resistance genes [BR:ko01504]	3	27
K00662	K00662: aacC; aminoglycoside 3-N-acetyltransferase	Function	1
K00666	K00666: K00666; fatty-acyl-CoA synthase	Function	1
	lvl3: Starch and sucrose metabolism [PATH:ko00500]	3	32
K00688	K00688: PYG, glgP; glycogen phosphorylase	Function	6
	lvl2: Cell growth and death	2	19
	lvl3: Necroptosis [PATH:ko04217]	3	3
	lvl3: Biofilm formation - Escherichia coli [PATH:ko02026]	3	15
	lvl3: Insulin signaling pathway [PATH:ko04910]	3	2
	lvl2: Endocrine and metabolic disease	2	6
	lvl3: Insulin resistance [PATH:ko04931]	3	3
K00691	K00691: mapA; maltose phosphorylase	Function	1
K00703	K00703: glgA; starch synthase	Function	3
	lvl3: Glycosyltransferases [BR:ko01003]	3	13
K00754	K00754: bshA; L-malate glycosyltransferase	Function	1
K00756	K00756: pdp; pyrimidine-nucleoside phosphorylase	Function	1
K00759	K00759: APRT, apt; adenine phosphoribosyltransferase	Function	2
K00761	K00761: upp, UPRT; uracil phosphoribosyltransferase	Function	1
K00762	K00762: pyrE; orotate phosphoribosyltransferase	Function	1
K00763	K00763: pncB, NAPRT1; nicotinate phosphoribosyltransferase	Function	1
K00764	K00764: purF, PPAT; amidophosphoribosyltransferase	Function	3
K00765	K00765: hisG; ATP phosphoribosyltransferase	Function	1
K00766	K00766: trpD; anthranilate phosphoribosyltransferase	Function	1
K00767	K00767: nadC, QPRT; nicotinate-nucleotide pyrophosphorylase (carboxylating)	Function	1
K00773	K00773: tgt; queuine tRNA-ribosyltransferase	Function	1
	lvl3: Carbohydrate metabolism	3	7
K00782	K00782: lldG; L-lactate dehydrogenase complex protein LldG	Function	1
K00783	K00783: rlmH; 23S rRNA (pseudouridine1915-N3)-methyltransferase	Function	1
	lvl3: RNA transport [PATH:ko03013]	3	2
K00784	K00784: rnz; ribonuclease Z	Function	2
	lvl3: Thiamine metabolism [PATH:ko00730]	3	12
K00788	K00788: thiE; thiamine-phosphate pyrophosphorylase	Function	1
K00789	K00789: metK; S-adenosylmethionine synthetase	Function	1
K00790	K00790: murA; UDP-N-acetylglucosamine 1-carboxyvinyltransferase	Function	3
	lvl3: Zeatin biosynthesis [PATH:ko00908]	3	1
K00791	K00791: miaA, TRIT1; tRNA dimethylallyltransferase	Function	3
	lvl3: Prenyltransferases [BR:ko01006]	3	8
	lvl3: Riboflavin metabolism [PATH:ko00740]	3	7
K00793	K00793: ribE, RIB5; riboflavin synthase	Function	1
K00794	K00794: ribH, RIB4; 6,7-dimethyl-8-ribityllumazine synthase	Function	1
K00795	K00795: ispA; farnesyl diphosphate synthase	Function	2
K00796	K00796: folP; dihydropteroate synthase	Function	1
K00798	K00798: MMAB, pduO; cob(I)alamin adenosyltransferase	Function	1
K00800	K00800: aroA; 3-phosphoshikimate 1-carboxyvinyltransferase	Function	1
K00805	K00805: hepS; heptaprenyl diphosphate synthase component 1	Function	2
K00806	K00806: uppS; undecaprenyl diphosphate synthase	Function	3
K00812	K00812: aspB; aspartate aminotransferase	Function	11
	lvl3: Tropane, piperidine and pyridine alkaloid biosynthesis [PATH:ko00960]	3	2
	lvl3: Novobiocin biosynthesis [PATH:ko00401]	3	2
K00817	K00817: hisC; histidinol-phosphate aminotransferase	Function	7
K00819	K00819: rocD, OAT; ornithine--oxo-acid transaminase	Function	2
K00820	K00820: glmS, GFPT; glutamine---fructose-6-phosphate transaminase (isomerizing)	Function	5
K00821	K00821: argD; acetylornithine/N-succinyldiaminopimelate aminotransferase	Function	3
K00826	K00826: E2.6.1.42, ilvE; branched-chain amino acid aminotransferase	Function	6
	lvl3: Glucosinolate biosynthesis [PATH:ko00966]	3	1
K00831	K00831: serC, PSAT1; phosphoserine aminotransferase	Function	5
	lvl3: Vitamin B6 metabolism [PATH:ko00750]	3	3
K00847	K00847: E2.7.1.4, scrK; fructokinase	Function	3
	lvl3: Galactose metabolism [PATH:ko00052]	3	13
K00849	K00849: galK; galactokinase	Function	3
K00850	K00850: pfkA, PFK; 6-phosphofructokinase 1	Function	13
	lvl3: RNA degradation [PATH:ko03018]	3	13
	lvl3: AMPK signaling pathway [PATH:ko04152]	3	1
	lvl3: Thyroid hormone signaling pathway [PATH:ko04919]	3	1
	lvl3: Protein phosphatases and associated proteins [BR:ko01009]	3	3
	lvl3: Messenger RNA biogenesis [BR:ko03019]	3	19
K00852	K00852: rbsK, RBKS; ribokinase	Function	1
K00853	K00853: araB; L-ribulokinase	Function	1
K00857	K00857: tdk, TK; thymidine kinase	Function	2
K00858	K00858: ppnK, NADK; NAD+ kinase	Function	1
K00859	K00859: coaE; dephospho-CoA kinase	Function	1
K00864	K00864: glpK, GK; glycerol kinase	Function	4
	lvl3: PPAR signaling pathway [PATH:ko03320]	3	1
	lvl2: Environmental adaptation	2	8
	lvl3: Plant-pathogen interaction [PATH:ko04626]	3	4
K00865	K00865: glxK, garK; glycerate 2-kinase	Function	3
K00873	K00873: PK, pyk; pyruvate kinase	Function	10
	lvl3: Viral carcinogenesis [PATH:ko05203]	3	1
	lvl2: Infectious disease: viral	2	2
	lvl3: Human papillomavirus infection [PATH:ko05165]	3	1
	lvl3: Type II diabetes mellitus [PATH:ko04930]	3	1
K00876	K00876: udk, UCK; uridine kinase	Function	2
K00878	K00878: thiM; hydroxyethylthiazole kinase	Function	1
K00882	K00882: fruK; 1-phosphofructokinase	Function	2
	lvl2: Membrane transport	2	126
	lvl3: Phosphotransferase system (PTS) [PATH:ko02060]	3	22
K00887	K00887: dgkA; undecaprenol kinase	Function	1
K00891	K00891: aroK, aroL; shikimate kinase	Function	1
K00899	K00899: mtnK; 5-methylthioribose kinase	Function	1
	lvl3: Protein kinases [BR:ko01001]	3	19
K00903	K00903: epsB; protein-tyrosine kinase	Function	1
K00919	K00919: ispE; 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	Function	1
K00925	K00925: ackA; acetate kinase	Function	5
K00926	K00926: arcC; carbamate kinase	Function	3
K00927	K00927: PGK, pgk; phosphoglycerate kinase	Function	4
K00928	K00928: lysC; aspartate kinase	Function	4
K00929	K00929: buk; butyrate kinase	Function	1
K00930	K00930: argB; acetylglutamate kinase	Function	1
K00937	K00937: ppk1; polyphosphate kinase	Function	3
K00939	K00939: adk, AK; adenylate kinase	Function	3
K00940	K00940: ndk, NME; nucleoside-diphosphate kinase	Function	5
	lvl3: MAPK signaling pathway - plant [PATH:ko04016]	3	3
K00941	K00941: thiD; hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	Function	1
K00942	K00942: E2.7.4.8, gmk; guanylate kinase	Function	1
K00943	K00943: tmk, DTYMK; dTMP kinase	Function	1
K00948	K00948: PRPS, prsA; ribose-phosphate pyrophosphokinase	Function	2
K00949	K00949: thiN, TPK1, THI80; thiamine pyrophosphokinase	Function	1
K00950	K00950: folK; 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase	Function	1
K00954	K00954: E2.7.7.3A, coaD, kdtB; pantetheine-phosphate adenylyltransferase	Function	1
K00962	K00962: pnp, PNPT1; polyribonucleotide nucleotidyltransferase	Function	3
K00969	K00969: nadD; nicotinate-nucleotide adenylyltransferase	Function	1
K00973	K00973: rfbA, rmlA, rffH; glucose-1-phosphate thymidylyltransferase	Function	4
	lvl3: Acarbose and validamycin biosynthesis [PATH:ko00525]	3	2
K00974	K00974: cca; tRNA nucleotidyltransferase (CCA-adding enzyme)	Function	2
K00975	K00975: glgC; glucose-1-phosphate adenylyltransferase	Function	3
K00981	K00981: E2.7.7.41, CDS1, CDS2, cdsA; phosphatidate cytidylyltransferase	Function	2
	lvl3: Phosphatidylinositol signaling system [PATH:ko04070]	3	2
K00984	"K00984: aadA; streptomycin 3\""-adenylyltransferase"	Function	1
K00986	K00986: ltrA; RNA-directed DNA polymerase	Function	1
K00989	K00989: rph; ribonuclease PH	Function	1
K00991	K00991: ispD; 2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	Function	1
K00997	K00997: acpS; holo-[acyl-carrier protein] synthase	Function	1
K01000	K01000: mraY; phospho-N-acetylmuramoyl-pentapeptide-transferase	Function	3
	lvl2: Drug resistance: antimicrobial	2	22
	lvl3: Vancomycin resistance [PATH:ko01502]	3	9
K01005	K01005: tagT_U_V; polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase	Function	1
K01011	K01011: TST, MPST, sseA; thiosulfate/3-mercaptopyruvate sulfurtransferase	Function	3
K01046	K01046: lip, TGL2; triacylglycerol lipase	Function	1
K01054	K01054: MGLL; acylglycerol lipase	Function	5
	lvl3: Regulation of lipolysis in adipocytes [PATH:ko04923]	3	2
	lvl3: Retrograde endocannabinoid signaling [PATH:ko04723]	3	2
	lvl3: Thermogenesis [PATH:ko04714]	3	4
K01055	K01055: pcaD; 3-oxoadipate enol-lactonase	Function	1
	lvl3: Translation factors [BR:ko03012]	3	14
K01056	K01056: PTH1, pth, spoVC; peptidyl-tRNA hydrolase, PTH1 family	Function	1
	lvl3: Penicillin and cephalosporin biosynthesis [PATH:ko00311]	3	2
K01060	K01060: cah; cephalosporin-C deacetylase	Function	1
K01066	K01066: aes; acetyl esterase	Function	1
K01069	K01069: gloB, gloC, HAGH; hydroxyacylglutathione hydrolase	Function	1
K01091	K01091: gph; phosphoglycolate phosphatase	Function	1
	lvl3: Inositol phosphate metabolism [PATH:ko00562]	3	5
K01092	K01092: E3.1.3.25, IMPA, suhB; myo-inositol-1(or 4)-monophosphatase	Function	3
K01118	K01118: acpD, azoR; FMN-dependent NADH-azoreductase	Function	1
K01119	K01119: cpdB; 2',3'-cyclic-nucleotide 2'-phosphodiesterase / 3'-nucleotidase	Function	2
K01121	K01121: CNP; 2',3'-cyclic-nucleotide 3'-phosphodiesterase	Function	1
K01126	K01126: E3.1.4.46, glpQ, ugpQ; glycerophosphoryl diester phosphodiesterase	Function	1
K01139	K01139: spoT; GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	Function	2
	lvl2: Replication and repair	2	68
	lvl3: Base excision repair [PATH:ko03410]	3	11
K01151	K01151: nfo; deoxyribonuclease IV	Function	2
	lvl3: Prokaryotic defense system [BR:ko02048]	3	13
K01153	K01153: hsdR; type I restriction enzyme, R subunit	Function	1
K01154	K01154: hsdS; type I restriction enzyme, S subunit	Function	1
K01174	K01174: nuc; micrococcal nuclease	Function	1
K01175	K01175: ybfF; esterase	Function	1
K01176	K01176: AMY, amyA, malS; alpha-amylase	Function	4
	lvl2: Digestive system	2	6
	lvl3: Salivary secretion [PATH:ko04970]	3	1
	lvl3: Pancreatic secretion [PATH:ko04972]	3	1
	lvl3: Carbohydrate digestion and absorption [PATH:ko04973]	3	1
K01182	K01182: IMA, malL; oligo-1,6-glucosidase	Function	2
K01193	K01193: INV, sacA; beta-fructofuranosidase	Function	2
