	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01001380.1_18	QGNH01001380.1	QGNH01001380.1	18	13493	14524	-1	E																		0	False	
QGNH01001380.1_19	QGNH01001380.1	QGNH01001380.1	19	14526	15284	-1	E																		0	False	
QGNH01001380.1_20	QGNH01001380.1	QGNH01001380.1	20	15343	15858	-1	E																		0	False	
QGNH01001380.1_21	QGNH01001380.1	QGNH01001380.1	21	15855	17549	-1	E																		0	False	
QGNH01001380.1_22	QGNH01001380.1	QGNH01001380.1	22	17551	17790	-1	E																		0	False	
QGNH01001380.1_23	QGNH01001380.1	QGNH01001380.1	23	17792	20113	-1	D														Concanavalin A-like lectin/glucanases superfamily [PF13385.9]	VOG00108	REFSEQ hypothetical protein; Xu	Xu	0	False	MK
QGNH01001380.1_24	QGNH01001380.1	QGNH01001380.1	24	20157	20522	-1	E																		0	False	
QGNH01001380.1_25	QGNH01001380.1	QGNH01001380.1	25	20480	20692	-1	E																		0	False	
QGNH01001380.1_26	QGNH01001380.1	QGNH01001380.1	26	20732	21229	-1	E																		0	False	
QGNH01001380.1_27	QGNH01001380.1	QGNH01001380.1	27	21303	21914	-1	D														P22 coat protein - gene protein 5 [PF11651.11]				0	False	
QGNH01001380.1_28	QGNH01001380.1	QGNH01001380.1	28	21980	22144	1	E																		0	False	
QGNH01001380.1_29	QGNH01001380.1	QGNH01001380.1	29	22298	22855	1	D														CHC2 zinc finger [PF01807.23]				0	False	
QGNH01001380.1_30	QGNH01001380.1	QGNH01001380.1	30	22800	23000	-1	E																		0	False	
QGNH01001380.1_31	QGNH01001380.1	QGNH01001380.1	31	23037	23459	-1	E																		0	False	
QGNH01001380.1_32	QGNH01001380.1	QGNH01001380.1	32	23474	23809	-1	E																		0	False	
QGNH01001380.1_33	QGNH01001380.1	QGNH01001380.1	33	23846	23950	1	E																		0	False	
QGNH01001380.1_34	QGNH01001380.1	QGNH01001380.1	34	24174	25415	-1	D														Type IV secretion-system coupling protein DNA-binding domain [PF10412.12]; Type IV secretory system Conjugative DNA transfer [PF02534.17]; TraM recognition site of TraD and TraG [PF12696.10]	VOG09543	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01001380.1_35	QGNH01001380.1	QGNH01001380.1	35	25633	25776	-1	E																		0	False	
QGNH01001380.1_36	QGNH01001380.1	QGNH01001380.1	36	25773	26597	-1	D														Replication-relaxation [PF13814.9]				0	False	
QGNH01001380.1_37	QGNH01001380.1	QGNH01001380.1	37	26536	28041	-1	D	YP_010657089.1	YP_010657089.1 putative ATP binding protein [Bacillus phage PBC4]	False	0.19	61.0	2.748e-08								Type IV secretion-system coupling protein DNA-binding domain [PF10412.12]; Helicase HerA, central domain [PF01935.20]	VOG09543	REFSEQ hypothetical protein; Xu	Xu	0	False	F
QGNH01001380.1_38	QGNH01001380.1	QGNH01001380.1	38	28038	28676	-1	E																		0	False	F
QGNH01001380.1_39	QGNH01001380.1	QGNH01001380.1	39	29299	29691	1	E																		0	False	F
QGNH01001380.1_40	QGNH01001380.1	QGNH01001380.1	40	30309	32288	1	D														Putative beta-barrel porin-2, OmpL-like. bbp2 [PF07642.14]				0	False	F
QGNH01001380.1_41	QGNH01001380.1	QGNH01001380.1	41	32314	32373	1	E																		0	False	F
