	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_055767_NC_055767_59	NC_055767	NC_055767	59	49274	49504	-1	E								0
NC_055767_NC_055767_60	NC_055767	NC_055767	60	49511	49975	-1	E								0
NC_055767_NC_055767_61	NC_055767	NC_055767	61	50050	50967	-1	E								0
NC_055767_NC_055767_62	NC_055767	NC_055767	62	51001	51822	-1	D			AAA domain [PF13479.9]					0
NC_055767_NC_055767_63	NC_055767	NC_055767	63	51870	52142	1	E								0
NC_055767_NC_055767_64	NC_055767	NC_055767	64	52243	53442	-1	D			PD-(D/E)XK nuclease superfamily [PF12705.10]					0
NC_055767_NC_055767_65	NC_055767	NC_055767	65	53439	53747	-1	E								0
NC_055767_NC_055767_66	NC_055767	NC_055767	66	53758	53934	-1	E								0
NC_055767_NC_055767_67	NC_055767	NC_055767	67	53931	54239	-1	E								0
NC_055767_NC_055767_68	NC_055767	NC_055767	68	54236	54469	-1	E								0
NC_055767_NC_055767_69	NC_055767	NC_055767	69	54470	56398	-1	D			SNF2-related domain [PF00176.26]					1
NC_055767_NC_055767_70	NC_055767	NC_055767	70	56449	57024	-1	E								0
NC_055767_NC_055767_71	NC_055767	NC_055767	71	57021	57206	-1	E								0
NC_055767_NC_055767_72	NC_055767	NC_055767	72	57284	57409	-1	E								0
NC_055767_NC_055767_73	NC_055767	NC_055767	73	57406	57879	-1	E								0
NC_055767_NC_055767_74	NC_055767	NC_055767	74	57883	58848	-1	E								0
NC_055767_NC_055767_75	NC_055767	NC_055767	75	59431	60300	1	E								0
NC_055767_NC_055767_76	NC_055767	NC_055767	76	60297	60692	1	E								0
NC_055767_NC_055767_77	NC_055767	NC_055767	77	60729	61028	1	E								0
NC_055767_NC_055767_78	NC_055767	NC_055767	78	61047	61793	1	E								0
NC_055767_NC_055767_79	NC_055767	NC_055767	79	61868	62716	1	E								0
NC_055767_NC_055767_80	NC_055767	NC_055767	80	62784	63452	1	E								0
NC_055767_NC_055767_81	NC_055767	NC_055767	81	63455	63625	1	E								0
NC_055767_NC_055767_82	NC_055767	NC_055767	82	63622	64455	1	E								0
NC_055767_NC_055767_83	NC_055767	NC_055767	83	64452	65135	1	E								0
NC_055767_NC_055767_84	NC_055767	NC_055767	84	65168	65689	1	E								0
NC_055767_NC_055767_85	NC_055767	NC_055767	85	65728	66072	1	E								0
NC_055767_NC_055767_86	NC_055767	NC_055767	86	66077	66412	1	E								0
NC_055767_NC_055767_87	NC_055767	NC_055767	87	66479	66754	1	E								0
NC_055767_NC_055767_88	NC_055767	NC_055767	88	67424	67639	1	E								0
