	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000543.1_25	QGNH01000543.1	QGNH01000543.1	25	10594	11193	1	E															1	False	
QGNH01000543.1_26	QGNH01000543.1	QGNH01000543.1	26	11224	11640	1	E															0	False	
QGNH01000543.1_27	QGNH01000543.1	QGNH01000543.1	27	11633	11974	1	E															0	False	
QGNH01000543.1_28	QGNH01000543.1	QGNH01000543.1	28	11971	12231	1	E															0	False	
QGNH01000543.1_29	QGNH01000543.1	QGNH01000543.1	29	12252	12383	1	E															0	False	
QGNH01000543.1_30	QGNH01000543.1	QGNH01000543.1	30	12380	12709	1	E															0	False	
QGNH01000543.1_31	QGNH01000543.1	QGNH01000543.1	31	12775	14433	1	E	YP_009823358.1	YP_009823358.1 putative terminase large subunit [Escherichia phage PTXU04]	False	0.248	89.0	6.003e-17						VOG07294	sp|Q05219|VG13_BPML5 Gene 13 protein; Xu	Xu	0	False	
QGNH01000543.1_32	QGNH01000543.1	QGNH01000543.1	32	14566	14874	1	E															0	False	
QGNH01000543.1_33	QGNH01000543.1	QGNH01000543.1	33	14867	15445	1	E															0	False	
QGNH01000543.1_34	QGNH01000543.1	QGNH01000543.1	34	15446	15709	1	E															0	False	
QGNH01000543.1_35	QGNH01000543.1	QGNH01000543.1	35	15709	16803	1	E	YP_001950136.1	YP_001950136.1 hypothetical protein RSL1_ORF258 [Ralstonia phage phiRSL1]	False	0.364	216.0	2.793e-60									0	False	
QGNH01000543.1_36	QGNH01000543.1	QGNH01000543.1	36	16800	17048	1	E															1	False	
QGNH01000543.1_37	QGNH01000543.1	QGNH01000543.1	37	17338	18198	1	D	YP_009817060.1	YP_009817060.1 nucleoside 2-deoxyribosyltransferase [Arthrobacter phage Liebe]	False	0.405	73.0	6.538e-13	Domain of unknown function (DUF4406) [PF14359.9]								0	False	
QGNH01000543.1_38	QGNH01000543.1	QGNH01000543.1	38	18195	18665	1	D	YP_009792766.1	YP_009792766.1 endolysin; inhibits RNA polymerase [Bordetella phage vB_BbrM_PHB04]	False	0.814	231.0	4.517e-69	dATP/dGTP diphosphohydrolase, N-terminal [PF18909.3]					VOG04108	REFSEQ dCMP deaminase; Xu	Xu	0	False	
QGNH01000543.1_39	QGNH01000543.1	QGNH01000543.1	39	18662	19210	1	E	YP_009223772.1	YP_009223772.1 peptidase HslV family [Geobacillus virus E3]	False	0.407	128.0	7.243e-33						VOG04630	REFSEQ peptidase HslV family; Xu	Xu	0	False	
QGNH01000543.1_40	QGNH01000543.1	QGNH01000543.1	40	19207	19746	1	E	YP_009223772.1	YP_009223772.1 peptidase HslV family [Geobacillus virus E3]	False	0.361	109.0	4.191e-26						VOG04630	REFSEQ peptidase HslV family; Xu	Xu	0	False	
QGNH01000543.1_41	QGNH01000543.1	QGNH01000543.1	41	19792	20148	1	E															0	False	
QGNH01000543.1_42	QGNH01000543.1	QGNH01000543.1	42	20163	20501	1	E															0	False	
QGNH01000543.1_43	QGNH01000543.1	QGNH01000543.1	43	20665	22221	1	D							Bacterial Ig-like domain (group 2) [PF02368.21]								0	False	
QGNH01000543.1_44	QGNH01000543.1	QGNH01000543.1	44	22306	22902	1	E															0	False	
QGNH01000543.1_45	QGNH01000543.1	QGNH01000543.1	45	22920	23426	1	E															0	False	
QGNH01000543.1_46	QGNH01000543.1	QGNH01000543.1	46	23423	24007	1	E															0	False	
QGNH01000543.1_47	QGNH01000543.1	QGNH01000543.1	47	24070	24426	1	E															0	False	
QGNH01000543.1_48	QGNH01000543.1	QGNH01000543.1	48	24423	24824	1	E															0	False	
QGNH01000543.1_49	QGNH01000543.1	QGNH01000543.1	49	24836	25342	1	E															0	False	
QGNH01000543.1_50	QGNH01000543.1	QGNH01000543.1	50	25348	25548	1	E															0	False	
QGNH01000543.1_51	QGNH01000543.1	QGNH01000543.1	51	25686	26045	1	E															0	False	
QGNH01000543.1_52	QGNH01000543.1	QGNH01000543.1	52	26047	26352	1	E															0	False	
QGNH01000543.1_53	QGNH01000543.1	QGNH01000543.1	53	26352	27566	1	E	YP_004421505.1	YP_004421505.1 head decoration protein [Synechococcus phage S-CBS2]	False	0.487	99.0	1.6400000000000003e-20									0	False	
QGNH01000543.1_54	QGNH01000543.1	QGNH01000543.1	54	27570	29288	1	E	YP_010658643.1	YP_010658643.1 tail protein [Dinoroseobacter phage vB_DshP-R7L]	False	0.398	64.0	2.791e-09									0	False	
QGNH01000543.1_55	QGNH01000543.1	QGNH01000543.1	55	29758	30342	1	E															0	False	
QGNH01000543.1_56	QGNH01000543.1	QGNH01000543.1	56	30437	30901	1	E															0	False	
QGNH01000543.1_57	QGNH01000543.1	QGNH01000543.1	57	30891	31223	1	E															0	False	
QGNH01000543.1_58	QGNH01000543.1	QGNH01000543.1	58	31231	31812	1	D	YP_007006915.1	YP_007006915.1 Mu Gam-like end protection [Pectobacterium phage ZF40]	False	0.246	60.0	3.175e-09	Siphovirus Gp157 [PF05565.14]					VOG09135	REFSEQ Mu Gam-like end protection; Xu	Xu	0	False	
QGNH01000543.1_59	QGNH01000543.1	QGNH01000543.1	59	32355	32648	1	E															0	False	
QGNH01000543.1_60	QGNH01000543.1	QGNH01000543.1	60	32696	32875	1	E															0	False	
QGNH01000543.1_61	QGNH01000543.1	QGNH01000543.1	61	33355	33705	1	E															0	False	
QGNH01000543.1_62	QGNH01000543.1	QGNH01000543.1	62	33733	36303	1	D	YP_024792.1	YP_024792.1 head morphogenesis [Actinoplanes phage phiAsp2]	False	0.449	62.0	2.005e-08	Phage portal protein [PF04860.15]; Phage Mu protein F like protein [PF04233.17]					VOG00344	sp|Q6QGD5|PORTL_BPT5 Portal protein; XhXpXrXs	Xh;Xr;Xs;Xp	0	False	V
QGNH01000543.1_63	QGNH01000543.1	QGNH01000543.1	63	36303	36554	1	D							Family of unknown function (DUF6527) [PF20137.2]								0	False	
QGNH01000543.1_64	QGNH01000543.1	QGNH01000543.1	64	36713	38515	1	E															0	False	
QGNH01000543.1_65	QGNH01000543.1	QGNH01000543.1	65	38633	40000	1	D							Phage capsid family [PF05065.16]					VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	V
QGNH01000543.1_66	QGNH01000543.1	QGNH01000543.1	66	40008	40277	1	E															0	False	
QGNH01000543.1_67	QGNH01000543.1	QGNH01000543.1	67	40348	40746	1	E															0	False	
QGNH01000543.1_68	QGNH01000543.1	QGNH01000543.1	68	40864	41472	1	E												VOG00699	REFSEQ head-tail adaptor; Xu	Xu	0	False	
QGNH01000543.1_69	QGNH01000543.1	QGNH01000543.1	69	41480	41842	1	E															0	False	
QGNH01000543.1_70	QGNH01000543.1	QGNH01000543.1	70	41844	42275	1	E	YP_006590042.1	YP_006590042.1 tail completion or Neck1 protein [Cronobacter phage phiES15]	False	0.441	80.0	7.166e-17						VOG00996	REFSEQ tail completion or Neck1 protein; Xu	Xu	0	False	
QGNH01000543.1_71	QGNH01000543.1	QGNH01000543.1	71	42272	42706	1	D	YP_007675029.1	YP_007675029.1 tail terminator [Cyanophage KBS-S-2A]	False	0.354	68.0	1.682e-12	Bacteriophage related domain of unknown function [PF13554.9]					VOG00387	REFSEQ tail terminator; Xu	Xu	0	False	
QGNH01000543.1_72	QGNH01000543.1	QGNH01000543.1	72	42917	43336	1	E															0	False	
QGNH01000543.1_73	QGNH01000543.1	QGNH01000543.1	73	43350	44024	1	E															0	False	
QGNH01000543.1_74	QGNH01000543.1	QGNH01000543.1	74	44086	44520	1	E															0	False	
QGNH01000543.1_75	QGNH01000543.1	QGNH01000543.1	75	44676	49259	1	E	YP_010753237.1	YP_010753237.1 tape measure protein [Microbacterium phage DickRichards]	False	0.265	82.0	4.403e-14									0	False	F
QGNH01000543.1_76	QGNH01000543.1	QGNH01000543.1	76	49263	50357	1	D	YP_007518352.1	YP_007518352.1 major head protein [Vibrio phage VvAW1]	False	0.404	74.0	6.766e-13	P22 coat protein - gene protein 5 [PF11651.11]					VOG02587	sp|Q6QGE8|DIT_BPT5 Distal tail protein pb9; XhXs	Xh;Xs	0	False	VF
