	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000891.1_11	QGNH01000891.1	QGNH01000891.1	11	4533	5111	1	D	YP_009810381.1	YP_009810381.1 alpha-2;3-sialyltransferase [Caulobacter phage CcrSC]	False	0.311	93.0	2.3890000000000003e-20	6-hydroxymethylpterin diphosphokinase MptE-like [PF01973.21]					VOG03892	REFSEQ alpha-2;3-sialyltransferase; Xu	Xu	0	False	F
QGNH01000891.1_12	QGNH01000891.1	QGNH01000891.1	12	5108	5287	1	E															0	False	
QGNH01000891.1_13	QGNH01000891.1	QGNH01000891.1	13	5284	5565	1	E															0	False	
QGNH01000891.1_14	QGNH01000891.1	QGNH01000891.1	14	5562	6347	1	E	YP_009810382.1	YP_009810382.1 hypothetical protein HOU03_gp515 [Caulobacter phage CcrSC]	False	0.353	146.0	1.323e-37						VOG06844	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000891.1_15	QGNH01000891.1	QGNH01000891.1	15	6344	7066	1	E												VOG06844	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000891.1_16	QGNH01000891.1	QGNH01000891.1	16	7051	7602	1	D							Methyltransferase domain [PF13489.9]; Methyltransferase domain [PF13649.9]; Methyltransferase domain [PF08241.15]; Methyltransferase domain [PF08242.15]								0	False	
QGNH01000891.1_17	QGNH01000891.1	QGNH01000891.1	17	7602	8132	1	D	YP_009809832.1	YP_009809832.1 methyltransferase [Caulobacter phage CcrBL9]	False	0.341	68.0	2.425e-12	Methyltransferase domain [PF13489.9]; Methyltransferase domain [PF13649.9]					VOG02443	REFSEQ methyltransferase; Xu	Xu	0	False	
QGNH01000891.1_18	QGNH01000891.1	QGNH01000891.1	18	8135	8632	1	D	YP_009124090.1	YP_009124090.1 HNH endonuclease [Mycobacterium phage Minerva]	False	0.458	114.0	4.179e-28	HNH endonuclease [PF13392.9]; Zinc-binding loop region of homing endonuclease [PF05551.14]					VOG00678	REFSEQ HNH endonuclease; Xu	Xu	0	False	
QGNH01000891.1_19	QGNH01000891.1	QGNH01000891.1	19	8632	9354	1	D	YP_006988365.1	YP_006988365.1 putative family 9 glycosyl transferase [Caulobacter phage CcrColossus]	False	0.301	101.0	1.5189999999999997e-22	Glycosyltransferase family 9 (heptosyltransferase) [PF01075.20]					VOG13490	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000891.1_20	QGNH01000891.1	QGNH01000891.1	20	9351	10013	1	D	YP_009809874.1	YP_009809874.1 methyltransferase [Caulobacter phage CcrBL9]	False	0.402	161.0	2.102e-43	Methyltransferase FkbM domain [PF05050.15]					VOG00316	REFSEQ methyltransferase; Xu	Xu	0	False	
QGNH01000891.1_21	QGNH01000891.1	QGNH01000891.1	21	10010	10504	1	D	YP_010102336.1	YP_010102336.1 HNH endonuclease [Gordonia phage Arri]	False	0.39	108.0	4.476e-26	HNH endonuclease [PF13392.9]; NUMOD4 motif [PF07463.14]					VOG00032	sp|P03796|Y77_BPT7 Protein 7.7; Xu	Xu	1	False	
QGNH01000891.1_22	QGNH01000891.1	QGNH01000891.1	22	10501	11199	1	E	YP_006988363.1	YP_006988363.1 putative nucleotide-diphospho-sugar transferase [Caulobacter phage CcrColossus]	False	0.312	117.0	5.0220000000000005e-28						VOG13491	sp|Q9XIP8|CDI_ARATH Protein CDI; Xu	Xu	0	False	F
QGNH01000891.1_23	QGNH01000891.1	QGNH01000891.1	23	11165	11671	1	E	YP_001595862.1	YP_001595862.1 hypothetical protein PPYV_gp39 [Pseudomonas virus Yua]	False	0.44	106.0	3.425e-25									0	False	F
QGNH01000891.1_24	QGNH01000891.1	QGNH01000891.1	24	11681	11860	1	E															0	False	F
QGNH01000891.1_25	QGNH01000891.1	QGNH01000891.1	25	12284	12442	-1	D							Protein of unknown function (DUF3309) [PF11752.11]								0	False	F
QGNH01000891.1_26	QGNH01000891.1	QGNH01000891.1	26	12439	12684	-1	E															0	False	F
QGNH01000891.1_27	QGNH01000891.1	QGNH01000891.1	27	12698	12994	-1	E															0	False	F
QGNH01000891.1_28	QGNH01000891.1	QGNH01000891.1	28	13004	13486	-1	E															0	False	F
QGNH01000891.1_29	QGNH01000891.1	QGNH01000891.1	29	13483	13977	-1	D	YP_009592219.1	YP_009592219.1 endolysin [Acinetobacter phage vB_AbaM-IME-AB2]	False	0.386	111.0	3.627e-27	Glycosyl hydrolase 108 [PF05838.15]; Predicted Peptidoglycan domain [PF09374.13]	GH108	GH108 N-acetylmuramidase (EC 3.2.1.17)	3.2.1.17	GH108.hmm	VOG04462	REFSEQ endolysin; Xu	Xu	0	False	F
QGNH01000891.1_30	QGNH01000891.1	QGNH01000891.1	30	14081	14449	-1	E															0	False	F
QGNH01000891.1_31	QGNH01000891.1	QGNH01000891.1	31	14446	14706	-1	E															0	False	F
QGNH01000891.1_32	QGNH01000891.1	QGNH01000891.1	32	14699	14815	-1	E															0	False	F
QGNH01000891.1_33	QGNH01000891.1	QGNH01000891.1	33	14812	15606	-1	E	YP_009788867.1	YP_009788867.1 internal virion protein with endolysin domain [Ralstonia phage RS-PII-1]	False	0.356	63.0	7.608e-10									0	False	F
