	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
NC_028897_NC_028897_22	NC_028897	NC_028897	22	21515	21835	1	D			Protein of unknown function (DUF2746) [PF10874.11]	0
NC_028897_NC_028897_23	NC_028897	NC_028897	23	21832	23214	1	E				0
NC_028897_NC_028897_24	NC_028897	NC_028897	24	23222	23548	1	E				0
NC_028897_NC_028897_25	NC_028897	NC_028897	25	23830	25275	-1	C	K06400	site-specific DNA recombinase	Resolvase, N terminal domain [PF00239.24]; Recombinase [PF07508.16]	0
NC_028897_NC_028897_26	NC_028897	NC_028897	26	25547	25975	1	D			Protein of unknown function (DUF2637) [PF10935.11]	0
NC_028897_NC_028897_27	NC_028897	NC_028897	27	26021	26638	1	E				0
NC_028897_NC_028897_28	NC_028897	NC_028897	28	26574	26717	-1	E				0
NC_028897_NC_028897_29	NC_028897	NC_028897	29	26717	26926	-1	E				0
NC_028897_NC_028897_30	NC_028897	NC_028897	30	26983	27429	-1	E				0
NC_028897_NC_028897_31	NC_028897	NC_028897	31	27419	27658	-1	E				0
NC_028897_NC_028897_32	NC_028897	NC_028897	32	27700	28143	-1	E				0
NC_028897_NC_028897_33	NC_028897	NC_028897	33	28191	30056	-1	D			DNA polymerase family A [PF00476.23]; 3'-5' exonuclease [PF01612.23]	0
NC_028897_NC_028897_34	NC_028897	NC_028897	34	30064	30219	-1	E				0
NC_028897_NC_028897_35	NC_028897	NC_028897	35	30219	30335	-1	E				0
NC_028897_NC_028897_36	NC_028897	NC_028897	36	30335	30715	-1	E				0
NC_028897_NC_028897_37	NC_028897	NC_028897	37	30712	30975	-1	D			Helix-turn-helix domain of resolvase [PF02796.18]	0
NC_028897_NC_028897_38	NC_028897	NC_028897	38	30968	31672	-1	C	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	Thymidylate synthase complementing protein [PF02511.18]	0
NC_028897_NC_028897_39	NC_028897	NC_028897	39	31728	32252	-1	E				0
NC_028897_NC_028897_40	NC_028897	NC_028897	40	32278	34305	-1	D			Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase alpha domain [PF17975.4]	0
NC_028897_NC_028897_41	NC_028897	NC_028897	41	34357	34527	-1	D			Phage gene product 52 [PF17468.5]	0
NC_028897_NC_028897_42	NC_028897	NC_028897	42	34527	34763	-1	E				0
NC_028897_NC_028897_43	NC_028897	NC_028897	43	34851	35504	-1	E				0
NC_028897_NC_028897_44	NC_028897	NC_028897	44	35501	36271	-1	D			Calcineurin-like phosphoesterase superfamily domain [PF12850.10]	0
NC_028897_NC_028897_45	NC_028897	NC_028897	45	36268	36756	-1	D			Domain of unknown function (DUF6378) [PF19905.2]	0
NC_028897_NC_028897_46	NC_028897	NC_028897	46	36753	37154	-1	E				0
NC_028897_NC_028897_47	NC_028897	NC_028897	47	37151	37420	-1	E				0
NC_028897_NC_028897_48	NC_028897	NC_028897	48	37417	37704	-1	E				0
NC_028897_NC_028897_49	NC_028897	NC_028897	49	37701	38363	-1	D			Toprim-like [PF13155.9]	0
NC_028897_NC_028897_50	NC_028897	NC_028897	50	38585	38845	-1	E				0
NC_028897_NC_028897_51	NC_028897	NC_028897	51	38952	39218	-1	D			Gene product 63 [PF17471.5]	0
NC_028897_NC_028897_52	NC_028897	NC_028897	52	39317	39781	-1	D			Recombination endonuclease VII [PF02945.18]	0
NC_028897_NC_028897_53	NC_028897	NC_028897	53	39942	40094	-1	E				0
NC_028897_NC_028897_54	NC_028897	NC_028897	54	40091	40264	-1	E				0
NC_028897_NC_028897_55	NC_028897	NC_028897	55	40261	40650	-1	E				0
NC_028897_NC_028897_56	NC_028897	NC_028897	56	40659	41465	-1	D			DnaB-like helicase C terminal domain [PF03796.18]; AAA domain [PF13481.9]	0
NC_028897_NC_028897_57	NC_028897	NC_028897	57	41452	41679	-1	E				0
NC_028897_NC_028897_58	NC_028897	NC_028897	58	41679	41930	-1	D			Gp68-like predicted RNA polymerase component [PF17469.5]	0
NC_028897_NC_028897_59	NC_028897	NC_028897	59	42211	43026	-1	C	K07465	putative RecB family exonuclease	PD-(D/E)XK nuclease superfamily [PF12705.10]	0
NC_028897_NC_028897_60	NC_028897	NC_028897	60	43023	43310	-1	E				0
NC_028897_NC_028897_61	NC_028897	NC_028897	61	43326	43988	-1	E				0
NC_028897_NC_028897_62	NC_028897	NC_028897	62	44401	44643	-1	E				0
NC_028897_NC_028897_63	NC_028897	NC_028897	63	44640	44900	-1	E				0
NC_028897_NC_028897_64	NC_028897	NC_028897	64	45054	45206	-1	E				0
NC_028897_NC_028897_65	NC_028897	NC_028897	65	45219	45398	-1	E				0
NC_028897_NC_028897_66	NC_028897	NC_028897	66	45395	45568	-1	E				0
NC_028897_NC_028897_67	NC_028897	NC_028897	67	45570	45911	-1	E				0
NC_028897_NC_028897_68	NC_028897	NC_028897	68	46487	46627	-1	E				0
NC_028897_NC_028897_69	NC_028897	NC_028897	69	46644	47186	-1	D			Antirestriction protein (ArdA) [PF07275.14]	0
NC_028897_NC_028897_70	NC_028897	NC_028897	70	47208	47420	-1	E				0
NC_028897_NC_028897_71	NC_028897	NC_028897	71	47786	48037	-1	E				0
