	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	heme_regulatory_motif_count
KC117377_KC117377.1_68	KC117377	KC117377.1	68	37535	38299	-1	C	K06920	7-cyano-7-deazaguanine synthase [EC:6.3.4.20]	Queuosine biosynthesis protein QueC [PF06508.16]	0
KC117377_KC117377.1_69	KC117377	KC117377.1	69	38357	38791	-1	D			HNH endonuclease [PF13392.9]	0
KC117377_KC117377.1_70	KC117377	KC117377.1	70	38852	39268	-1	E				0
KC117377_KC117377.1_71	KC117377	KC117377.1	71	39268	39483	-1	E				0
KC117377_KC117377.1_72	KC117377	KC117377.1	72	39488	39808	-1	E				0
KC117377_KC117377.1_73	KC117377	KC117377.1	73	39808	40269	-1	D			QueF-like protein [PF14489.9]	0
KC117377_KC117377.1_74	KC117377	KC117377.1	74	40344	41261	-1	E				0
KC117377_KC117377.1_75	KC117377	KC117377.1	75	41457	41615	1	E				0
KC117377_KC117377.1_76	KC117377	KC117377.1	76	41641	41796	-1	E				0
KC117377_KC117377.1_77	KC117377	KC117377.1	77	41793	42269	-1	E				0
KC117377_KC117377.1_78	KC117377	KC117377.1	78	42444	43697	-1	D			Rad17 P-loop domain [PF03215.18]; ATPase family associated with various cellular activities (AAA) [PF00004.32]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.15]; AAA domain (dynein-related subfamily) [PF07728.17]; AAA domain (Cdc48 subfamily) [PF07724.17]	0
KC117377_KC117377.1_79	KC117377	KC117377.1	79	43663	44133	-1	E				0
KC117377_KC117377.1_80	KC117377	KC117377.1	80	44172	45023	-1	C	K06223	DNA adenine methylase [EC:2.1.1.72]	D12 class N6 adenine-specific DNA methyltransferase [PF02086.18]	0
KC117377_KC117377.1_81	KC117377	KC117377.1	81	45026	45523	-1	D			Acetyltransferase (GNAT) domain [PF13673.10]	0
KC117377_KC117377.1_82	KC117377	KC117377.1	82	45517	48258	-1	D			DNA polymerase family B [PF00136.24]; DNA polymerase family B, exonuclease domain [PF03104.22]	0
KC117377_KC117377.1_83	KC117377	KC117377.1	83	48280	48576	-1	C	K07451	5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	HNH endonuclease [PF01844.26]	0
KC117377_KC117377.1_84	KC117377	KC117377.1	84	48580	49383	-1	D			PD-(D/E)XK nuclease superfamily [PF12705.10]	0
KC117377_KC117377.1_85	KC117377	KC117377.1	85	49376	49693	-1	E				0
KC117377_KC117377.1_86	KC117377	KC117377.1	86	49696	49884	-1	E				0
KC117377_KC117377.1_87	KC117377	KC117377.1	87	49881	50864	-1	C	K04801	replication factor C small subunit	Replication factor C C-terminal domain [PF08542.14]; DNA polymerase III, delta subunit [PF13177.9]; Holliday junction DNA helicase RuvB P-loop domain [PF05496.15]; Rad17 P-loop domain [PF03215.18]; ATPase family associated with various cellular activities (AAA) [PF00004.32]; Bacterial dnaA  protein [PF00308.21]	0
KC117377_KC117377.1_88	KC117377	KC117377.1	88	50931	51113	-1	E				0
KC117377_KC117377.1_89	KC117377	KC117377.1	89	51115	51702	-1	C	K00943	dTMP kinase [EC:2.7.4.9]	Thymidylate kinase [PF02223.20]; Deoxynucleoside kinase [PF01712.22]	0
KC117377_KC117377.1_90	KC117377	KC117377.1	90	51706	52158	-1	E				0
KC117377_KC117377.1_91	KC117377	KC117377.1	91	52161	53309	-1	E				0
KC117377_KC117377.1_92	KC117377	KC117377.1	92	53324	54181	-1	E				0
KC117377_KC117377.1_93	KC117377	KC117377.1	93	54174	54671	-1	D			Helix-hairpin-helix domain [PF14520.9]	0
KC117377_KC117377.1_94	KC117377	KC117377.1	94	54664	56214	-1	D			AAA domain [PF13479.9]	0
KC117377_KC117377.1_95	KC117377	KC117377.1	95	56211	57254	-1	E				0
KC117377_KC117377.1_96	KC117377	KC117377.1	96	57489	58400	1	D			Rad51 [PF08423.14]; KaiC [PF06745.16]; DnaB-like helicase C terminal domain [PF03796.18]; AAA domain [PF13481.9]; recA bacterial DNA recombination protein [PF00154.24]	0
KC117377_KC117377.1_97	KC117377	KC117377.1	97	58552	58665	-1	E				0
KC117377_KC117377.1_98	KC117377	KC117377.1	98	59003	59665	1	E				0
KC117377_KC117377.1_99	KC117377	KC117377.1	99	59662	60306	1	E				1
KC117377_KC117377.1_100	KC117377	KC117377.1	100	60303	61748	1	C	K06909	phage terminase large subunit	Phage terminase large subunit [PF04466.16]; Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Terminase RNAseH like domain [PF17288.5]	0
KC117377_KC117377.1_101	KC117377	KC117377.1	101	61718	62368	1	D			HNH endonuclease [PF01844.26]	1
KC117377_KC117377.1_102	KC117377	KC117377.1	102	62368	64236	1	E				0
KC117377_KC117377.1_103	KC117377	KC117377.1	103	64229	67375	1	E				0
KC117377_KC117377.1_104	KC117377	KC117377.1	104	67378	68610	1	D			Phage Mu protein F like protein [PF04233.17]	1
KC117377_KC117377.1_105	KC117377	KC117377.1	105	68622	72563	1	D			Zeta toxin [PF06414.15]; ADP-ribosyltransferase exoenzyme [PF03496.17]; AAA domain [PF13671.9]	0
KC117377_KC117377.1_106	KC117377	KC117377.1	106	72556	73017	1	E				0
KC117377_KC117377.1_107	KC117377	KC117377.1	107	73018	73512	-1	D			LAGLIDADG endonuclease [PF00961.22]	0
KC117377_KC117377.1_108	KC117377	KC117377.1	108	73742	73933	1	E				0
KC117377_KC117377.1_109	KC117377	KC117377.1	109	73933	75846	1	E				0
KC117377_KC117377.1_110	KC117377	KC117377.1	110	75862	77235	1	E				0
KC117377_KC117377.1_111	KC117377	KC117377.1	111	77254	77631	1	E				0
KC117377_KC117377.1_112	KC117377	KC117377.1	112	77650	77982	1	E				0
KC117377_KC117377.1_113	KC117377	KC117377.1	113	77989	78402	1	E				0
KC117377_KC117377.1_114	KC117377	KC117377.1	114	78405	78737	1	E				0
KC117377_KC117377.1_115	KC117377	KC117377.1	115	78737	79417	1	E				0
KC117377_KC117377.1_116	KC117377	KC117377.1	116	79417	80028	1	E				0
KC117377_KC117377.1_117	KC117377	KC117377.1	117	80028	80498	1	E				0
KC117377_KC117377.1_118	KC117377	KC117377.1	118	80516	81529	1	E				0
KC117377_KC117377.1_119	KC117377	KC117377.1	119	81584	82000	1	E				0
KC117377_KC117377.1_120	KC117377	KC117377.1	120	82042	82338	1	E				0
KC117377_KC117377.1_121	KC117377	KC117377.1	121	82340	83782	1	E				0
KC117377_KC117377.1_122	KC117377	KC117377.1	122	83779	84234	1	E				0
KC117377_KC117377.1_123	KC117377	KC117377.1	123	84241	85671	1	E				0
KC117377_KC117377.1_124	KC117377	KC117377.1	124	85664	86503	1	E				0
KC117377_KC117377.1_125	KC117377	KC117377.1	125	86500	87492	1	E				0
KC117377_KC117377.1_126	KC117377	KC117377.1	126	87506	89080	1	E				0
KC117377_KC117377.1_127	KC117377	KC117377.1	127	89077	90180	1	D			Concanavalin A-like lectin/glucanases superfamily [PF13385.9]	0
KC117377_KC117377.1_128	KC117377	KC117377.1	128	90182	90943	1	E				0
KC117377_KC117377.1_129	KC117377	KC117377.1	129	90999	91139	1	E				0
KC117377_KC117377.1_130	KC117377	KC117377.1	130	91136	91273	1	E				0
KC117377_KC117377.1_131	KC117377	KC117377.1	131	91319	91537	-1	E				0
KC117377_KC117377.1_132	KC117377	KC117377.1	132	91527	91886	-1	E				0
KC117377_KC117377.1_133	KC117377	KC117377.1	133	91889	92515	-1	D			LAGLIDADG DNA endonuclease family [PF03161.16]	0
KC117377_KC117377.1_134	KC117377	KC117377.1	134	92653	92790	1	E				0
KC117377_KC117377.1_135	KC117377	KC117377.1	135	92787	93215	1	E				0
KC117377_KC117377.1_136	KC117377	KC117377.1	136	93458	94294	1	E				0
KC117377_KC117377.1_137	KC117377	KC117377.1	137	94476	94685	-1	E				0
KC117377_KC117377.1_138	KC117377	KC117377.1	138	94909	95160	1	E				0
KC117377_KC117377.1_139	KC117377	KC117377.1	139	95157	95396	1	E				0
KC117377_KC117377.1_140	KC117377	KC117377.1	140	95428	95619	1	E				0
KC117377_KC117377.1_141	KC117377	KC117377.1	141	95610	95792	1	E				0
KC117377_KC117377.1_142	KC117377	KC117377.1	142	95785	96048	1	E				0
KC117377_KC117377.1_143	KC117377	KC117377.1	143	96020	96235	1	E				0
KC117377_KC117377.1_144	KC117377	KC117377.1	144	96379	96612	1	E				0
KC117377_KC117377.1_145	KC117377	KC117377.1	145	96616	97092	1	E				0
KC117377_KC117377.1_146	KC117377	KC117377.1	146	97089	97298	1	E				0
KC117377_KC117377.1_147	KC117377	KC117377.1	147	97295	97939	-1	C	K01494	dCTP deaminase [EC:3.5.4.13]	dUTPase [PF00692.22]; 2'-deoxycytidine 5'-triphosphate deaminase (DCD) [PF06559.14]	0
KC117377_KC117377.1_148	KC117377	KC117377.1	148	98364	98597	1	E				0
KC117377_KC117377.1_149	KC117377	KC117377.1	149	98590	98802	1	E				0
KC117377_KC117377.1_150	KC117377	KC117377.1	150	98799	98939	1	E				0
KC117377_KC117377.1_151	KC117377	KC117377.1	151	98933	99136	1	E				0
KC117377_KC117377.1_152	KC117377	KC117377.1	152	99130	99303	1	E				0
KC117377_KC117377.1_153	KC117377	KC117377.1	153	99300	99494	1	E				0
KC117377_KC117377.1_154	KC117377	KC117377.1	154	99487	99672	1	E				0
KC117377_KC117377.1_155	KC117377	KC117377.1	155	99669	99860	1	E				0
KC117377_KC117377.1_156	KC117377	KC117377.1	156	99853	100038	1	E				0
KC117377_KC117377.1_157	KC117377	KC117377.1	157	100259	100447	1	E				0
KC117377_KC117377.1_158	KC117377	KC117377.1	158	100551	100739	1	E				0
KC117377_KC117377.1_159	KC117377	KC117377.1	159	100906	101463	1	D			LAGLIDADG DNA endonuclease family [PF03161.16]	0
KC117377_KC117377.1_160	KC117377	KC117377.1	160	101578	101709	1	E				0
