	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
QGNH01000539.1_20	QGNH01000539.1	QGNH01000539.1	20	9404	9517	1	E															0	False	
QGNH01000539.1_21	QGNH01000539.1	QGNH01000539.1	21	9595	10071	1	E															0	False	
QGNH01000539.1_22	QGNH01000539.1	QGNH01000539.1	22	10145	10354	1	E															0	False	
QGNH01000539.1_23	QGNH01000539.1	QGNH01000539.1	23	10493	11662	1	E	YP_009997125.1	YP_009997125.1 DUF932 domain-containing protein [Synechococcus virus S-ESS1]	False	0.258	135.0	1.7350000000000002e-32									0	False	
QGNH01000539.1_24	QGNH01000539.1	QGNH01000539.1	24	11738	11932	1	E															0	False	
QGNH01000539.1_25	QGNH01000539.1	QGNH01000539.1	25	11929	12123	1	E															1	False	
QGNH01000539.1_26	QGNH01000539.1	QGNH01000539.1	26	12120	12386	1	E															0	False	
QGNH01000539.1_27	QGNH01000539.1	QGNH01000539.1	27	12451	12708	1	E															0	False	
QGNH01000539.1_28	QGNH01000539.1	QGNH01000539.1	28	12741	12935	1	E															0	False	
QGNH01000539.1_29	QGNH01000539.1	QGNH01000539.1	29	13046	13306	1	E															0	False	
QGNH01000539.1_30	QGNH01000539.1	QGNH01000539.1	30	13420	14157	1	E															0	False	
QGNH01000539.1_31	QGNH01000539.1	QGNH01000539.1	31	14206	14457	-1	E															0	False	
QGNH01000539.1_32	QGNH01000539.1	QGNH01000539.1	32	15138	15404	1	E															0	False	
QGNH01000539.1_33	QGNH01000539.1	QGNH01000539.1	33	15397	15711	1	E															0	False	
QGNH01000539.1_34	QGNH01000539.1	QGNH01000539.1	34	15704	16012	1	E															0	False	
QGNH01000539.1_35	QGNH01000539.1	QGNH01000539.1	35	16022	16396	1	E															0	False	
QGNH01000539.1_36	QGNH01000539.1	QGNH01000539.1	36	16562	17014	1	E															0	False	
QGNH01000539.1_37	QGNH01000539.1	QGNH01000539.1	37	17052	17288	1	E															0	False	
QGNH01000539.1_38	QGNH01000539.1	QGNH01000539.1	38	17319	17603	1	E															0	False	
QGNH01000539.1_39	QGNH01000539.1	QGNH01000539.1	39	17600	18190	1	D	YP_010357039.1	YP_010357039.1 integrase [Polaribacter phage Leef_1]	False	0.268	69.0	3.042e-12	Phage integrase family [PF00589.25]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xr;Xh	0	False	V
QGNH01000539.1_40	QGNH01000539.1	QGNH01000539.1	40	18117	18323	-1	E															0	False	
QGNH01000539.1_41	QGNH01000539.1	QGNH01000539.1	41	18688	19119	1	E															0	False	
QGNH01000539.1_42	QGNH01000539.1	QGNH01000539.1	42	19122	20867	1	E	YP_002290878.1	YP_002290878.1 putative terminase B [Clostridioides phage phiCD27]	False	0.22	127.0	1.153e-28									0	False	
QGNH01000539.1_43	QGNH01000539.1	QGNH01000539.1	43	20877	21356	1	E															0	False	
QGNH01000539.1_44	QGNH01000539.1	QGNH01000539.1	44	21353	21736	1	E															0	False	
QGNH01000539.1_45	QGNH01000539.1	QGNH01000539.1	45	21733	23346	1	E															0	False	
QGNH01000539.1_46	QGNH01000539.1	QGNH01000539.1	46	23483	24094	1	E															0	False	
QGNH01000539.1_47	QGNH01000539.1	QGNH01000539.1	47	24088	26247	1	E															0	False	
QGNH01000539.1_48	QGNH01000539.1	QGNH01000539.1	48	26247	26816	1	E															0	False	
QGNH01000539.1_49	QGNH01000539.1	QGNH01000539.1	49	27179	28690	1	E															0	False	
QGNH01000539.1_50	QGNH01000539.1	QGNH01000539.1	50	28727	29329	1	E															0	False	
QGNH01000539.1_51	QGNH01000539.1	QGNH01000539.1	51	29345	30043	1	E															0	False	
QGNH01000539.1_52	QGNH01000539.1	QGNH01000539.1	52	30049	30726	1	E															0	False	
QGNH01000539.1_53	QGNH01000539.1	QGNH01000539.1	53	30757	31173	1	E															0	False	
QGNH01000539.1_54	QGNH01000539.1	QGNH01000539.1	54	31218	32291	1	E															0	False	
QGNH01000539.1_55	QGNH01000539.1	QGNH01000539.1	55	32321	32869	1	E															0	False	
QGNH01000539.1_56	QGNH01000539.1	QGNH01000539.1	56	32866	33408	1	E															0	False	
QGNH01000539.1_57	QGNH01000539.1	QGNH01000539.1	57	33420	34010	1	E															0	False	
QGNH01000539.1_58	QGNH01000539.1	QGNH01000539.1	58	34018	34500	1	E															0	False	
QGNH01000539.1_59	QGNH01000539.1	QGNH01000539.1	59	34509	34673	1	E															0	False	
QGNH01000539.1_60	QGNH01000539.1	QGNH01000539.1	60	34675	36891	1	D	YP_009876763.1	YP_009876763.1 P domain-containing [Tenacibaculum phage pT24]	False	0.243	66.0	1.029e-09	ADP-Ribosyltransferase in polyvalent proteins [PF18760.4]					VOG11695	REFSEQ hypothetical protein; Xu	Xu	0	False	
QGNH01000539.1_61	QGNH01000539.1	QGNH01000539.1	61	36895	38415	1	E															0	False	
QGNH01000539.1_62	QGNH01000539.1	QGNH01000539.1	62	38426	38944	1	E															0	False	
QGNH01000539.1_63	QGNH01000539.1	QGNH01000539.1	63	38930	39103	-1	E															0	False	
QGNH01000539.1_64	QGNH01000539.1	QGNH01000539.1	64	39264	40754	1	E															0	False	
QGNH01000539.1_65	QGNH01000539.1	QGNH01000539.1	65	40783	41061	1	E															0	False	
QGNH01000539.1_66	QGNH01000539.1	QGNH01000539.1	66	41065	41262	1	E															0	False	
QGNH01000539.1_67	QGNH01000539.1	QGNH01000539.1	67	41204	41734	1	E															0	False	
QGNH01000539.1_68	QGNH01000539.1	QGNH01000539.1	68	41741	42508	1	E															0	False	
QGNH01000539.1_69	QGNH01000539.1	QGNH01000539.1	69	42481	44259	1	E															0	False	
QGNH01000539.1_70	QGNH01000539.1	QGNH01000539.1	70	44256	44510	1	E															0	False	
QGNH01000539.1_71	QGNH01000539.1	QGNH01000539.1	71	44507	44644	1	E															0	False	
QGNH01000539.1_72	QGNH01000539.1	QGNH01000539.1	72	44723	47092	1	D							BNR repeat-like domain [PF13088.9]; Photosynthesis system II assembly factor YCF48 [PF14870.9]	GH33; GH93	GH33 sialidase or neuraminidase (EC 3.2.1.18); trans-sialidase (EC 2.4.1.-); anhydrosialidase (EC 4.2.2.15); Kdo hydrolase (EC 3.2.1.124); 2-keto-3-deoxynononic acid hydrolase / KDNase (EC 3.2.1.-); GH93 exo-alpha-L-1,5-arabinanase (EC 3.2.1.-)	2.4.1.-,3.2.1.124,3.2.1.18,3.2.1.40,3.2.1.-; 3.2.1.-	GH33.hmm				0	False	F
QGNH01000539.1_73	QGNH01000539.1	QGNH01000539.1	73	47102	48133	1	E															0	False	F
QGNH01000539.1_74	QGNH01000539.1	QGNH01000539.1	74	48133	48567	1	E															0	False	F
QGNH01000539.1_75	QGNH01000539.1	QGNH01000539.1	75	48601	49230	1	E															0	False	F
QGNH01000539.1_76	QGNH01000539.1	QGNH01000539.1	76	49409	49600	1	E															0	False	F
QGNH01000539.1_77	QGNH01000539.1	QGNH01000539.1	77	49659	49898	1	E															0	False	F
QGNH01000539.1_78	QGNH01000539.1	QGNH01000539.1	78	49960	50169	1	E															0	False	F
QGNH01000539.1_79	QGNH01000539.1	QGNH01000539.1	79	50166	50363	1	E															0	False	F
QGNH01000539.1_80	QGNH01000539.1	QGNH01000539.1	80	50327	50725	1	E															0	False	F
QGNH01000539.1_81	QGNH01000539.1	QGNH01000539.1	81	50733	50945	1	E															0	False	F
QGNH01000539.1_82	QGNH01000539.1	QGNH01000539.1	82	50945	51382	1	E															0	False	F
