	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_identity	peptidase_bitScore	peptidase_eVal	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
NC_054982_NC_054982_11	NC_054982	NC_054982	11	11568	13466	-1	E															0
NC_054982_NC_054982_12	NC_054982	NC_054982	12	13479	15365	-1	D										Prophage endopeptidase tail [PF06605.14]; GDSL-like Lipase/Acylhydrolase family [PF13472.9]					0
NC_054982_NC_054982_13	NC_054982	NC_054982	13	15376	16317	-1	E															0
NC_054982_NC_054982_14	NC_054982	NC_054982	14	16332	19202	-1	E															0
NC_054982_NC_054982_15	NC_054982	NC_054982	15	19221	19370	-1	E															0
NC_054982_NC_054982_16	NC_054982	NC_054982	16	19550	20062	-1	D										Phage tail assembly chaperone protein, TAC [PF12363.11]					0
NC_054982_NC_054982_17	NC_054982	NC_054982	17	20129	20686	-1	E															0
NC_054982_NC_054982_18	NC_054982	NC_054982	18	20687	21112	-1	D										Protein of unknown function (DUF3168) [PF11367.11]					0
NC_054982_NC_054982_19	NC_054982	NC_054982	19	21125	21532	-1	D										Bacteriophage HK97-gp10, putative tail-component [PF04883.15]					0
NC_054982_NC_054982_20	NC_054982	NC_054982	20	21519	21854	-1	E															0
NC_054982_NC_054982_21	NC_054982	NC_054982	21	21866	22216	-1	E															0
NC_054982_NC_054982_22	NC_054982	NC_054982	22	22222	22368	-1	E															0
NC_054982_NC_054982_23	NC_054982	NC_054982	23	22377	23291	-1	D										Phage capsid family [PF05065.16]					0
NC_054982_NC_054982_24	NC_054982	NC_054982	24	23308	23892	-1	D										Domain of unknown function (DUF4355) [PF14265.9]					0
NC_054982_NC_054982_25	NC_054982	NC_054982	25	23997	24230	-1	E															0
NC_054982_NC_054982_26	NC_054982	NC_054982	26	24234	25184	-1	D										Phage Mu protein F like protein [PF04233.17]					0
NC_054982_NC_054982_27	NC_054982	NC_054982	27	25153	26577	-1	D										Phage portal protein, SPP1 Gp6-like [PF05133.17]					0
NC_054982_NC_054982_28	NC_054982	NC_054982	28	26574	27797	-1	C	K06909	phage terminase large subunit								Terminase large subunit, T4likevirus-type, N-terminal [PF03237.18]; Phage terminase large subunit [PF04466.16]; Terminase RNAseH like domain [PF17288.5]					0
NC_054982_NC_054982_29	NC_054982	NC_054982	29	27790	28284	-1	C	K07474	phage terminase small subunit								Terminase small subunit [PF03592.19]					0
NC_054982_NC_054982_30	NC_054982	NC_054982	30	28640	29041	-1	E															0
NC_054982_NC_054982_31	NC_054982	NC_054982	31	29058	29201	-1	E															0
NC_054982_NC_054982_32	NC_054982	NC_054982	32	29205	29570	-1	E															0
NC_054982_NC_054982_33	NC_054982	NC_054982	33	29571	29744	-1	D										Transcriptional activator RinB [PF06116.15]					0
NC_054982_NC_054982_34	NC_054982	NC_054982	34	29741	30130	-1	E															0
NC_054982_NC_054982_35	NC_054982	NC_054982	35	30120	30356	-1	E															0
NC_054982_NC_054982_36	NC_054982	NC_054982	36	30340	30558	-1	D										Protein of unknown function (DUF1381) [PF07129.14]					0
NC_054982_NC_054982_37	NC_054982	NC_054982	37	30595	31131	-1	D										dUTPase [PF08761.14]					0
NC_054982_NC_054982_38	NC_054982	NC_054982	38	31124	31372	-1	D										Protein of unknown function (DUF1024) [PF06260.15]					0
NC_054982_NC_054982_39	NC_054982	NC_054982	39	31365	31673	-1	E															0
NC_054982_NC_054982_40	NC_054982	NC_054982	40	31670	32017	-1	D										YopX protein [PF09643.13]					0
NC_054982_NC_054982_41	NC_054982	NC_054982	41	32014	32415	-1	E															0
NC_054982_NC_054982_42	NC_054982	NC_054982	42	32418	32627	-1	E															0
NC_054982_NC_054982_43	NC_054982	NC_054982	43	32638	32880	-1	D										Phage Conserved Open Reading Frame 51 [PF06194.14]					0
NC_054982_NC_054982_44	NC_054982	NC_054982	44	32886	33140	-1	D										Protein of unknwon function (DUF3310) [PF11753.11]					0
NC_054982_NC_054982_45	NC_054982	NC_054982	45	33140	33499	-1	D										PVL ORF-50-like family [PF07768.14]					0
NC_054982_NC_054982_46	NC_054982	NC_054982	46	33500	33685	-1	D										Protein of unknown function (DUF3113) [PF11310.11]					0
NC_054982_NC_054982_47	NC_054982	NC_054982	47	33685	34092	-1	C	K01160	crossover junction endodeoxyribonuclease RusA [EC:3.1.21.10]								Endodeoxyribonuclease RusA [PF05866.14]					0
NC_054982_NC_054982_48	NC_054982	NC_054982	48	34102	34323	-1	D										Protein of unknown function (DUF3269) [PF11673.11]					0
NC_054982_NC_054982_49	NC_054982	NC_054982	49	34326	34541	-1	E															0
NC_054982_NC_054982_50	NC_054982	NC_054982	50	34538	35779	-1	C	K02314	replicative DNA helicase [EC:5.6.2.3]								DnaB-like helicase C terminal domain [PF03796.18]; KaiC [PF06745.16]					0
NC_054982_NC_054982_51	NC_054982	NC_054982	51	35776	36132	-1	E															0
NC_054982_NC_054982_52	NC_054982	NC_054982	52	36132	36884	-1	E															0
NC_054982_NC_054982_53	NC_054982	NC_054982	53	36877	37548	-1	D										Putative HNHc nuclease [PF16784.8]					0
NC_054982_NC_054982_54	NC_054982	NC_054982	54	37561	38112	-1	E															0
NC_054982_NC_054982_55	NC_054982	NC_054982	55	38142	38915	-1	D										AAA domain [PF13479.9]					0
NC_054982_NC_054982_56	NC_054982	NC_054982	56	38915	39394	-1	D										Siphovirus Gp157 [PF05565.14]					0
NC_054982_NC_054982_57	NC_054982	NC_054982	57	39387	39623	-1	E															0
NC_054982_NC_054982_58	NC_054982	NC_054982	58	39632	39892	-1	D										Protein of unknown function (DUF1108) [PF06531.14]					0
NC_054982_NC_054982_59	NC_054982	NC_054982	59	39897	40199	-1	D										Hypothetical protein of unknown function (DUF2482) [PF10655.12]					0
NC_054982_NC_054982_60	NC_054982	NC_054982	60	40467	40676	-1	E															0
NC_054982_NC_054982_61	NC_054982	NC_054982	61	40701	41402	-1	D										BRO family, N-terminal domain [PF02498.20]; ORF6C domain [PF10552.12]					0
NC_054982_NC_054982_62	NC_054982	NC_054982	62	41441	41650	-1	D										Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF12844.10]					0
NC_054982_NC_054982_63	NC_054982	NC_054982	63	41813	42139	1	D										Helix-turn-helix [PF01381.25]; Helix-turn-helix domain [PF12844.10]; Cro/C1-type HTH DNA-binding domain [PF13443.9]; Helix-turn-helix domain [PF13560.9]; Bacteriophage CI repressor helix-turn-helix domain [PF07022.16]					0
NC_054982_NC_054982_64	NC_054982	NC_054982	64	42161	42634	1	E															0
NC_054982_NC_054982_65	NC_054982	NC_054982	65	42637	43620	1	C	K25669	poly(ribitiol-phosphate) beta-1,3-N-acetylglucosaminyltransferase [EC:2.4.1.-]								Glycosyl transferase family 2 [PF00535.29]; Glycosyltransferase like family 2 [PF13641.9]	GT2_Glycos_transf_2	GT2 cellulose synthase (EC 2.4.1.12); chitin synthase (EC 2.4.1.16); dolichyl-phosphate beta-D-mannosyltransferase (EC 2.4.1.83); dolichyl-phosphate beta-glucosyltransferase (EC 2.4.1.117); N-acetylglucosaminyltransferase (EC 2.4.1.-); N-acetylgalactosaminyltransferase (EC 2.4.1.-); hyaluronan synthase (EC 2.4.1.212); chitin oligosaccharide synthase (EC 2.4.1.-); beta-1,3-glucan synthase (EC 2.4.1.34); beta-1,4-mannan synthase (EC 2.4.1.-); beta-mannosylphosphodecaprenol-mannooligosaccharide alpha-1,6-mannosyltransferase (EC 2.4.1.199); UDP-Galf: rhamnopyranosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,4/1,5-galactofuranosyltransferase (EC 2.4.1.287); UDP-Galf: galactofuranosyl-galactofuranosyl-rhamnosyl-N-acetylglucosaminyl-PP-decaprenol beta-1,5/1,6-galactofuranosyltransferase (EC 2.4.1.288); dTDP-L-Rha: N-acetylglucosaminyl-PP-decaprenol alpha-1,3-L-rhamnosyltransferase (EC 2.4.1.289); alternating beta-1,3/4-N-acetylmannan synthase (2.4.1.-); UDP-GlcA: N-acetylglucosaminyl-proteoglycan beta-1,4-glucuronosyltransferase (EC 2.4.1.225); [inverting] UDP-Glc: glycocin S-beta-glucosyltransferase (EC 2.4.1.-); [inverting] UDP-Glc: protein O-beta-glucosyltransferase (EC 2.4.1.-)		GT2_Glycos_transf_2.hmm	0
NC_054982_NC_054982_66	NC_054982	NC_054982	66	43631	43873	1	E															0
