	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	viral_id	viral_hit	viral_RBH	viral_identity	viral_bitScore	viral_eVal	peptidase_id	peptidase_family	peptidase_hit	peptidase_RBH	peptidase_bitScore	peptidase_eVal	peptidase_identity	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	vogdb_id	vogdb_hits	vogdb_categories	heme_regulatory_motif_count	is_transposon	amg_flags
NC_023745_11	NC_023745	NC_023745	11	8555	10006	1	D			YP_010062915.1	YP_010062915.1 portal protein [Mycobacterium phage ICleared]	True	0.963	980	4e-322								Phage portal protein, SPP1 Gp6-like [PF05133.17]					VOG00109	sp|Q05220|PORTL_BPML5 Portal protein; XpXrXs	Xr;Xp;Xs	0	False	V
NC_023745_12	NC_023745	NC_023745	12	10003	10863	1	E			YP_009007205.1	YP_009007205.1 head maturation protease [Mycobacterium phage Obama12]	True	0.949	572	1.7260000000000002e-184													VOG00912	sp|O64208|VG15_BPMD2 Gene 15 protein; Xu	Xu	0	False	
NC_023745_13	NC_023745	NC_023745	13	10917	11429	1	E			YP_009007206.1	YP_009007206.1 head scaffolding protein [Mycobacterium phage Obama12]	False	0.914	327	5.928000000000001e-102													VOG08006	sp|Q05222|SCAF_BPML5 Probable capsid assembly scaffolding protein; Xs	Xs	0	False	V
NC_023745_14	NC_023745	NC_023745	14	11457	12389	1	D			YP_009007207.1	YP_009007207.1 major capsid protein [Mycobacterium phage Obama12]	True	0.96	628	1.943e-203								Phage capsid family [PF05065.16]					VOG00134	sp|O64210|CAPSD_BPMD2 Probable major capsid protein gp17; Xs	Xs	0	False	V
NC_023745_15	NC_023745	NC_023745	15	12456	12668	1	E			YP_009007208.1	YP_009007208.1 head-tail connector protein [Mycobacterium phage Obama12]	False	0.946	141	1.453e-39													VOG08028	sp|O64211|VG18_BPMD2 Gene 18 protein; Xu	Xu	0	False	
NC_023745_16	NC_023745	NC_023745	16	12668	12982	1	E			YP_009018802.1	YP_009018802.1 head-tail connector protein [Mycobacterium phage LHTSCC]	False	0.938	207	1.221e-61													VOG17162	REFSEQ head-tail connector protein; Xu	Xu	0	False	
NC_023745_17	NC_023745	NC_023745	17	13000	13356	1	D			YP_009018803.1	YP_009018803.1 head-tail adaptor Ad1 [Mycobacterium phage LHTSCC]	False	0.932	233	2.896e-70								Phage protein Gp19/Gp15/Gp42 [PF09355.13]					VOG00419	sp|Q05225|VG19_BPML5 Gene 19 protein; Xu	Xu	0	False	
NC_023745_18	NC_023745	NC_023745	18	13517	13879	1	E			YP_009190879.1	YP_009190879.1 head closure Hc1 [Mycobacterium phage Iracema64]	False	0.985	252	8.287e-77													VOG00901	sp|O64214|VG20_BPMD2 Gene 20 protein; Xu	Xu	0	False	
NC_023745_19	NC_023745	NC_023745	19	13881	14273	1	D			YP_009190880.1	YP_009190880.1 tail completion or Neck1 protein [Mycobacterium phage Iracema64]	False	0.943	259	2.428e-79								Family of unknown function (DUF5403) [PF17395.5]					VOG00560	sp|Q05227|VG21_BPML5 Gene 21 protein; Xu	Xu	0	False	
NC_023745_20	NC_023745	NC_023745	20	14273	14710	1	E			YP_009190881.1	YP_009190881.1 tail terminator [Mycobacterium phage Iracema64]	False	1.0	309	2.638e-96													VOG00096	sp|O64216|VG22_BPMD2 Gene 22 protein; Xu	Xu	0	False	
NC_023745_21	NC_023745	NC_023745	21	14700	15290	1	E			YP_009190882.1	YP_009190882.1 tail protein [Mycobacterium phage Iracema64]	True	0.978	406	5.872e-129													VOG00135	sp|Q05229|VG23_BPML5 Major tail protein Gp23; Xs	Xs	0	False	V
NC_023745_22	NC_023745	NC_023745	22	15409	15780	1	D			YP_010062498.1	YP_010062498.1 tail assembly chaperone [Mycobacterium phage Cerulean]	False	0.914	237	8.325e-72								Mycobacteriophage tail assembly protein [PF17388.5]								0	False	
NC_023745_23	NC_023745	NC_023745	23	16196	18796	1	E			YP_010062499.1	YP_010062499.1 tail length tape measure protein [Mycobacterium phage Cerulean]	True	0.91	1646	0.0																0	False	
NC_023745_24	NC_023745	NC_023745	24	18801	20141	1	E			YP_010062500.1	YP_010062500.1 minor tail protein [Mycobacterium phage Cerulean]	True	1.0	945	1.072e-310																0	False	
NC_023745_25	NC_023745	NC_023745	25	20138	21919	1	E			YP_010062501.1	YP_010062501.1 minor tail protein [Mycobacterium phage Cerulean]	True	1.0	1258	0.0													VOG02068	sp|Q05235|VG28_BPML5 Minor tail protein Gp28; Xu	Xu	0	False	
NC_023745_26	NC_023745	NC_023745	26	21941	22387	1	D			YP_009005586.1	YP_009005586.1 minor tail protein [Mycobacterium phage BellusTerra]	False	1.0	324	2.579e-101								Protein of unknown function (DUF2744) [PF10910.11]					VOG01373	sp|O64223|VG29_BPMD2 Gene 29 protein; Xu	Xu	0	False	
NC_023745_27	NC_023745	NC_023745	27	22396	22842	1	E			YP_009018815.1	YP_009018815.1 minor tail protein [Mycobacterium phage LHTSCC]	False	0.957	300	4.34e-93													VOG03534	REFSEQ minor tail protein; Xu	Xu	0	False	
NC_023745_28	NC_023745	NC_023745	28	22832	23260	1	E			YP_009007223.1	YP_009007223.1 minor tail protein [Mycobacterium phage Obama12]	False	0.99	299	8.381e-93													VOG08024	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_023745_29	NC_023745	NC_023745	29	23274	25130	1	E			YP_009007224.1	YP_009007224.1 minor tail protein [Mycobacterium phage Obama12]	True	0.959	1247	0.0													VOG04076	sp|Q05240|VG31_BPML5 Gene 31 protein; Xu	Xu	0	False	
NC_023745_30	NC_023745	NC_023745	30	25195	25416	-1	E			YP_009007225.1	YP_009007225.1 hypothetical protein PBI_OBAMA12_33 [Mycobacterium phage Obama12]	False	0.953	149	5.655000000000001e-42													VOG05317	sp|Q05245|VG35_BPML5 Gene 35 protein; Xu	Xu	0	False	
NC_023745_31	NC_023745	NC_023745	31	25466	26587	-1	D			YP_009005591.1	YP_009005591.1 tyrosine-type recombinase/integrase [Mycobacterium phage BellusTerra]	True	0.938	735	2.203e-239								Phage integrase family [PF00589.25]; Phage integrase, N-terminal SAM-like domain [PF14659.9]					VOG00056	sp|P22877|INTR_SACER Integrase; XhXr	Xh;Xr	0	False	V
NC_023745_32	NC_023745	NC_023745	32	26967	27413	1	D			YP_010062508.1	YP_010062508.1 excisionase [Mycobacterium phage Cerulean]	False	0.921	287	1.058e-88								Protein of unknown function (DUF2637) [PF10935.11]					VOG08507	sp|O64228|VG341_BPMD2 Gene 34.1 protein; Xu	Xu	0	False	
NC_023745_33	NC_023745	NC_023745	33	27486	27659	-1	D			YP_009007228.1	YP_009007228.1 helix-turn-helix domain-containing protein [Mycobacterium phage Obama12]	False	0.915	111	2.161e-29								Helix-turn-helix domain [PF12728.10]								0	False	
NC_023745_34	NC_023745	NC_023745	34	27660	28100	-1	C	K01493	dCMP deaminase [EC:3.5.4.12]	YP_009007229.1	YP_009007229.1 dCMP deaminase [Mycobacterium phage Obama12]	False	0.998	310	1.473e-96								Cytidine and deoxycytidylate deaminase zinc-binding region [PF00383.26]; MafB19-like deaminase [PF14437.9]					VOG01436	sp|O22000|DCTD_BPMD2 Deoxycytidylate deaminase; Xr	Xr	0	False	V
NC_023745_35	NC_023745	NC_023745	35	28255	28413	-1	E			YP_009007230.1	YP_009007230.1 hypothetical protein PBI_OBAMA12_38 [Mycobacterium phage Obama12]	False	0.955	107	7.509e-28													VOG00782	sp|O64229|VG38_BPMD2 Gene 38 protein; Xu	Xu	0	False	
NC_023745_36	NC_023745	NC_023745	36	28410	28676	-1	E			YP_009007231.1	YP_009007231.1 hypothetical protein PBI_OBAMA12_39 [Mycobacterium phage Obama12]	False	0.978	184	7.023e-54													VOG00480	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_023745_37	NC_023745	NC_023745	37	28673	28930	-1	E			YP_010063291.1	YP_010063291.1 hypothetical protein KIY78_gp36 [Mycobacterium phage Cindaradix]	False	0.977	177	9.546e-52																0	False	
NC_023745_38	NC_023745	NC_023745	38	28927	29283	-1	E			YP_010062944.1	YP_010062944.1 hypothetical protein KIY74_gp41 [Mycobacterium phage ICleared]	False	0.973	244	3.04e-74													VOG04516	sp|O64230|VG39_BPMD2 Gene 39 protein; Xu	Xu	0	False	
NC_023745_39	NC_023745	NC_023745	39	29270	29545	-1	E			YP_009031902.1	YP_009031902.1 hypothetical protein PBI_KAMPY_42 [Mycobacterium phage Kampy]	False	0.964	187	6.488e-55													VOG03026	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_023745_40	NC_023745	NC_023745	40	29542	29748	-1	E			YP_009007235.1	YP_009007235.1 hypothetical protein PBI_OBAMA12_43 [Mycobacterium phage Obama12]	False	1.0	147	1.5599999999999998e-41													VOG08506	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_023745_41	NC_023745	NC_023745	41	29748	29978	-1	E			YP_009007236.1	YP_009007236.1 hypothetical protein PBI_OBAMA12_44 [Mycobacterium phage Obama12]	False	0.964	156	1.17e-44													VOG01125	sp|Q05253|VG42_BPML5 Gene 42 protein; Xu	Xu	0	False	
NC_023745_42	NC_023745	NC_023745	42	29975	30145	-1	E			YP_009007237.1	YP_009007237.1 hypothetical protein PBI_OBAMA12_45 [Mycobacterium phage Obama12]	False	0.939	113	7.928e-30													VOG05250	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_023745_43	NC_023745	NC_023745	43	30166	31992	-1	D			YP_009007238.1	YP_009007238.1 DNA polymerase [Mycobacterium phage Obama12]	True	0.972	1247	0.0								DNA polymerase family A [PF00476.23]					VOG00075	sp|O64235|DPOL_BPMD2 DNA polymerase; XhXr	Xh;Xr	0	False	V
NC_023745_44	NC_023745	NC_023745	44	32000	32302	-1	D			YP_009007239.1	YP_009007239.1 HTH DNA binding protein [Mycobacterium phage Obama12]	False	0.915	194	4.673e-57								Helix-turn-helix domain of resolvase [PF02796.18]					VOG01431	sp|Q05257|VG46_BPML5 Gene 46 protein; Xu	Xu	0	False	
NC_023745_45	NC_023745	NC_023745	45	32302	32475	-1	E			YP_010062950.1	YP_010062950.1 hypothetical protein KIY74_gp47 [Mycobacterium phage ICleared]	False	0.959	117	1.858e-31													VOG05798	sp|Q05258|VG47_BPML5 Gene 47 protein; Xu	Xu	0	False	
NC_023745_46	NC_023745	NC_023745	46	32484	33203	-1	C	K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	YP_009018835.1	YP_009018835.1 thymidylate synthase [Mycobacterium phage LHTSCC]	True	0.983	498	7.557e-160								Thymidylate synthase complementing protein [PF02511.18]					VOG03899	sp|Q05259|THYX_BPML5 Probable flavin-dependent thymidylate synthase; XhXr	Xh;Xr	0	False	V
NC_023745_47	NC_023745	NC_023745	47	33271	33807	-1	E			YP_009018836.1	YP_009018836.1 ribonucleoside reductase class II [Mycobacterium phage LHTSCC]	False	0.909	340	2.6030000000000003e-106													VOG08029	sp|O64239|VG49_BPMD2 Gene 49 protein; Xu	Xu	0	False	
NC_023745_48	NC_023745	NC_023745	48	33833	35884	-1	D			YP_009018837.1	YP_009018837.1 ribonucleotide reductase [Mycobacterium phage LHTSCC]	True	0.985	1421	0.0								Ribonucleotide reductase, barrel domain [PF02867.18]; Ribonucleotide reductase alpha domain [PF17975.4]					VOG00122	sp|P00452|RIR1_ECOLI Ribonucleoside-diphosphate reductase 1 subunit alpha; Xh	Xh	0	False	MKE
NC_023745_49	NC_023745	NC_023745	49	35881	36777	-1	D			YP_009190911.1	YP_009190911.1 sigma-K factor [Mycobacterium phage Iracema64]	True	0.952	598	2.042e-193								Phage gene product 52 [PF17468.5]					VOG02684	sp|O64242|VG52_BPMD2 Gene 52 protein; Xu	Xu	0	False	
NC_023745_50	NC_023745	NC_023745	50	36781	37548	-1	D			YP_009018839.1	YP_009018839.1 metallo-phosphoesterase [Mycobacterium phage LHTSCC]	True	0.992	536	8.403e-173								Calcineurin-like phosphoesterase superfamily domain [PF12850.10]					VOG01525	sp|O64245|VG54_BPMD2 Gene 54 protein; Xu	Xu	0	False	
NC_023745_51	NC_023745	NC_023745	51	37541	37816	-1	D			YP_009190913.1	YP_009190913.1 phosphofructokinase [Mycobacterium phage Iracema64]	False	0.966	187	4.7290000000000006e-55								Domain of unknown function (DUF6378) [PF19905.2]					VOG00810	sp|Q05265|VG55_BPML5 Gene 55 protein; Xu	Xu	0	False	
NC_023745_52	NC_023745	NC_023745	52	37883	38542	-1	D			YP_010062529.1	YP_010062529.1 DNA primase [Mycobacterium phage Cerulean]	True	0.982	456	1.321e-145								Toprim-like [PF13155.9]								0	False	
NC_023745_53	NC_023745	NC_023745	53	38755	38889	-1	E			YP_010062531.1	YP_010062531.1 hypothetical protein KIY69_gp58 [Mycobacterium phage Cerulean]	False	0.938	89	7.889999999999999e-22																0	False	
NC_023745_54	NC_023745	NC_023745	54	38911	39381	-1	D			YP_010062532.1	YP_010062532.1 endonuclease VII [Mycobacterium phage Cerulean]	False	1.0	332	3.658e-104								Recombination endonuclease VII [PF02945.18]					VOG00650	sp|O64250|VG59_BPMD2 Gene 59 protein; Xu	Xu	0	False	
NC_023745_55	NC_023745	NC_023745	55	39445	40263	-1	D			YP_009007253.1	YP_009007253.1 esterase/lipase [Mycobacterium phage Obama12]	True	0.946	542	1.655e-174	MER0039335	S33	MER0039335 - family S33 unassigned peptidases () [S33.UPW]#S33#{peptidase unit: 1-278}~source PRXH_BPMD2~	False	301.0	1.183e-90	0.576	Serine aminopeptidase, S33 [PF12146.11]; alpha/beta hydrolase fold [PF00561.23]; Alpha/beta hydrolase family [PF12697.10]; Chlorophyllase enzyme [PF12740.10]; Chlorophyllase [PF07224.14]; Alpha/beta hydrolase of unknown function (DUF1057) [PF06342.15]					VOG00261	sp|O64252|PRXH_BPMD2 Putative non-heme haloperoxidase; Xh	Xh	0	False	P
NC_023745_56	NC_023745	NC_023745	56	40266	40646	-1	D			YP_010062535.1	YP_010062535.1 hypothetical protein KIY69_gp62 [Mycobacterium phage Cerulean]	False	1.0	280	1.475e-86								YspA, cpYpsA-related SLOG family [PF10686.12]								0	False	
NC_023745_57	NC_023745	NC_023745	57	40643	40867	-1	D			YP_009007255.1	YP_009007255.1 hypothetical protein PBI_OBAMA12_63 [Mycobacterium phage Obama12]	False	0.96	152	4.724e-43								Gene product 63 [PF17471.5]					VOG08032	sp|O64255|VG63_BPMD2 Gene 63 protein; Xu	Xu	0	False	
NC_023745_58	NC_023745	NC_023745	58	40925	41470	-1	E			YP_009007256.1	YP_009007256.1 phosphoribosyl transferase [Mycobacterium phage Obama12]	True	1.0	385	7.186e-122													VOG08033	REFSEQ phosphoribosyl transferase; Xu	Xu	0	False	
NC_023745_59	NC_023745	NC_023745	59	41490	42296	-1	D			YP_009638720.1	YP_009638720.1 DnaB-like replicative helicase [Mycobacterium phage Arturo]	True	0.965	546	4.277e-176								DnaB-like helicase C terminal domain [PF03796.18]; AAA domain [PF13481.9]					VOG00297	sp|Q8X5V3|DNAB_ECO57 Replicative DNA helicase; XhXr	Xh;Xr	0	False	V
NC_023745_60	NC_023745	NC_023745	60	42381	42581	-1	E			YP_010063144.1	YP_010063144.1 hypothetical protein KIY76_gp65 [Mycobacterium phage Miramae]	False	0.994	137	5.309e-38													VOG08356	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_023745_61	NC_023745	NC_023745	61	42572	42796	-1	E			YP_009007260.1	YP_009007260.1 hypothetical protein PBI_OBAMA12_68 [Mycobacterium phage Obama12]	False	1.0	167	2.825e-48													VOG08511	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_023745_62	NC_023745	NC_023745	62	42806	43597	-1	C	K07465	putative RecB family exonuclease	YP_009007261.1	YP_009007261.1 exonuclease [Mycobacterium phage Obama12]	True	1.0	560	5.449e-181								PD-(D/E)XK nuclease superfamily [PF12705.10]; Domain of unknown function DUF83 [PF01930.20]					VOG00510	sp|O64262|VG69_BPMD2 Gene 69 protein; Xu	Xu	0	False	
NC_023745_63	NC_023745	NC_023745	63	43594	43863	-1	E			YP_009007262.1	YP_009007262.1 hypothetical protein PBI_OBAMA12_70 [Mycobacterium phage Obama12]	False	0.981	186	8.064e-55																0	False	
NC_023745_64	NC_023745	NC_023745	64	44095	44607	-1	E			YP_009007263.1	YP_009007263.1 transcriptional repressor [Mycobacterium phage Obama12]	True	1.0	367	8.533000000000002e-116													VOG00931	sp|Q05286|VG71_BPML5 Repressor-like immunity protein; Xu	Xu	0	False	
NC_023745_65	NC_023745	NC_023745	65	44816	44944	-1	E			YP_010063322.1	YP_010063322.1 hypothetical protein KIY78_gp67 [Mycobacterium phage Cindaradix]	False	0.938	85	1.701e-20													VOG05979	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_023745_66	NC_023745	NC_023745	66	45069	45317	-1	E			YP_009005631.1	YP_009005631.1 hypothetical protein CH07_gp73 [Mycobacterium phage BellusTerra]	False	0.993	174	1.033e-50													VOG08268	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_023745_67	NC_023745	NC_023745	67	45314	45628	-1	E			YP_009635483.1	YP_009635483.1 hypothetical protein FGG52_gp70 [Mycobacterium phage Backyardigan]	False	0.977	216	6.197000000000001e-65																0	False	
NC_023745_68	NC_023745	NC_023745	68	45785	46087	-1	E			YP_009007268.1	YP_009007268.1 site-specific recombination directionality factor RDF [Mycobacterium phage Obama12]	False	0.978	209	2.834e-62													VOG08038	sp|Q05291|VG76_BPML5 Gene 76 protein; Xu	Xu	0	False	
NC_023745_69	NC_023745	NC_023745	69	46084	46242	-1	E			YP_010062978.1	YP_010062978.1 hypothetical protein KIY74_gp75 [Mycobacterium phage ICleared]	False	1.0	121	8.276e-33													VOG12355	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_023745_70	NC_023745	NC_023745	70	46250	46393	-1	E			YP_010062979.1	YP_010062979.1 hypothetical protein KIY74_gp76 [Mycobacterium phage ICleared]	False	1.0	105	2.058e-27													VOG12742	REFSEQ hypothetical protein; Xu	Xu	0	False	
NC_023745_71	NC_023745	NC_023745	71	46604	47191	-1	E			YP_010062718.1	YP_010062718.1 DNA methyltransferase [Mycobacterium phage Cintron]	True	0.997	413	2.624e-131																0	False	F
NC_023745_72	NC_023745	NC_023745	72	47166	47699	-1	C	K00558	DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37]	YP_009031938.1	YP_009031938.1 DNA methyltransferase [Mycobacterium phage Kampy]	True	0.975	366	3.075e-115								C-5 cytosine-specific DNA methylase [PF00145.20]					VOG06057	sp|P36216|MTC1_PBCVI Type II methyltransferase M.CviJI; XhXp	Xh;Xp	0	False	MF
NC_023745_73	NC_023745	NC_023745	73	47696	47866	-1	E			YP_010062982.1	YP_010062982.1 HNH endonuclease [Mycobacterium phage ICleared]	False	0.99	119	3.617e-32													VOG00588	REFSEQ HNH endonuclease; Xu	Xu	0	False	F
NC_023745_74	NC_023745	NC_023745	74	47869	48339	-1	D			YP_009018868.1	YP_009018868.1 SprT [Mycobacterium phage LHTSCC]	False	1.0	344	5.309e-108								SprT-like family [PF10263.12]					VOG01617	sp|A0A0R4IWG9|GCNA_DANRE Germ cell nuclear acidic protein; Xu	Xu	0	False	F
NC_023745_75	NC_023745	NC_023745	75	48336	48482	-1	E			YP_009007275.1	YP_009007275.1 hypothetical protein PBI_OBAMA12_83 [Mycobacterium phage Obama12]	False	0.917	94	1.142e-23													VOG08043	sp|Q05293|VG78_BPML5 Gene 78 protein; Xu	Xu	0	False	F
NC_023745_76	NC_023745	NC_023745	76	48503	48856	-1	E			YP_009018870.1	YP_009018870.1 hypothetical protein LHTSCC_85 [Mycobacterium phage LHTSCC]	False	0.972	242	1.927e-73													VOG08039	sp|Q05298|VG82_BPML5 Gene 82 protein; Xu	Xu	0	False	F
NC_023745_77	NC_023745	NC_023745	77	48941	49030	-1	D			YP_009018872.1	YP_009018872.1 hypothetical protein LHTSCC_87 [Mycobacterium phage LHTSCC]	False	0.971	62	1.184e-12								Family of unknown function (DUF5419) [PF17441.5]								0	False	F
NC_023745_78	NC_023745	NC_023745	78	49032	49244	-1	E			YP_009190944.1	YP_009190944.1 hypothetical protein SEA_IRACEMA64_85 [Mycobacterium phage Iracema64]	False	0.978	147	2.368e-41													VOG04857	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_023745_79	NC_023745	NC_023745	79	49336	49542	-1	E			YP_009190945.1	YP_009190945.1 hypothetical protein SEA_IRACEMA64_86 [Mycobacterium phage Iracema64]	False	0.954	139	1.205e-38													VOG08041	REFSEQ hypothetical protein; Xu	Xu	0	False	F
NC_023745_80	NC_023745	NC_023745	80	49565	50449	-1	E			YP_009018875.1	YP_009018875.1 hypothetical protein LHTSCC_90 [Mycobacterium phage LHTSCC]	True	0.944	584	1.046e-188													VOG01505	sp|O64269|VG88_BPMD2 Gene 88 protein; Xu	Xu	0	False	F
NC_023745_81	NC_023745	NC_023745	81	50478	50597	-1	E			YP_009190947.1	YP_009190947.1 hypothetical protein SEA_IRACEMA64_88 [Mycobacterium phage Iracema64]	False	0.981	83	7.094e-20													VOG09382	REFSEQ hypothetical protein; Xu	Xu	0	False	F
