Target Name	ID	EC value	E-Value (sequence)	Score (domain)
NZ_CP030760.1_2743	COG0065		8.9e-238	788.3
NZ_CP030760.1_2896	COG0066		7.8e-99	328.7
NZ_CP030764.1_436	COG0069		3.4e-130	429.9
NZ_CP030760.1_2262	COG0070		0	2418.3
NZ_CP030764.1_437	COG0070		5.2e-40	131.0
NZ_CP030763.1_351	COG0071		6.4e-49	163.7
NZ_CP030761.1_660	COG0071		5.2e-48	160.7
NZ_CP030761.1_628	COG0071		9.1e-46	153.4
NZ_CP030761.1_627	COG0071		1.1e-38	130.2
NZ_CP030760.1_2266	COG0071		2.9e-38	128.8
NZ_CP030760.1_3195	COG0072		2e-298	989.2
NZ_CP030760.1_1601	COG0073		2.3e-20	69.7
NZ_CP030760.1_2635	COG0074		1.6e-145	482.9
NZ_CP030763.1_512	COG0075		4.6e-88	293.0
NZ_CP030760.1_1145	COG0076		1.3e-128	427.3
NZ_CP030760.1_3068	COG0077		1.3e-117	390.4
NZ_CP030760.1_3476	COG0078		4e-158	524.8
NZ_CP030761.1_285	COG0078		2.8e-148	492.3
NZ_CP030760.1_2286	COG0078		1.1e-63	213.1
NZ_CP030760.1_2548	COG0079		4.3e-128	425.1
NZ_CP030760.1_4475	COG0079		1.1e-103	344.7
NZ_CP030760.1_974	COG0079		6e-78	259.7
NZ_CP030760.1_77	COG0080		3e-69	229.0
NZ_CP030760.1_78	COG0081		4.2e-114	377.3
NZ_CP030760.1_3908	COG0082		2.5e-179	593.7
NZ_CP030760.1_625	COG0084		5.1e-107	354.3
NZ_CP030760.1_81	COG0085		0	1877.9
NZ_CP030760.1_82	COG0086		0	2251.3
NZ_CP030760.1_89	COG0087		4.5e-96	318.5
NZ_CP030760.1_90	COG0088		5.5e-88	291.5
NZ_CP030760.1_91	COG0089		9.9e-47	155.5
NZ_CP030760.1_92	COG0090		1.8e-127	421.2
NZ_CP030760.1_94	COG0091		8.5e-55	182.9
NZ_CP030760.1_95	COG0092		3.6e-120	397.5
NZ_CP030760.1_99	COG0093		7.4e-62	203.8
NZ_CP030760.1_101	COG0094		9.3e-99	326.8
NZ_CP030760.1_103	COG0096		4.2e-54	178.9
NZ_CP030760.1_104	COG0097		1.4e-77	256.6
NZ_CP030760.1_106	COG0098		3.9e-86	285.8
NZ_CP030760.1_111	COG0099		1.8e-61	203.2
NZ_CP030760.1_112	COG0100		1.9e-67	222.6
NZ_CP030760.1_3358	COG0101		1e-111	370.3
NZ_CP030760.1_4672	COG0102		5.6e-76	251.5
NZ_CP030760.1_4671	COG0103		8.1e-68	225.1
NZ_CP030760.1_1971	COG0104		5.9e-197	651.8
NZ_CP030762.1_122	COG0104		6.2e-96	156.9
NZ_CP030762.1_122	COG0104		6.2e-96	142.8
NZ_CP030760.1_4580	COG0105		5.3e-77	256.2
NZ_CP030760.1_2976	COG0106		3.4e-108	357.8
NZ_CP030760.1_2975	COG0107		4.2e-144	478.0
NZ_CP030760.1_3907	COG0108		2.5e-156	518.3
NZ_CP030760.1_879	COG0108		9.3e-111	367.9
NZ_CP030760.1_3928	COG0109		2.7e-137	455.3
NZ_CP030762.1_390	COG0110		1.7e-63	211.4
NZ_CP030760.1_3175	COG0110		2e-59	198.1
NZ_CP030760.1_3102	COG0110		1.1e-50	169.3
NZ_CP030761.1_538	COG0110		1.9e-47	156.8
NZ_CP030763.1_178	COG0110		6.6e-45	150.4
NZ_CP030760.1_2083	COG0111		1.3e-152	505.9
NZ_CP030761.1_15	COG0111		1.7e-130	433.0
NZ_CP030760.1_3011	COG0111		4.2e-91	303.0
NZ_CP030763.1_34	COG0111		4.9e-89	296.1
NZ_CP030761.1_493	COG0111		7.4e-88	292.4
NZ_CP030760.1_4620	COG0112		1.5e-242	803.6
NZ_CP030760.1_4616	COG0113		2.8e-149	493.8
NZ_CP030760.1_854	COG0114		1.1e-224	743.3
NZ_CP030760.1_455	COG0115		5e-90	299.3
NZ_CP030760.1_1330	COG0115		1e-86	288.4
NZ_CP030760.1_4284	COG0115		5.9e-79	262.9
NZ_CP030760.1_2245	COG0115		2.1e-35	119.4
NZ_CP030760.1_1597	COG0115		1.7e-11	40.9
NZ_CP030760.1_2979	COG0118		3.8e-97	323.6
NZ_CP030760.1_4534	COG0119		5.7e-154	510.9
NZ_CP030760.1_1653	COG0119		7.9e-147	487.3
NZ_CP030760.1_851	COG0120		4.7e-93	308.0
NZ_CP030760.1_3277	COG0121		4.5e-85	283.2
NZ_CP030760.1_2520	COG0122		1.7e-63	212.1
NZ_CP030760.1_3894	COG0123		5e-125	414.5
NZ_CP030760.1_3184	COG0123		3.3e-90	299.8
NZ_CP030760.1_3798	COG0124		1.6e-136	452.3
NZ_CP030760.1_629	COG0125		3.3e-94	313.6
NZ_CP030762.1_232	COG0125		1.7e-15	53.8
NZ_CP030760.1_2133	COG0126		3.4e-180	596.6
NZ_CP030760.1_3299	COG0127		4.2e-88	293.1
NZ_CP030760.1_3034	COG0128		3.7e-167	554.4
NZ_CP030760.1_3863	COG0128		3.5e-140	463.8
NZ_CP030760.1_118	COG0129		4.9e-260	861.3
NZ_CP030760.1_1750	COG0129		3.4e-228	756.0
NZ_CP030761.1_152	COG0129		2.6e-220	729.9
NZ_CP030760.1_3678	COG0129		1.3e-201	668.0
NZ_CP030760.1_1975	COG0129		4.9e-200	662.9
NZ_CP030760.1_3050	COG0130		1.4e-121	403.7
NZ_CP030760.1_2981	COG0131		1.5e-103	343.7
NZ_CP030760.1_2954	COG0133		3.3e-226	748.9
NZ_CP030760.1_647	COG0134		8.3e-130	431.4
NZ_CP030760.1_2953	COG0135		1.4e-82	274.2
NZ_CP030760.1_2906	COG0136		4.7e-161	533.0
NZ_CP030760.1_2702	COG0137		3.3e-199	659.3
NZ_CP030760.1_1127	COG0137		7.6e-197	651.5
NZ_CP030760.1_2913	COG0138		7.6e-251	830.9
NZ_CP030760.1_677	COG0139		9.7e-62	206.1
NZ_CP030760.1_2974	COG0140		1.3e-45	153.4
NZ_CP030760.1_3537	COG0141		8.7e-193	638.6
NZ_CP030761.1_749	COG0141		3.2e-151	501.4
NZ_CP030760.1_3855	COG0142		2.2e-119	395.8
NZ_CP030760.1_2829	COG0142		1.7e-97	323.8
NZ_CP030760.1_626	COG0143		2.5e-213	707.2
NZ_CP030760.1_3898	COG0143		2.5e-150	498.9
NZ_CP030760.1_2915	COG0144		4.2e-128	426.0
NZ_CP030760.1_3240	COG0144		3.6e-121	403.0
NZ_CP030761.1_480	COG0145		8.6e-243	805.7
NZ_CP030761.1_197	COG0145		7.6e-144	477.8
NZ_CP030761.1_479	COG0146		4.1e-193	640.4
NZ_CP030760.1_2244	COG0147		1.7e-133	443.9
NZ_CP030760.1_428	COG0148		9.8e-223	736.4
NZ_CP030760.1_660	COG0149		1.4e-110	367.2
NZ_CP030761.1_170	COG0149		5.4e-97	322.5
NZ_CP030760.1_877	COG0149		1.4e-11	41.0
NZ_CP030760.1_4596	COG0150		6e-175	579.7
NZ_CP030760.1_3865	COG0151		2.4e-226	750.3
NZ_CP030760.1_759	COG0152		4.3e-119	395.6
NZ_CP030760.1_2044	COG0152		1.4e-116	387.4
NZ_CP030760.1_341	COG0154		2.5e-202	671.4
NZ_CP030760.1_3157	COG0154		2.2e-142	473.2
NZ_CP030764.1_289	COG0154		6.8e-141	465.5
NZ_CP030763.1_480	COG0154		4.1e-137	455.6
NZ_CP030761.1_805	COG0154		9.1e-136	451.2
NZ_CP030760.1_462	COG0155		7.5e-190	629.2
NZ_CP030764.1_509	COG0155		1.1e-74	246.1
NZ_CP030760.1_1546	COG0156		3.4e-177	587.4
NZ_CP030760.1_2587	COG0156		9.4e-175	579.3
NZ_CP030761.1_691	COG0156		1.1e-174	579.1
NZ_CP030761.1_602	COG0156		5.4e-83	276.4
NZ_CP030764.1_493	COG0157		6e-130	427.5
NZ_CP030760.1_2955	COG0159		2.2e-108	358.4
NZ_CP030760.1_3028	COG0160		7.6e-193	639.2
NZ_CP030763.1_298	COG0160		9.4e-155	513.4
NZ_CP030760.1_3164	COG0160		5.1e-140	464.6
NZ_CP030760.1_1681	COG0161		3.4e-176	583.2
NZ_CP030760.1_4456	COG0161		8.9e-170	562.1
NZ_CP030761.1_507	COG0161		3.5e-168	556.9
NZ_CP030761.1_1062	COG0161		2.7e-165	547.4
NZ_CP030761.1_66	COG0161		5.7e-165	546.3
NZ_CP030760.1_740	COG0162		8.3e-159	526.0
NZ_CP030760.1_1153	COG0162		8.9e-148	489.6
NZ_CP030760.1_2660	COG0163		1.9e-93	309.9
NZ_CP030760.1_3848	COG0164		2.4e-90	299.7
NZ_CP030760.1_2532	COG0165		3.2e-227	752.7
NZ_CP030760.1_3423	COG0166		7.7e-195	645.8
NZ_CP030760.1_1907	COG0167		5.8e-117	388.0
NZ_CP030760.1_3493	COG0167		1.4e-111	370.2
NZ_CP030760.1_2936	COG0169		7.4e-111	368.9
NZ_CP030764.1_584	COG0169		1.8e-88	292.3
NZ_CP030761.1_841	COG0169		1.5e-86	288.7
NZ_CP030761.1_851	COG0169		9.6e-72	239.7
NZ_CP030760.1_837	COG0171		1.9e-231	766.9
NZ_CP030760.1_4289	COG0171		4.7e-69	230.2
NZ_CP030760.1_295	COG0172		1.6e-191	633.7
NZ_CP030760.1_2790	COG0172		5.5e-51	170.2
NZ_CP030760.1_4606	COG0173		5.5e-263	871.4
NZ_CP030760.1_557	COG0174		1.9e-198	656.9
NZ_CP030760.1_3682	COG0174		7.1e-155	513.0
NZ_CP030760.1_1479	COG0174		5.2e-147	487.2
NZ_CP030764.1_435	COG0174		1.2e-146	483.4
NZ_CP030760.1_4437	COG0174		4.3e-118	391.6
NZ_CP030760.1_4197	COG0175		8.7e-86	285.3
NZ_CP030760.1_4198	COG0175		2.4e-73	244.4
NZ_CP030760.1_2385	COG0176		3.2e-100	333.6
NZ_CP030760.1_2389	COG0177		5e-108	357.5
NZ_CP030760.1_564	COG0178		0	1711.8
NZ_CP030760.1_2949	COG0179		3.9e-122	405.6
NZ_CP030763.1_285	COG0179		7.1e-108	358.6
NZ_CP030763.1_291	COG0179		7.8e-100	332.1
NZ_CP030760.1_1298	COG0179		1.1e-88	295.3
NZ_CP030760.1_182	COG0179		2.2e-62	208.7
NZ_CP030760.1_3323	COG0180		1.5e-138	459.5
NZ_CP030760.1_2684	COG0181		2.9e-127	421.8
NZ_CP030760.1_2822	COG0183		4.1e-164	544.3
NZ_CP030764.1_206	COG0183		1.8e-163	539.6
NZ_CP030763.1_16	COG0183		1.7e-149	496.0
NZ_CP030760.1_3513	COG0183		1.4e-133	443.6
NZ_CP030761.1_1111	COG0183		2.3e-130	432.8
NZ_CP030760.1_3048	COG0184		7.5e-49	163.6
NZ_CP030760.1_93	COG0185		2.5e-43	144.5
NZ_CP030760.1_98	COG0186		4e-45	152.1
NZ_CP030760.1_2945	COG0187		0	1012.8
NZ_CP030760.1_662	COG0187		1.5e-255	846.4
NZ_CP030760.1_567	COG0188		0	1189.5
NZ_CP030760.1_4610	COG0188		6.4e-280	928.2
NZ_CP030760.1_3257	COG0189		1.3e-88	294.7
NZ_CP030760.1_3670	COG0190		2.4e-133	441.2
NZ_CP030761.1_184	COG0191		1.1e-127	423.6
NZ_CP030760.1_3310	COG0192		3.1e-181	600.2
NZ_CP030760.1_1615	COG0193		2.5e-82	272.8
NZ_CP030760.1_4562	COG0194		3.7e-115	382.9
NZ_CP030760.1_3054	COG0195		1.2e-198	658.3
NZ_CP030760.1_3807	COG0196		1.4e-130	432.9
NZ_CP030760.1_96	COG0197		1.5e-64	213.1
NZ_CP030760.1_100	COG0198		1.2e-44	149.3
NZ_CP030760.1_102	COG0199		7.9e-34	114.3
NZ_CP030760.1_108	COG0200		4.1e-65	216.3
NZ_CP030760.1_109	COG0201		3.3e-211	699.7
NZ_CP030760.1_1093	COG0201		3.9e-21	72.4
NZ_CP030760.1_113	COG0202		1.8e-176	585.1
NZ_CP030760.1_114	COG0203		2.3e-69	230.3
NZ_CP030760.1_2542	COG0204		1e-56	189.5
NZ_CP030760.1_3317	COG0204		1e-46	156.6
NZ_CP030763.1_565	COG0204		9.3e-45	150.2
NZ_CP030760.1_4018	COG0204		8.6e-43	108.8
NZ_CP030760.1_2623	COG0204		4.9e-21	72.1
NZ_CP030760.1_1452	COG0205		1e-80	268.5
NZ_CP030760.1_1428	COG0206		8.7e-156	511.7
NZ_CP030760.1_1219	COG0206		1.6e-150	498.6
NZ_CP030760.1_1386	COG0207		4.6e-150	496.6
NZ_CP030760.1_2440	COG0208		2.8e-116	385.5
NZ_CP030760.1_2441	COG0209		4.6e-211	700.0
NZ_CP030760.1_188	COG0209		1.1e-206	685.4
NZ_CP030760.1_1406	COG0210		3.2e-269	893.1
NZ_CP030760.1_3529	COG0210		3.2e-183	608.6
NZ_CP030760.1_2868	COG0211		1.8e-49	164.9
NZ_CP030760.1_2101	COG0212		2.7e-60	200.9
NZ_CP030760.1_3135	COG0213		2.3e-184	611.0
NZ_CP030760.1_4539	COG0215		4.4e-201	666.7
NZ_CP030760.1_2489	COG0216		3.1e-167	553.2
NZ_CP030760.1_2105	COG0217		4.6e-127	420.9
NZ_CP030760.1_3376	COG0218		5.8e-80	265.9
NZ_CP030760.1_1630	COG0219		1.7e-61	204.0
NZ_CP030760.1_3309	COG0220		3.2e-81	271.2
NZ_CP030760.1_2693	COG0221		3.3e-83	275.5
NZ_CP030762.1_93	COG0221		1.1e-74	247.6
NZ_CP030760.1_80	COG0222		3.2e-57	191.4
NZ_CP030760.1_3357	COG0223		2.3e-132	439.7
NZ_CP030760.1_2616	COG0224		3.9e-121	401.5
NZ_CP030760.1_3468	COG0226		2.6e-76	254.3
NZ_CP030760.1_2554	COG0227		8.5e-38	126.5
NZ_CP030760.1_2737	COG0228		2.1e-50	168.2
NZ_CP030760.1_4327	COG0229		5.2e-84	279.9
NZ_CP030760.1_2447	COG0229		3.3e-23	79.6
NZ_CP030763.1_554	COG0229		4.1e-25	73.2
NZ_CP030764.1_524	COG0229		5.4e-22	62.6
NZ_CP030760.1_2795	COG0231		2.4e-70	233.1
NZ_CP030760.1_286	COG0232		8.4e-139	460.3
NZ_CP030760.1_413	COG0233		4.6e-76	251.2
NZ_CP030761.1_468	COG0234		2.8e-56	186.6
NZ_CP030760.1_3805	COG0234		3.8e-55	183.0
NZ_CP030760.1_4368	COG0234		2.8e-52	173.6
NZ_CP030761.1_500	COG0235		4.3e-71	237.1
NZ_CP030760.1_4135	COG0235		3.9e-66	221.0
NZ_CP030760.1_2937	COG0237		1.3e-72	242.1
NZ_CP030760.1_4553	COG0238		7.2e-41	136.7
NZ_CP030760.1_715	COG0239		8.6e-54	180.0
NZ_CP030760.1_2682	COG0240		1.7e-122	406.4
NZ_CP030761.1_886	COG0240		9.1e-71	235.8
NZ_CP030761.1_874	COG0240		1.2e-42	143.2
NZ_CP030760.1_3354	COG0242		4.5e-84	278.9
NZ_CP030760.1_697	COG0242		1.6e-60	201.6
NZ_CP030760.1_79	COG0244		5e-74	247.6
NZ_CP030760.1_443	COG0245		5.2e-162	536.7
NZ_CP030760.1_2396	COG0246		1.9e-191	635.0
NZ_CP030760.1_3024	COG0246		4.6e-183	607.2
NZ_CP030760.1_4600	COG0248		3.7e-129	428.8
NZ_CP030760.1_3760	COG0248		6.1e-112	372.1
NZ_CP030760.1_3329	COG0249		0	1022.9
NZ_CP030760.1_76	COG0250		3.7e-82	272.1
NZ_CP030764.1_386	COG0251		6.6e-49	161.6
NZ_CP030760.1_4084	COG0251		6.9e-42	141.1
NZ_CP030763.1_645	COG0251		1.7e-36	123.4
NZ_CP030761.1_69	COG0251		1.9e-34	116.6
NZ_CP030760.1_408	COG0251		5.7e-34	115.2
NZ_CP030760.1_2732	COG0253		2.3e-109	364.3
NZ_CP030760.1_2140	COG0254		8.9e-38	127.1
NZ_CP030760.1_97	COG0255		4.6e-31	104.7
NZ_CP030760.1_105	COG0256		1.3e-53	178.9
NZ_CP030760.1_2175	COG0257		3.8e-19	65.1
NZ_CP030760.1_3919	COG0259		4.8e-94	311.4
NZ_CP030760.1_4570	COG0260		1.6e-193	641.9
NZ_CP030760.1_3154	COG0260		3.9e-158	525.0
NZ_CP030760.1_2867	COG0261		1.7e-56	188.6
NZ_CP030760.1_3506	COG0262		4.1e-49	163.8
NZ_CP030760.1_1385	COG0262		7.1e-43	143.4
NZ_CP030760.1_1410	COG0262		1.1e-42	142.8
NZ_CP030760.1_3228	COG0262		1.3e-38	129.5
NZ_CP030760.1_1114	COG0262		3.5e-35	117.8
NZ_CP030760.1_2873	COG0263		4.1e-156	517.0
NZ_CP030760.1_411	COG0264		2.8e-133	441.9
NZ_CP030760.1_4409	COG0265		6.8e-141	467.9
NZ_CP030760.1_1382	COG0265		4e-137	454.8
NZ_CP030760.1_4175	COG0265		2.7e-146	420.9
NZ_CP030760.1_121	COG0265		1.2e-134	393.2
NZ_CP030763.1_345	COG0265		5.2e-118	390.3
NZ_CP030760.1_3293	COG0266		1.7e-113	376.3
NZ_CP030760.1_51	COG0267		7.6e-22	74.3
NZ_CP030760.1_3295	COG0268		2.1e-38	129.2
NZ_CP030760.1_1769	COG0270		1.5e-30	90.7
NZ_CP030760.1_1768	COG0270		1.6e-26	79.1
NZ_CP030760.1_768	COG0271		9.1e-34	114.4
NZ_CP030760.1_1423	COG0272		2.4e-288	956.1
NZ_CP030760.1_3134	COG0274		1.5e-80	267.5
NZ_CP030760.1_899	COG0274		7e-79	262.0
NZ_CP030760.1_1445	COG0275		7.6e-127	420.4
NZ_CP030760.1_2252	COG0276		7.2e-142	469.6
NZ_CP030760.1_3784	COG0277		3.7e-154	511.8
NZ_CP030761.1_26	COG0277		6.2e-149	494.5
NZ_CP030761.1_473	COG0277		1e-144	480.5
NZ_CP030760.1_1391	COG0277		1.3e-144	480.3
NZ_CP030760.1_3877	COG0277		1.7e-132	440.3
NZ_CP030760.1_772	COG0278		8.9e-58	193.2
NZ_CP030760.1_2495	COG0278		8.9e-13	45.4
NZ_CP030762.1_82	COG0278		1.6e-11	40.9
NZ_CP030760.1_285	COG0278		1e-10	38.6
NZ_CP030760.1_2467	COG0280		2e-47	158.8
NZ_CP030760.1_825	COG0281		0	1151.5
NZ_CP030760.1_3330	COG0281		0	1118.1
NZ_CP030760.1_2466	COG0282		2.6e-164	544.5
NZ_CP030763.1_355	COG0282		6.9e-139	460.8
NZ_CP030760.1_2067	COG0282		1.4e-138	459.7
NZ_CP030760.1_3033	COG0283		5e-95	316.5
NZ_CP030760.1_3249	COG0284		4.5e-87	289.7
NZ_CP030760.1_2957	COG0285		3.5e-143	475.3
NZ_CP030760.1_4020	COG0285		3.4e-109	362.5
NZ_CP030760.1_272	COG0286		8.5e-120	398.3
NZ_CP030760.1_2547	COG0287		1.3e-123	410.1
NZ_CP030761.1_1091	COG0287		5.3e-22	75.2
NZ_CP030760.1_2909	COG0288		7.1e-75	249.1
NZ_CP030761.1_695	COG0288		9e-74	245.5
NZ_CP030760.1_3111	COG0289		2.7e-100	332.4
NZ_CP030760.1_1141	COG0289		1.3e-87	290.8
NZ_CP030760.1_3191	COG0290		5.5e-94	311.9
NZ_CP030760.1_3192	COG0291		9.8e-25	83.7
NZ_CP030760.1_3193	COG0292		9e-64	211.6
NZ_CP030760.1_3761	COG0293		2.3e-94	312.7
NZ_CP030760.1_807	COG0294		1.9e-109	363.2
NZ_CP030760.1_3132	COG0295		1.7e-60	202.2
NZ_CP030760.1_2297	COG0296		2.3e-271	899.6
NZ_CP030761.1_410	COG0296		6.9e-270	894.7
NZ_CP030761.1_393	COG0296		1.8e-165	549.3
NZ_CP030760.1_582	COG0296		4.1e-120	399.0
NZ_CP030760.1_2299	COG0297		1.9e-232	772.0
NZ_CP030760.1_1840	COG0297		6.9e-11	38.0
NZ_CP030760.1_2785	COG0297		4.6e-10	29.0
NZ_CP030760.1_4595	COG0299		6.1e-108	358.5
NZ_CP030760.1_676	COG0302		8.7e-95	313.6
NZ_CP030762.1_121	COG0302		3.7e-88	291.8
NZ_CP030760.1_649	COG0303		1.6e-149	495.9
NZ_CP030760.1_4559	COG0304		3.1e-218	724.5
NZ_CP030760.1_578	COG0304		6.8e-190	630.7
NZ_CP030760.1_3044	COG0304		6.2e-184	610.9
NZ_CP030762.1_391	COG0304		1.3e-178	593.3
NZ_CP030760.1_966	COG0304		1.4e-149	496.8
NZ_CP030760.1_4550	COG0305		1.1e-180	598.9
NZ_CP030762.1_347	COG0305		1.1e-180	598.8
NZ_CP030760.1_1273	COG0305		7.5e-36	120.0
NZ_CP030763.1_723	COG0306		1.6e-148	492.9
NZ_CP030760.1_3777	COG0306		4.9e-129	426.5
NZ_CP030760.1_2066	COG0306		6e-128	424.8
NZ_CP030760.1_4623	COG0307		1e-86	287.9
NZ_CP030760.1_4415	COG0308		4.9e-184	610.8
NZ_CP030760.1_3924	COG0312		8.4e-181	599.8
NZ_CP030760.1_3817	COG0312		9.7e-143	474.1
NZ_CP030760.1_3254	COG0313		4.9e-123	407.6
NZ_CP030760.1_4584	COG0314		5.6e-59	196.1
NZ_CP030760.1_648	COG0315		1.9e-82	274.5
NZ_CP030760.1_4501	COG0317		3.6e-270	895.7
NZ_CP030761.1_464	COG0317		8.9e-19	64.2
NZ_CP030760.1_3314	COG0319		4.3e-63	210.8
NZ_CP030760.1_438	COG0320		7.4e-155	512.6
NZ_CP030760.1_701	COG0321		5.1e-97	322.8
NZ_CP030760.1_4587	COG0322		3.1e-238	790.1
NZ_CP030760.1_3828	COG0323		2.2e-219	727.1
NZ_CP030760.1_1380	COG0324		1.4e-115	382.8
NZ_CP030760.1_2922	COG0325		3.4e-87	289.3
NZ_CP030763.1_210	COG0326		2.4e-216	717.9
NZ_CP030760.1_3937	COG0328		2.5e-88	293.6
NZ_CP030760.1_826	COG0328		4.3e-39	131.6
NZ_CP030760.1_4497	COG0329		1.4e-134	446.2
NZ_CP030763.1_50	COG0329		5.5e-113	375.0
NZ_CP030760.1_2674	COG0329		2.1e-109	363.2
NZ_CP030760.1_128	COG0329		2.2e-103	343.3
NZ_CP030761.1_550	COG0329		1.6e-98	327.4
NZ_CP030760.1_2253	COG0330		9.5e-107	354.3
NZ_CP030761.1_926	COG0330		2e-86	287.4
NZ_CP030760.1_1384	COG0330		3.8e-84	279.9
NZ_CP030760.1_1383	COG0330		2.7e-74	247.5
NZ_CP030760.1_4556	COG0331		8.6e-146	483.7
NZ_CP030760.1_4636	COG0332		4.7e-156	517.9
NZ_CP030760.1_2825	COG0333		9.8e-30	100.0
NZ_CP030760.1_2740	COG0335		2.2e-71	237.0
