	fasta	scaffold	gene_position	start_position	end_position	strandedness	rank	ko_id	kegg_hit	pfam_hits	cazy_ids	cazy_hits	cazy_subfam_ec	cazy_best_hit	heme_regulatory_motif_count
MZ334526_MZ334526.1_23	MZ334526	MZ334526.1	23	10696	10839	1	E								0
MZ334526_MZ334526.1_24	MZ334526	MZ334526.1	24	10836	11123	1	E								0
MZ334526_MZ334526.1_25	MZ334526	MZ334526.1	25	11120	11284	1	E								0
MZ334526_MZ334526.1_26	MZ334526	MZ334526.1	26	11281	11397	1	E								0
MZ334526_MZ334526.1_27	MZ334526	MZ334526.1	27	11394	11582	1	E								0
MZ334526_MZ334526.1_28	MZ334526	MZ334526.1	28	11623	14082	1	E								0
MZ334526_MZ334526.1_29	MZ334526	MZ334526.1	29	14124	14258	1	E								0
MZ334526_MZ334526.1_30	MZ334526	MZ334526.1	30	14251	14652	1	E								0
MZ334526_MZ334526.1_31	MZ334526	MZ334526.1	31	14744	15376	1	E								0
MZ334526_MZ334526.1_32	MZ334526	MZ334526.1	32	15379	15627	1	E								0
MZ334526_MZ334526.1_33	MZ334526	MZ334526.1	33	15669	15860	1	E								0
MZ334526_MZ334526.1_34	MZ334526	MZ334526.1	34	15860	17416	1	E								0
MZ334526_MZ334526.1_35	MZ334526	MZ334526.1	35	17521	17784	1	E								0
MZ334526_MZ334526.1_36	MZ334526	MZ334526.1	36	17784	17909	1	E								0
MZ334526_MZ334526.1_37	MZ334526	MZ334526.1	37	17906	18091	1	E								0
MZ334526_MZ334526.1_38	MZ334526	MZ334526.1	38	18150	18563	1	E								0
MZ334526_MZ334526.1_39	MZ334526	MZ334526.1	39	18566	19825	1	E								0
MZ334526_MZ334526.1_40	MZ334526	MZ334526.1	40	19872	20210	1	E								0
MZ334526_MZ334526.1_41	MZ334526	MZ334526.1	41	20210	20437	1	E								0
MZ334526_MZ334526.1_42	MZ334526	MZ334526.1	42	20437	20997	1	E								0
MZ334526_MZ334526.1_43	MZ334526	MZ334526.1	43	21039	21287	1	E								0
MZ334526_MZ334526.1_44	MZ334526	MZ334526.1	44	21287	21502	1	E								0
MZ334526_MZ334526.1_45	MZ334526	MZ334526.1	45	21499	21738	1	E								0
MZ334526_MZ334526.1_46	MZ334526	MZ334526.1	46	21728	22636	1	C	K00590	site-specific DNA-methyltransferase (cytosine-N4-specific) [EC:2.1.1.113]	DNA methylase [PF01555.21]					0
MZ334526_MZ334526.1_47	MZ334526	MZ334526.1	47	22679	24154	1	D			Bacterial regulatory protein, arsR family [PF01022.23]					0
MZ334526_MZ334526.1_48	MZ334526	MZ334526.1	48	24199	24585	1	D			Domain of unknown function (DUF6378) [PF19905.2]					0
MZ334526_MZ334526.1_49	MZ334526	MZ334526.1	49	24578	25033	1	D			Nucleoside 2-deoxyribosyltransferase [PF05014.18]					0
MZ334526_MZ334526.1_50	MZ334526	MZ334526.1	50	25179	25364	1	E								0
MZ334526_MZ334526.1_51	MZ334526	MZ334526.1	51	25405	25827	1	E								0
MZ334526_MZ334526.1_52	MZ334526	MZ334526.1	52	25832	26134	1	E								0
MZ334526_MZ334526.1_53	MZ334526	MZ334526.1	53	26134	26556	1	E								0
MZ334526_MZ334526.1_54	MZ334526	MZ334526.1	54	26590	27084	1	D			HNH endonuclease [PF13392.9]; Zinc-binding loop region of homing endonuclease [PF05551.14]					0
MZ334526_MZ334526.1_55	MZ334526	MZ334526.1	55	27074	27331	1	E								0
MZ334526_MZ334526.1_56	MZ334526	MZ334526.1	56	27368	27910	1	E								0
MZ334526_MZ334526.1_57	MZ334526	MZ334526.1	57	27944	28333	1	E								0
MZ334526_MZ334526.1_58	MZ334526	MZ334526.1	58	28336	29439	1	D			Protein of unknown function (DUF2961) [PF11175.11]	GH172	GH172 difructose-anhydride-I synthase (EC 4.2.1.179 (old 3.2.1.134)); alpha-D-Arabinofuranosidase (EC 3.2.1.-); alpha-D-Fructofuranosidase (EC 3.2.1.-)	4.2.1.179,3.2.1.-	GH172.hmm	0
MZ334526_MZ334526.1_59	MZ334526	MZ334526.1	59	29653	29880	1	E								0
MZ334526_MZ334526.1_60	MZ334526	MZ334526.1	60	29918	30388	1	E								0
MZ334526_MZ334526.1_61	MZ334526	MZ334526.1	61	30391	30876	1	E								0
MZ334526_MZ334526.1_62	MZ334526	MZ334526.1	62	31081	31233	1	E								0
MZ334526_MZ334526.1_63	MZ334526	MZ334526.1	63	31235	32332	1	E								0
MZ334526_MZ334526.1_64	MZ334526	MZ334526.1	64	32333	33184	1	E								0
MZ334526_MZ334526.1_65	MZ334526	MZ334526.1	65	33224	35998	1	E								0
MZ334526_MZ334526.1_66	MZ334526	MZ334526.1	66	35995	36294	-1	C	K06218	mRNA interferase RelE/StbE						0
MZ334526_MZ334526.1_67	MZ334526	MZ334526.1	67	36423	36602	1	E								0
